# event_ticker=KXATPMATCH-26MAR17ARNSHE
# final_score=7-6(5) 6-7(5) 6-2
# score_resolution=7-6 6-7 6-2
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Matteo Arnaldi
# kalshi_date=2026-03-17
timestamp,Alexander Shevchenko,Matteo Arnaldi
2026-03-20T22:31:00Z,43.99,58.71
2026-03-20T22:32:00Z,46.97,54.83
2026-03-20T22:33:00Z,50.64,51.84
2026-03-20T22:34:00Z,49.37,49.98
2026-03-20T22:35:00Z,44.49,56.76
2026-03-20T22:36:00Z,44.00,57.00
2026-03-20T22:37:00Z,42.68,56.09
2026-03-20T22:38:00Z,48.52,53.32
2026-03-20T22:39:00Z,43.42,53.78
2026-03-20T22:40:00Z,46.75,56.27
2026-03-20T22:41:00Z,44.70,55.06
2026-03-20T22:42:00Z,50.25,54.56
2026-03-20T22:43:00Z,44.85,59.31
2026-03-20T22:44:00Z,47.28,54.52
2026-03-20T22:45:00Z,56.10,41.94
2026-03-20T22:46:00Z,72.72,29.30
2026-03-20T22:47:00Z,74.00,25.26
2026-03-20T22:48:00Z,74.00,25.91
2026-03-20T22:49:00Z,75.43,24.98
2026-03-20T22:50:00Z,75.00,27.57
2026-03-20T22:51:00Z,71.75,32.44
2026-03-20T22:52:00Z,68.04,29.77
2026-03-20T22:53:00Z,57.83,40.96
2026-03-20T22:54:00Z,55.60,44.15
2026-03-20T22:55:00Z,57.00,45.43
2026-03-20T22:56:00Z,54.94,46.00
2026-03-20T22:57:00Z,56.36,43.53
2026-03-20T22:58:00Z,56.00,44.93
2026-03-20T22:59:00Z,56.26,45.07
2026-03-20T23:00:00Z,60.85,36.61
2026-03-20T23:01:00Z,69.14,30.33
2026-03-20T23:02:00Z,68.70,32.32
2026-03-20T23:03:00Z,70.45,28.60
2026-03-20T23:04:00Z,68.26,32.37
2026-03-20T23:05:00Z,66.75,32.80
2026-03-20T23:06:00Z,76.41,22.86
2026-03-20T23:07:00Z,78.00,22.99
2026-03-20T23:08:00Z,79.96,20.81
2026-03-20T23:09:00Z,78.97,24.45
2026-03-20T23:10:00Z,76.04,26.00
2026-03-20T23:11:00Z,75.74,26.13
2026-03-20T23:12:00Z,79.43,21.90
2026-03-20T23:13:00Z,79.64,18.51
2026-03-20T23:14:00Z,92.49,10.01
2026-03-20T23:15:00Z,93.16,5.58
2026-03-20T23:16:00Z,89.75,9.74
2026-03-20T23:17:00Z,94.35,4.83
2026-03-20T23:18:00Z,96.40,3.07
2026-03-20T23:19:00Z,96.98,3.40
2026-03-20T23:20:00Z,96.94,3.56
2026-03-20T23:21:00Z,96.93,3.46
2026-03-20T23:22:00Z,96.23,5.00
2026-03-20T23:23:00Z,97.18,5.72
2026-03-20T23:24:00Z,93.61,5.69
2026-03-20T23:25:00Z,94.96,3.57
2026-03-20T23:26:00Z,92.89,9.85
2026-03-20T23:27:00Z,80.20,21.89
2026-03-20T23:28:00Z,78.92,21.97
2026-03-20T23:29:00Z,82.48,21.03
2026-03-20T23:30:00Z,80.56,20.25
2026-03-20T23:31:00Z,73.40,25.93
2026-03-20T23:32:00Z,72.68,27.67
2026-03-20T23:33:00Z,73.25,27.53
2026-03-20T23:34:00Z,72.70,27.93
2026-03-20T23:35:00Z,71.19,28.71
2026-03-20T23:36:00Z,71.12,29.11
2026-03-20T23:37:00Z,70.46,31.00
2026-03-20T23:38:00Z,70.43,30.67
2026-03-20T23:39:00Z,70.40,31.01
2026-03-20T23:40:00Z,69.01,28.78
2026-03-20T23:41:00Z,70.17,30.06
2026-03-20T23:42:00Z,70.08,28.44
2026-03-20T23:43:00Z,70.28,28.44
2026-03-20T23:44:00Z,71.50,30.00
2026-03-20T23:45:00Z,71.22,29.10
2026-03-20T23:46:00Z,69.95,29.08
2026-03-20T23:47:00Z,71.26,27.92
2026-03-20T23:48:00Z,72.17,27.19
2026-03-20T23:49:00Z,71.82,27.36
2026-03-20T23:50:00Z,72.66,28.27
2026-03-20T23:51:00Z,72.83,29.49
2026-03-20T23:52:00Z,72.74,29.00
2026-03-20T23:53:00Z,70.73,29.68
2026-03-20T23:54:00Z,72.87,28.95
2026-03-20T23:55:00Z,73.31,28.00
2026-03-20T23:56:00Z,73.86,27.46
2026-03-20T23:57:00Z,74.31,26.87
2026-03-20T23:58:00Z,71.74,26.05
2026-03-20T23:59:00Z,72.26,27.09
2026-03-21T00:00:00Z,73.00,27.13
2026-03-21T00:01:00Z,72.57,28.03
2026-03-21T00:02:00Z,72.35,27.43
2026-03-21T00:03:00Z,71.65,27.55
2026-03-21T00:04:00Z,71.31,27.55
2026-03-21T00:05:00Z,72.64,27.98
2026-03-21T00:06:00Z,75.52,27.03
2026-03-21T00:07:00Z,73.32,27.03
2026-03-21T00:08:00Z,72.45,25.79
2026-03-21T00:09:00Z,72.89,28.00
2026-03-21T00:10:00Z,72.09,24.79
2026-03-21T00:11:00Z,72.11,28.87
2026-03-21T00:12:00Z,71.63,26.85
2026-03-21T00:13:00Z,71.00,26.12
2026-03-21T00:14:00Z,70.17,28.80
2026-03-21T00:15:00Z,67.41,29.00
2026-03-21T00:16:00Z,70.15,28.49
2026-03-21T00:17:00Z,69.00,27.00
2026-03-21T00:18:00Z,65.08,31.00
2026-03-21T00:19:00Z,71.93,31.00
2026-03-21T00:20:00Z,72.00,29.14
2026-03-21T00:21:00Z,70.87,31.00
2026-03-21T00:22:00Z,64.15,28.23
2026-03-21T00:23:00Z,66.00,28.14
2026-03-21T00:24:00Z,71.83,28.00
2026-03-21T00:25:00Z,69.79,28.00
2026-03-21T00:26:00Z,66.60,31.05
2026-03-21T00:27:00Z,65.33,34.00
2026-03-21T00:28:00Z,63.53,34.00
2026-03-21T00:29:00Z,71.00,28.55
2026-03-21T00:30:00Z,65.00,29.25
2026-03-21T00:31:00Z,65.00,28.26
2026-03-21T00:32:00Z,67.00,28.26
2026-03-21T00:33:00Z,72.15,28.54
2026-03-21T00:34:00Z,72.15,29.88
2026-03-21T00:35:00Z,72.00,28.00
2026-03-21T00:36:00Z,72.00,28.00
2026-03-21T00:37:00Z,72.00,28.29
2026-03-21T00:38:00Z,71.64,28.86
2026-03-21T00:39:00Z,69.55,29.79
2026-03-21T00:40:00Z,71.90,30.57
2026-03-21T00:41:00Z,70.66,26.92
2026-03-21T00:42:00Z,72.56,27.04
2026-03-21T00:43:00Z,70.94,29.25
2026-03-21T00:44:00Z,72.00,29.47
2026-03-21T00:45:00Z,71.63,30.00
2026-03-21T00:46:00Z,75.37,27.75
2026-03-21T00:47:00Z,72.89,27.00
2026-03-21T00:48:00Z,72.18,28.00
2026-03-21T00:49:00Z,71.87,27.00
2026-03-21T00:50:00Z,73.00,27.00
2026-03-21T00:51:00Z,72.50,28.88
2026-03-21T00:52:00Z,73.00,28.05
2026-03-21T00:53:00Z,71.53,28.46
2026-03-21T00:54:00Z,73.00,27.55
2026-03-21T00:55:00Z,73.00,27.27
2026-03-21T00:56:00Z,71.52,28.33
2026-03-21T00:57:00Z,71.00,27.00
2026-03-21T00:58:00Z,71.04,27.00
2026-03-21T00:59:00Z,72.80,27.13
2026-03-21T01:00:00Z,72.63,27.00
2026-03-21T01:01:00Z,71.22,28.61
2026-03-21T01:02:00Z,71.09,27.00
2026-03-21T01:03:00Z,73.00,27.05
2026-03-21T01:04:00Z,72.47,27.01
2026-03-21T01:05:00Z,73.00,27.00
2026-03-21T01:06:00Z,73.00,28.00
2026-03-21T01:07:00Z,72.34,27.12
2026-03-21T01:09:00Z,72.34,28.14
2026-03-21T01:10:00Z,72.60,28.14
2026-03-21T01:11:00Z,68.67,29.88
2026-03-21T01:12:00Z,69.23,27.72
2026-03-21T01:13:00Z,72.00,27.81
2026-03-21T01:14:00Z,74.40,23.69
2026-03-21T01:15:00Z,76.45,26.31
2026-03-21T01:16:00Z,78.60,23.26
2026-03-21T01:17:00Z,79.71,20.94
2026-03-21T01:18:00Z,79.81,21.00
2026-03-21T01:19:00Z,79.15,23.74
2026-03-21T01:20:00Z,74.02,26.99
2026-03-21T01:21:00Z,79.71,23.34
2026-03-21T01:22:00Z,87.35,18.40
2026-03-21T01:23:00Z,83.64,14.78
2026-03-21T01:24:00Z,89.39,13.28
2026-03-21T01:25:00Z,87.11,11.52
2026-03-21T01:26:00Z,86.36,13.87
2026-03-21T01:27:00Z,80.63,18.19
2026-03-21T01:28:00Z,76.63,24.55
2026-03-21T01:29:00Z,80.67,23.49
2026-03-21T01:30:00Z,89.15,12.03
2026-03-21T01:31:00Z,91.74,8.12
2026-03-21T01:32:00Z,85.02,19.97
2026-03-21T01:33:00Z,63.78,36.18
2026-03-21T01:34:00Z,62.33,40.56
2026-03-21T01:35:00Z,48.90,50.94
2026-03-21T01:36:00Z,48.93,51.78
2026-03-21T01:37:00Z,48.92,51.09
2026-03-21T01:38:00Z,50.65,52.46
2026-03-21T01:39:00Z,58.32,39.63
2026-03-21T01:40:00Z,56.62,43.06
2026-03-21T01:41:00Z,58.19,42.37
2026-03-21T01:42:00Z,61.10,41.89
2026-03-21T01:43:00Z,53.41,47.59
2026-03-21T01:44:00Z,46.83,54.24
2026-03-21T01:45:00Z,48.24,54.14
2026-03-21T01:46:00Z,52.64,48.30
2026-03-21T01:47:00Z,54.57,44.15
2026-03-21T01:48:00Z,70.49,31.62
2026-03-21T01:49:00Z,79.89,19.28
2026-03-21T01:50:00Z,80.88,19.92
2026-03-21T01:51:00Z,81.13,17.83
2026-03-21T01:52:00Z,83.25,18.52
2026-03-21T01:53:00Z,86.61,14.17
2026-03-21T01:54:00Z,87.82,13.00
2026-03-21T01:55:00Z,91.81,7.55
2026-03-21T01:56:00Z,97.39,2.60
2026-03-21T01:57:00Z,97.09,2.24
2026-03-21T01:58:00Z,95.48,4.80
2026-03-21T01:59:00Z,94.39,3.63
2026-03-21T02:00:00Z,89.14,5.48
2026-03-21T02:01:00Z,98.44,1.55
2026-03-21T02:02:00Z,96.74,2.00
2026-03-21T02:03:00Z,96.00,1.19
2026-03-21T02:04:00Z,97.88,2.00
2026-03-21T02:05:00Z,97.32,1.99
2026-03-21T02:06:00Z,97.57,2.34
2026-03-21T02:07:00Z,99.00,1.00
2026-03-21T02:08:00Z,99.00,1.00
2026-03-21T02:09:00Z,99.00,1.00
2026-03-21T02:10:00Z,99.00,1.00
2026-03-21T02:11:00Z,99.00,1.00
2026-03-21T02:12:00Z,99.00,1.00
