# event_ticker=KXATPCHALLENGERMATCH-26JUN02BROJOR
# final_score=5-7 6-3 6-3
# match_winner=Liam Broady
# fav_player=Liam Broady
# dog_player=David Jorda Sanchis
# kalshi_date=2026-06-02
timestamp,Liam Broady,David Jorda Sanchis
2026-06-02T12:30:00Z,51.35,51.00
2026-06-02T12:31:00Z,56.12,49.47
2026-06-02T12:32:00Z,56.11,44.87
2026-06-02T12:33:00Z,64.17,40.90
2026-06-02T12:34:00Z,68.47,32.40
2026-06-02T12:35:00Z,76.20,23.71
2026-06-02T12:36:00Z,75.61,23.54
2026-06-02T12:37:00Z,76.23,21.99
2026-06-02T12:38:00Z,77.88,23.18
2026-06-02T12:39:00Z,82.18,19.40
2026-06-02T12:40:00Z,75.96,21.82
2026-06-02T12:41:00Z,78.02,22.63
2026-06-02T12:42:00Z,81.70,18.69
2026-06-02T12:43:00Z,88.31,17.02
2026-06-02T12:44:00Z,89.90,12.12
2026-06-02T12:45:00Z,95.36,6.10
2026-06-02T12:46:00Z,96.76,3.86
2026-06-02T12:47:00Z,95.77,4.44
2026-06-02T12:48:00Z,97.07,1.95
2026-06-02T12:49:00Z,98.18,1.30
2026-06-02T12:50:00Z,98.96,1.32
2026-06-02T12:51:00Z,98.53,1.98
2026-06-02T12:52:00Z,98.14,2.06
2026-06-02T12:53:00Z,97.11,2.97
2026-06-02T12:54:00Z,97.81,3.00
2026-06-02T12:55:00Z,93.98,5.85
2026-06-02T12:56:00Z,91.89,8.35
2026-06-02T12:57:00Z,89.78,10.98
2026-06-02T12:58:00Z,90.56,10.11
2026-06-02T12:59:00Z,88.11,11.56
2026-06-02T13:00:00Z,88.81,10.13
2026-06-02T13:01:00Z,94.10,7.37
2026-06-02T13:02:00Z,93.99,6.19
2026-06-02T13:03:00Z,98.96,2.01
2026-06-02T13:04:00Z,99.00,1.00
2026-06-02T13:05:00Z,99.00,1.00
2026-06-02T13:06:00Z,99.00,1.00
