# event_ticker=KXATPCHALLENGERMATCH-26JUN02BROJOR
# final_score=5-7 6-3 6-3
# match_winner=Liam Broady
# fav_player=Liam Broady
# dog_player=David Jorda Sanchis
# kalshi_date=2026-06-02
timestamp,Liam Broady,David Jorda Sanchis
2026-06-02T03:14:00Z,50.00,
2026-06-02T03:20:00Z,50.00,53.00
2026-06-02T03:22:00Z,50.00,53.00
2026-06-02T03:30:00Z,50.00,53.00
2026-06-02T04:32:00Z,50.00,53.00
2026-06-02T04:47:00Z,50.00,53.00
2026-06-02T05:00:00Z,50.00,52.72
2026-06-02T05:03:00Z,50.00,52.72
2026-06-02T05:14:00Z,50.00,52.72
2026-06-02T05:19:00Z,49.00,52.72
2026-06-02T05:34:00Z,49.00,52.00
2026-06-02T05:40:00Z,50.68,52.00
2026-06-02T05:44:00Z,50.68,52.00
2026-06-02T05:47:00Z,51.00,52.00
2026-06-02T05:48:00Z,50.00,52.00
2026-06-02T05:53:00Z,50.00,52.00
2026-06-02T06:07:00Z,50.00,52.00
2026-06-02T06:08:00Z,50.00,51.00
2026-06-02T06:18:00Z,50.00,52.00
2026-06-02T06:21:00Z,50.00,52.00
2026-06-02T06:24:00Z,50.00,52.11
2026-06-02T06:32:00Z,50.00,52.11
2026-06-02T06:37:00Z,50.00,52.11
2026-06-02T06:59:00Z,50.00,52.00
2026-06-02T07:18:00Z,50.00,52.00
2026-06-02T07:29:00Z,50.00,52.00
2026-06-02T07:31:00Z,50.00,52.00
2026-06-02T07:32:00Z,50.00,52.00
2026-06-02T07:33:00Z,50.00,52.00
2026-06-02T08:06:00Z,49.00,52.00
2026-06-02T08:08:00Z,49.00,52.00
2026-06-02T08:12:00Z,49.00,52.85
2026-06-02T08:39:00Z,49.00,55.00
2026-06-02T08:45:00Z,49.00,55.00
2026-06-02T08:50:00Z,49.00,52.00
2026-06-02T08:56:00Z,48.00,52.00
2026-06-02T09:11:00Z,47.00,52.00
2026-06-02T09:25:00Z,47.00,55.00
2026-06-02T09:26:00Z,47.00,55.00
2026-06-02T09:53:00Z,47.00,55.00
2026-06-02T10:24:00Z,46.00,55.00
2026-06-02T10:26:00Z,47.00,55.00
2026-06-02T10:29:00Z,47.00,56.00
2026-06-02T10:30:00Z,46.00,56.00
2026-06-02T10:31:00Z,46.00,55.00
2026-06-02T10:33:00Z,50.00,51.00
2026-06-02T10:34:00Z,53.00,48.00
2026-06-02T10:35:00Z,52.00,47.00
2026-06-02T10:36:00Z,49.00,51.97
2026-06-02T10:37:00Z,48.96,52.00
2026-06-02T10:38:00Z,48.96,53.94
2026-06-02T10:39:00Z,46.00,55.00
2026-06-02T10:40:00Z,50.00,50.00
2026-06-02T10:41:00Z,53.32,50.00
2026-06-02T10:42:00Z,52.43,50.00
2026-06-02T10:43:00Z,48.00,52.00
2026-06-02T10:44:00Z,48.00,53.00
2026-06-02T10:45:00Z,47.00,54.00
2026-06-02T10:46:00Z,41.10,56.99
2026-06-02T10:47:00Z,38.60,61.00
2026-06-02T10:48:00Z,43.13,54.00
2026-06-02T10:49:00Z,43.13,52.00
2026-06-02T10:50:00Z,43.13,51.00
2026-06-02T10:51:00Z,52.07,51.15
2026-06-02T10:52:00Z,51.00,50.94
2026-06-02T10:53:00Z,51.00,52.80
2026-06-02T10:54:00Z,50.00,51.94
2026-06-02T10:55:00Z,49.11,49.82
2026-06-02T10:56:00Z,49.11,53.01
2026-06-02T10:57:00Z,43.10,56.00
2026-06-02T10:58:00Z,46.46,54.57
2026-06-02T10:59:00Z,47.41,56.99
2026-06-02T11:00:00Z,51.00,49.00
2026-06-02T11:01:00Z,51.00,49.00
2026-06-02T11:02:00Z,50.71,50.00
2026-06-02T11:03:00Z,50.71,54.99
2026-06-02T11:05:00Z,44.79,61.79
2026-06-02T11:06:00Z,36.36,64.70
2026-06-02T11:07:00Z,37.84,62.96
2026-06-02T11:08:00Z,38.18,62.76
2026-06-02T11:09:00Z,45.99,55.00
2026-06-02T11:10:00Z,47.00,55.00
2026-06-02T11:11:00Z,46.60,53.04
2026-06-02T11:12:00Z,46.60,57.62
2026-06-02T11:13:00Z,44.31,58.00
2026-06-02T11:14:00Z,41.00,59.02
2026-06-02T11:15:00Z,38.59,61.72
2026-06-02T11:16:00Z,38.18,61.72
2026-06-02T11:17:00Z,40.99,60.17
2026-06-02T11:18:00Z,37.75,60.37
2026-06-02T11:19:00Z,34.48,66.31
2026-06-02T11:20:00Z,33.88,64.13
2026-06-02T11:21:00Z,39.70,59.08
2026-06-02T11:22:00Z,38.61,60.36
2026-06-02T11:23:00Z,40.63,62.97
2026-06-02T11:24:00Z,31.06,66.32
2026-06-02T11:25:00Z,23.73,75.68
2026-06-02T11:26:00Z,19.09,81.21
2026-06-02T11:27:00Z,18.19,82.70
2026-06-02T11:28:00Z,16.05,82.70
2026-06-02T11:29:00Z,19.43,80.63
2026-06-02T11:30:00Z,16.66,82.97
2026-06-02T11:31:00Z,17.00,83.01
2026-06-02T11:32:00Z,17.00,84.00
2026-06-02T11:33:00Z,17.00,84.00
2026-06-02T11:34:00Z,17.00,84.00
2026-06-02T11:35:00Z,18.29,80.00
2026-06-02T11:36:00Z,20.00,79.00
2026-06-02T11:37:00Z,19.00,80.00
2026-06-02T11:38:00Z,22.35,77.02
2026-06-02T11:39:00Z,24.99,76.05
2026-06-02T11:40:00Z,20.00,79.79
2026-06-02T11:41:00Z,19.15,79.79
2026-06-02T11:42:00Z,19.57,82.00
2026-06-02T11:43:00Z,14.18,82.00
2026-06-02T11:44:00Z,19.44,86.00
2026-06-02T11:45:00Z,19.00,84.76
2026-06-02T11:46:00Z,8.32,90.91
2026-06-02T11:47:00Z,7.18,92.35
2026-06-02T11:48:00Z,8.24,93.00
2026-06-02T11:49:00Z,9.00,92.92
2026-06-02T11:50:00Z,11.88,92.92
2026-06-02T11:51:00Z,16.46,83.93
2026-06-02T11:52:00Z,20.27,80.32
2026-06-02T11:53:00Z,23.08,77.50
2026-06-02T11:54:00Z,24.99,76.00
2026-06-02T11:55:00Z,25.00,75.66
2026-06-02T11:56:00Z,22.49,76.73
2026-06-02T11:57:00Z,21.03,78.39
2026-06-02T11:58:00Z,23.00,78.83
2026-06-02T11:59:00Z,23.27,77.00
2026-06-02T12:00:00Z,22.78,76.04
2026-06-02T12:01:00Z,24.62,76.10
2026-06-02T12:02:00Z,26.00,75.00
2026-06-02T12:03:00Z,24.30,75.41
2026-06-02T12:04:00Z,21.34,78.99
2026-06-02T12:05:00Z,22.16,77.08
2026-06-02T12:06:00Z,32.28,69.30
2026-06-02T12:07:00Z,42.31,56.12
2026-06-02T12:08:00Z,46.11,56.76
2026-06-02T12:09:00Z,48.93,51.00
2026-06-02T12:10:00Z,48.69,50.92
2026-06-02T12:11:00Z,47.83,53.00
2026-06-02T12:12:00Z,47.21,52.44
2026-06-02T12:13:00Z,47.91,53.00
2026-06-02T12:14:00Z,48.72,52.68
2026-06-02T12:15:00Z,45.97,53.58
2026-06-02T12:16:00Z,48.30,54.62
2026-06-02T12:17:00Z,56.49,45.13
2026-06-02T12:18:00Z,55.62,47.00
2026-06-02T12:19:00Z,54.40,51.32
2026-06-02T12:20:00Z,58.21,44.28
2026-06-02T12:21:00Z,57.05,46.22
2026-06-02T12:22:00Z,51.50,50.06
2026-06-02T12:23:00Z,55.38,45.81
2026-06-02T12:24:00Z,54.56,41.40
2026-06-02T12:25:00Z,53.93,47.36
2026-06-02T12:26:00Z,47.41,53.41
2026-06-02T12:27:00Z,44.27,56.23
2026-06-02T12:28:00Z,44.09,56.94
2026-06-02T12:29:00Z,48.77,52.61
