# event_ticker=KXATPCHALLENGERMATCH-26MAR25MEJMAR
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Nicolas Mejia
# fav_player=Andres Martin
# dog_player=Nicolas Mejia
# kalshi_date=2026-03-25
timestamp,Andres Martin,Nicolas Mejia
2026-03-25T20:05:00Z,23.07,75.75
2026-03-25T20:06:00Z,24.49,73.18
2026-03-25T20:07:00Z,33.16,67.13
2026-03-25T20:08:00Z,29.08,71.18
2026-03-25T20:09:00Z,23.50,77.05
2026-03-25T20:10:00Z,26.41,74.29
2026-03-25T20:11:00Z,30.96,76.36
2026-03-25T20:12:00Z,19.37,79.87
2026-03-25T20:13:00Z,18.17,82.05
2026-03-25T20:14:00Z,9.61,87.20
2026-03-25T20:15:00Z,12.59,88.44
2026-03-25T20:16:00Z,5.74,94.70
2026-03-25T20:17:00Z,4.74,96.66
2026-03-25T20:18:00Z,3.28,97.31
2026-03-25T20:19:00Z,1.35,98.50
2026-03-25T20:20:00Z,1.00,99.00
2026-03-25T20:21:00Z,1.13,98.99
2026-03-25T20:22:00Z,3.67,98.26
2026-03-25T20:23:00Z,2.32,98.60
2026-03-25T20:24:00Z,1.00,99.00
2026-03-25T20:25:00Z,1.00,99.00
2026-03-25T20:26:00Z,1.00,99.00
