# event_ticker=KXATPMATCH-26MAR20BUBBER
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Matteo Berrettini
# fav_player=Alexander Bublik
# dog_player=Matteo Berrettini
# kalshi_date=2026-03-20
timestamp,Alexander Bublik,Matteo Berrettini
2026-03-20T10:37:00Z,,41.00
2026-03-20T11:15:00Z,60.00,41.00
2026-03-20T11:18:00Z,60.00,41.00
2026-03-20T11:35:00Z,60.00,41.00
2026-03-20T11:41:00Z,60.00,41.00
2026-03-20T11:46:00Z,60.00,41.00
2026-03-20T11:55:00Z,60.00,41.00
2026-03-20T12:07:00Z,60.00,41.00
2026-03-20T12:08:00Z,60.00,40.00
2026-03-20T12:15:00Z,60.00,40.00
2026-03-20T12:18:00Z,60.00,40.00
2026-03-20T12:20:00Z,60.00,40.00
2026-03-20T12:25:00Z,59.00,40.00
2026-03-20T12:36:00Z,61.00,40.00
2026-03-20T12:39:00Z,61.95,40.00
2026-03-20T12:53:00Z,61.95,40.00
2026-03-20T12:54:00Z,62.00,40.00
2026-03-20T13:01:00Z,62.00,39.00
2026-03-20T13:05:00Z,62.00,39.00
2026-03-20T13:10:00Z,62.00,39.00
2026-03-20T13:13:00Z,62.00,39.00
2026-03-20T13:19:00Z,62.00,39.00
2026-03-20T13:22:00Z,62.00,39.00
2026-03-20T13:24:00Z,62.00,39.00
2026-03-20T13:25:00Z,62.00,39.00
2026-03-20T13:29:00Z,62.00,39.00
2026-03-20T13:32:00Z,62.00,39.00
2026-03-20T13:34:00Z,62.00,39.00
2026-03-20T13:46:00Z,62.00,39.00
2026-03-20T13:48:00Z,62.00,39.00
2026-03-20T13:55:00Z,62.00,39.00
2026-03-20T13:57:00Z,62.00,39.00
2026-03-20T13:58:00Z,62.00,39.00
2026-03-20T14:05:00Z,62.00,39.00
2026-03-20T14:12:00Z,62.00,39.00
2026-03-20T14:13:00Z,62.00,39.00
2026-03-20T14:15:00Z,62.00,39.00
2026-03-20T14:16:00Z,62.00,39.00
2026-03-20T14:21:00Z,62.00,39.00
2026-03-20T14:24:00Z,62.00,39.00
2026-03-20T14:26:00Z,62.00,39.00
2026-03-20T14:27:00Z,62.00,39.00
2026-03-20T14:28:00Z,62.00,39.00
2026-03-20T14:29:00Z,62.00,39.00
2026-03-20T14:30:00Z,62.00,38.00
2026-03-20T14:31:00Z,62.00,39.00
2026-03-20T14:46:00Z,62.00,39.00
2026-03-20T14:47:00Z,62.00,39.00
2026-03-20T14:51:00Z,62.00,39.00
2026-03-20T14:52:00Z,62.00,39.00
2026-03-20T14:54:00Z,62.00,39.00
2026-03-20T14:55:00Z,62.00,39.00
2026-03-20T14:58:00Z,62.00,39.00
2026-03-20T15:01:00Z,62.00,39.00
2026-03-20T15:03:00Z,62.00,39.00
2026-03-20T15:04:00Z,62.00,40.00
2026-03-20T15:05:00Z,62.00,40.00
2026-03-20T15:09:00Z,61.94,40.00
2026-03-20T15:10:00Z,61.94,40.00
2026-03-20T15:11:00Z,62.00,40.00
2026-03-20T15:18:00Z,62.00,40.00
2026-03-20T15:21:00Z,61.00,40.00
2026-03-20T15:22:00Z,62.00,40.00
2026-03-20T15:23:00Z,62.00,40.00
2026-03-20T15:25:00Z,62.00,39.00
2026-03-20T15:31:00Z,62.00,39.00
2026-03-20T15:38:00Z,62.00,39.00
2026-03-20T15:42:00Z,62.00,39.00
2026-03-20T15:46:00Z,62.00,39.00
2026-03-20T15:50:00Z,62.00,40.00
2026-03-20T16:00:00Z,62.00,40.00
2026-03-20T16:02:00Z,62.00,40.00
2026-03-20T16:05:00Z,62.00,40.00
2026-03-20T16:09:00Z,62.00,40.00
2026-03-20T16:12:00Z,62.00,40.00
2026-03-20T16:13:00Z,62.00,40.00
2026-03-20T16:16:00Z,62.00,40.00
2026-03-20T16:17:00Z,62.00,40.00
2026-03-20T16:20:00Z,62.00,40.00
2026-03-20T16:40:00Z,62.00,40.00
2026-03-20T16:43:00Z,62.00,40.00
2026-03-20T16:44:00Z,62.00,40.00
2026-03-20T16:46:00Z,62.00,40.00
2026-03-20T16:48:00Z,62.00,40.00
