# event_ticker=KXATPMATCH-26MAY09TIABUS
# final_score=6-7(5) 6-3 6-2
# score_resolution=7-6 3-6 2-6
# match_winner=Frances Tiafoe
# fav_player=Ignacio Buse
# dog_player=Frances Tiafoe
# kalshi_date=2026-05-09
timestamp,Frances Tiafoe,Ignacio Buse
2026-05-09T04:22:00Z,41.00,
2026-05-09T04:24:00Z,41.00,61.00
2026-05-09T04:27:00Z,41.00,61.00
2026-05-09T04:29:00Z,41.00,61.00
2026-05-09T04:30:00Z,41.00,61.00
2026-05-09T04:32:00Z,40.00,61.00
2026-05-09T04:33:00Z,40.00,60.50
2026-05-09T04:38:00Z,40.00,60.50
2026-05-09T04:39:00Z,40.00,61.00
2026-05-09T04:41:00Z,40.00,61.00
2026-05-09T04:45:00Z,40.00,61.00
2026-05-09T04:47:00Z,40.00,61.00
2026-05-09T04:49:00Z,40.00,61.00
2026-05-09T04:50:00Z,40.00,61.00
2026-05-09T04:52:00Z,40.00,61.00
2026-05-09T04:54:00Z,40.00,61.00
2026-05-09T04:55:00Z,40.00,61.00
2026-05-09T04:57:00Z,40.00,61.00
2026-05-09T05:01:00Z,40.00,61.00
2026-05-09T05:04:00Z,40.00,61.00
2026-05-09T05:06:00Z,40.00,61.00
2026-05-09T05:14:00Z,40.00,61.00
2026-05-09T05:15:00Z,40.00,61.00
2026-05-09T05:16:00Z,40.00,61.00
2026-05-09T05:18:00Z,40.00,61.00
2026-05-09T05:19:00Z,40.00,61.00
2026-05-09T05:32:00Z,40.00,61.00
2026-05-09T05:34:00Z,41.00,61.00
2026-05-09T05:37:00Z,41.00,61.00
2026-05-09T05:39:00Z,41.00,61.00
2026-05-09T05:40:00Z,41.00,61.00
2026-05-09T05:41:00Z,41.00,61.00
2026-05-09T05:47:00Z,41.00,61.00
2026-05-09T05:48:00Z,41.00,61.00
2026-05-09T05:50:00Z,41.00,61.00
2026-05-09T05:53:00Z,41.00,61.00
2026-05-09T05:56:00Z,41.00,61.00
2026-05-09T05:58:00Z,41.00,61.00
2026-05-09T06:07:00Z,41.00,61.00
2026-05-09T06:10:00Z,41.00,61.00
2026-05-09T06:14:00Z,41.00,61.00
2026-05-09T06:15:00Z,41.00,61.00
2026-05-09T06:17:00Z,41.00,61.00
2026-05-09T06:22:00Z,41.00,61.00
2026-05-09T06:27:00Z,41.00,61.00
2026-05-09T06:28:00Z,41.00,61.00
2026-05-09T06:29:00Z,41.00,61.00
2026-05-09T06:30:00Z,41.00,61.00
2026-05-09T06:31:00Z,41.00,61.00
2026-05-09T06:33:00Z,41.00,61.00
2026-05-09T06:41:00Z,41.00,61.00
2026-05-09T06:48:00Z,41.00,61.00
2026-05-09T06:49:00Z,41.00,61.00
2026-05-09T06:53:00Z,41.00,61.00
2026-05-09T06:59:00Z,41.00,60.00
2026-05-09T07:01:00Z,41.00,61.00
2026-05-09T07:02:00Z,39.06,61.00
2026-05-09T07:03:00Z,40.00,61.00
2026-05-09T07:12:00Z,40.00,61.00
2026-05-09T07:15:00Z,40.00,61.00
2026-05-09T07:28:00Z,40.00,61.00
2026-05-09T07:32:00Z,40.00,61.00
2026-05-09T07:33:00Z,40.00,61.00
2026-05-09T07:39:00Z,40.00,61.00
2026-05-09T07:40:00Z,40.00,61.00
2026-05-09T07:52:00Z,40.00,61.00
2026-05-09T07:55:00Z,40.00,61.00
2026-05-09T07:58:00Z,40.00,61.00
2026-05-09T08:01:00Z,40.00,61.00
2026-05-09T08:06:00Z,40.00,61.00
2026-05-09T08:08:00Z,40.00,61.00
