# event_ticker=KXATPMATCH-26FEB18BURKOP
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Vit Kopriva
# fav_player=Roman Andres Burruchaga
# dog_player=Vit Kopriva
# kalshi_date=2026-02-18
timestamp,Roman Andres Burruchaga,Vit Kopriva
2026-02-18T07:48:00Z,52.00,
2026-02-18T07:50:00Z,53.97,
2026-02-18T08:11:00Z,53.97,49.00
2026-02-18T08:25:00Z,58.57,44.25
2026-02-18T08:26:00Z,63.28,42.88
2026-02-18T10:06:00Z,58.00,42.88
2026-02-18T10:18:00Z,56.00,42.88
2026-02-18T10:48:00Z,56.00,44.00
2026-02-18T11:14:00Z,56.00,44.00
2026-02-18T11:17:00Z,56.00,44.00
2026-02-18T11:30:00Z,58.00,44.00
2026-02-18T11:56:00Z,58.00,44.00
2026-02-18T12:02:00Z,58.00,44.00
2026-02-18T12:05:00Z,58.00,44.00
2026-02-18T12:06:00Z,57.00,44.00
2026-02-18T12:20:00Z,57.00,44.00
2026-02-18T12:37:00Z,57.00,43.00
2026-02-18T12:51:00Z,57.00,43.00
2026-02-18T13:13:00Z,58.00,43.00
2026-02-18T13:16:00Z,58.00,44.00
2026-02-18T13:22:00Z,57.00,44.00
2026-02-18T13:43:00Z,57.00,44.00
2026-02-18T13:45:00Z,57.00,45.00
2026-02-18T13:53:00Z,57.00,45.00
2026-02-18T14:03:00Z,57.00,45.00
2026-02-18T14:04:00Z,57.00,45.00
2026-02-18T14:05:00Z,57.00,43.00
2026-02-18T14:06:00Z,57.00,43.00
2026-02-18T14:07:00Z,57.00,44.00
2026-02-18T14:25:00Z,57.00,44.00
2026-02-18T14:27:00Z,57.00,44.00
2026-02-18T14:33:00Z,57.00,44.00
2026-02-18T14:36:00Z,57.00,44.00
2026-02-18T14:41:00Z,57.00,44.00
2026-02-18T14:45:00Z,57.00,44.00
2026-02-18T14:47:00Z,58.00,44.00
2026-02-18T14:49:00Z,58.00,44.00
2026-02-18T14:53:00Z,58.00,44.00
2026-02-18T14:55:00Z,58.00,44.00
2026-02-18T15:05:00Z,58.00,44.00
2026-02-18T15:09:00Z,58.00,44.00
2026-02-18T15:14:00Z,58.00,44.00
2026-02-18T15:18:00Z,58.00,44.00
2026-02-18T15:21:00Z,58.00,44.00
2026-02-18T15:25:00Z,58.00,44.00
2026-02-18T15:28:00Z,58.00,44.00
2026-02-18T15:33:00Z,58.00,43.00
2026-02-18T15:36:00Z,58.00,43.00
2026-02-18T15:37:00Z,58.00,43.00
2026-02-18T15:41:00Z,58.00,43.00
2026-02-18T15:42:00Z,58.00,43.00
2026-02-18T15:45:00Z,58.56,43.00
2026-02-18T15:49:00Z,59.00,43.00
2026-02-18T15:51:00Z,59.00,43.00
2026-02-18T15:53:00Z,59.00,43.00
2026-02-18T15:54:00Z,58.80,43.00
2026-02-18T16:00:00Z,58.80,43.00
2026-02-18T16:02:00Z,59.00,43.00
2026-02-18T16:03:00Z,59.00,43.00
2026-02-18T16:05:00Z,58.00,43.00
2026-02-18T16:06:00Z,58.00,43.00
2026-02-18T16:07:00Z,59.00,43.00
2026-02-18T16:08:00Z,59.00,43.00
2026-02-18T16:09:00Z,59.78,43.00
2026-02-18T16:11:00Z,59.00,43.00
2026-02-18T16:12:00Z,59.00,43.00
2026-02-18T16:14:00Z,59.00,43.00
2026-02-18T16:18:00Z,59.00,43.00
2026-02-18T16:19:00Z,59.00,43.00
2026-02-18T16:22:00Z,59.00,43.00
2026-02-18T16:24:00Z,59.54,43.00
2026-02-18T16:27:00Z,59.54,43.00
2026-02-18T16:29:00Z,59.00,43.00
2026-02-18T16:30:00Z,59.00,43.00
2026-02-18T16:32:00Z,59.00,43.00
2026-02-18T16:36:00Z,59.00,43.00
2026-02-18T16:39:00Z,59.00,43.00
2026-02-18T16:46:00Z,59.00,43.00
2026-02-18T16:47:00Z,59.00,43.00
2026-02-18T16:48:00Z,59.00,43.00
2026-02-18T16:49:00Z,59.00,43.00
2026-02-18T16:51:00Z,59.00,43.00
2026-02-18T16:52:00Z,59.00,43.00
2026-02-18T16:54:00Z,59.00,43.00
2026-02-18T16:55:00Z,59.00,42.00
2026-02-18T17:00:00Z,59.00,43.00
2026-02-18T17:03:00Z,59.00,43.00
2026-02-18T17:04:00Z,59.00,43.00
2026-02-18T17:05:00Z,59.00,43.00
2026-02-18T17:08:00Z,59.00,43.00
2026-02-18T17:09:00Z,59.00,43.00
2026-02-18T17:14:00Z,59.00,43.00
2026-02-18T17:16:00Z,59.00,43.00
2026-02-18T17:17:00Z,59.00,43.00
2026-02-18T17:18:00Z,59.00,43.00
2026-02-18T17:19:00Z,59.00,43.00
2026-02-18T17:24:00Z,59.00,43.00
2026-02-18T17:26:00Z,59.00,43.00
2026-02-18T17:28:00Z,59.00,43.00
2026-02-18T17:30:00Z,59.00,42.00
2026-02-18T17:31:00Z,59.00,42.00
2026-02-18T17:32:00Z,59.00,42.00
2026-02-18T17:33:00Z,59.00,42.00
2026-02-18T17:35:00Z,59.00,42.00
2026-02-18T17:36:00Z,59.00,42.00
2026-02-18T17:37:00Z,59.00,42.00
2026-02-18T17:38:00Z,59.00,42.00
2026-02-18T17:39:00Z,59.00,42.00
2026-02-18T17:40:00Z,59.00,42.00
2026-02-18T17:42:00Z,59.00,42.00
2026-02-18T17:44:00Z,59.00,42.00
2026-02-18T17:45:00Z,59.00,42.00
2026-02-18T17:46:00Z,59.00,42.00
2026-02-18T17:47:00Z,59.00,42.00
2026-02-18T17:48:00Z,59.00,42.09
2026-02-18T17:49:00Z,59.00,42.09
2026-02-18T17:50:00Z,59.00,42.09
2026-02-18T17:51:00Z,59.00,43.00
2026-02-18T17:52:00Z,59.00,43.00
2026-02-18T17:53:00Z,59.00,43.00
2026-02-18T17:55:00Z,59.00,43.00
2026-02-18T17:57:00Z,59.00,43.00
2026-02-18T17:58:00Z,59.00,43.00
2026-02-18T18:00:00Z,59.00,43.00
2026-02-18T18:01:00Z,59.00,43.00
2026-02-18T18:02:00Z,59.00,43.00
2026-02-18T18:03:00Z,59.00,43.00
2026-02-18T18:04:00Z,59.00,43.00
