# event_ticker=KXATPMATCH-26MAR07HIJDAR
# final_score=4-6 6-2 6-4
# score_resolution=6-4 2-6 4-6
# match_winner=Rinky Hijikata
# fav_player=Luciano Darderi
# dog_player=Rinky Hijikata
# kalshi_date=2026-03-07
timestamp,Luciano Darderi,Rinky Hijikata
2026-03-07T12:09:00Z,,35.00
2026-03-07T12:11:00Z,,35.00
2026-03-07T12:15:00Z,67.00,35.00
2026-03-07T12:26:00Z,67.46,35.00
2026-03-07T12:49:00Z,68.00,35.00
2026-03-07T12:50:00Z,68.00,35.00
2026-03-07T13:31:00Z,67.00,35.00
2026-03-07T13:32:00Z,67.00,35.00
2026-03-07T13:33:00Z,67.00,35.00
2026-03-07T13:34:00Z,67.00,35.00
2026-03-07T14:02:00Z,67.00,35.00
2026-03-07T14:04:00Z,67.00,35.00
2026-03-07T14:09:00Z,67.00,35.00
2026-03-07T14:14:00Z,67.00,35.00
2026-03-07T14:16:00Z,67.00,34.00
2026-03-07T14:19:00Z,67.00,34.00
2026-03-07T14:41:00Z,67.00,34.00
2026-03-07T15:09:00Z,67.00,34.00
2026-03-07T15:10:00Z,67.00,34.00
2026-03-07T15:20:00Z,67.00,34.00
2026-03-07T15:32:00Z,67.84,34.00
2026-03-07T15:41:00Z,67.00,34.00
2026-03-07T15:42:00Z,67.00,34.00
2026-03-07T15:50:00Z,67.00,34.00
2026-03-07T15:54:00Z,67.00,34.00
2026-03-07T15:58:00Z,67.00,34.00
2026-03-07T16:13:00Z,67.00,34.00
2026-03-07T16:16:00Z,67.31,34.00
2026-03-07T16:23:00Z,67.31,34.00
2026-03-07T16:27:00Z,67.05,34.00
2026-03-07T16:30:00Z,67.05,34.00
2026-03-07T16:40:00Z,67.00,34.00
2026-03-07T16:41:00Z,67.52,34.00
2026-03-07T16:44:00Z,67.00,34.00
2026-03-07T16:45:00Z,67.00,34.00
2026-03-07T16:46:00Z,67.00,34.00
2026-03-07T16:47:00Z,67.00,34.00
2026-03-07T16:48:00Z,67.00,34.00
2026-03-07T16:50:00Z,67.00,34.00
2026-03-07T17:07:00Z,68.00,34.00
2026-03-07T17:13:00Z,68.00,34.00
2026-03-07T17:16:00Z,68.00,34.00
2026-03-07T17:24:00Z,68.00,34.00
2026-03-07T17:29:00Z,67.62,34.00
2026-03-07T17:33:00Z,68.00,34.00
2026-03-07T17:38:00Z,68.00,34.00
2026-03-07T17:45:00Z,68.00,34.00
2026-03-07T17:47:00Z,68.00,34.00
2026-03-07T17:50:00Z,68.00,34.00
2026-03-07T17:57:00Z,68.81,34.00
2026-03-07T18:04:00Z,68.00,34.00
2026-03-07T18:05:00Z,68.00,34.00
2026-03-07T18:09:00Z,69.00,34.00
2026-03-07T18:10:00Z,69.00,34.00
2026-03-07T18:12:00Z,69.00,34.00
2026-03-07T18:13:00Z,69.00,34.00
2026-03-07T18:19:00Z,69.00,34.00
2026-03-07T18:20:00Z,69.00,34.00
2026-03-07T18:24:00Z,69.00,34.00
2026-03-07T18:32:00Z,69.00,34.00
2026-03-07T18:38:00Z,69.00,34.00
2026-03-07T18:44:00Z,69.00,34.00
2026-03-07T18:56:00Z,69.00,34.00
2026-03-07T18:59:00Z,69.00,34.00
2026-03-07T19:02:00Z,68.00,34.00
2026-03-07T19:05:00Z,68.00,34.00
2026-03-07T19:06:00Z,68.00,34.00
2026-03-07T19:07:00Z,67.00,34.00
2026-03-07T19:14:00Z,68.41,34.00
2026-03-07T19:15:00Z,68.00,34.00
2026-03-07T19:20:00Z,68.00,34.00
2026-03-07T19:33:00Z,68.00,34.00
2026-03-07T19:38:00Z,68.00,34.00
2026-03-07T19:47:00Z,68.00,34.00
2026-03-07T19:53:00Z,68.00,34.00
2026-03-07T19:56:00Z,68.00,34.00
2026-03-07T19:57:00Z,68.00,34.00
2026-03-07T20:01:00Z,68.00,34.00
2026-03-07T20:18:00Z,68.00,34.00
2026-03-07T20:23:00Z,68.00,34.00
2026-03-07T20:29:00Z,68.00,34.00
2026-03-07T20:33:00Z,68.47,34.00
2026-03-07T20:42:00Z,68.00,34.00
2026-03-07T20:45:00Z,68.00,34.00
2026-03-07T20:59:00Z,68.00,34.00
2026-03-07T21:03:00Z,68.00,34.00
2026-03-07T21:09:00Z,69.00,34.00
2026-03-07T21:15:00Z,68.00,34.00
2026-03-07T21:29:00Z,68.00,34.00
2026-03-07T21:41:00Z,68.00,34.00
2026-03-07T21:45:00Z,69.00,34.00
2026-03-07T21:48:00Z,69.00,34.00
2026-03-07T21:52:00Z,69.00,34.00
2026-03-07T21:55:00Z,68.00,34.00
2026-03-07T21:58:00Z,65.60,34.00
2026-03-07T22:06:00Z,68.90,34.00
2026-03-07T22:07:00Z,69.00,34.00
2026-03-07T22:09:00Z,69.00,34.00
2026-03-07T22:12:00Z,69.00,34.00
2026-03-07T22:17:00Z,68.00,34.00
2026-03-07T22:21:00Z,68.00,34.00
2026-03-07T22:23:00Z,69.00,34.00
2026-03-07T22:34:00Z,69.00,34.00
2026-03-07T22:37:00Z,69.00,34.00
2026-03-07T22:39:00Z,69.00,34.00
2026-03-07T22:42:00Z,70.14,33.00
2026-03-07T22:44:00Z,69.00,33.00
2026-03-07T22:46:00Z,69.00,33.00
2026-03-07T22:48:00Z,68.00,33.00
2026-03-07T22:49:00Z,69.00,33.00
2026-03-07T22:53:00Z,69.00,33.00
2026-03-07T22:56:00Z,73.11,30.75
2026-03-07T22:57:00Z,73.11,31.00
2026-03-07T23:00:00Z,69.00,31.00
2026-03-07T23:01:00Z,69.00,31.00
2026-03-07T23:03:00Z,70.00,31.00
2026-03-07T23:05:00Z,70.00,31.00
2026-03-07T23:06:00Z,70.00,31.00
