# event_ticker=KXATPCHALLENGERMATCH-26JUN03IMASMI
# final_score=7-5 6-3
# match_winner=Masamichi Imamura
# fav_player=Masamichi Imamura
# dog_player=Colton Smith
# kalshi_date=2026-06-03
timestamp,Masamichi Imamura,Colton Smith
2026-06-03T23:37:00Z,12.81,88.23
2026-06-03T23:38:00Z,16.88,85.27
2026-06-03T23:39:00Z,15.93,87.93
2026-06-03T23:40:00Z,9.98,90.82
2026-06-03T23:41:00Z,9.33,91.81
2026-06-03T23:42:00Z,9.93,91.34
2026-06-03T23:43:00Z,7.03,92.99
2026-06-03T23:44:00Z,7.46,93.00
2026-06-03T23:45:00Z,7.26,93.00
2026-06-03T23:46:00Z,6.67,93.98
2026-06-03T23:47:00Z,7.07,94.00
2026-06-03T23:48:00Z,7.20,94.16
2026-06-03T23:49:00Z,7.88,93.71
2026-06-03T23:50:00Z,7.47,93.70
2026-06-03T23:51:00Z,7.99,93.17
2026-06-03T23:52:00Z,8.00,92.93
2026-06-03T23:53:00Z,8.77,92.79
2026-06-03T23:54:00Z,8.77,92.99
2026-06-03T23:55:00Z,8.56,92.96
2026-06-03T23:56:00Z,9.09,92.00
2026-06-03T23:57:00Z,9.91,91.97
2026-06-03T23:58:00Z,10.37,90.98
2026-06-03T23:59:00Z,11.99,90.00
2026-06-04T00:00:00Z,12.00,89.72
2026-06-04T00:01:00Z,13.26,87.75
2026-06-04T00:02:00Z,13.96,87.05
2026-06-04T00:03:00Z,12.48,87.93
2026-06-04T00:04:00Z,11.89,88.99
2026-06-04T00:05:00Z,12.96,88.90
2026-06-04T00:06:00Z,14.93,85.98
2026-06-04T00:07:00Z,14.40,86.98
2026-06-04T00:08:00Z,14.00,87.35
2026-06-04T00:09:00Z,14.56,85.35
2026-06-04T00:10:00Z,15.91,83.25
2026-06-04T00:11:00Z,22.53,79.73
2026-06-04T00:12:00Z,26.59,73.98
2026-06-04T00:13:00Z,18.29,80.40
2026-06-04T00:14:00Z,18.61,81.21
2026-06-04T00:15:00Z,15.13,83.21
2026-06-04T00:16:00Z,21.67,79.65
2026-06-04T00:17:00Z,32.45,64.09
2026-06-04T00:18:00Z,39.14,61.27
2026-06-04T00:19:00Z,45.84,53.51
2026-06-04T00:20:00Z,44.25,56.70
2026-06-04T00:21:00Z,43.80,56.69
2026-06-04T00:22:00Z,43.86,56.59
2026-06-04T00:23:00Z,55.63,44.87
2026-06-04T00:24:00Z,67.49,32.65
2026-06-04T00:25:00Z,66.99,33.63
2026-06-04T00:26:00Z,65.39,34.64
2026-06-04T00:27:00Z,65.16,35.79
2026-06-04T00:28:00Z,66.95,32.96
2026-06-04T00:29:00Z,68.85,31.97
2026-06-04T00:30:00Z,69.34,30.82
2026-06-04T00:31:00Z,66.21,36.60
2026-06-04T00:32:00Z,64.69,36.51
2026-06-04T00:33:00Z,68.17,33.85
2026-06-04T00:34:00Z,69.83,29.47
2026-06-04T00:35:00Z,68.28,30.72
2026-06-04T00:36:00Z,64.93,36.29
2026-06-04T00:37:00Z,64.14,37.41
2026-06-04T00:38:00Z,62.84,37.59
2026-06-04T00:39:00Z,64.07,36.82
2026-06-04T00:40:00Z,63.88,37.53
2026-06-04T00:41:00Z,66.41,35.26
2026-06-04T00:42:00Z,67.42,33.64
2026-06-04T00:43:00Z,70.11,31.25
2026-06-04T00:44:00Z,67.55,34.66
2026-06-04T00:45:00Z,69.38,32.55
2026-06-04T00:46:00Z,75.46,29.13
2026-06-04T00:47:00Z,83.05,17.65
2026-06-04T00:48:00Z,86.74,12.98
2026-06-04T00:49:00Z,89.07,11.79
2026-06-04T00:50:00Z,89.02,13.18
2026-06-04T00:51:00Z,87.19,12.71
2026-06-04T00:52:00Z,84.05,16.84
2026-06-04T00:53:00Z,75.71,19.90
2026-06-04T00:54:00Z,78.98,16.48
2026-06-04T00:55:00Z,90.13,10.91
2026-06-04T00:56:00Z,91.03,10.48
2026-06-04T00:57:00Z,90.26,11.27
2026-06-04T00:58:00Z,85.92,12.47
2026-06-04T00:59:00Z,88.17,12.73
2026-06-04T01:00:00Z,79.84,21.62
2026-06-04T01:01:00Z,77.37,24.78
2026-06-04T01:02:00Z,86.27,19.73
2026-06-04T01:03:00Z,80.89,16.56
2026-06-04T01:04:00Z,81.77,17.24
2026-06-04T01:05:00Z,79.99,20.63
2026-06-04T01:06:00Z,92.09,7.43
2026-06-04T01:07:00Z,91.91,11.25
2026-06-04T01:08:00Z,91.56,7.06
2026-06-04T01:09:00Z,89.61,11.19
2026-06-04T01:10:00Z,85.52,15.17
2026-06-04T01:11:00Z,92.22,7.68
2026-06-04T01:12:00Z,96.88,2.46
2026-06-04T01:13:00Z,98.99,2.46
2026-06-04T01:14:00Z,98.94,1.00
2026-06-04T01:15:00Z,98.01,1.00
2026-06-04T01:16:00Z,99.00,1.00
2026-06-04T01:17:00Z,99.00,1.00
2026-06-04T01:18:00Z,99.00,1.00
