# event_ticker=KXATPMATCH-25AUG20SONMUN
# final_score=4-6 6-4 6-1
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Lorenzo Sonego
# kalshi_date=2025-08-20
timestamp,Jaume Munar,Lorenzo Sonego
2025-08-20T11:00:00Z,,46.00
2025-08-20T11:03:00Z,,77.00
2025-08-20T12:19:00Z,58.00,77.00
2025-08-20T12:56:00Z,57.00,77.00
2025-08-20T13:43:00Z,57.00,45.00
2025-08-20T14:01:00Z,57.00,45.00
2025-08-20T14:13:00Z,57.00,45.00
2025-08-20T14:20:00Z,57.00,45.00
2025-08-20T14:24:00Z,57.00,45.00
2025-08-20T14:28:00Z,57.00,45.00
2025-08-20T15:11:00Z,57.00,46.00
2025-08-20T15:17:00Z,55.00,46.00
2025-08-20T15:49:00Z,55.00,45.00
2025-08-20T16:21:00Z,56.00,45.00
2025-08-20T16:30:00Z,58.00,45.00
2025-08-20T16:32:00Z,58.00,43.00
2025-08-20T16:35:00Z,58.00,43.00
2025-08-20T16:52:00Z,58.00,43.00
2025-08-20T16:55:00Z,58.00,44.00
2025-08-20T16:59:00Z,58.00,44.00
2025-08-20T17:16:00Z,57.00,44.00
2025-08-20T17:20:00Z,57.00,44.00
2025-08-20T17:40:00Z,57.00,44.00
2025-08-20T18:02:00Z,57.00,44.00
2025-08-20T18:23:00Z,57.00,44.00
2025-08-20T18:25:00Z,57.00,44.00
2025-08-20T19:35:00Z,57.00,44.00
2025-08-20T19:52:00Z,57.00,44.00
2025-08-20T20:04:00Z,57.60,44.00
2025-08-20T20:13:00Z,57.60,44.00
2025-08-20T20:44:00Z,57.00,44.00
2025-08-20T20:47:00Z,57.00,45.00
2025-08-20T21:10:00Z,57.00,45.00
2025-08-20T21:26:00Z,56.00,45.00
2025-08-20T21:39:00Z,56.00,45.00
2025-08-20T21:40:00Z,56.00,45.00
2025-08-20T21:44:00Z,56.86,45.00
2025-08-20T21:52:00Z,56.86,45.00
2025-08-20T21:56:00Z,56.86,43.00
2025-08-20T22:01:00Z,56.86,45.00
2025-08-20T22:04:00Z,56.86,44.00
2025-08-20T22:06:00Z,56.86,44.00
2025-08-20T22:07:00Z,56.86,44.00
2025-08-20T22:08:00Z,56.86,44.65
2025-08-20T22:09:00Z,58.76,44.00
2025-08-20T22:12:00Z,58.00,43.71
2025-08-20T22:13:00Z,61.26,40.04
2025-08-20T22:14:00Z,61.00,43.82
2025-08-20T22:15:00Z,61.00,44.00
2025-08-20T22:16:00Z,61.46,37.10
2025-08-20T22:17:00Z,69.32,36.07
2025-08-20T22:18:00Z,73.00,30.34
2025-08-20T22:19:00Z,73.36,30.00
2025-08-20T22:20:00Z,76.23,26.53
2025-08-20T22:21:00Z,76.50,24.48
2025-08-20T22:22:00Z,79.60,24.00
2025-08-20T22:23:00Z,78.80,24.97
2025-08-20T22:24:00Z,75.77,26.00
2025-08-20T22:25:00Z,71.11,30.06
2025-08-20T22:26:00Z,71.57,33.94
2025-08-20T22:27:00Z,65.98,36.24
2025-08-20T22:28:00Z,65.49,39.51
2025-08-20T22:29:00Z,56.00,46.37
2025-08-20T22:30:00Z,57.00,43.00
2025-08-20T22:31:00Z,55.09,46.00
2025-08-20T22:32:00Z,52.63,49.06
2025-08-20T22:33:00Z,52.63,48.70
2025-08-20T22:34:00Z,64.95,45.59
2025-08-20T22:35:00Z,60.06,40.06
2025-08-20T22:36:00Z,63.40,36.03
2025-08-20T22:37:00Z,61.20,46.04
2025-08-20T22:38:00Z,52.16,49.06
2025-08-20T22:39:00Z,46.53,54.59
2025-08-20T22:40:00Z,47.99,51.76
2025-08-20T22:41:00Z,51.00,51.53
2025-08-20T22:42:00Z,50.32,52.93
2025-08-20T22:43:00Z,37.84,60.30
2025-08-20T22:44:00Z,33.26,68.58
2025-08-20T22:45:00Z,28.13,67.16
2025-08-20T22:46:00Z,28.13,69.00
2025-08-20T22:47:00Z,27.09,71.76
2025-08-20T22:48:00Z,30.13,72.36
2025-08-20T22:49:00Z,31.00,69.71
2025-08-20T22:50:00Z,30.81,70.29
2025-08-20T22:51:00Z,31.62,69.00
2025-08-20T22:52:00Z,32.66,68.64
2025-08-20T22:53:00Z,32.66,68.00
2025-08-20T22:54:00Z,32.66,74.76
2025-08-20T22:55:00Z,31.00,73.00
2025-08-20T22:56:00Z,31.00,74.00
2025-08-20T22:57:00Z,22.32,72.87
2025-08-20T22:58:00Z,28.00,74.35
2025-08-20T22:59:00Z,28.00,75.25
2025-08-20T23:01:00Z,26.00,77.00
2025-08-20T23:02:00Z,26.00,77.00
2025-08-20T23:03:00Z,26.00,77.00
2025-08-20T23:04:00Z,23.49,77.00
2025-08-20T23:05:00Z,26.86,77.00
2025-08-20T23:06:00Z,27.12,75.00
2025-08-20T23:07:00Z,28.46,73.00
2025-08-20T23:08:00Z,32.30,70.30
2025-08-20T23:09:00Z,29.00,73.76
2025-08-20T23:10:00Z,28.00,73.02
2025-08-20T23:11:00Z,28.00,73.00
2025-08-20T23:12:00Z,28.00,73.00
2025-08-20T23:13:00Z,32.00,72.26
2025-08-20T23:14:00Z,33.29,69.00
2025-08-20T23:15:00Z,33.00,66.18
2025-08-20T23:16:00Z,33.00,68.31
2025-08-20T23:17:00Z,32.00,71.00
2025-08-20T23:18:00Z,30.05,71.74
2025-08-20T23:19:00Z,26.04,75.77
2025-08-20T23:20:00Z,24.04,76.63
2025-08-20T23:21:00Z,22.26,83.98
2025-08-20T23:22:00Z,19.50,83.98
2025-08-20T23:23:00Z,11.17,89.39
2025-08-20T23:24:00Z,6.21,96.03
2025-08-20T23:25:00Z,5.84,91.95
2025-08-20T23:26:00Z,7.99,92.43
2025-08-20T23:27:00Z,11.80,87.67
2025-08-20T23:28:00Z,14.43,85.12
2025-08-20T23:29:00Z,13.83,86.03
2025-08-20T23:30:00Z,27.23,77.60
2025-08-20T23:31:00Z,27.76,74.98
2025-08-20T23:32:00Z,32.45,62.89
2025-08-20T23:33:00Z,35.00,63.43
2025-08-20T23:34:00Z,35.00,66.62
2025-08-20T23:35:00Z,34.00,63.10
2025-08-20T23:36:00Z,42.71,55.11
2025-08-20T23:37:00Z,42.71,61.29
2025-08-20T23:38:00Z,42.29,60.79
2025-08-20T23:39:00Z,42.14,58.50
2025-08-20T23:40:00Z,40.52,60.98
2025-08-20T23:41:00Z,42.32,59.32
2025-08-20T23:42:00Z,36.00,59.32
2025-08-20T23:43:00Z,22.51,70.29
2025-08-20T23:44:00Z,22.09,75.00
2025-08-20T23:45:00Z,21.28,77.36
2025-08-20T23:46:00Z,26.65,72.77
2025-08-20T23:47:00Z,35.78,69.91
2025-08-20T23:48:00Z,39.45,69.91
2025-08-20T23:49:00Z,36.02,62.78
2025-08-20T23:50:00Z,39.51,59.89
2025-08-20T23:51:00Z,46.52,53.95
2025-08-20T23:52:00Z,53.68,45.91
2025-08-20T23:53:00Z,59.94,39.07
2025-08-20T23:54:00Z,59.00,36.36
2025-08-20T23:55:00Z,63.00,36.36
2025-08-20T23:56:00Z,55.06,41.86
2025-08-20T23:57:00Z,53.00,49.22
2025-08-20T23:58:00Z,48.23,51.60
2025-08-20T23:59:00Z,43.56,56.86
2025-08-21T00:00:00Z,43.56,48.45
2025-08-21T00:01:00Z,62.05,42.00
2025-08-21T00:02:00Z,63.22,39.00
2025-08-21T00:03:00Z,65.00,35.00
2025-08-21T00:04:00Z,65.92,35.00
2025-08-21T00:05:00Z,65.56,40.14
2025-08-21T00:06:00Z,63.97,33.48
2025-08-21T00:07:00Z,71.06,30.44
2025-08-21T00:08:00Z,67.16,33.70
2025-08-21T00:09:00Z,78.12,20.86
2025-08-21T00:10:00Z,84.22,6.48
2025-08-21T00:11:00Z,82.51,17.81
2025-08-21T00:12:00Z,85.00,19.38
2025-08-21T00:13:00Z,88.00,10.18
2025-08-21T00:14:00Z,91.16,10.00
2025-08-21T00:15:00Z,90.45,9.69
2025-08-21T00:16:00Z,88.27,7.00
2025-08-21T00:17:00Z,88.95,13.42
2025-08-21T00:18:00Z,86.00,16.00
2025-08-21T00:19:00Z,89.84,10.98
2025-08-21T00:20:00Z,91.05,6.93
2025-08-21T00:21:00Z,94.23,6.94
2025-08-21T00:22:00Z,92.63,6.46
2025-08-21T00:23:00Z,94.92,6.00
2025-08-21T00:24:00Z,94.29,7.00
2025-08-21T00:25:00Z,95.63,5.55
2025-08-21T00:26:00Z,98.79,1.54
2025-08-21T00:27:00Z,98.68,1.31
2025-08-21T00:28:00Z,97.00,2.00
2025-08-21T00:29:00Z,98.98,2.00
2025-08-21T00:30:00Z,99.00,2.00
