# event_ticker=KXATPMATCH-26FEB09HALROT
# final_score=3-6 6-1 6-1
# score_resolution=6-3 1-6 1-6
# match_winner=Quentin Halys
# fav_player=Mees Rottgering
# dog_player=Quentin Halys
# kalshi_date=2026-02-09
timestamp,Mees Rottgering,Quentin Halys
2026-02-09T23:25:00Z,22.00,
2026-02-10T00:03:00Z,22.00,78.00
2026-02-10T00:51:00Z,24.00,78.00
2026-02-10T01:09:00Z,24.00,78.00
2026-02-10T01:10:00Z,24.00,78.00
2026-02-10T01:15:00Z,24.00,78.00
2026-02-10T01:49:00Z,24.00,78.00
2026-02-10T02:15:00Z,24.00,78.00
2026-02-10T02:29:00Z,24.00,78.00
2026-02-10T03:00:00Z,24.00,78.00
2026-02-10T03:17:00Z,24.00,78.00
2026-02-10T03:20:00Z,24.00,78.00
2026-02-10T03:32:00Z,24.00,78.00
2026-02-10T03:39:00Z,24.00,77.00
2026-02-10T03:48:00Z,24.00,78.00
2026-02-10T03:56:00Z,24.00,78.00
2026-02-10T04:07:00Z,24.00,78.00
2026-02-10T04:11:00Z,24.00,78.00
2026-02-10T04:19:00Z,24.00,78.00
2026-02-10T04:21:00Z,24.00,78.00
2026-02-10T04:26:00Z,24.00,78.00
2026-02-10T04:29:00Z,24.00,78.00
2026-02-10T04:30:00Z,24.00,78.00
2026-02-10T04:31:00Z,24.00,78.00
2026-02-10T04:40:00Z,24.00,78.00
2026-02-10T04:49:00Z,24.00,78.00
2026-02-10T05:08:00Z,24.00,78.00
2026-02-10T05:16:00Z,24.00,78.00
2026-02-10T05:32:00Z,24.00,78.00
2026-02-10T05:37:00Z,24.00,78.00
2026-02-10T05:38:00Z,24.00,77.00
2026-02-10T05:42:00Z,23.00,78.00
2026-02-10T05:46:00Z,23.00,78.00
2026-02-10T05:47:00Z,23.00,78.00
2026-02-10T05:50:00Z,23.00,78.00
2026-02-10T05:55:00Z,23.00,76.12
2026-02-10T05:58:00Z,23.00,77.00
2026-02-10T05:59:00Z,23.00,77.00
2026-02-10T06:00:00Z,23.00,77.00
2026-02-10T06:01:00Z,23.00,77.00
2026-02-10T06:06:00Z,23.00,77.00
2026-02-10T06:07:00Z,23.00,78.00
2026-02-10T06:10:00Z,23.00,78.00
2026-02-10T06:11:00Z,23.00,78.00
2026-02-10T06:13:00Z,23.00,78.00
2026-02-10T06:14:00Z,23.00,78.00
2026-02-10T06:15:00Z,23.00,78.00
2026-02-10T06:18:00Z,23.00,77.00
2026-02-10T06:24:00Z,23.00,78.00
2026-02-10T06:26:00Z,23.00,78.00
2026-02-10T06:28:00Z,23.00,78.00
2026-02-10T06:30:00Z,23.00,78.00
2026-02-10T06:31:00Z,23.00,78.06
2026-02-10T06:32:00Z,23.00,79.00
2026-02-10T06:35:00Z,23.00,79.00
2026-02-10T06:45:00Z,23.00,79.00
2026-02-10T06:54:00Z,23.00,78.00
2026-02-10T07:00:00Z,23.00,79.00
2026-02-10T07:05:00Z,23.00,79.00
2026-02-10T07:25:00Z,23.00,79.00
2026-02-10T07:28:00Z,23.00,79.00
2026-02-10T07:31:00Z,23.00,79.00
2026-02-10T07:44:00Z,23.00,79.00
2026-02-10T07:53:00Z,23.00,79.00
2026-02-10T08:06:00Z,23.00,79.00
2026-02-10T08:14:00Z,23.00,79.00
2026-02-10T08:32:00Z,22.00,79.00
2026-02-10T08:34:00Z,22.00,79.00
2026-02-10T08:50:00Z,22.00,79.00
2026-02-10T08:57:00Z,22.39,79.00
2026-02-10T09:03:00Z,23.00,79.00
2026-02-10T09:04:00Z,23.00,78.00
2026-02-10T09:13:00Z,23.00,78.00
2026-02-10T09:18:00Z,23.00,78.00
2026-02-10T09:24:00Z,23.00,78.00
2026-02-10T09:25:00Z,23.00,78.00
2026-02-10T09:32:00Z,23.00,78.00
2026-02-10T09:35:00Z,23.00,78.00
2026-02-10T09:38:00Z,23.00,78.00
2026-02-10T09:41:00Z,23.00,78.00
2026-02-10T09:42:00Z,23.00,79.00
2026-02-10T09:47:00Z,22.00,79.00
2026-02-10T09:50:00Z,22.00,79.00
2026-02-10T09:52:00Z,22.00,79.00
2026-02-10T09:54:00Z,23.00,79.00
