# event_ticker=KXATPMATCH-26MAR17CILPOP
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Marin Cilic
# fav_player=Alexei Popyrin
# dog_player=Marin Cilic
# kalshi_date=2026-03-17
timestamp,Alexei Popyrin,Marin Cilic
2026-03-19T20:15:00Z,44.00,57.00
2026-03-19T20:16:00Z,44.00,58.00
2026-03-19T20:17:00Z,44.00,59.00
2026-03-19T20:18:00Z,44.00,61.82
2026-03-19T20:19:00Z,36.00,61.82
2026-03-19T20:20:00Z,43.97,59.00
2026-03-19T20:21:00Z,45.32,55.00
2026-03-19T20:22:00Z,46.00,54.00
2026-03-19T20:23:00Z,48.60,54.00
2026-03-19T20:24:00Z,48.03,53.36
2026-03-19T20:25:00Z,48.88,53.36
2026-03-19T20:26:00Z,55.95,46.00
2026-03-19T20:27:00Z,54.11,50.00
2026-03-19T20:28:00Z,56.33,47.55
2026-03-19T20:29:00Z,49.03,52.28
2026-03-19T20:30:00Z,50.00,54.00
2026-03-19T20:31:00Z,49.87,54.00
2026-03-19T20:32:00Z,49.02,50.00
2026-03-19T20:33:00Z,50.00,50.44
2026-03-19T20:34:00Z,55.50,47.12
2026-03-19T20:35:00Z,56.21,44.67
2026-03-19T20:36:00Z,50.77,48.89
2026-03-19T20:37:00Z,49.70,53.00
2026-03-19T20:38:00Z,45.35,59.10
2026-03-19T20:39:00Z,34.04,64.78
2026-03-19T20:40:00Z,32.43,67.06
2026-03-19T20:41:00Z,29.64,74.63
2026-03-19T20:42:00Z,23.00,74.63
2026-03-19T20:43:00Z,22.29,77.84
2026-03-19T20:44:00Z,21.27,78.46
2026-03-19T20:45:00Z,22.00,78.77
2026-03-19T20:46:00Z,22.00,78.34
2026-03-19T20:47:00Z,23.67,77.50
2026-03-19T20:48:00Z,20.97,80.64
2026-03-19T20:49:00Z,19.48,81.22
2026-03-19T20:50:00Z,24.00,76.00
2026-03-19T20:51:00Z,24.00,76.00
2026-03-19T20:52:00Z,24.00,76.09
2026-03-19T20:53:00Z,25.00,77.00
2026-03-19T20:54:00Z,25.00,76.99
2026-03-19T20:55:00Z,21.38,78.56
2026-03-19T20:56:00Z,21.55,80.00
2026-03-19T20:57:00Z,25.00,76.00
2026-03-19T20:58:00Z,25.00,76.00
2026-03-19T20:59:00Z,28.00,73.00
2026-03-19T21:00:00Z,26.00,70.00
2026-03-19T21:01:00Z,28.00,75.61
2026-03-19T21:02:00Z,27.96,74.86
2026-03-19T21:03:00Z,32.80,69.23
2026-03-19T21:04:00Z,36.00,72.45
2026-03-19T21:05:00Z,32.31,69.25
2026-03-19T21:06:00Z,27.81,73.00
2026-03-19T21:07:00Z,28.12,74.02
2026-03-19T21:08:00Z,24.48,74.00
2026-03-19T21:09:00Z,23.45,78.28
2026-03-19T21:10:00Z,24.00,77.15
2026-03-19T21:11:00Z,19.57,82.33
2026-03-19T21:12:00Z,11.74,92.92
2026-03-19T21:13:00Z,6.61,93.04
2026-03-19T21:14:00Z,5.08,94.00
2026-03-19T21:15:00Z,6.50,94.42
2026-03-19T21:16:00Z,7.53,94.74
2026-03-19T21:17:00Z,6.42,93.24
2026-03-19T21:18:00Z,6.77,94.85
2026-03-19T21:19:00Z,4.00,96.00
2026-03-19T21:20:00Z,4.48,96.00
2026-03-19T21:21:00Z,4.29,96.19
2026-03-19T21:22:00Z,5.84,95.88
2026-03-19T21:23:00Z,5.99,95.17
2026-03-19T21:24:00Z,5.98,94.95
2026-03-19T21:25:00Z,3.89,97.00
2026-03-19T21:26:00Z,2.00,98.00
2026-03-19T21:27:00Z,2.85,97.94
2026-03-19T21:28:00Z,2.33,98.07
2026-03-19T21:29:00Z,2.73,98.00
2026-03-19T21:30:00Z,3.08,97.45
2026-03-19T21:31:00Z,3.00,98.00
2026-03-19T21:32:00Z,3.30,97.30
2026-03-19T21:33:00Z,5.65,94.48
2026-03-19T21:34:00Z,4.23,95.51
2026-03-19T21:35:00Z,10.21,89.76
2026-03-19T21:36:00Z,13.80,87.03
2026-03-19T21:37:00Z,2.72,98.64
2026-03-19T21:38:00Z,2.04,98.99
2026-03-19T21:39:00Z,2.04,99.00
2026-03-19T21:40:00Z,2.04,99.00
2026-03-19T21:41:00Z,2.04,99.00
2026-03-19T21:42:00Z,1.00,99.00
