# event_ticker=KXATPCHALLENGERMATCH-26FEB12ZINSHI
# final_score=7-6(7) 6-4
# score_resolution=6-7 4-6
# match_winner=Braden Shick
# fav_player=Tyler Zink
# dog_player=Braden Shick
# kalshi_date=2026-02-12
timestamp,Tyler Zink,Braden Shick
2026-02-12T16:34:00Z,39.25,63.22
2026-02-12T16:35:00Z,36.29,63.43
2026-02-12T16:36:00Z,37.77,66.53
2026-02-12T16:37:00Z,40.07,63.44
2026-02-12T16:38:00Z,36.04,67.00
2026-02-12T16:39:00Z,33.24,64.70
2026-02-12T16:40:00Z,30.99,69.77
2026-02-12T16:41:00Z,31.01,71.01
2026-02-12T16:42:00Z,33.64,72.32
2026-02-12T16:43:00Z,34.31,67.93
2026-02-12T16:44:00Z,33.22,69.28
2026-02-12T16:45:00Z,34.05,73.45
2026-02-12T16:46:00Z,38.83,67.15
2026-02-12T16:47:00Z,40.91,60.83
2026-02-12T16:48:00Z,50.09,56.68
2026-02-12T16:49:00Z,50.96,55.06
2026-02-12T16:50:00Z,52.95,48.93
2026-02-12T16:51:00Z,54.93,47.84
2026-02-12T16:52:00Z,58.36,44.18
2026-02-12T16:53:00Z,57.63,42.98
2026-02-12T16:54:00Z,62.19,43.63
2026-02-12T16:55:00Z,65.95,30.69
2026-02-12T16:56:00Z,66.83,31.37
2026-02-12T16:57:00Z,70.57,32.15
2026-02-12T16:58:00Z,55.30,44.49
2026-02-12T16:59:00Z,55.03,47.91
2026-02-12T17:00:00Z,48.72,48.95
2026-02-12T17:01:00Z,47.86,55.23
2026-02-12T17:02:00Z,49.47,53.18
2026-02-12T17:03:00Z,54.80,47.79
2026-02-12T17:04:00Z,62.32,43.73
2026-02-12T17:05:00Z,64.45,41.44
2026-02-12T17:06:00Z,52.95,47.22
2026-02-12T17:07:00Z,49.73,51.81
2026-02-12T17:08:00Z,48.65,48.50
2026-02-12T17:09:00Z,55.24,45.06
2026-02-12T17:10:00Z,53.38,46.89
2026-02-12T17:11:00Z,49.54,46.03
2026-02-12T17:12:00Z,58.78,44.07
2026-02-12T17:13:00Z,63.17,40.50
2026-02-12T17:14:00Z,58.73,44.15
2026-02-12T17:15:00Z,54.24,47.66
2026-02-12T17:16:00Z,47.88,51.20
2026-02-12T17:17:00Z,47.75,57.09
2026-02-12T17:18:00Z,38.58,61.18
2026-02-12T17:19:00Z,48.51,54.72
2026-02-12T17:20:00Z,68.95,44.81
2026-02-12T17:21:00Z,58.03,42.51
2026-02-12T17:22:00Z,34.79,64.86
2026-02-12T17:23:00Z,29.22,70.82
2026-02-12T17:24:00Z,29.90,70.81
2026-02-12T17:25:00Z,31.50,69.11
2026-02-12T17:26:00Z,39.63,64.36
2026-02-12T17:27:00Z,37.35,63.96
2026-02-12T17:28:00Z,35.16,66.00
2026-02-12T17:29:00Z,34.96,66.77
2026-02-12T17:30:00Z,32.62,68.81
2026-02-12T17:31:00Z,35.26,66.65
2026-02-12T17:32:00Z,35.17,67.61
2026-02-12T17:33:00Z,34.44,65.66
2026-02-12T17:34:00Z,34.23,64.00
2026-02-12T17:35:00Z,39.30,60.39
2026-02-12T17:36:00Z,43.77,59.48
2026-02-12T17:37:00Z,34.80,66.13
2026-02-12T17:38:00Z,32.69,67.25
2026-02-12T17:39:00Z,25.81,75.35
2026-02-12T17:40:00Z,18.00,81.48
2026-02-12T17:41:00Z,28.07,74.54
2026-02-12T17:42:00Z,18.87,80.36
2026-02-12T17:43:00Z,13.16,86.99
2026-02-12T17:44:00Z,13.21,90.47
2026-02-12T17:45:00Z,9.15,91.55
2026-02-12T17:46:00Z,9.79,90.43
2026-02-12T17:47:00Z,8.62,92.08
2026-02-12T17:48:00Z,10.41,91.39
2026-02-12T17:49:00Z,11.21,88.54
2026-02-12T17:50:00Z,11.90,89.36
2026-02-12T17:51:00Z,14.95,87.92
2026-02-12T17:52:00Z,13.86,87.41
2026-02-12T17:53:00Z,10.81,90.29
2026-02-12T17:54:00Z,6.97,95.09
2026-02-12T17:55:00Z,4.92,93.46
2026-02-12T17:56:00Z,7.35,93.60
2026-02-12T17:57:00Z,8.13,92.24
2026-02-12T17:58:00Z,2.65,97.68
2026-02-12T17:59:00Z,1.17,99.00
2026-02-12T18:00:00Z,1.01,98.94
2026-02-12T18:01:00Z,1.01,99.00
2026-02-12T18:02:00Z,1.01,99.00
