# event_ticker=KXATPCHALLENGERMATCH-26FEB12ZINSHI
# final_score=7-6(7) 6-4
# score_resolution=6-7 4-6
# match_winner=Braden Shick
# fav_player=Tyler Zink
# dog_player=Braden Shick
# kalshi_date=2026-02-12
timestamp,Tyler Zink,Braden Shick
2026-02-12T12:01:00Z,56.00,
2026-02-12T12:05:00Z,55.00,
2026-02-12T12:06:00Z,55.00,50.00
2026-02-12T12:35:00Z,55.00,50.00
2026-02-12T12:38:00Z,55.00,50.00
2026-02-12T12:44:00Z,55.00,50.00
2026-02-12T12:52:00Z,55.00,49.00
2026-02-12T12:53:00Z,55.00,49.00
2026-02-12T13:01:00Z,55.00,49.00
2026-02-12T13:07:00Z,55.00,49.00
2026-02-12T13:09:00Z,54.00,49.00
2026-02-12T13:13:00Z,54.00,49.00
2026-02-12T13:17:00Z,54.00,49.00
2026-02-12T13:26:00Z,50.00,49.00
2026-02-12T13:29:00Z,50.00,52.00
2026-02-12T13:30:00Z,50.00,52.62
2026-02-12T13:33:00Z,50.00,52.62
2026-02-12T13:34:00Z,50.00,52.00
2026-02-12T13:38:00Z,50.00,52.00
2026-02-12T13:39:00Z,50.00,52.00
2026-02-12T13:42:00Z,50.00,52.00
2026-02-12T13:50:00Z,50.00,52.00
2026-02-12T13:55:00Z,50.00,52.00
2026-02-12T13:58:00Z,50.00,52.48
2026-02-12T14:08:00Z,50.00,50.00
2026-02-12T14:20:00Z,50.00,50.00
2026-02-12T14:24:00Z,50.00,50.00
2026-02-12T14:28:00Z,50.00,51.00
2026-02-12T14:40:00Z,52.00,51.00
2026-02-12T14:43:00Z,52.00,50.00
2026-02-12T14:48:00Z,52.00,48.00
2026-02-12T14:52:00Z,52.00,48.00
2026-02-12T14:59:00Z,52.00,48.00
2026-02-12T15:00:00Z,52.00,48.00
2026-02-12T15:01:00Z,52.93,49.00
2026-02-12T15:03:00Z,52.93,49.00
2026-02-12T15:04:00Z,52.93,49.00
2026-02-12T15:07:00Z,52.93,49.00
2026-02-12T15:08:00Z,55.00,49.00
2026-02-12T15:10:00Z,55.00,49.00
2026-02-12T15:11:00Z,55.00,48.00
2026-02-12T15:12:00Z,55.00,49.00
2026-02-12T15:15:00Z,55.00,49.00
2026-02-12T15:17:00Z,54.00,49.00
2026-02-12T15:19:00Z,54.00,49.00
2026-02-12T15:20:00Z,54.00,49.00
2026-02-12T15:21:00Z,54.00,49.00
2026-02-12T15:22:00Z,54.00,49.00
2026-02-12T15:23:00Z,54.00,49.00
2026-02-12T15:25:00Z,54.00,49.00
2026-02-12T15:30:00Z,54.84,48.00
2026-02-12T15:31:00Z,54.00,49.00
2026-02-12T15:33:00Z,55.41,48.00
2026-02-12T15:35:00Z,56.66,47.00
2026-02-12T15:39:00Z,57.00,47.00
2026-02-12T15:40:00Z,57.00,47.00
2026-02-12T15:41:00Z,57.49,47.00
2026-02-12T15:42:00Z,57.49,47.00
2026-02-12T15:43:00Z,57.49,47.22
2026-02-12T15:46:00Z,57.00,47.22
2026-02-12T15:48:00Z,57.00,47.00
2026-02-12T15:49:00Z,57.00,47.00
2026-02-12T15:51:00Z,57.00,46.79
2026-02-12T15:52:00Z,57.87,41.92
2026-02-12T15:53:00Z,57.87,40.00
2026-02-12T15:54:00Z,59.63,40.00
2026-02-12T15:55:00Z,60.00,42.00
2026-02-12T15:56:00Z,61.15,42.00
2026-02-12T15:57:00Z,62.14,42.33
2026-02-12T15:58:00Z,63.00,42.33
2026-02-12T16:00:00Z,61.28,42.33
2026-02-12T16:01:00Z,61.65,42.33
2026-02-12T16:02:00Z,62.00,42.33
2026-02-12T16:04:00Z,62.68,42.33
2026-02-12T16:05:00Z,61.00,42.33
2026-02-12T16:06:00Z,61.00,41.00
2026-02-12T16:07:00Z,61.00,41.00
2026-02-12T16:09:00Z,61.00,41.00
2026-02-12T16:10:00Z,61.00,41.00
2026-02-12T16:11:00Z,61.85,42.00
2026-02-12T16:12:00Z,58.87,42.75
2026-02-12T16:13:00Z,56.25,43.41
2026-02-12T16:14:00Z,55.00,47.00
2026-02-12T16:15:00Z,51.94,48.85
2026-02-12T16:16:00Z,51.09,49.86
2026-02-12T16:17:00Z,50.54,52.92
2026-02-12T16:18:00Z,47.32,53.63
2026-02-12T16:19:00Z,47.46,52.26
2026-02-12T16:20:00Z,54.98,52.80
2026-02-12T16:21:00Z,53.42,51.54
2026-02-12T16:22:00Z,46.45,54.25
2026-02-12T16:23:00Z,37.86,62.02
2026-02-12T16:24:00Z,34.98,66.68
2026-02-12T16:25:00Z,33.16,70.00
2026-02-12T16:26:00Z,31.00,70.18
2026-02-12T16:27:00Z,31.36,70.67
2026-02-12T16:28:00Z,32.54,70.96
2026-02-12T16:29:00Z,32.58,69.43
2026-02-12T16:30:00Z,33.00,69.43
2026-02-12T16:31:00Z,32.60,70.50
2026-02-12T16:32:00Z,38.89,67.51
2026-02-12T16:33:00Z,39.02,61.69
