# event_ticker=KXATPMATCH-26MAY11COBTIR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Thiago Agustin Tirante
# fav_player=Flavio Cobolli
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-05-11
timestamp,Flavio Cobolli,Thiago Agustin Tirante
2026-05-11T05:53:00Z,,32.00
2026-05-11T06:03:00Z,,33.00
2026-05-11T06:04:00Z,,33.65
2026-05-11T06:16:00Z,68.00,33.65
2026-05-11T06:21:00Z,68.00,33.65
2026-05-11T06:25:00Z,68.00,33.65
2026-05-11T06:30:00Z,68.00,33.65
2026-05-11T06:31:00Z,68.00,33.65
2026-05-11T06:33:00Z,68.00,33.65
2026-05-11T06:42:00Z,68.00,33.65
2026-05-11T06:43:00Z,68.00,33.65
2026-05-11T06:51:00Z,68.00,33.00
2026-05-11T06:52:00Z,68.86,33.00
2026-05-11T06:53:00Z,69.00,33.00
2026-05-11T06:56:00Z,69.00,33.00
2026-05-11T07:01:00Z,69.00,33.00
2026-05-11T07:03:00Z,69.00,33.00
2026-05-11T07:14:00Z,69.00,33.00
2026-05-11T07:27:00Z,69.00,33.00
2026-05-11T07:31:00Z,68.00,33.00
2026-05-11T07:36:00Z,69.00,33.00
2026-05-11T07:45:00Z,70.00,33.00
2026-05-11T07:46:00Z,70.00,33.00
2026-05-11T07:57:00Z,70.00,33.00
2026-05-11T08:05:00Z,70.00,33.00
2026-05-11T08:18:00Z,70.00,33.00
2026-05-11T08:24:00Z,70.00,33.00
2026-05-11T08:45:00Z,70.00,33.00
2026-05-11T08:48:00Z,70.00,33.00
2026-05-11T08:58:00Z,70.00,33.00
2026-05-11T09:19:00Z,69.00,33.00
2026-05-11T09:20:00Z,69.00,33.00
2026-05-11T09:38:00Z,69.00,33.00
2026-05-11T09:46:00Z,69.00,33.00
2026-05-11T10:15:00Z,69.00,33.00
2026-05-11T10:24:00Z,69.00,33.00
2026-05-11T10:27:00Z,69.00,33.00
2026-05-11T10:38:00Z,68.00,33.00
2026-05-11T10:45:00Z,68.00,33.00
2026-05-11T10:47:00Z,69.00,33.00
2026-05-11T10:52:00Z,69.00,33.00
2026-05-11T10:54:00Z,69.00,33.00
2026-05-11T10:55:00Z,69.00,33.00
2026-05-11T11:01:00Z,69.00,33.00
2026-05-11T11:03:00Z,69.00,33.00
2026-05-11T11:12:00Z,69.00,32.00
2026-05-11T11:15:00Z,68.00,32.00
2026-05-11T11:16:00Z,69.00,32.00
2026-05-11T11:18:00Z,70.00,32.00
2026-05-11T11:19:00Z,70.00,31.00
2026-05-11T11:21:00Z,69.00,31.00
2026-05-11T11:23:00Z,69.00,32.00
2026-05-11T11:24:00Z,69.00,32.00
2026-05-11T11:25:00Z,69.00,32.00
2026-05-11T11:34:00Z,69.00,32.00
2026-05-11T11:38:00Z,70.00,32.00
2026-05-11T11:43:00Z,70.00,32.00
2026-05-11T11:49:00Z,68.00,32.00
2026-05-11T11:50:00Z,69.00,32.00
2026-05-11T11:56:00Z,69.00,32.00
2026-05-11T11:59:00Z,69.00,32.00
2026-05-11T12:00:00Z,68.00,32.00
2026-05-11T12:04:00Z,68.00,32.00
2026-05-11T12:11:00Z,67.49,32.00
2026-05-11T12:13:00Z,70.00,32.00
2026-05-11T12:15:00Z,70.00,32.00
2026-05-11T12:16:00Z,70.00,32.00
2026-05-11T12:20:00Z,70.00,32.00
2026-05-11T12:21:00Z,70.00,32.00
2026-05-11T12:26:00Z,70.00,32.00
2026-05-11T12:29:00Z,70.00,32.00
2026-05-11T12:38:00Z,69.00,32.00
2026-05-11T12:39:00Z,69.00,32.00
2026-05-11T12:40:00Z,69.00,32.00
2026-05-11T12:42:00Z,69.00,32.00
2026-05-11T12:45:00Z,69.00,32.00
2026-05-11T12:50:00Z,69.00,32.00
2026-05-11T12:52:00Z,69.00,32.00
2026-05-11T13:04:00Z,69.00,32.00
2026-05-11T13:08:00Z,69.00,32.00
2026-05-11T13:09:00Z,69.00,32.00
2026-05-11T13:10:00Z,69.00,32.00
2026-05-11T13:11:00Z,69.00,32.00
2026-05-11T13:14:00Z,69.00,32.00
2026-05-11T13:18:00Z,68.65,32.00
2026-05-11T13:20:00Z,68.65,32.00
2026-05-11T13:21:00Z,68.65,32.00
2026-05-11T13:24:00Z,69.00,32.00
2026-05-11T13:25:00Z,69.00,32.00
2026-05-11T13:26:00Z,69.00,32.00
2026-05-11T13:28:00Z,69.00,32.00
2026-05-11T13:30:00Z,69.00,32.00
2026-05-11T13:31:00Z,69.00,32.00
2026-05-11T13:32:00Z,69.00,32.00
2026-05-11T13:33:00Z,69.00,32.57
2026-05-11T13:34:00Z,69.00,33.00
2026-05-11T13:36:00Z,69.00,33.00
2026-05-11T13:37:00Z,69.00,33.00
2026-05-11T13:38:00Z,69.00,32.00
2026-05-11T13:41:00Z,69.00,32.00
2026-05-11T13:42:00Z,69.00,32.00
2026-05-11T13:44:00Z,69.00,32.00
2026-05-11T13:45:00Z,69.00,32.00
2026-05-11T13:46:00Z,69.00,32.00
2026-05-11T13:48:00Z,69.00,32.00
2026-05-11T13:51:00Z,69.00,32.00
2026-05-11T13:52:00Z,69.00,32.00
2026-05-11T13:53:00Z,69.00,32.00
2026-05-11T13:54:00Z,69.00,32.00
2026-05-11T13:57:00Z,69.00,32.00
2026-05-11T14:01:00Z,69.00,32.00
2026-05-11T14:02:00Z,69.00,31.00
2026-05-11T14:03:00Z,69.00,32.00
