# event_ticker=KXATPCHALLENGERMATCH-26MAR13BELCOL
# final_score=6-4 6-2
# match_winner=Mattia Bellucci
# fav_player=Mattia Bellucci
# dog_player=Raphael Collignon
# kalshi_date=2026-03-13
timestamp,Mattia Bellucci,Raphael Collignon
2026-03-13T10:28:00Z,34.00,65.00
2026-03-13T10:33:00Z,34.00,61.00
2026-03-13T10:55:00Z,39.30,60.59
2026-03-13T11:17:00Z,39.30,55.00
2026-03-13T11:19:00Z,39.30,55.00
2026-03-13T12:16:00Z,44.00,55.00
2026-03-13T13:02:00Z,44.00,57.00
2026-03-13T13:07:00Z,44.00,57.00
2026-03-13T13:19:00Z,45.00,57.00
2026-03-13T13:20:00Z,45.00,57.00
2026-03-13T13:21:00Z,45.00,57.00
2026-03-13T13:22:00Z,45.00,57.00
2026-03-13T13:43:00Z,45.00,58.00
2026-03-13T13:46:00Z,45.00,58.00
2026-03-13T13:48:00Z,45.00,58.00
2026-03-13T13:57:00Z,45.00,58.00
2026-03-13T14:21:00Z,43.00,58.00
2026-03-13T14:35:00Z,42.00,58.00
2026-03-13T14:40:00Z,42.00,59.00
2026-03-13T14:43:00Z,42.00,59.00
2026-03-13T14:46:00Z,44.00,59.00
2026-03-13T14:49:00Z,44.00,58.00
2026-03-13T15:14:00Z,44.00,58.00
2026-03-13T15:36:00Z,44.00,59.00
2026-03-13T15:41:00Z,44.00,59.00
2026-03-13T16:04:00Z,44.00,58.00
2026-03-13T16:06:00Z,44.00,58.00
2026-03-13T16:15:00Z,44.00,58.00
2026-03-13T16:23:00Z,44.00,58.00
2026-03-13T16:25:00Z,44.00,58.00
2026-03-13T16:26:00Z,44.00,59.00
2026-03-13T16:27:00Z,44.00,59.00
2026-03-13T16:42:00Z,44.00,59.00
2026-03-13T16:49:00Z,44.00,57.00
2026-03-13T16:53:00Z,44.00,57.00
2026-03-13T16:54:00Z,42.00,57.00
2026-03-13T16:58:00Z,42.00,59.00
2026-03-13T17:04:00Z,44.00,59.00
2026-03-13T17:05:00Z,44.00,59.00
2026-03-13T17:07:00Z,44.00,59.00
2026-03-13T17:16:00Z,44.00,59.00
2026-03-13T17:18:00Z,44.00,59.00
2026-03-13T17:19:00Z,44.00,59.00
2026-03-13T17:20:00Z,44.00,59.00
2026-03-13T17:21:00Z,44.00,59.00
2026-03-13T17:22:00Z,44.00,59.00
2026-03-13T17:23:00Z,44.00,59.00
2026-03-13T17:24:00Z,44.00,59.00
2026-03-13T17:25:00Z,44.00,59.00
2026-03-13T17:26:00Z,44.00,59.00
2026-03-13T17:28:00Z,44.00,59.00
2026-03-13T17:29:00Z,44.00,59.00
2026-03-13T17:30:00Z,44.00,59.00
2026-03-13T17:34:00Z,42.00,60.16
2026-03-13T17:35:00Z,42.00,58.33
2026-03-13T17:37:00Z,43.00,58.33
2026-03-13T17:43:00Z,43.00,59.00
2026-03-13T17:44:00Z,43.00,59.00
2026-03-13T17:46:00Z,43.00,59.00
2026-03-13T17:47:00Z,43.00,59.00
2026-03-13T17:49:00Z,43.00,59.00
2026-03-13T17:50:00Z,43.00,59.00
2026-03-13T17:51:00Z,43.00,59.00
2026-03-13T17:55:00Z,43.00,59.00
2026-03-13T18:05:00Z,43.00,59.00
2026-03-13T18:06:00Z,43.00,59.00
2026-03-13T18:10:00Z,43.00,59.00
2026-03-13T18:13:00Z,43.00,59.58
2026-03-13T18:14:00Z,43.00,59.58
2026-03-13T18:15:00Z,43.00,59.00
2026-03-13T18:24:00Z,43.00,59.00
2026-03-13T18:25:00Z,42.00,59.00
2026-03-13T18:27:00Z,41.27,59.00
2026-03-13T18:28:00Z,41.27,59.00
2026-03-13T18:34:00Z,41.27,59.00
2026-03-13T18:35:00Z,41.00,59.00
2026-03-13T18:39:00Z,41.00,59.00
2026-03-13T18:40:00Z,41.00,59.00
2026-03-13T18:41:00Z,42.00,59.00
2026-03-13T18:42:00Z,42.00,59.00
2026-03-13T18:43:00Z,42.00,59.00
2026-03-13T18:44:00Z,42.00,59.00
2026-03-13T18:51:00Z,42.00,59.00
2026-03-13T18:53:00Z,42.00,59.00
2026-03-13T18:55:00Z,42.00,59.00
2026-03-13T18:57:00Z,42.00,59.00
2026-03-13T18:58:00Z,42.00,59.00
2026-03-13T19:01:00Z,42.00,59.00
2026-03-13T19:03:00Z,42.00,59.00
2026-03-13T19:05:00Z,42.00,59.00
2026-03-13T19:06:00Z,41.00,59.00
2026-03-13T19:07:00Z,41.00,59.00
2026-03-13T19:08:00Z,41.00,59.00
2026-03-13T19:09:00Z,41.00,59.00
2026-03-13T19:10:00Z,41.00,59.00
2026-03-13T19:11:00Z,41.00,59.00
2026-03-13T19:13:00Z,41.00,59.00
2026-03-13T19:18:00Z,41.00,60.00
2026-03-13T19:19:00Z,41.00,60.00
2026-03-13T19:22:00Z,41.00,60.00
2026-03-13T19:23:00Z,41.00,60.00
2026-03-13T19:24:00Z,41.00,60.00
2026-03-13T19:26:00Z,41.00,60.00
2026-03-13T19:27:00Z,42.00,60.00
2026-03-13T19:31:00Z,41.00,60.50
2026-03-13T19:36:00Z,42.00,59.00
2026-03-13T19:37:00Z,42.00,59.00
2026-03-13T19:39:00Z,42.00,59.00
2026-03-13T19:40:00Z,42.00,59.00
2026-03-13T19:41:00Z,43.00,59.00
2026-03-13T19:42:00Z,43.00,59.00
2026-03-13T19:43:00Z,43.00,59.00
2026-03-13T19:44:00Z,41.00,59.00
2026-03-13T19:45:00Z,41.00,59.00
2026-03-13T19:46:00Z,41.00,59.00
2026-03-13T19:48:00Z,42.00,59.00
2026-03-13T19:49:00Z,42.00,59.00
2026-03-13T19:51:00Z,43.00,59.00
2026-03-13T19:54:00Z,43.00,59.00
2026-03-13T19:56:00Z,43.00,60.00
2026-03-13T19:57:00Z,43.00,60.00
2026-03-13T19:58:00Z,43.00,60.00
2026-03-13T19:59:00Z,43.00,60.00
2026-03-13T20:00:00Z,42.00,60.00
2026-03-13T20:01:00Z,40.00,60.00
2026-03-13T20:05:00Z,40.00,60.00
2026-03-13T20:07:00Z,40.00,60.00
2026-03-13T20:08:00Z,40.00,60.00
2026-03-13T20:10:00Z,40.00,60.00
2026-03-13T20:12:00Z,42.00,60.00
2026-03-13T20:13:00Z,42.00,58.17
2026-03-13T20:14:00Z,42.00,60.00
2026-03-13T20:17:00Z,42.00,59.94
2026-03-13T20:20:00Z,42.00,60.00
2026-03-13T20:23:00Z,42.00,60.00
2026-03-13T20:24:00Z,42.00,60.00
2026-03-13T20:25:00Z,42.00,60.00
2026-03-13T20:26:00Z,42.00,60.00
2026-03-13T20:29:00Z,42.00,60.00
2026-03-13T20:30:00Z,42.00,60.00
2026-03-13T20:31:00Z,42.00,60.00
2026-03-13T20:32:00Z,42.00,60.00
2026-03-13T20:34:00Z,40.00,60.00
2026-03-13T20:35:00Z,42.00,60.00
2026-03-13T20:36:00Z,40.00,60.00
2026-03-13T20:37:00Z,40.00,60.00
2026-03-13T20:38:00Z,40.00,60.00
2026-03-13T20:39:00Z,40.00,60.00
2026-03-13T20:41:00Z,42.00,60.00
2026-03-13T20:42:00Z,42.00,60.00
2026-03-13T20:45:00Z,42.00,59.16
2026-03-13T20:46:00Z,42.00,60.00
2026-03-13T20:49:00Z,42.00,60.00
2026-03-13T20:50:00Z,42.00,60.00
2026-03-13T20:52:00Z,43.00,60.00
2026-03-13T20:55:00Z,42.00,60.00
2026-03-13T20:56:00Z,42.43,60.00
2026-03-13T20:57:00Z,42.43,60.00
2026-03-13T20:58:00Z,42.55,60.00
2026-03-13T20:59:00Z,42.93,60.00
2026-03-13T21:00:00Z,43.00,60.00
2026-03-13T21:01:00Z,40.55,61.88
2026-03-13T21:02:00Z,40.31,60.31
2026-03-13T21:03:00Z,33.61,68.78
2026-03-13T21:04:00Z,35.83,63.46
2026-03-13T21:05:00Z,38.42,64.90
2026-03-13T21:06:00Z,40.77,61.17
2026-03-13T21:07:00Z,44.00,57.04
2026-03-13T21:08:00Z,39.00,60.19
2026-03-13T21:09:00Z,41.00,61.83
2026-03-13T21:10:00Z,41.25,58.00
2026-03-13T21:11:00Z,41.25,62.00
2026-03-13T21:12:00Z,35.05,65.00
2026-03-13T21:13:00Z,41.50,60.33
2026-03-13T21:14:00Z,43.00,59.00
2026-03-13T21:15:00Z,41.00,59.00
2026-03-13T21:16:00Z,46.00,58.84
2026-03-13T21:17:00Z,50.51,50.84
2026-03-13T21:18:00Z,59.67,41.38
2026-03-13T21:19:00Z,57.00,42.98
2026-03-13T21:20:00Z,52.78,47.69
2026-03-13T21:21:00Z,52.78,51.42
2026-03-13T21:22:00Z,50.09,48.86
2026-03-13T21:23:00Z,51.38,52.81
2026-03-13T21:24:00Z,51.38,55.99
2026-03-13T21:25:00Z,47.00,55.98
2026-03-13T21:26:00Z,46.41,54.13
2026-03-13T21:27:00Z,46.02,54.68
2026-03-13T21:28:00Z,43.18,57.95
2026-03-13T21:29:00Z,41.05,60.02
2026-03-13T21:30:00Z,35.84,60.45
2026-03-13T21:31:00Z,40.43,62.59
2026-03-13T21:32:00Z,44.48,56.21
2026-03-13T21:33:00Z,46.95,53.96
2026-03-13T21:34:00Z,47.00,54.00
2026-03-13T21:35:00Z,44.00,56.33
2026-03-13T21:36:00Z,42.32,57.64
2026-03-13T21:37:00Z,46.01,54.25
2026-03-13T21:38:00Z,49.82,52.00
2026-03-13T21:39:00Z,44.31,56.13
2026-03-13T21:40:00Z,42.01,61.85
2026-03-13T21:41:00Z,42.15,60.29
2026-03-13T21:42:00Z,46.43,55.81
2026-03-13T21:43:00Z,58.11,51.07
2026-03-13T21:45:00Z,53.33,51.18
2026-03-13T21:46:00Z,53.83,49.86
2026-03-13T21:47:00Z,53.00,49.00
2026-03-13T21:48:00Z,56.10,43.52
2026-03-13T21:49:00Z,62.02,40.96
2026-03-13T21:50:00Z,60.94,42.28
2026-03-13T21:51:00Z,66.68,35.61
2026-03-13T21:52:00Z,75.52,26.69
2026-03-13T21:53:00Z,78.62,21.99
2026-03-13T21:54:00Z,80.08,22.32
2026-03-13T21:55:00Z,72.41,26.13
2026-03-13T21:56:00Z,64.49,36.21
2026-03-13T21:57:00Z,59.08,41.28
2026-03-13T21:58:00Z,61.90,37.94
2026-03-13T21:59:00Z,64.60,35.97
2026-03-13T22:00:00Z,75.82,25.82
2026-03-13T22:01:00Z,79.00,22.76
2026-03-13T22:02:00Z,77.98,23.15
2026-03-13T22:03:00Z,76.63,22.74
2026-03-13T22:04:00Z,75.83,28.98
2026-03-13T22:05:00Z,86.39,13.39
2026-03-13T22:06:00Z,86.13,13.82
2026-03-13T22:07:00Z,88.07,12.31
2026-03-13T22:08:00Z,91.98,8.49
2026-03-13T22:09:00Z,92.98,6.72
2026-03-13T22:10:00Z,93.41,7.05
2026-03-13T22:11:00Z,92.72,8.84
2026-03-13T22:12:00Z,92.02,9.04
2026-03-13T22:13:00Z,94.47,6.10
2026-03-13T22:14:00Z,95.07,4.74
2026-03-13T22:15:00Z,95.99,4.37
2026-03-13T22:16:00Z,97.88,3.19
2026-03-13T22:17:00Z,96.58,3.90
2026-03-13T22:18:00Z,96.94,4.03
2026-03-13T22:19:00Z,94.98,5.24
2026-03-13T22:20:00Z,92.15,7.93
2026-03-13T22:21:00Z,92.74,7.08
2026-03-13T22:22:00Z,93.94,6.21
2026-03-13T22:23:00Z,95.94,5.06
2026-03-13T22:24:00Z,97.50,2.74
2026-03-13T22:25:00Z,96.62,2.92
2026-03-13T22:26:00Z,97.42,3.23
2026-03-13T22:27:00Z,99.00,1.10
2026-03-13T22:28:00Z,99.00,1.10
2026-03-13T22:29:00Z,99.00,1.10
2026-03-13T22:30:00Z,99.00,1.10
2026-03-13T22:31:00Z,99.00,1.10
2026-03-13T22:32:00Z,99.00,1.10
2026-03-13T22:33:00Z,99.00,1.10
