# event_ticker=KXATPCHALLENGERMATCH-26FEB17DUTBUE
# final_score=7-5 1-6 6-1
# score_resolution=5-7 6-1 1-6
# match_winner=Gonzalo Bueno
# fav_player=Daniel Dutra Da Silva
# dog_player=Gonzalo Bueno
# kalshi_date=2026-02-17
timestamp,Daniel Dutra Da Silva,Gonzalo Bueno
2026-02-17T05:03:00Z,,69.00
2026-02-17T05:34:00Z,,68.00
2026-02-17T05:40:00Z,33.00,68.00
2026-02-17T06:04:00Z,33.00,69.00
2026-02-17T06:22:00Z,33.00,65.00
2026-02-17T07:47:00Z,33.00,68.00
2026-02-17T08:58:00Z,33.00,68.00
2026-02-17T09:07:00Z,35.00,68.00
2026-02-17T10:38:00Z,35.00,68.00
2026-02-17T12:10:00Z,35.00,68.00
2026-02-17T12:54:00Z,35.00,68.00
2026-02-17T13:02:00Z,35.00,68.00
2026-02-17T13:55:00Z,32.00,68.00
2026-02-17T14:34:00Z,38.00,68.00
2026-02-17T14:37:00Z,38.00,69.00
2026-02-17T14:46:00Z,38.00,69.00
2026-02-17T15:14:00Z,38.00,69.00
2026-02-17T15:23:00Z,38.00,69.73
2026-02-17T15:26:00Z,38.00,71.00
2026-02-17T15:35:00Z,38.00,71.00
2026-02-17T15:53:00Z,38.00,71.00
2026-02-17T16:02:00Z,38.00,69.00
2026-02-17T16:11:00Z,34.80,69.00
2026-02-17T16:14:00Z,34.80,69.00
2026-02-17T16:18:00Z,34.80,69.00
2026-02-17T16:19:00Z,34.88,69.00
2026-02-17T16:21:00Z,34.89,69.00
2026-02-17T16:23:00Z,34.88,69.00
2026-02-17T16:30:00Z,34.88,69.00
2026-02-17T16:31:00Z,34.80,69.00
2026-02-17T16:33:00Z,34.80,69.00
2026-02-17T16:34:00Z,34.80,68.11
2026-02-17T16:36:00Z,35.00,65.00
2026-02-17T16:37:00Z,35.00,65.00
2026-02-17T16:38:00Z,35.00,65.00
2026-02-17T16:39:00Z,38.00,60.00
2026-02-17T16:40:00Z,39.84,62.11
2026-02-17T16:41:00Z,37.00,62.21
2026-02-17T16:42:00Z,34.53,62.21
2026-02-17T16:43:00Z,32.00,62.21
2026-02-17T16:44:00Z,35.27,68.00
2026-02-17T16:45:00Z,32.00,67.00
2026-02-17T16:46:00Z,38.00,63.83
2026-02-17T16:47:00Z,38.00,62.17
2026-02-17T16:48:00Z,41.32,60.53
2026-02-17T16:49:00Z,34.64,65.08
2026-02-17T16:50:00Z,34.00,67.00
2026-02-17T16:51:00Z,38.04,66.73
2026-02-17T16:52:00Z,43.99,62.00
2026-02-17T16:53:00Z,38.84,62.41
2026-02-17T16:54:00Z,46.47,58.00
2026-02-17T16:55:00Z,36.00,62.82
2026-02-17T16:56:00Z,37.92,63.19
2026-02-17T16:57:00Z,37.00,66.00
2026-02-17T16:58:00Z,41.39,60.75
2026-02-17T16:59:00Z,35.03,66.00
2026-02-17T17:00:00Z,30.18,70.26
2026-02-17T17:01:00Z,34.81,68.00
2026-02-17T17:02:00Z,36.11,68.00
2026-02-17T17:03:00Z,37.00,65.00
2026-02-17T17:04:00Z,35.26,65.00
2026-02-17T17:05:00Z,35.00,66.00
2026-02-17T17:06:00Z,38.93,64.00
2026-02-17T17:07:00Z,43.75,58.98
2026-02-17T17:08:00Z,42.20,58.31
2026-02-17T17:09:00Z,47.84,51.61
2026-02-17T17:10:00Z,51.87,50.60
2026-02-17T17:11:00Z,58.34,41.76
2026-02-17T17:12:00Z,60.73,41.09
2026-02-17T17:13:00Z,63.54,41.00
2026-02-17T17:14:00Z,65.99,41.00
2026-02-17T17:15:00Z,64.89,37.31
2026-02-17T17:16:00Z,63.90,38.02
2026-02-17T17:17:00Z,63.57,37.41
2026-02-17T17:18:00Z,59.00,41.34
2026-02-17T17:19:00Z,55.66,47.49
2026-02-17T17:20:00Z,50.99,51.27
2026-02-17T17:21:00Z,48.59,54.26
2026-02-17T17:22:00Z,41.59,58.93
2026-02-17T17:23:00Z,42.08,59.00
2026-02-17T17:24:00Z,50.19,57.80
2026-02-17T17:25:00Z,39.86,58.83
2026-02-17T17:26:00Z,37.46,65.65
2026-02-17T17:27:00Z,32.25,67.92
2026-02-17T17:28:00Z,30.48,69.48
2026-02-17T17:29:00Z,20.93,75.68
2026-02-17T17:30:00Z,16.48,81.78
2026-02-17T17:31:00Z,16.00,83.80
2026-02-17T17:32:00Z,16.66,83.23
2026-02-17T17:33:00Z,23.44,78.03
2026-02-17T17:34:00Z,19.87,84.38
2026-02-17T17:35:00Z,16.67,85.27
2026-02-17T17:36:00Z,13.00,87.01
2026-02-17T17:37:00Z,13.00,87.01
2026-02-17T17:38:00Z,13.00,88.24
2026-02-17T17:39:00Z,13.00,88.66
2026-02-17T17:40:00Z,13.00,88.56
2026-02-17T17:41:00Z,13.00,89.00
2026-02-17T17:42:00Z,12.70,89.00
2026-02-17T17:43:00Z,12.85,89.00
2026-02-17T17:44:00Z,13.21,86.60
2026-02-17T17:45:00Z,14.00,87.00
2026-02-17T17:46:00Z,13.89,87.00
2026-02-17T17:47:00Z,13.77,86.74
2026-02-17T17:48:00Z,13.39,86.04
2026-02-17T17:49:00Z,13.39,92.06
2026-02-17T17:50:00Z,10.78,90.00
2026-02-17T17:51:00Z,9.00,89.23
2026-02-17T17:52:00Z,10.11,87.89
2026-02-17T17:53:00Z,12.27,87.02
2026-02-17T17:54:00Z,13.94,87.02
2026-02-17T17:55:00Z,8.19,90.73
2026-02-17T17:56:00Z,6.77,93.60
2026-02-17T17:57:00Z,9.82,89.83
2026-02-17T17:58:00Z,11.97,88.55
2026-02-17T17:59:00Z,13.91,87.04
2026-02-17T18:00:00Z,13.90,86.43
2026-02-17T18:01:00Z,15.54,86.00
2026-02-17T18:02:00Z,15.18,86.37
2026-02-17T18:03:00Z,18.38,81.92
2026-02-17T18:04:00Z,17.62,83.08
2026-02-17T18:05:00Z,15.26,86.05
2026-02-17T18:06:00Z,16.40,85.70
2026-02-17T18:07:00Z,15.00,85.38
2026-02-17T18:08:00Z,21.13,82.03
2026-02-17T18:09:00Z,26.74,72.00
2026-02-17T18:10:00Z,27.89,73.05
2026-02-17T18:11:00Z,29.84,70.00
2026-02-17T18:12:00Z,34.29,66.37
2026-02-17T18:13:00Z,33.06,67.12
2026-02-17T18:14:00Z,34.17,68.00
2026-02-17T18:15:00Z,36.77,68.72
2026-02-17T18:16:00Z,38.39,68.97
2026-02-17T18:17:00Z,35.33,68.77
2026-02-17T18:18:00Z,36.00,68.99
2026-02-17T18:19:00Z,37.12,69.13
2026-02-17T18:20:00Z,39.37,60.27
2026-02-17T18:21:00Z,34.92,67.26
2026-02-17T18:22:00Z,38.65,66.43
2026-02-17T18:23:00Z,44.97,57.62
2026-02-17T18:24:00Z,44.77,56.46
2026-02-17T18:25:00Z,42.31,59.62
2026-02-17T18:26:00Z,43.89,57.90
2026-02-17T18:27:00Z,44.77,57.14
2026-02-17T18:28:00Z,46.97,56.88
2026-02-17T18:29:00Z,46.65,56.00
2026-02-17T18:30:00Z,45.40,56.80
2026-02-17T18:31:00Z,45.09,57.00
2026-02-17T18:32:00Z,44.95,57.79
2026-02-17T18:33:00Z,41.42,62.12
2026-02-17T18:34:00Z,35.55,65.73
2026-02-17T18:35:00Z,33.79,67.75
2026-02-17T18:36:00Z,27.52,72.22
2026-02-17T18:37:00Z,27.72,73.65
2026-02-17T18:38:00Z,15.26,83.36
2026-02-17T18:39:00Z,10.88,87.29
2026-02-17T18:40:00Z,8.98,91.08
2026-02-17T18:41:00Z,8.62,92.14
2026-02-17T18:42:00Z,8.12,91.62
2026-02-17T18:43:00Z,4.28,97.09
2026-02-17T18:44:00Z,3.71,96.35
2026-02-17T18:45:00Z,8.57,93.51
2026-02-17T18:46:00Z,10.99,91.49
2026-02-17T18:47:00Z,10.48,94.20
2026-02-17T18:48:00Z,6.64,94.33
2026-02-17T18:49:00Z,6.03,94.41
2026-02-17T18:50:00Z,7.28,93.49
2026-02-17T18:51:00Z,6.90,94.64
2026-02-17T18:52:00Z,2.04,98.38
2026-02-17T18:53:00Z,1.75,98.72
2026-02-17T18:54:00Z,1.00,99.00
2026-02-17T18:55:00Z,1.00,99.00
2026-02-17T18:56:00Z,1.00,99.00
2026-02-17T18:57:00Z,1.00,99.00
2026-02-17T18:58:00Z,1.00,99.00
