# event_ticker=KXATPCHALLENGERMATCH-26MAR20AVEMAR
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Andres Martin
# fav_player=Alafia Ayeni
# dog_player=Andres Martin
# kalshi_date=2026-03-20
timestamp,Alafia Ayeni,Andres Martin
2026-03-20T08:42:00Z,41.00,
2026-03-20T09:49:00Z,41.00,61.00
2026-03-20T11:46:00Z,41.00,61.00
2026-03-20T12:32:00Z,40.00,61.00
2026-03-20T12:59:00Z,40.00,61.00
2026-03-20T13:29:00Z,40.81,61.00
2026-03-20T13:30:00Z,40.81,61.00
2026-03-20T14:27:00Z,40.81,58.94
2026-03-20T14:32:00Z,40.81,60.00
2026-03-20T15:21:00Z,42.24,60.00
2026-03-20T15:37:00Z,42.24,59.31
2026-03-20T15:49:00Z,40.00,59.31
2026-03-20T16:02:00Z,40.00,61.00
2026-03-20T16:36:00Z,40.00,61.00
2026-03-20T16:42:00Z,40.00,61.00
2026-03-20T17:18:00Z,40.00,60.00
2026-03-20T17:22:00Z,40.00,60.00
2026-03-20T18:00:00Z,40.00,60.00
2026-03-20T18:10:00Z,42.00,60.00
2026-03-20T18:25:00Z,42.00,60.00
2026-03-20T18:29:00Z,42.00,60.00
2026-03-20T18:34:00Z,42.00,60.00
2026-03-20T18:35:00Z,42.00,60.00
2026-03-20T18:36:00Z,42.00,60.00
2026-03-20T18:37:00Z,42.00,60.00
2026-03-20T18:38:00Z,42.00,60.00
2026-03-20T18:39:00Z,42.00,60.00
2026-03-20T18:40:00Z,40.37,60.73
2026-03-20T18:41:00Z,37.65,63.89
2026-03-20T18:42:00Z,32.94,66.63
2026-03-20T18:43:00Z,26.65,74.27
2026-03-20T18:44:00Z,21.98,78.63
2026-03-20T18:45:00Z,20.34,78.88
2026-03-20T18:46:00Z,19.00,81.00
2026-03-20T18:47:00Z,19.70,81.00
2026-03-20T18:48:00Z,21.93,77.19
2026-03-20T18:49:00Z,22.96,78.00
2026-03-20T18:50:00Z,23.46,75.00
2026-03-20T18:51:00Z,27.75,73.00
2026-03-20T18:52:00Z,30.19,72.29
2026-03-20T18:53:00Z,35.06,63.47
2026-03-20T18:54:00Z,38.04,62.00
2026-03-20T18:55:00Z,40.74,60.60
2026-03-20T18:56:00Z,37.14,62.68
2026-03-20T18:57:00Z,42.81,60.43
2026-03-20T18:58:00Z,41.22,61.18
2026-03-20T18:59:00Z,41.13,61.02
2026-03-20T19:00:00Z,38.82,63.30
2026-03-20T19:01:00Z,36.00,61.89
2026-03-20T19:02:00Z,38.02,61.11
2026-03-20T19:03:00Z,42.34,56.93
2026-03-20T19:04:00Z,42.11,56.39
2026-03-20T19:05:00Z,53.39,46.13
2026-03-20T19:06:00Z,62.42,36.76
2026-03-20T19:07:00Z,67.75,31.38
2026-03-20T19:08:00Z,64.64,34.81
2026-03-20T19:09:00Z,58.73,39.82
2026-03-20T19:10:00Z,54.04,44.46
2026-03-20T19:11:00Z,46.31,55.74
2026-03-20T19:12:00Z,41.04,60.30
2026-03-20T19:13:00Z,38.36,62.32
2026-03-20T19:14:00Z,38.69,62.68
2026-03-20T19:15:00Z,36.52,64.96
2026-03-20T19:16:00Z,34.63,66.71
2026-03-20T19:17:00Z,20.57,80.21
2026-03-20T19:18:00Z,17.90,82.08
2026-03-20T19:19:00Z,17.55,82.33
2026-03-20T19:20:00Z,16.60,83.43
2026-03-20T19:21:00Z,16.00,83.97
2026-03-20T19:22:00Z,13.75,85.47
2026-03-20T19:23:00Z,8.94,91.67
2026-03-20T19:24:00Z,10.86,89.49
2026-03-20T19:25:00Z,13.96,87.86
2026-03-20T19:26:00Z,16.35,82.27
2026-03-20T19:27:00Z,17.26,84.65
2026-03-20T19:28:00Z,15.64,84.89
2026-03-20T19:29:00Z,11.38,85.05
2026-03-20T19:30:00Z,7.01,93.64
2026-03-20T19:31:00Z,6.80,93.83
2026-03-20T19:32:00Z,5.06,95.28
2026-03-20T19:33:00Z,4.95,95.00
2026-03-20T19:34:00Z,5.12,94.12
2026-03-20T19:35:00Z,6.24,93.01
2026-03-20T19:36:00Z,9.01,89.90
2026-03-20T19:37:00Z,9.35,90.24
2026-03-20T19:38:00Z,5.00,94.61
2026-03-20T19:39:00Z,4.21,95.58
2026-03-20T19:40:00Z,3.92,96.00
2026-03-20T19:41:00Z,5.36,94.11
2026-03-20T19:42:00Z,3.33,95.56
2026-03-20T19:43:00Z,3.00,97.62
2026-03-20T19:44:00Z,2.00,97.36
2026-03-20T19:45:00Z,2.36,96.92
2026-03-20T19:46:00Z,4.00,97.00
2026-03-20T19:47:00Z,3.68,98.23
2026-03-20T19:48:00Z,1.50,98.00
2026-03-20T19:49:00Z,3.56,98.57
2026-03-20T19:50:00Z,1.00,97.41
2026-03-20T19:51:00Z,1.00,99.00
2026-03-20T19:52:00Z,1.00,99.00
