# event_ticker=KXATPMATCH-26APR22MUNSHE
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Jaume Munar
# fav_player=Alexander Shevchenko
# dog_player=Jaume Munar
# kalshi_date=2026-04-22
timestamp,Jaume Munar,Alexander Shevchenko
2026-04-23T04:56:00Z,61.00,41.00
2026-04-23T04:57:00Z,61.00,41.00
2026-04-23T04:59:00Z,61.00,41.00
2026-04-23T05:01:00Z,61.00,41.00
2026-04-23T05:08:00Z,61.00,41.00
2026-04-23T05:11:00Z,61.00,41.00
2026-04-23T05:13:00Z,61.00,41.00
2026-04-23T05:14:00Z,61.00,41.00
2026-04-23T05:16:00Z,61.00,41.00
2026-04-23T05:21:00Z,61.00,41.00
2026-04-23T05:22:00Z,61.00,41.00
2026-04-23T05:26:00Z,61.00,41.00
2026-04-23T05:30:00Z,61.00,40.00
2026-04-23T05:34:00Z,61.00,40.00
2026-04-23T05:38:00Z,61.00,40.00
2026-04-23T05:39:00Z,61.00,40.00
2026-04-23T05:41:00Z,61.00,40.00
2026-04-23T05:42:00Z,61.00,40.00
2026-04-23T05:47:00Z,61.00,40.00
2026-04-23T05:49:00Z,61.00,40.00
2026-04-23T05:51:00Z,61.00,40.00
2026-04-23T05:54:00Z,61.00,40.00
2026-04-23T05:55:00Z,61.00,40.00
2026-04-23T05:58:00Z,61.00,40.00
2026-04-23T05:59:00Z,61.00,40.00
2026-04-23T06:01:00Z,61.00,39.00
2026-04-23T06:02:00Z,61.00,39.00
2026-04-23T06:03:00Z,61.00,39.00
2026-04-23T06:07:00Z,61.00,39.00
2026-04-23T06:08:00Z,61.00,39.00
2026-04-23T06:09:00Z,61.00,39.00
2026-04-23T06:10:00Z,61.00,39.00
2026-04-23T06:17:00Z,61.00,39.00
2026-04-23T06:21:00Z,61.00,39.00
2026-04-23T06:23:00Z,61.00,39.00
2026-04-23T06:24:00Z,61.00,40.00
2026-04-23T06:31:00Z,61.00,40.00
2026-04-23T06:33:00Z,61.00,40.00
2026-04-23T06:37:00Z,61.00,40.00
2026-04-23T06:42:00Z,61.00,40.00
2026-04-23T06:59:00Z,62.00,40.00
2026-04-23T07:00:00Z,62.00,40.00
2026-04-23T09:01:00Z,62.00,40.00
2026-04-23T09:02:00Z,62.00,37.04
2026-04-23T09:06:00Z,62.00,37.04
2026-04-23T09:07:00Z,62.00,37.04
2026-04-23T09:08:00Z,62.00,37.04
2026-04-23T09:11:00Z,62.00,37.04
2026-04-23T09:12:00Z,62.00,37.04
2026-04-23T09:18:00Z,62.00,37.04
2026-04-23T09:22:00Z,62.00,37.04
2026-04-23T09:23:00Z,62.00,37.04
2026-04-23T09:24:00Z,62.00,37.04
2026-04-23T09:25:00Z,62.00,37.04
2026-04-23T09:28:00Z,62.00,37.04
2026-04-23T09:34:00Z,62.13,37.04
2026-04-23T09:37:00Z,65.99,37.04
2026-04-23T09:41:00Z,66.00,37.04
2026-04-23T09:46:00Z,66.00,37.04
2026-04-23T09:48:00Z,66.00,37.04
2026-04-23T09:55:00Z,66.00,37.04
2026-04-23T09:57:00Z,66.00,37.04
2026-04-23T09:58:00Z,66.00,37.04
2026-04-23T10:00:00Z,66.00,37.04
2026-04-23T10:02:00Z,66.00,37.04
2026-04-23T10:03:00Z,66.00,37.04
2026-04-23T10:05:00Z,66.00,37.04
2026-04-23T10:10:00Z,66.00,36.00
2026-04-23T10:12:00Z,66.00,36.00
2026-04-23T10:13:00Z,66.00,36.00
2026-04-23T10:16:00Z,66.00,36.00
2026-04-23T10:17:00Z,66.00,36.00
2026-04-23T10:18:00Z,66.00,36.00
2026-04-23T10:21:00Z,66.00,33.92
2026-04-23T10:22:00Z,67.00,33.92
2026-04-23T10:23:00Z,67.00,33.92
2026-04-23T10:25:00Z,67.00,34.00
2026-04-23T10:27:00Z,67.00,34.00
2026-04-23T10:28:00Z,67.00,34.00
2026-04-23T10:31:00Z,67.00,34.00
2026-04-23T10:36:00Z,68.00,34.00
2026-04-23T10:37:00Z,68.00,34.00
2026-04-23T10:42:00Z,68.00,34.00
2026-04-23T10:44:00Z,66.00,34.00
2026-04-23T10:45:00Z,67.00,34.00
2026-04-23T10:46:00Z,67.00,34.00
2026-04-23T10:49:00Z,68.00,34.00
2026-04-23T10:50:00Z,67.00,34.00
2026-04-23T10:51:00Z,66.00,34.00
2026-04-23T10:53:00Z,67.00,34.00
2026-04-23T10:55:00Z,67.00,34.00
2026-04-23T10:56:00Z,67.00,34.00
2026-04-23T10:58:00Z,68.00,34.00
2026-04-23T10:59:00Z,71.00,32.00
2026-04-23T11:00:00Z,71.00,30.00
2026-04-23T11:01:00Z,70.77,30.00
2026-04-23T11:02:00Z,70.77,33.00
2026-04-23T11:03:00Z,67.00,34.01
2026-04-23T11:04:00Z,69.65,33.97
2026-04-23T11:05:00Z,68.00,33.97
2026-04-23T11:06:00Z,61.46,39.39
2026-04-23T11:07:00Z,61.64,41.97
2026-04-23T11:08:00Z,64.52,41.97
2026-04-23T11:09:00Z,60.45,39.64
2026-04-23T11:10:00Z,65.00,35.00
2026-04-23T11:11:00Z,68.00,34.00
2026-04-23T11:13:00Z,66.83,34.00
2026-04-23T11:14:00Z,66.83,38.00
2026-04-23T11:15:00Z,66.83,37.00
2026-04-23T11:16:00Z,65.98,37.00
2026-04-23T11:17:00Z,68.00,34.99
2026-04-23T11:18:00Z,67.00,34.99
2026-04-23T11:20:00Z,70.00,34.99
2026-04-23T11:21:00Z,68.00,33.00
2026-04-23T11:22:00Z,68.00,31.00
2026-04-23T11:23:00Z,69.00,31.00
2026-04-23T11:24:00Z,69.00,30.74
2026-04-23T11:25:00Z,67.00,30.74
2026-04-23T11:26:00Z,63.23,35.83
2026-04-23T11:27:00Z,58.06,41.61
2026-04-23T11:28:00Z,61.25,39.97
2026-04-23T11:29:00Z,66.22,36.00
2026-04-23T11:30:00Z,70.00,31.92
2026-04-23T11:31:00Z,69.00,32.00
2026-04-23T11:32:00Z,66.31,35.72
2026-04-23T11:33:00Z,66.41,35.00
2026-04-23T11:34:00Z,68.00,34.99
2026-04-23T11:35:00Z,64.59,36.99
2026-04-23T11:36:00Z,65.55,37.87
2026-04-23T11:37:00Z,68.01,33.33
2026-04-23T11:38:00Z,66.68,33.37
2026-04-23T11:39:00Z,70.00,33.37
2026-04-23T11:40:00Z,69.97,31.00
2026-04-23T11:41:00Z,72.72,30.60
2026-04-23T11:42:00Z,76.61,23.02
2026-04-23T11:43:00Z,79.80,23.44
2026-04-23T11:44:00Z,79.10,16.44
2026-04-23T11:45:00Z,86.57,14.93
2026-04-23T11:46:00Z,86.97,13.85
2026-04-23T11:47:00Z,86.89,13.93
2026-04-23T11:48:00Z,85.00,14.96
2026-04-23T11:49:00Z,86.76,13.92
2026-04-23T11:50:00Z,88.68,12.85
2026-04-23T11:51:00Z,89.00,11.49
2026-04-23T11:52:00Z,89.86,10.38
2026-04-23T11:53:00Z,87.50,12.40
2026-04-23T11:54:00Z,87.33,13.05
2026-04-23T11:55:00Z,94.05,7.90
2026-04-23T11:56:00Z,95.63,4.82
2026-04-23T11:57:00Z,96.28,4.00
2026-04-23T11:58:00Z,97.01,3.97
2026-04-23T11:59:00Z,95.74,4.96
2026-04-23T12:00:00Z,97.28,4.01
2026-04-23T12:01:00Z,97.00,3.99
2026-04-23T12:02:00Z,97.00,2.89
2026-04-23T12:03:00Z,97.22,2.47
2026-04-23T12:04:00Z,98.00,1.58
2026-04-23T12:05:00Z,99.00,1.00
2026-04-23T12:06:00Z,99.00,1.00
2026-04-23T12:07:00Z,99.00,1.00
2026-04-23T12:09:00Z,99.00,1.00
2026-04-23T12:10:00Z,99.00,1.00
2026-04-23T12:11:00Z,99.00,1.00
2026-04-23T12:14:00Z,99.00,1.00
2026-04-23T12:15:00Z,99.00,1.00
2026-04-23T12:17:00Z,99.00,1.00
2026-04-23T12:18:00Z,99.00,1.00
2026-04-23T12:19:00Z,99.00,1.00
2026-04-23T12:20:00Z,99.00,1.00
