# event_ticker=KXATPCHALLENGERMATCH-26FEB22GUEGAS
# final_score=6-2 6-4
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Sascha Gueymard Wayenburg
# kalshi_date=2026-02-22
timestamp,Hugo Gaston,Sascha Gueymard Wayenburg
2026-02-24T07:28:00Z,,43.00
2026-02-24T08:20:00Z,,43.00
2026-02-24T09:42:00Z,,43.00
2026-02-24T09:54:00Z,,43.00
2026-02-24T10:24:00Z,56.00,43.00
2026-02-24T11:08:00Z,56.00,43.00
2026-02-24T13:04:00Z,56.71,43.00
2026-02-24T13:06:00Z,57.00,43.00
2026-02-24T13:16:00Z,57.00,43.00
2026-02-24T13:41:00Z,57.00,43.00
2026-02-24T13:47:00Z,57.00,45.06
2026-02-24T14:03:00Z,57.00,45.06
2026-02-24T14:30:00Z,57.00,45.06
2026-02-24T15:01:00Z,57.00,45.06
2026-02-24T15:06:00Z,57.00,43.86
2026-02-24T15:07:00Z,57.00,46.00
2026-02-24T15:08:00Z,57.00,46.00
2026-02-24T15:10:00Z,57.00,46.00
2026-02-24T15:13:00Z,58.00,46.00
2026-02-24T15:16:00Z,58.00,46.00
2026-02-24T15:21:00Z,58.00,46.00
2026-02-24T15:22:00Z,58.78,46.00
2026-02-24T15:42:00Z,58.95,46.00
2026-02-24T15:46:00Z,59.00,46.00
2026-02-24T15:49:00Z,59.00,46.00
2026-02-24T16:01:00Z,59.00,41.00
2026-02-24T16:02:00Z,59.25,41.00
2026-02-24T16:04:00Z,60.00,43.00
2026-02-24T16:06:00Z,60.00,43.00
2026-02-24T16:22:00Z,60.00,43.00
2026-02-24T16:23:00Z,60.00,41.00
2026-02-24T16:25:00Z,60.00,43.00
2026-02-24T16:33:00Z,59.00,43.00
2026-02-24T16:55:00Z,59.00,43.00
2026-02-24T16:58:00Z,59.00,43.00
2026-02-24T17:12:00Z,59.00,43.00
2026-02-24T17:34:00Z,59.00,43.00
2026-02-24T17:41:00Z,59.00,43.00
2026-02-24T17:42:00Z,59.00,43.00
2026-02-24T17:43:00Z,59.00,43.00
2026-02-24T17:47:00Z,59.00,43.00
2026-02-24T17:49:00Z,59.00,43.00
2026-02-24T18:03:00Z,59.00,43.00
2026-02-24T18:04:00Z,59.00,44.00
2026-02-24T18:05:00Z,59.00,41.00
2026-02-24T18:08:00Z,59.00,41.00
2026-02-24T18:09:00Z,59.00,44.00
2026-02-24T18:13:00Z,59.00,44.00
2026-02-24T18:18:00Z,59.00,43.00
2026-02-24T18:22:00Z,59.00,43.00
2026-02-24T18:24:00Z,59.00,43.00
2026-02-24T18:26:00Z,59.00,43.00
2026-02-24T18:31:00Z,59.00,43.00
2026-02-24T18:32:00Z,59.00,43.00
2026-02-24T18:34:00Z,59.00,43.00
2026-02-24T18:36:00Z,60.00,43.00
2026-02-24T18:38:00Z,60.00,43.00
2026-02-24T18:39:00Z,60.00,43.00
2026-02-24T18:41:00Z,60.00,43.00
2026-02-24T18:42:00Z,60.00,43.00
2026-02-24T18:44:00Z,60.00,43.00
2026-02-24T18:45:00Z,60.00,43.00
2026-02-24T18:47:00Z,60.53,43.00
2026-02-24T18:49:00Z,60.00,43.00
2026-02-24T18:54:00Z,60.96,43.00
2026-02-24T18:55:00Z,60.00,43.00
2026-02-24T18:56:00Z,61.00,43.00
2026-02-24T18:58:00Z,60.00,43.00
2026-02-24T19:00:00Z,61.00,43.00
2026-02-24T19:02:00Z,61.00,43.00
2026-02-24T19:03:00Z,61.00,41.00
2026-02-24T19:06:00Z,59.55,41.00
2026-02-24T19:07:00Z,59.00,42.00
2026-02-24T19:08:00Z,59.70,42.00
2026-02-24T19:09:00Z,59.02,42.00
2026-02-24T19:10:00Z,61.00,40.00
2026-02-24T19:11:00Z,66.56,35.14
2026-02-24T19:12:00Z,71.24,30.83
2026-02-24T19:13:00Z,73.00,29.00
2026-02-24T19:14:00Z,69.69,30.59
2026-02-24T19:15:00Z,69.86,29.99
2026-02-24T19:16:00Z,75.00,23.00
2026-02-24T19:17:00Z,77.00,21.02
2026-02-24T19:18:00Z,76.00,23.00
2026-02-24T19:19:00Z,80.59,23.09
2026-02-24T19:20:00Z,80.59,17.00
2026-02-24T19:21:00Z,83.90,17.91
2026-02-24T19:22:00Z,83.72,17.04
2026-02-24T19:23:00Z,85.00,15.00
2026-02-24T19:24:00Z,86.00,14.61
2026-02-24T19:25:00Z,85.00,14.95
2026-02-24T19:26:00Z,84.00,14.95
2026-02-24T19:27:00Z,83.46,16.28
2026-02-24T19:28:00Z,82.07,18.00
2026-02-24T19:29:00Z,81.77,19.51
2026-02-24T19:30:00Z,80.13,21.00
2026-02-24T19:31:00Z,82.56,17.00
2026-02-24T19:32:00Z,83.96,17.00
2026-02-24T19:33:00Z,84.00,17.00
2026-02-24T19:34:00Z,84.25,17.00
2026-02-24T19:35:00Z,84.42,16.00
2026-02-24T19:36:00Z,84.72,16.00
2026-02-24T19:37:00Z,86.00,15.34
2026-02-24T19:38:00Z,84.92,15.29
2026-02-24T19:39:00Z,84.00,16.00
2026-02-24T19:40:00Z,84.00,17.00
2026-02-24T19:41:00Z,84.11,16.00
2026-02-24T19:42:00Z,84.99,16.00
2026-02-24T19:43:00Z,85.87,14.94
2026-02-24T19:44:00Z,88.90,13.04
2026-02-24T19:45:00Z,90.26,11.00
2026-02-24T19:46:00Z,87.54,12.97
2026-02-24T19:47:00Z,88.61,12.72
2026-02-24T19:48:00Z,87.57,12.61
2026-02-24T19:49:00Z,84.82,15.04
2026-02-24T19:50:00Z,84.42,15.91
2026-02-24T19:51:00Z,86.57,14.00
2026-02-24T19:52:00Z,86.00,15.00
2026-02-24T19:53:00Z,83.88,17.00
2026-02-24T19:54:00Z,84.00,16.67
2026-02-24T19:55:00Z,89.38,13.14
2026-02-24T19:56:00Z,93.37,6.31
2026-02-24T19:57:00Z,95.00,5.65
2026-02-24T19:58:00Z,93.69,5.89
2026-02-24T19:59:00Z,91.79,9.12
2026-02-24T20:00:00Z,86.15,13.34
2026-02-24T20:01:00Z,90.87,12.14
2026-02-24T20:02:00Z,92.38,7.82
2026-02-24T20:03:00Z,89.32,11.61
2026-02-24T20:04:00Z,89.67,10.08
2026-02-24T20:05:00Z,93.31,6.00
2026-02-24T20:06:00Z,93.07,5.52
2026-02-24T20:07:00Z,93.82,7.21
2026-02-24T20:08:00Z,92.69,10.98
2026-02-24T20:09:00Z,83.31,15.55
2026-02-24T20:10:00Z,85.15,13.07
2026-02-24T20:11:00Z,92.19,8.10
2026-02-24T20:12:00Z,93.19,6.84
2026-02-24T20:13:00Z,95.07,6.00
2026-02-24T20:14:00Z,91.18,10.61
2026-02-24T20:15:00Z,89.05,14.95
2026-02-24T20:16:00Z,83.83,18.11
2026-02-24T20:17:00Z,82.79,19.77
2026-02-24T20:18:00Z,83.31,19.35
2026-02-24T20:19:00Z,88.39,15.66
2026-02-24T20:20:00Z,95.92,4.31
2026-02-24T20:21:00Z,95.53,5.01
2026-02-24T20:22:00Z,94.93,6.71
2026-02-24T20:23:00Z,94.31,9.67
2026-02-24T20:24:00Z,88.46,10.91
2026-02-24T20:25:00Z,97.36,2.79
2026-02-24T20:26:00Z,99.00,2.79
