# event_ticker=KXATPCHALLENGERMATCH-26MAR20PELCAR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Pablo Carreno Busta
# fav_player=Andrea Pellegrino
# dog_player=Pablo Carreno Busta
# kalshi_date=2026-03-20
timestamp,Andrea Pellegrino,Pablo Carreno Busta
2026-03-20T11:28:00Z,39.00,60.92
2026-03-20T11:29:00Z,39.00,62.00
2026-03-20T11:33:00Z,39.00,62.00
2026-03-20T11:35:00Z,39.00,62.00
2026-03-20T11:50:00Z,39.00,62.00
2026-03-20T11:52:00Z,39.00,63.00
2026-03-20T11:55:00Z,39.00,63.00
2026-03-20T11:56:00Z,39.00,63.00
2026-03-20T12:01:00Z,39.00,63.00
2026-03-20T12:02:00Z,39.00,63.00
2026-03-20T12:03:00Z,39.00,63.00
2026-03-20T12:05:00Z,39.00,63.00
2026-03-20T12:06:00Z,39.00,63.00
2026-03-20T12:07:00Z,39.00,63.00
2026-03-20T12:10:00Z,39.00,62.41
2026-03-20T12:11:00Z,39.00,62.41
2026-03-20T12:19:00Z,39.00,63.00
2026-03-20T12:22:00Z,39.00,63.00
2026-03-20T12:26:00Z,39.00,63.00
2026-03-20T12:29:00Z,39.00,63.00
2026-03-20T12:38:00Z,39.00,63.00
2026-03-20T12:39:00Z,39.00,63.00
2026-03-20T12:41:00Z,39.00,63.00
2026-03-20T12:42:00Z,39.84,63.00
2026-03-20T12:43:00Z,39.80,63.00
2026-03-20T12:46:00Z,40.00,63.00
2026-03-20T12:47:00Z,40.00,63.00
2026-03-20T12:49:00Z,40.00,63.00
2026-03-20T12:50:00Z,37.00,63.00
2026-03-20T12:52:00Z,37.00,63.00
2026-03-20T12:54:00Z,37.00,63.00
2026-03-20T12:56:00Z,37.00,63.00
2026-03-20T12:57:00Z,37.00,62.49
2026-03-20T12:59:00Z,40.00,63.00
2026-03-20T13:00:00Z,40.00,63.00
2026-03-20T13:03:00Z,40.00,62.00
2026-03-20T13:04:00Z,40.00,62.00
2026-03-20T13:05:00Z,40.00,62.52
2026-03-20T13:07:00Z,40.00,63.00
2026-03-20T13:09:00Z,40.00,63.00
2026-03-20T13:10:00Z,40.00,63.00
2026-03-20T13:11:00Z,38.00,63.00
2026-03-20T13:12:00Z,38.00,63.00
2026-03-20T13:13:00Z,38.00,63.00
2026-03-20T13:14:00Z,38.00,63.00
2026-03-20T13:15:00Z,38.00,63.00
2026-03-20T13:16:00Z,38.00,63.00
2026-03-20T13:17:00Z,38.00,63.00
2026-03-20T13:18:00Z,38.00,63.00
2026-03-20T13:19:00Z,38.00,63.00
2026-03-20T13:20:00Z,38.00,63.00
2026-03-20T13:21:00Z,38.00,63.00
2026-03-20T13:22:00Z,38.00,63.00
2026-03-20T13:24:00Z,38.00,63.00
2026-03-20T13:27:00Z,38.00,64.00
2026-03-20T13:28:00Z,38.00,64.00
2026-03-20T13:29:00Z,38.00,64.00
2026-03-20T13:30:00Z,38.00,64.00
2026-03-20T13:31:00Z,38.95,64.00
2026-03-20T13:32:00Z,38.95,64.00
2026-03-20T13:33:00Z,38.99,64.00
2026-03-20T13:34:00Z,38.95,64.00
2026-03-20T13:35:00Z,38.00,64.00
2026-03-20T13:36:00Z,38.00,63.00
2026-03-20T13:37:00Z,38.00,63.04
2026-03-20T13:38:00Z,38.00,63.04
2026-03-20T13:39:00Z,38.00,64.00
2026-03-20T13:40:00Z,38.00,64.00
2026-03-20T13:42:00Z,38.00,64.00
2026-03-20T13:47:00Z,38.00,64.00
2026-03-20T13:48:00Z,37.00,63.00
2026-03-20T13:49:00Z,37.00,64.00
2026-03-20T13:50:00Z,39.00,64.00
2026-03-20T13:51:00Z,39.00,64.25
2026-03-20T13:52:00Z,39.00,63.00
2026-03-20T13:53:00Z,39.00,63.00
2026-03-20T13:54:00Z,39.00,63.33
2026-03-20T13:55:00Z,38.74,67.46
2026-03-20T13:56:00Z,37.30,64.63
2026-03-20T13:57:00Z,36.91,63.91
2026-03-20T13:58:00Z,36.55,65.00
2026-03-20T13:59:00Z,34.99,65.21
2026-03-20T14:00:00Z,38.45,64.14
2026-03-20T14:01:00Z,38.44,61.00
2026-03-20T14:02:00Z,39.32,63.00
2026-03-20T14:03:00Z,39.08,61.91
2026-03-20T14:04:00Z,41.00,61.22
2026-03-20T14:05:00Z,40.52,61.40
2026-03-20T14:06:00Z,37.51,63.50
2026-03-20T14:07:00Z,38.04,63.96
2026-03-20T14:08:00Z,42.27,59.18
2026-03-20T14:09:00Z,42.42,59.12
2026-03-20T14:10:00Z,42.55,59.28
2026-03-20T14:11:00Z,43.92,61.59
2026-03-20T14:12:00Z,51.40,51.49
2026-03-20T14:13:00Z,52.75,48.84
2026-03-20T14:14:00Z,54.49,50.31
2026-03-20T14:15:00Z,47.74,55.73
2026-03-20T14:16:00Z,42.78,57.75
2026-03-20T14:17:00Z,43.00,58.75
2026-03-20T14:18:00Z,42.94,60.73
2026-03-20T14:19:00Z,40.45,62.00
2026-03-20T14:20:00Z,38.73,62.11
2026-03-20T14:21:00Z,34.80,66.23
2026-03-20T14:22:00Z,31.66,70.75
2026-03-20T14:23:00Z,25.10,74.25
2026-03-20T14:24:00Z,24.23,76.99
2026-03-20T14:25:00Z,21.15,78.97
2026-03-20T14:26:00Z,19.12,81.72
2026-03-20T14:27:00Z,19.00,80.93
2026-03-20T14:28:00Z,19.86,80.65
2026-03-20T14:29:00Z,20.94,80.83
2026-03-20T14:30:00Z,20.39,80.97
2026-03-20T14:31:00Z,18.42,82.02
2026-03-20T14:32:00Z,18.04,82.23
2026-03-20T14:33:00Z,16.49,84.31
2026-03-20T14:34:00Z,17.93,82.82
2026-03-20T14:35:00Z,20.25,80.20
2026-03-20T14:36:00Z,20.18,80.99
2026-03-20T14:37:00Z,17.79,83.18
2026-03-20T14:38:00Z,17.00,84.40
2026-03-20T14:39:00Z,17.00,83.92
2026-03-20T14:40:00Z,17.00,84.09
2026-03-20T14:41:00Z,18.22,83.06
2026-03-20T14:42:00Z,20.11,80.22
2026-03-20T14:43:00Z,22.97,77.53
2026-03-20T14:44:00Z,22.09,79.72
2026-03-20T14:45:00Z,18.21,81.80
2026-03-20T14:46:00Z,18.53,83.47
2026-03-20T14:47:00Z,17.78,84.07
2026-03-20T14:48:00Z,14.93,86.25
2026-03-20T14:49:00Z,14.50,85.33
2026-03-20T14:50:00Z,10.35,92.84
2026-03-20T14:51:00Z,7.51,92.97
2026-03-20T14:52:00Z,7.36,92.51
2026-03-20T14:53:00Z,7.01,93.03
2026-03-20T14:54:00Z,6.36,94.23
2026-03-20T14:55:00Z,6.07,95.80
2026-03-20T14:56:00Z,4.32,96.68
2026-03-20T14:57:00Z,5.46,95.71
2026-03-20T14:58:00Z,5.96,94.40
2026-03-20T14:59:00Z,4.29,94.26
2026-03-20T15:00:00Z,5.44,94.08
2026-03-20T15:01:00Z,6.99,94.25
2026-03-20T15:02:00Z,7.00,93.74
2026-03-20T15:03:00Z,4.86,95.20
2026-03-20T15:04:00Z,3.64,96.95
2026-03-20T15:05:00Z,3.79,97.36
2026-03-20T15:06:00Z,3.82,96.60
2026-03-20T15:07:00Z,3.14,97.61
2026-03-20T15:08:00Z,3.17,97.22
2026-03-20T15:09:00Z,3.91,98.50
2026-03-20T15:10:00Z,1.70,98.05
2026-03-20T15:11:00Z,1.64,99.00
2026-03-20T15:12:00Z,1.51,99.00
2026-03-20T15:13:00Z,1.80,98.92
2026-03-20T15:14:00Z,1.54,98.65
2026-03-20T15:15:00Z,2.50,97.90
2026-03-20T15:16:00Z,3.13,97.50
2026-03-20T15:17:00Z,3.25,96.95
2026-03-20T15:18:00Z,4.00,96.78
2026-03-20T15:19:00Z,3.42,98.11
2026-03-20T15:20:00Z,1.34,99.00
2026-03-20T15:21:00Z,1.20,98.94
2026-03-20T15:22:00Z,1.00,99.00
2026-03-20T15:23:00Z,1.00,99.00
2026-03-20T15:24:00Z,1.00,99.00
2026-03-20T15:25:00Z,1.00,99.00
2026-03-20T15:26:00Z,1.00,99.00
