# event_ticker=KXATPCHALLENGERMATCH-26APR08DOSRYB
# final_score=6-2 4-6 6-4
# score_resolution=2-6 6-4 4-6
# match_winner=Stefan Dostanic
# fav_player=Alex Rybakov
# dog_player=Stefan Dostanic
# kalshi_date=2026-04-08
timestamp,Alex Rybakov,Stefan Dostanic
2026-04-08T19:56:00Z,33.00,68.00
2026-04-08T20:06:00Z,33.00,68.00
2026-04-08T20:07:00Z,33.00,68.00
2026-04-08T20:11:00Z,32.00,68.00
2026-04-08T20:12:00Z,32.00,68.00
2026-04-08T20:14:00Z,32.00,68.00
2026-04-08T20:19:00Z,32.00,68.00
2026-04-08T20:26:00Z,33.00,68.00
2026-04-08T20:30:00Z,33.00,68.00
2026-04-08T20:31:00Z,32.00,68.10
2026-04-08T20:34:00Z,32.00,68.10
2026-04-08T20:36:00Z,32.00,69.00
2026-04-08T20:37:00Z,32.00,69.00
2026-04-08T20:43:00Z,33.00,69.00
2026-04-08T21:02:00Z,33.00,69.00
2026-04-08T21:03:00Z,33.00,69.00
2026-04-08T21:07:00Z,33.00,69.00
2026-04-08T21:08:00Z,33.00,69.00
2026-04-08T21:13:00Z,33.00,69.00
2026-04-08T21:15:00Z,33.00,69.00
2026-04-08T21:16:00Z,33.00,69.00
2026-04-08T21:17:00Z,33.00,69.00
2026-04-08T21:21:00Z,33.00,69.00
2026-04-08T21:22:00Z,33.63,69.00
2026-04-08T21:23:00Z,33.00,69.00
2026-04-08T21:24:00Z,33.77,69.00
2026-04-08T21:26:00Z,33.77,69.00
2026-04-08T21:28:00Z,33.77,69.00
2026-04-08T21:35:00Z,33.77,69.00
2026-04-08T21:36:00Z,34.00,69.00
2026-04-08T21:38:00Z,34.00,69.00
2026-04-08T21:40:00Z,34.00,69.00
2026-04-08T21:45:00Z,34.00,69.00
2026-04-08T21:51:00Z,33.83,69.00
2026-04-08T21:54:00Z,34.00,69.00
2026-04-08T21:55:00Z,34.00,69.00
2026-04-08T21:56:00Z,34.00,69.00
2026-04-08T21:57:00Z,34.00,69.00
2026-04-08T21:59:00Z,33.23,69.00
2026-04-08T22:02:00Z,34.00,69.00
2026-04-08T22:03:00Z,34.00,69.00
2026-04-08T22:04:00Z,34.00,69.00
2026-04-08T22:05:00Z,34.00,69.00
2026-04-08T22:06:00Z,34.00,69.00
2026-04-08T22:08:00Z,34.00,69.00
2026-04-08T22:10:00Z,34.00,69.00
2026-04-08T22:11:00Z,34.00,69.00
2026-04-08T22:12:00Z,34.00,69.00
2026-04-08T22:13:00Z,34.00,69.00
2026-04-08T22:16:00Z,33.00,69.00
2026-04-08T22:17:00Z,33.00,69.00
2026-04-08T22:19:00Z,33.00,68.72
2026-04-08T22:20:00Z,33.00,68.00
2026-04-08T22:21:00Z,34.00,68.20
2026-04-08T22:22:00Z,34.00,68.20
2026-04-08T22:23:00Z,34.00,68.00
2026-04-08T22:24:00Z,34.00,68.99
2026-04-08T22:25:00Z,34.00,68.00
2026-04-08T22:26:00Z,33.62,68.02
2026-04-08T22:27:00Z,33.26,71.13
2026-04-08T22:28:00Z,35.23,65.94
2026-04-08T22:29:00Z,37.33,62.82
2026-04-08T22:30:00Z,34.44,65.09
2026-04-08T22:31:00Z,32.70,68.99
2026-04-08T22:32:00Z,31.84,66.13
2026-04-08T22:33:00Z,34.58,67.17
2026-04-08T22:34:00Z,37.37,63.77
2026-04-08T22:35:00Z,33.81,70.64
2026-04-08T22:36:00Z,30.46,69.45
2026-04-08T22:37:00Z,27.98,71.77
2026-04-08T22:38:00Z,31.68,71.73
2026-04-08T22:39:00Z,23.17,77.37
2026-04-08T22:40:00Z,21.05,79.40
2026-04-08T22:41:00Z,24.36,77.24
2026-04-08T22:42:00Z,23.28,76.40
2026-04-08T22:43:00Z,24.87,77.57
2026-04-08T22:44:00Z,18.47,82.00
2026-04-08T22:45:00Z,14.53,85.82
2026-04-08T22:46:00Z,13.86,88.96
2026-04-08T22:47:00Z,10.77,89.94
2026-04-08T22:48:00Z,11.44,88.94
2026-04-08T22:49:00Z,10.81,89.85
2026-04-08T22:50:00Z,10.02,90.97
2026-04-08T22:51:00Z,11.09,89.03
2026-04-08T22:52:00Z,12.74,87.95
2026-04-08T22:53:00Z,12.98,87.81
2026-04-08T22:54:00Z,12.79,88.68
2026-04-08T22:55:00Z,12.01,88.90
2026-04-08T22:56:00Z,13.25,87.98
2026-04-08T22:57:00Z,13.84,87.99
2026-04-08T22:58:00Z,14.90,86.84
2026-04-08T22:59:00Z,12.98,88.49
2026-04-08T23:00:00Z,12.89,87.62
2026-04-08T23:01:00Z,12.97,87.98
2026-04-08T23:02:00Z,12.99,87.99
2026-04-08T23:03:00Z,15.31,86.85
2026-04-08T23:04:00Z,17.52,83.11
2026-04-08T23:05:00Z,20.42,82.00
2026-04-08T23:06:00Z,18.71,83.63
2026-04-08T23:07:00Z,15.83,84.49
2026-04-08T23:08:00Z,15.21,85.28
2026-04-08T23:09:00Z,13.72,89.04
2026-04-08T23:10:00Z,10.45,90.98
2026-04-08T23:11:00Z,6.24,94.01
2026-04-08T23:12:00Z,5.74,94.93
2026-04-08T23:13:00Z,5.99,94.34
2026-04-08T23:14:00Z,6.08,94.96
2026-04-08T23:15:00Z,4.74,96.22
2026-04-08T23:16:00Z,3.99,95.71
2026-04-08T23:17:00Z,6.08,95.83
2026-04-08T23:18:00Z,5.81,95.70
2026-04-08T23:19:00Z,5.95,93.60
2026-04-08T23:20:00Z,6.00,93.90
2026-04-08T23:21:00Z,5.49,95.82
2026-04-08T23:22:00Z,6.90,94.00
2026-04-08T23:23:00Z,3.48,96.68
2026-04-08T23:24:00Z,2.63,97.09
2026-04-08T23:25:00Z,4.79,95.47
2026-04-08T23:26:00Z,5.53,95.92
2026-04-08T23:27:00Z,5.20,95.91
2026-04-08T23:28:00Z,7.81,92.09
2026-04-08T23:29:00Z,9.79,90.70
2026-04-08T23:30:00Z,16.60,86.98
2026-04-08T23:31:00Z,14.84,85.69
2026-04-08T23:32:00Z,16.89,84.85
2026-04-08T23:33:00Z,17.15,85.67
2026-04-08T23:34:00Z,11.51,90.14
2026-04-08T23:35:00Z,15.56,83.99
2026-04-08T23:36:00Z,16.69,84.77
2026-04-08T23:37:00Z,16.78,84.31
2026-04-08T23:38:00Z,20.12,79.72
2026-04-08T23:39:00Z,21.95,79.84
2026-04-08T23:40:00Z,20.89,81.21
2026-04-08T23:41:00Z,24.42,76.80
2026-04-08T23:42:00Z,30.56,73.18
2026-04-08T23:43:00Z,38.02,61.14
2026-04-08T23:44:00Z,39.17,61.46
2026-04-08T23:45:00Z,38.93,62.78
2026-04-08T23:46:00Z,38.10,62.93
2026-04-08T23:47:00Z,38.19,63.68
2026-04-08T23:48:00Z,38.39,62.97
2026-04-08T23:49:00Z,38.85,62.03
2026-04-08T23:50:00Z,40.65,61.90
2026-04-08T23:51:00Z,38.63,61.66
2026-04-08T23:52:00Z,38.64,62.79
2026-04-08T23:53:00Z,44.54,59.26
2026-04-08T23:54:00Z,48.35,51.37
2026-04-08T23:55:00Z,47.18,54.81
2026-04-08T23:56:00Z,47.84,53.17
2026-04-08T23:57:00Z,56.99,44.81
2026-04-08T23:58:00Z,64.93,37.99
2026-04-08T23:59:00Z,70.63,22.21
2026-04-09T00:00:00Z,78.78,21.54
2026-04-09T00:01:00Z,84.95,16.76
2026-04-09T00:02:00Z,85.48,14.82
2026-04-09T00:03:00Z,84.32,16.99
2026-04-09T00:04:00Z,80.63,17.31
2026-04-09T00:05:00Z,76.66,22.98
2026-04-09T00:06:00Z,77.91,25.00
2026-04-09T00:07:00Z,78.24,27.50
2026-04-09T00:08:00Z,55.67,41.46
2026-04-09T00:09:00Z,49.04,50.61
2026-04-09T00:10:00Z,50.22,51.90
2026-04-09T00:11:00Z,40.45,58.45
2026-04-09T00:12:00Z,38.18,61.30
2026-04-09T00:13:00Z,35.58,66.00
2026-04-09T00:14:00Z,24.05,75.41
2026-04-09T00:15:00Z,14.92,85.12
2026-04-09T00:16:00Z,14.53,86.57
2026-04-09T00:17:00Z,10.31,88.86
2026-04-09T00:18:00Z,9.43,85.69
2026-04-09T00:19:00Z,19.29,85.91
2026-04-09T00:20:00Z,10.48,91.03
2026-04-09T00:21:00Z,10.77,88.31
2026-04-09T00:22:00Z,5.99,94.37
2026-04-09T00:23:00Z,7.36,93.46
2026-04-09T00:24:00Z,6.74,94.64
2026-04-09T00:25:00Z,3.00,97.41
2026-04-09T00:26:00Z,7.24,94.92
2026-04-09T00:27:00Z,7.90,92.78
2026-04-09T00:28:00Z,11.46,90.09
2026-04-09T00:29:00Z,7.16,93.64
2026-04-09T00:30:00Z,5.05,95.33
2026-04-09T00:31:00Z,7.36,93.08
2026-04-09T00:32:00Z,2.46,98.92
2026-04-09T00:33:00Z,2.46,99.00
2026-04-09T00:34:00Z,1.00,99.00
2026-04-09T00:35:00Z,1.00,99.00
2026-04-09T00:36:00Z,1.00,99.00
2026-04-09T00:37:00Z,1.00,99.00
