# event_ticker=KXATPMATCH-25OCT22KORHUM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Ugo Humbert
# fav_player=Sebastian Korda
# dog_player=Ugo Humbert
# kalshi_date=2025-10-22
timestamp,Sebastian Korda,Ugo Humbert
2025-10-22T01:36:00Z,,48.00
2025-10-22T01:47:00Z,,48.00
2025-10-22T01:50:00Z,,48.00
2025-10-22T02:01:00Z,,48.00
2025-10-22T02:08:00Z,55.00,48.00
2025-10-22T02:30:00Z,54.00,48.00
2025-10-22T02:32:00Z,54.00,47.00
2025-10-22T02:34:00Z,54.00,47.00
2025-10-22T02:50:00Z,54.00,47.00
2025-10-22T02:52:00Z,54.00,47.00
2025-10-22T03:00:00Z,54.00,47.00
2025-10-22T03:03:00Z,54.00,47.00
2025-10-22T03:04:00Z,54.00,47.00
2025-10-22T03:08:00Z,54.00,47.00
2025-10-22T03:11:00Z,54.00,47.00
2025-10-22T03:12:00Z,54.00,47.00
2025-10-22T03:20:00Z,54.00,47.43
2025-10-22T03:21:00Z,54.00,47.43
2025-10-22T03:25:00Z,54.00,47.00
2025-10-22T03:27:00Z,54.00,47.00
2025-10-22T03:28:00Z,54.00,47.00
2025-10-22T03:29:00Z,55.00,47.00
2025-10-22T03:39:00Z,55.00,47.00
2025-10-22T03:42:00Z,55.00,47.00
2025-10-22T03:44:00Z,55.00,47.00
2025-10-22T03:48:00Z,55.00,47.00
2025-10-22T03:57:00Z,55.00,47.00
2025-10-22T03:58:00Z,55.00,47.00
2025-10-22T03:59:00Z,55.00,47.00
2025-10-22T04:02:00Z,55.00,47.00
2025-10-22T04:08:00Z,55.00,47.00
2025-10-22T04:12:00Z,54.18,47.00
2025-10-22T04:13:00Z,55.00,47.00
2025-10-22T04:16:00Z,54.00,47.00
2025-10-22T04:24:00Z,54.00,47.00
2025-10-22T04:30:00Z,55.00,47.00
2025-10-22T04:31:00Z,54.00,47.00
2025-10-22T04:33:00Z,54.00,47.00
2025-10-22T04:37:00Z,54.00,47.00
2025-10-22T04:38:00Z,54.00,47.00
2025-10-22T04:47:00Z,55.00,47.00
2025-10-22T04:48:00Z,55.00,47.00
2025-10-22T04:51:00Z,55.00,47.00
2025-10-22T04:53:00Z,55.00,47.00
2025-10-22T04:54:00Z,55.00,47.00
2025-10-22T04:58:00Z,55.00,47.00
2025-10-22T05:00:00Z,55.00,46.05
2025-10-22T05:08:00Z,55.00,46.05
2025-10-22T05:10:00Z,55.00,46.05
2025-10-22T05:11:00Z,55.00,47.00
2025-10-22T05:12:00Z,54.25,47.00
2025-10-22T05:15:00Z,54.00,47.00
2025-10-22T05:16:00Z,54.00,47.00
2025-10-22T05:17:00Z,54.00,47.00
2025-10-22T05:20:00Z,54.00,47.00
2025-10-22T05:21:00Z,54.00,47.00
2025-10-22T05:22:00Z,53.00,47.00
2025-10-22T05:23:00Z,53.40,47.00
2025-10-22T05:24:00Z,53.40,47.00
2025-10-22T05:25:00Z,53.40,47.00
2025-10-22T05:30:00Z,54.00,47.00
2025-10-22T05:31:00Z,54.00,47.00
2025-10-22T05:40:00Z,54.05,47.00
2025-10-22T05:41:00Z,55.00,47.00
2025-10-22T05:52:00Z,55.00,47.00
2025-10-22T05:55:00Z,55.00,47.00
2025-10-22T06:14:00Z,55.00,47.00
2025-10-22T06:23:00Z,55.00,47.00
2025-10-22T06:29:00Z,55.00,47.00
2025-10-22T06:31:00Z,55.00,47.00
2025-10-22T06:37:00Z,55.00,47.00
2025-10-22T06:40:00Z,55.00,47.00
2025-10-22T06:44:00Z,55.00,47.00
2025-10-22T06:50:00Z,55.00,47.00
2025-10-22T07:03:00Z,54.00,47.00
2025-10-22T07:06:00Z,54.00,46.04
2025-10-22T07:09:00Z,55.00,46.04
2025-10-22T07:10:00Z,55.00,46.04
2025-10-22T07:11:00Z,55.00,47.00
2025-10-22T07:17:00Z,55.00,46.00
2025-10-22T07:20:00Z,55.00,46.00
2025-10-22T07:21:00Z,55.92,46.00
2025-10-22T07:24:00Z,55.92,45.00
2025-10-22T07:27:00Z,55.92,45.00
2025-10-22T07:36:00Z,56.00,45.00
2025-10-22T07:46:00Z,56.00,45.00
2025-10-22T07:57:00Z,56.00,45.00
2025-10-22T07:58:00Z,55.00,45.00
2025-10-22T07:59:00Z,56.00,45.00
2025-10-22T08:04:00Z,56.00,45.00
2025-10-22T08:05:00Z,56.00,45.00
2025-10-22T08:10:00Z,56.00,46.02
2025-10-22T08:11:00Z,55.00,46.02
2025-10-22T08:15:00Z,55.00,46.00
2025-10-22T08:17:00Z,55.00,46.00
2025-10-22T08:31:00Z,55.00,46.00
2025-10-22T08:34:00Z,55.00,45.00
2025-10-22T08:38:00Z,56.00,45.00
2025-10-22T09:03:00Z,55.00,45.00
2025-10-22T09:07:00Z,54.00,46.00
2025-10-22T09:22:00Z,54.00,47.00
2025-10-22T09:27:00Z,54.00,47.00
2025-10-22T09:31:00Z,53.00,47.00
2025-10-22T09:33:00Z,53.00,47.00
2025-10-22T09:35:00Z,53.00,47.00
2025-10-22T09:37:00Z,53.00,47.02
2025-10-22T09:38:00Z,53.00,47.02
2025-10-22T09:44:00Z,53.00,47.00
2025-10-22T09:48:00Z,55.00,47.00
2025-10-22T09:49:00Z,55.00,45.00
2025-10-22T09:57:00Z,56.00,45.00
2025-10-22T10:04:00Z,56.00,45.00
2025-10-22T10:06:00Z,56.00,45.00
2025-10-22T10:09:00Z,56.00,45.00
2025-10-22T10:11:00Z,56.00,45.00
2025-10-22T10:14:00Z,56.00,45.00
2025-10-22T10:15:00Z,56.00,45.00
2025-10-22T10:19:00Z,56.00,45.00
2025-10-22T10:22:00Z,56.00,45.00
2025-10-22T10:24:00Z,56.00,45.00
2025-10-22T10:25:00Z,56.00,45.84
2025-10-22T10:26:00Z,56.00,45.84
2025-10-22T10:29:00Z,56.00,46.00
2025-10-22T10:32:00Z,56.00,46.00
2025-10-22T10:35:00Z,56.00,46.00
2025-10-22T10:36:00Z,56.00,46.00
2025-10-22T10:37:00Z,56.00,46.00
2025-10-22T10:38:00Z,56.00,46.00
2025-10-22T10:54:00Z,56.00,46.00
2025-10-22T10:58:00Z,56.00,46.00
2025-10-22T11:02:00Z,56.00,46.00
2025-10-22T11:03:00Z,56.00,46.00
2025-10-22T11:04:00Z,56.00,46.00
2025-10-22T11:05:00Z,56.00,46.04
2025-10-22T11:06:00Z,55.00,46.57
2025-10-22T11:07:00Z,55.00,47.00
2025-10-22T11:08:00Z,55.00,47.00
2025-10-22T11:10:00Z,55.00,46.94
2025-10-22T11:11:00Z,55.00,47.00
2025-10-22T11:12:00Z,55.00,45.05
2025-10-22T11:14:00Z,55.00,47.00
2025-10-22T11:16:00Z,55.00,47.00
2025-10-22T11:17:00Z,55.00,47.00
2025-10-22T11:19:00Z,56.00,47.00
2025-10-22T11:20:00Z,56.00,47.00
2025-10-22T11:21:00Z,56.00,47.00
2025-10-22T11:22:00Z,56.00,47.00
2025-10-22T11:23:00Z,56.00,46.01
2025-10-22T11:24:00Z,56.00,46.01
2025-10-22T11:25:00Z,56.00,47.00
2025-10-22T11:26:00Z,56.00,47.00
2025-10-22T11:27:00Z,56.00,47.00
2025-10-22T11:29:00Z,56.00,47.00
2025-10-22T11:30:00Z,56.00,47.00
2025-10-22T11:31:00Z,56.00,46.00
2025-10-22T11:32:00Z,56.00,46.00
2025-10-22T11:35:00Z,56.00,46.00
2025-10-22T11:36:00Z,56.00,46.00
2025-10-22T11:38:00Z,56.00,46.00
2025-10-22T11:40:00Z,56.00,46.00
2025-10-22T11:41:00Z,56.00,46.00
2025-10-22T11:43:00Z,56.00,46.00
2025-10-22T11:44:00Z,56.37,46.43
2025-10-22T11:45:00Z,56.00,46.43
2025-10-22T11:47:00Z,56.00,47.00
2025-10-22T11:48:00Z,55.38,47.00
2025-10-22T11:49:00Z,55.00,53.80
2025-10-22T11:50:00Z,55.00,53.80
2025-10-22T11:51:00Z,52.04,50.00
2025-10-22T11:52:00Z,51.00,50.20
2025-10-22T11:53:00Z,51.06,51.23
2025-10-22T11:54:00Z,52.39,49.00
2025-10-22T11:55:00Z,55.17,48.09
2025-10-22T11:56:00Z,55.17,49.00
2025-10-22T11:57:00Z,52.00,50.00
2025-10-22T11:58:00Z,52.00,48.56
2025-10-22T11:59:00Z,54.86,46.99
2025-10-22T12:00:00Z,55.00,46.44
2025-10-22T12:01:00Z,53.37,48.00
2025-10-22T12:02:00Z,49.51,50.00
2025-10-22T12:03:00Z,51.00,51.00
2025-10-22T12:04:00Z,51.00,50.42
2025-10-22T12:05:00Z,51.00,49.00
2025-10-22T12:06:00Z,54.00,50.00
2025-10-22T12:07:00Z,58.97,47.57
2025-10-22T12:08:00Z,54.00,45.00
2025-10-22T12:09:00Z,55.00,45.00
2025-10-22T12:10:00Z,61.82,42.90
2025-10-22T12:11:00Z,63.59,42.91
2025-10-22T12:12:00Z,55.05,43.13
2025-10-22T12:13:00Z,53.39,45.61
2025-10-22T12:15:00Z,46.94,49.92
2025-10-22T12:16:00Z,41.89,62.48
2025-10-22T12:17:00Z,35.13,67.59
2025-10-22T12:18:00Z,28.52,74.96
2025-10-22T12:19:00Z,23.60,76.54
2025-10-22T12:20:00Z,24.46,76.79
2025-10-22T12:21:00Z,24.46,75.35
2025-10-22T12:22:00Z,26.99,75.46
2025-10-22T12:23:00Z,28.59,73.56
2025-10-22T12:24:00Z,28.61,74.07
2025-10-22T12:25:00Z,22.64,76.07
2025-10-22T12:26:00Z,17.75,79.52
2025-10-22T12:27:00Z,13.53,87.78
2025-10-22T12:28:00Z,11.28,89.85
2025-10-22T12:29:00Z,6.93,94.64
2025-10-22T12:30:00Z,7.93,93.31
2025-10-22T12:31:00Z,9.00,91.49
2025-10-22T12:32:00Z,8.65,93.00
2025-10-22T12:33:00Z,7.40,93.83
2025-10-22T12:34:00Z,6.00,95.57
2025-10-22T12:35:00Z,6.32,94.00
2025-10-22T12:36:00Z,5.64,94.59
2025-10-22T12:37:00Z,6.00,96.00
2025-10-22T12:38:00Z,6.62,94.41
2025-10-22T12:39:00Z,6.61,94.73
2025-10-22T12:40:00Z,5.01,94.00
2025-10-22T12:41:00Z,4.19,96.43
2025-10-22T12:42:00Z,2.96,97.46
2025-10-22T12:43:00Z,1.40,98.83
2025-10-22T12:44:00Z,1.51,98.08
2025-10-22T12:45:00Z,3.19,98.45
2025-10-22T12:46:00Z,3.61,99.00
2025-10-22T12:47:00Z,1.00,99.00
2025-10-22T12:48:00Z,1.00,99.00
2025-10-22T12:49:00Z,3.54,99.00
2025-10-22T12:50:00Z,2.00,98.26
2025-10-22T12:52:00Z,1.00,99.00
2025-10-22T12:53:00Z,4.00,98.99
2025-10-22T12:54:00Z,3.14,96.12
2025-10-22T12:55:00Z,2.18,97.00
2025-10-22T12:56:00Z,3.06,98.03
2025-10-22T12:57:00Z,3.84,97.00
2025-10-22T12:58:00Z,4.10,96.97
2025-10-22T12:59:00Z,2.19,97.66
2025-10-22T13:01:00Z,2.19,99.00
