# event_ticker=KXATPCHALLENGERMATCH-26MAR06XILSAK
# final_score=4-6 6-3 6-2
# score_resolution=6-4 3-6 2-6
# match_winner=Stefanos Sakellaridis
# fav_player=Ioannis Xilas
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-03-06
timestamp,Ioannis Xilas,Stefanos Sakellaridis
2026-03-05T23:06:00Z,33.00,
2026-03-06T03:41:00Z,33.00,
2026-03-06T03:49:00Z,33.00,68.00
2026-03-06T03:55:00Z,33.00,68.00
2026-03-06T04:00:00Z,33.00,68.00
2026-03-06T04:09:00Z,33.00,68.00
2026-03-06T04:52:00Z,33.00,68.89
2026-03-06T04:58:00Z,33.00,68.89
2026-03-06T05:01:00Z,33.00,66.01
2026-03-06T05:14:00Z,33.00,69.00
2026-03-06T05:24:00Z,33.00,69.00
2026-03-06T05:50:00Z,31.00,69.00
2026-03-06T05:53:00Z,31.00,70.00
2026-03-06T05:55:00Z,31.00,70.00
2026-03-06T06:00:00Z,31.00,70.00
2026-03-06T06:15:00Z,34.00,70.00
2026-03-06T06:22:00Z,34.00,69.00
2026-03-06T06:25:00Z,34.00,69.00
2026-03-06T06:45:00Z,34.00,69.00
2026-03-06T06:52:00Z,34.00,69.00
2026-03-06T06:55:00Z,34.00,69.00
2026-03-06T06:57:00Z,34.00,69.94
2026-03-06T07:10:00Z,34.00,70.00
2026-03-06T07:12:00Z,34.00,70.00
2026-03-06T07:13:00Z,34.00,70.00
2026-03-06T07:15:00Z,34.00,70.00
2026-03-06T07:17:00Z,34.00,70.00
2026-03-06T07:26:00Z,34.00,70.00
2026-03-06T07:28:00Z,33.00,70.00
2026-03-06T07:39:00Z,33.00,70.00
2026-03-06T07:44:00Z,33.00,70.00
2026-03-06T07:57:00Z,33.00,70.00
2026-03-06T07:58:00Z,33.00,70.00
2026-03-06T08:06:00Z,33.00,70.00
2026-03-06T08:12:00Z,33.00,70.00
2026-03-06T08:40:00Z,33.00,70.00
2026-03-06T08:48:00Z,33.00,70.00
2026-03-06T08:53:00Z,33.00,69.00
2026-03-06T09:33:00Z,33.00,69.00
2026-03-06T09:43:00Z,34.49,69.00
2026-03-06T09:44:00Z,33.00,69.00
2026-03-06T09:53:00Z,33.00,69.00
2026-03-06T09:54:00Z,33.00,69.00
2026-03-06T09:58:00Z,33.00,69.00
2026-03-06T10:00:00Z,33.00,69.00
2026-03-06T10:04:00Z,33.00,69.00
2026-03-06T10:06:00Z,33.00,69.00
2026-03-06T10:07:00Z,33.00,69.00
2026-03-06T10:10:00Z,33.00,69.00
2026-03-06T10:14:00Z,34.00,69.00
2026-03-06T10:15:00Z,34.00,69.00
2026-03-06T10:16:00Z,34.00,69.00
2026-03-06T10:17:00Z,33.00,69.00
2026-03-06T10:18:00Z,33.33,69.00
2026-03-06T10:19:00Z,33.33,69.00
2026-03-06T10:20:00Z,33.00,67.00
2026-03-06T10:21:00Z,37.00,65.11
2026-03-06T10:22:00Z,42.69,59.04
2026-03-06T10:23:00Z,45.38,55.00
2026-03-06T10:24:00Z,39.82,54.75
2026-03-06T10:25:00Z,48.99,52.83
2026-03-06T10:26:00Z,48.92,52.83
2026-03-06T10:27:00Z,51.25,50.61
2026-03-06T10:28:00Z,50.00,50.19
2026-03-06T10:29:00Z,51.88,49.84
2026-03-06T10:30:00Z,57.28,41.74
2026-03-06T10:31:00Z,59.28,43.75
2026-03-06T10:32:00Z,60.70,41.00
2026-03-06T10:33:00Z,63.13,39.03
2026-03-06T10:34:00Z,64.62,37.34
2026-03-06T10:35:00Z,63.94,38.03
2026-03-06T10:36:00Z,58.91,43.81
2026-03-06T10:37:00Z,54.57,44.54
2026-03-06T10:38:00Z,53.82,46.39
2026-03-06T10:39:00Z,52.30,49.43
2026-03-06T10:40:00Z,58.22,43.61
2026-03-06T10:41:00Z,59.15,45.08
2026-03-06T10:42:00Z,49.22,52.00
2026-03-06T10:43:00Z,52.00,49.00
2026-03-06T10:44:00Z,62.25,38.66
2026-03-06T10:45:00Z,62.07,38.71
2026-03-06T10:46:00Z,60.66,39.98
2026-03-06T10:47:00Z,61.94,39.00
2026-03-06T10:48:00Z,61.92,41.32
2026-03-06T10:49:00Z,64.12,36.42
2026-03-06T10:50:00Z,66.59,33.91
2026-03-06T10:51:00Z,66.16,34.84
2026-03-06T10:52:00Z,66.77,34.35
2026-03-06T10:53:00Z,66.00,36.00
2026-03-06T10:54:00Z,66.00,36.00
2026-03-06T10:55:00Z,64.05,36.96
2026-03-06T10:56:00Z,64.00,37.56
2026-03-06T10:57:00Z,63.59,38.72
2026-03-06T10:58:00Z,57.52,38.38
2026-03-06T10:59:00Z,60.81,40.72
2026-03-06T11:00:00Z,63.00,39.12
2026-03-06T11:01:00Z,64.16,37.00
2026-03-06T11:02:00Z,61.00,37.27
2026-03-06T11:03:00Z,63.25,36.00
2026-03-06T11:04:00Z,62.00,38.00
2026-03-06T11:05:00Z,65.00,36.66
2026-03-06T11:06:00Z,60.00,41.05
2026-03-06T11:07:00Z,54.05,45.40
2026-03-06T11:08:00Z,56.01,45.21
2026-03-06T11:09:00Z,58.00,45.00
2026-03-06T11:10:00Z,53.70,48.80
2026-03-06T11:11:00Z,54.68,46.23
2026-03-06T11:12:00Z,59.64,42.33
2026-03-06T11:13:00Z,57.55,43.08
2026-03-06T11:14:00Z,60.23,41.32
2026-03-06T11:15:00Z,53.81,46.45
2026-03-06T11:16:00Z,53.20,48.54
2026-03-06T11:17:00Z,50.62,49.95
2026-03-06T11:18:00Z,53.61,48.60
2026-03-06T11:19:00Z,51.50,43.19
2026-03-06T11:20:00Z,62.05,38.28
2026-03-06T11:21:00Z,61.00,39.07
2026-03-06T11:22:00Z,62.38,37.96
2026-03-06T11:23:00Z,62.14,39.37
2026-03-06T11:24:00Z,57.78,43.23
2026-03-06T11:25:00Z,55.78,46.23
2026-03-06T11:26:00Z,56.93,45.81
2026-03-06T11:27:00Z,60.70,42.11
2026-03-06T11:28:00Z,59.25,44.48
2026-03-06T11:29:00Z,56.81,45.00
2026-03-06T11:30:00Z,59.06,41.76
2026-03-06T11:31:00Z,62.54,39.02
2026-03-06T11:32:00Z,61.77,38.49
2026-03-06T11:33:00Z,60.17,41.04
2026-03-06T11:34:00Z,56.00,45.03
2026-03-06T11:35:00Z,50.45,50.09
2026-03-06T11:36:00Z,52.53,49.80
2026-03-06T11:37:00Z,43.29,54.87
2026-03-06T11:38:00Z,42.65,57.74
2026-03-06T11:39:00Z,48.51,51.97
2026-03-06T11:40:00Z,47.09,52.07
