# event_ticker=KXATPMATCH-26MAY10KHAVAN
# final_score=5-7 6-4 6-4
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-05-10
timestamp,Karen Khachanov,Botic Van de Zandschulp
2026-05-10T01:32:00Z,58.00,
2026-05-10T01:37:00Z,58.00,
2026-05-10T01:43:00Z,58.00,
2026-05-10T01:51:00Z,58.00,44.00
2026-05-10T02:13:00Z,58.00,44.00
2026-05-10T02:17:00Z,58.00,44.00
2026-05-10T02:18:00Z,58.00,44.00
2026-05-10T02:22:00Z,58.00,44.00
2026-05-10T02:23:00Z,58.00,44.00
2026-05-10T02:25:00Z,56.00,44.00
2026-05-10T02:28:00Z,58.00,44.00
2026-05-10T02:34:00Z,58.00,44.00
2026-05-10T02:36:00Z,58.00,44.00
2026-05-10T02:39:00Z,58.00,44.00
2026-05-10T02:44:00Z,58.00,44.00
2026-05-10T02:57:00Z,58.00,44.00
2026-05-10T02:58:00Z,58.00,44.00
2026-05-10T03:01:00Z,58.00,44.00
2026-05-10T03:04:00Z,58.00,44.00
2026-05-10T03:06:00Z,58.00,44.00
2026-05-10T03:19:00Z,58.00,44.00
2026-05-10T03:22:00Z,58.00,43.00
2026-05-10T03:32:00Z,58.00,43.00
2026-05-10T03:34:00Z,58.00,44.00
2026-05-10T03:40:00Z,58.00,44.00
2026-05-10T03:43:00Z,58.00,44.00
2026-05-10T03:50:00Z,58.00,44.00
2026-05-10T03:54:00Z,58.00,44.00
2026-05-10T03:59:00Z,58.00,44.00
2026-05-10T04:06:00Z,58.00,44.00
2026-05-10T04:08:00Z,58.00,44.00
2026-05-10T04:11:00Z,58.00,44.00
2026-05-10T04:15:00Z,58.00,44.00
2026-05-10T04:32:00Z,58.00,44.00
2026-05-10T04:34:00Z,58.00,44.00
2026-05-10T04:37:00Z,57.93,44.00
2026-05-10T04:39:00Z,57.93,44.00
2026-05-10T04:42:00Z,58.00,44.00
2026-05-10T04:45:00Z,58.00,44.00
2026-05-10T04:51:00Z,58.00,44.00
2026-05-10T04:52:00Z,58.00,44.00
2026-05-10T04:54:00Z,58.00,44.00
2026-05-10T04:55:00Z,58.00,44.00
2026-05-10T04:56:00Z,58.00,44.00
2026-05-10T04:59:00Z,58.00,44.00
2026-05-10T05:03:00Z,58.00,44.00
2026-05-10T05:05:00Z,58.00,44.00
2026-05-10T05:06:00Z,58.00,44.00
2026-05-10T05:07:00Z,58.00,44.00
2026-05-10T05:08:00Z,58.00,44.00
2026-05-10T05:09:00Z,58.00,44.00
2026-05-10T05:10:00Z,58.00,44.00
2026-05-10T05:11:00Z,58.00,44.00
2026-05-10T05:12:00Z,58.00,44.00
2026-05-10T05:17:00Z,58.00,44.00
2026-05-10T05:18:00Z,58.00,44.00
2026-05-10T05:20:00Z,58.00,44.00
2026-05-10T05:21:00Z,58.00,44.00
2026-05-10T05:22:00Z,58.00,44.00
2026-05-10T05:23:00Z,58.00,44.00
2026-05-10T05:24:00Z,58.00,44.00
2026-05-10T05:26:00Z,58.00,44.00
2026-05-10T05:28:00Z,58.00,44.00
2026-05-10T05:30:00Z,58.00,44.00
2026-05-10T05:33:00Z,58.00,44.00
2026-05-10T05:34:00Z,58.00,44.00
2026-05-10T05:41:00Z,58.00,44.00
2026-05-10T05:43:00Z,58.00,44.00
2026-05-10T05:47:00Z,58.00,44.00
2026-05-10T05:50:00Z,58.00,44.00
2026-05-10T05:52:00Z,58.00,44.00
2026-05-10T05:53:00Z,58.00,44.00
2026-05-10T05:54:00Z,58.00,44.00
2026-05-10T05:58:00Z,58.00,44.00
2026-05-10T05:59:00Z,58.00,44.00
2026-05-10T06:09:00Z,58.00,44.00
2026-05-10T06:10:00Z,58.00,44.00
2026-05-10T06:12:00Z,57.50,44.00
2026-05-10T06:16:00Z,58.00,44.00
2026-05-10T06:18:00Z,58.00,44.00
2026-05-10T06:19:00Z,58.00,44.00
2026-05-10T06:20:00Z,58.00,44.00
2026-05-10T06:21:00Z,58.00,44.00
2026-05-10T06:26:00Z,58.00,44.00
2026-05-10T06:29:00Z,58.00,44.00
2026-05-10T06:38:00Z,58.00,44.00
2026-05-10T06:40:00Z,58.00,44.00
2026-05-10T06:42:00Z,58.00,44.00
2026-05-10T06:46:00Z,58.00,44.00
2026-05-10T06:52:00Z,58.00,44.00
2026-05-10T06:53:00Z,58.00,44.00
2026-05-10T06:55:00Z,58.00,44.00
2026-05-10T06:58:00Z,58.00,44.00
2026-05-10T07:00:00Z,58.00,44.00
2026-05-10T07:01:00Z,58.00,44.00
2026-05-10T07:02:00Z,58.00,44.00
2026-05-10T07:03:00Z,58.00,44.00
2026-05-10T07:07:00Z,58.47,44.00
2026-05-10T07:09:00Z,58.00,44.00
2026-05-10T07:10:00Z,58.00,44.00
2026-05-10T07:11:00Z,58.00,44.00
2026-05-10T07:15:00Z,58.00,43.00
2026-05-10T07:19:00Z,59.00,43.00
2026-05-10T07:32:00Z,59.00,44.00
2026-05-10T07:33:00Z,59.00,44.00
2026-05-10T07:37:00Z,59.00,44.00
2026-05-10T07:38:00Z,59.00,44.00
2026-05-10T07:41:00Z,59.00,44.00
2026-05-10T07:43:00Z,59.00,44.00
2026-05-10T07:47:00Z,59.00,44.00
2026-05-10T07:48:00Z,57.00,44.00
2026-05-10T07:51:00Z,57.99,44.00
2026-05-10T08:01:00Z,59.00,44.00
2026-05-10T08:08:00Z,59.00,44.00
2026-05-10T08:12:00Z,59.00,44.00
2026-05-10T08:18:00Z,59.00,44.00
2026-05-10T08:20:00Z,59.00,44.00
2026-05-10T08:21:00Z,59.00,44.00
2026-05-10T08:22:00Z,59.00,44.00
2026-05-10T08:24:00Z,59.00,44.00
2026-05-10T08:25:00Z,59.00,44.00
