# event_ticker=KXATPCHALLENGERMATCH-26FEB17CADKIC
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Nicolas Kicker
# fav_player=Gianluca Cadenasso
# dog_player=Nicolas Kicker
# kalshi_date=2026-02-17
timestamp,Gianluca Cadenasso,Nicolas Kicker
2026-02-17T07:48:00Z,57.00,
2026-02-17T09:06:00Z,57.00,46.00
2026-02-17T12:35:00Z,57.00,46.00
2026-02-17T14:09:00Z,56.17,46.00
2026-02-17T14:38:00Z,57.00,46.00
2026-02-17T14:45:00Z,57.00,46.00
2026-02-17T15:12:00Z,57.00,46.00
2026-02-17T15:15:00Z,57.00,49.00
2026-02-17T15:26:00Z,56.00,49.00
2026-02-17T15:27:00Z,56.00,49.00
2026-02-17T16:02:00Z,56.00,48.13
2026-02-17T16:20:00Z,56.00,48.13
2026-02-17T16:54:00Z,55.00,48.13
2026-02-17T17:10:00Z,55.00,48.13
2026-02-17T17:12:00Z,55.00,48.13
2026-02-17T17:25:00Z,55.00,48.91
2026-02-17T17:34:00Z,55.00,48.91
2026-02-17T17:40:00Z,55.00,48.91
2026-02-17T17:41:00Z,55.00,48.91
2026-02-17T17:42:00Z,55.00,48.91
2026-02-17T17:44:00Z,55.00,48.91
2026-02-17T17:51:00Z,55.96,47.00
2026-02-17T17:52:00Z,55.96,48.00
2026-02-17T17:55:00Z,55.00,48.00
2026-02-17T17:58:00Z,55.00,47.00
2026-02-17T18:02:00Z,55.00,47.00
2026-02-17T18:03:00Z,55.00,47.00
2026-02-17T18:10:00Z,55.00,47.00
2026-02-17T18:11:00Z,56.00,47.00
2026-02-17T18:14:00Z,56.00,47.00
2026-02-17T18:15:00Z,55.00,47.00
2026-02-17T18:17:00Z,56.00,47.00
2026-02-17T18:18:00Z,56.00,47.00
2026-02-17T18:19:00Z,56.00,47.00
2026-02-17T18:20:00Z,56.00,47.00
2026-02-17T18:21:00Z,56.00,47.00
2026-02-17T18:22:00Z,56.00,47.00
2026-02-17T18:23:00Z,57.00,47.00
2026-02-17T18:24:00Z,57.00,47.00
2026-02-17T18:25:00Z,53.04,47.04
2026-02-17T18:26:00Z,51.98,48.33
2026-02-17T18:27:00Z,53.16,53.70
2026-02-17T18:28:00Z,47.93,53.87
2026-02-17T18:29:00Z,43.03,57.00
2026-02-17T18:30:00Z,44.56,56.84
2026-02-17T18:31:00Z,52.36,50.13
2026-02-17T18:32:00Z,54.79,49.00
2026-02-17T18:33:00Z,46.56,49.00
2026-02-17T18:34:00Z,49.46,51.00
2026-02-17T18:35:00Z,48.24,53.00
2026-02-17T18:36:00Z,52.30,46.00
2026-02-17T18:37:00Z,53.05,49.07
2026-02-17T18:38:00Z,58.00,43.06
2026-02-17T18:39:00Z,63.53,36.00
2026-02-17T18:40:00Z,65.00,36.00
2026-02-17T18:41:00Z,68.44,35.21
2026-02-17T18:42:00Z,66.35,35.32
2026-02-17T18:43:00Z,61.58,40.95
2026-02-17T18:44:00Z,56.54,45.00
2026-02-17T18:45:00Z,58.07,43.00
2026-02-17T18:46:00Z,56.05,48.19
2026-02-17T18:47:00Z,59.82,44.84
2026-02-17T18:48:00Z,58.01,44.68
2026-02-17T18:49:00Z,56.12,47.52
2026-02-17T18:50:00Z,45.85,53.59
2026-02-17T18:51:00Z,45.70,56.48
2026-02-17T18:52:00Z,48.31,52.65
2026-02-17T18:53:00Z,44.91,56.53
2026-02-17T18:54:00Z,46.84,58.91
2026-02-17T18:55:00Z,47.97,54.13
2026-02-17T18:56:00Z,46.02,54.53
2026-02-17T18:57:00Z,38.40,62.56
2026-02-17T18:58:00Z,34.01,67.18
2026-02-17T18:59:00Z,32.20,67.42
2026-02-17T19:00:00Z,33.56,65.97
2026-02-17T19:01:00Z,29.67,67.85
2026-02-17T19:02:00Z,37.38,64.82
2026-02-17T19:03:00Z,35.17,64.03
2026-02-17T19:04:00Z,31.97,71.76
2026-02-17T19:05:00Z,29.00,71.86
2026-02-17T19:06:00Z,28.17,73.35
2026-02-17T19:07:00Z,23.45,75.00
2026-02-17T19:08:00Z,27.00,74.33
2026-02-17T19:09:00Z,24.07,78.21
2026-02-17T19:10:00Z,24.12,77.27
2026-02-17T19:11:00Z,25.61,75.89
2026-02-17T19:12:00Z,24.97,76.57
2026-02-17T19:13:00Z,25.08,76.37
2026-02-17T19:14:00Z,29.92,71.79
2026-02-17T19:15:00Z,32.25,65.96
2026-02-17T19:16:00Z,36.06,65.22
2026-02-17T19:17:00Z,34.35,64.08
2026-02-17T19:18:00Z,35.15,67.69
2026-02-17T19:19:00Z,29.97,72.59
2026-02-17T19:20:00Z,29.67,72.67
2026-02-17T19:21:00Z,24.73,74.88
2026-02-17T19:22:00Z,16.04,82.45
2026-02-17T19:23:00Z,14.68,85.62
2026-02-17T19:24:00Z,14.99,86.22
2026-02-17T19:25:00Z,13.56,88.82
2026-02-17T19:26:00Z,10.13,91.55
2026-02-17T19:27:00Z,10.08,92.33
2026-02-17T19:28:00Z,9.99,87.96
2026-02-17T19:29:00Z,14.00,94.75
2026-02-17T19:30:00Z,9.11,92.85
2026-02-17T19:31:00Z,5.96,92.71
2026-02-17T19:32:00Z,5.96,89.26
2026-02-17T19:33:00Z,8.63,90.41
2026-02-17T19:34:00Z,13.18,87.22
2026-02-17T19:35:00Z,10.95,84.35
2026-02-17T19:36:00Z,13.42,87.30
2026-02-17T19:37:00Z,26.54,78.06
2026-02-17T19:38:00Z,21.94,76.88
2026-02-17T19:39:00Z,20.32,82.07
2026-02-17T19:40:00Z,28.22,81.63
2026-02-17T19:41:00Z,19.91,80.06
2026-02-17T19:42:00Z,23.13,73.37
2026-02-17T19:43:00Z,23.18,78.13
2026-02-17T19:44:00Z,16.39,80.61
2026-02-17T19:45:00Z,20.58,80.96
2026-02-17T19:46:00Z,22.66,83.52
2026-02-17T19:47:00Z,20.94,80.58
2026-02-17T19:48:00Z,23.49,81.07
2026-02-17T19:49:00Z,14.98,84.83
2026-02-17T19:50:00Z,20.57,84.30
2026-02-17T19:51:00Z,28.84,72.55
2026-02-17T19:52:00Z,31.28,73.65
2026-02-17T19:53:00Z,37.68,63.70
2026-02-17T19:54:00Z,27.28,73.75
2026-02-17T19:55:00Z,22.97,75.64
2026-02-17T19:56:00Z,22.68,82.11
2026-02-17T19:57:00Z,23.43,74.34
2026-02-17T19:58:00Z,18.78,79.95
2026-02-17T19:59:00Z,14.32,86.14
2026-02-17T20:00:00Z,13.32,87.55
2026-02-17T20:01:00Z,8.08,93.44
2026-02-17T20:02:00Z,6.15,95.65
2026-02-17T20:03:00Z,4.41,97.03
2026-02-17T20:04:00Z,3.05,97.67
2026-02-17T20:05:00Z,1.23,98.60
2026-02-17T20:06:00Z,1.23,99.00
2026-02-17T20:07:00Z,1.23,99.00
2026-02-17T20:08:00Z,1.23,99.00
2026-02-17T20:09:00Z,1.23,99.00
2026-02-17T20:10:00Z,1.23,99.00
2026-02-17T20:11:00Z,1.23,99.00
