# event_ticker=KXATPMATCH-26MAR04BROPOP
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Jenson Brooksby
# fav_player=Alexei Popyrin
# dog_player=Jenson Brooksby
# kalshi_date=2026-03-04
timestamp,Alexei Popyrin,Jenson Brooksby
2026-03-04T12:28:00Z,,61.00
2026-03-04T12:49:00Z,,61.00
2026-03-04T12:52:00Z,,61.00
2026-03-04T13:03:00Z,39.00,61.00
2026-03-04T13:06:00Z,39.00,61.00
2026-03-04T13:07:00Z,39.00,61.00
2026-03-04T13:08:00Z,41.00,61.00
2026-03-04T13:14:00Z,41.00,61.00
2026-03-04T13:24:00Z,42.00,61.00
2026-03-04T13:31:00Z,42.00,61.00
2026-03-04T13:37:00Z,42.00,61.00
2026-03-04T13:49:00Z,42.00,61.00
2026-03-04T13:50:00Z,42.00,61.00
2026-03-04T14:12:00Z,42.00,58.00
2026-03-04T14:23:00Z,42.00,60.76
2026-03-04T14:26:00Z,42.00,60.76
2026-03-04T14:30:00Z,42.00,60.00
2026-03-04T14:33:00Z,42.00,60.00
2026-03-04T14:35:00Z,42.00,60.19
2026-03-04T14:36:00Z,42.00,60.00
2026-03-04T14:43:00Z,42.00,60.30
2026-03-04T14:46:00Z,42.00,60.91
2026-03-04T14:50:00Z,42.00,61.00
2026-03-04T14:55:00Z,42.00,61.00
2026-03-04T15:02:00Z,42.00,61.00
2026-03-04T15:03:00Z,42.00,61.00
2026-03-04T15:04:00Z,42.00,61.00
2026-03-04T15:05:00Z,42.00,61.00
2026-03-04T15:07:00Z,42.00,61.00
2026-03-04T15:12:00Z,42.00,61.00
2026-03-04T15:18:00Z,42.00,61.00
2026-03-04T15:19:00Z,42.00,61.00
2026-03-04T15:21:00Z,42.00,61.00
2026-03-04T15:22:00Z,42.00,61.00
2026-03-04T15:24:00Z,42.00,61.00
2026-03-04T15:26:00Z,42.00,61.00
2026-03-04T15:29:00Z,41.00,61.00
2026-03-04T15:30:00Z,41.00,61.00
2026-03-04T15:33:00Z,41.00,61.00
2026-03-04T15:34:00Z,41.00,61.00
2026-03-04T15:35:00Z,41.00,61.00
2026-03-04T15:36:00Z,41.00,61.00
2026-03-04T15:37:00Z,41.00,61.00
2026-03-04T15:38:00Z,41.00,60.61
2026-03-04T15:39:00Z,41.00,61.00
2026-03-04T15:40:00Z,41.00,61.00
2026-03-04T15:43:00Z,41.00,61.00
2026-03-04T15:47:00Z,41.00,61.00
2026-03-04T15:48:00Z,41.00,61.00
2026-03-04T15:49:00Z,41.00,61.00
2026-03-04T15:50:00Z,41.00,61.00
2026-03-04T15:51:00Z,41.00,61.00
2026-03-04T15:52:00Z,41.00,61.00
2026-03-04T15:55:00Z,41.00,61.00
2026-03-04T15:56:00Z,41.00,61.00
2026-03-04T15:58:00Z,41.00,61.00
2026-03-04T16:00:00Z,41.00,61.00
2026-03-04T16:01:00Z,41.00,61.00
2026-03-04T16:02:00Z,41.00,61.00
2026-03-04T16:05:00Z,41.00,61.00
2026-03-04T16:06:00Z,41.00,61.00
2026-03-04T16:08:00Z,41.00,61.00
2026-03-04T16:09:00Z,41.00,61.00
2026-03-04T16:12:00Z,41.00,61.00
2026-03-04T16:13:00Z,41.00,61.00
2026-03-04T16:14:00Z,41.00,61.00
2026-03-04T16:15:00Z,41.00,61.00
2026-03-04T16:17:00Z,41.00,61.00
2026-03-04T16:18:00Z,41.00,61.00
2026-03-04T16:20:00Z,41.00,61.00
2026-03-04T16:21:00Z,41.00,61.00
2026-03-04T16:22:00Z,41.00,61.00
2026-03-04T16:24:00Z,41.00,61.00
2026-03-04T16:25:00Z,41.00,61.00
2026-03-04T16:29:00Z,41.00,61.00
2026-03-04T16:30:00Z,41.00,61.00
2026-03-04T16:34:00Z,41.00,61.00
2026-03-04T16:35:00Z,41.00,59.48
2026-03-04T16:36:00Z,41.00,61.00
2026-03-04T16:38:00Z,41.00,61.00
2026-03-04T16:39:00Z,41.00,61.00
2026-03-04T16:40:00Z,41.00,61.00
2026-03-04T16:42:00Z,41.00,61.00
2026-03-04T16:43:00Z,41.00,61.00
2026-03-04T16:45:00Z,41.00,61.00
2026-03-04T16:46:00Z,41.00,61.00
2026-03-04T16:47:00Z,41.00,61.00
2026-03-04T16:48:00Z,41.00,61.00
2026-03-04T16:50:00Z,41.00,61.00
2026-03-04T16:52:00Z,41.00,61.00
2026-03-04T16:55:00Z,41.00,61.00
2026-03-04T16:56:00Z,41.00,61.00
2026-03-04T16:57:00Z,41.00,61.00
2026-03-04T16:58:00Z,41.00,61.00
2026-03-04T16:59:00Z,41.00,61.00
2026-03-04T17:00:00Z,40.00,61.00
2026-03-04T17:03:00Z,40.00,60.79
2026-03-04T17:05:00Z,42.00,60.79
2026-03-04T17:12:00Z,42.00,61.00
2026-03-04T17:13:00Z,42.00,61.00
2026-03-04T17:14:00Z,42.00,61.00
2026-03-04T17:15:00Z,42.00,61.00
2026-03-04T17:16:00Z,42.00,61.00
2026-03-04T17:17:00Z,42.00,61.00
2026-03-04T17:19:00Z,42.00,61.00
2026-03-04T17:20:00Z,42.00,61.00
2026-03-04T17:21:00Z,42.00,60.00
2026-03-04T17:22:00Z,42.00,61.00
2026-03-04T17:23:00Z,42.00,61.00
2026-03-04T17:24:00Z,42.00,61.00
2026-03-04T17:25:00Z,42.00,60.00
2026-03-04T17:27:00Z,42.00,61.00
2026-03-04T17:30:00Z,42.00,60.98
2026-03-04T17:31:00Z,42.00,61.00
2026-03-04T17:33:00Z,42.00,61.00
2026-03-04T17:34:00Z,42.00,60.99
2026-03-04T17:35:00Z,42.00,61.00
2026-03-04T17:37:00Z,42.00,60.00
2026-03-04T17:38:00Z,42.00,60.80
2026-03-04T17:40:00Z,41.00,60.80
2026-03-04T17:43:00Z,41.00,61.00
2026-03-04T17:46:00Z,41.96,60.97
2026-03-04T17:47:00Z,41.96,61.00
2026-03-04T17:48:00Z,41.96,61.00
2026-03-04T17:49:00Z,41.96,60.00
2026-03-04T17:52:00Z,41.96,60.00
2026-03-04T17:53:00Z,41.96,61.00
2026-03-04T17:54:00Z,41.96,60.96
2026-03-04T17:55:00Z,40.00,60.00
2026-03-04T17:56:00Z,40.00,60.00
2026-03-04T17:57:00Z,40.00,61.00
2026-03-04T18:01:00Z,40.00,61.00
2026-03-04T18:03:00Z,41.00,60.60
2026-03-04T18:04:00Z,41.00,61.00
2026-03-04T18:05:00Z,41.78,61.00
2026-03-04T18:06:00Z,41.78,60.00
2026-03-04T18:08:00Z,41.78,60.00
2026-03-04T18:09:00Z,41.78,61.00
2026-03-04T18:10:00Z,41.00,60.36
2026-03-04T18:13:00Z,41.00,61.00
2026-03-04T18:14:00Z,41.00,60.00
2026-03-04T18:16:00Z,41.00,61.00
2026-03-04T18:17:00Z,41.00,61.00
2026-03-04T18:18:00Z,41.00,61.00
2026-03-04T18:19:00Z,41.00,61.00
2026-03-04T18:20:00Z,41.00,61.00
2026-03-04T18:21:00Z,40.12,61.00
2026-03-04T18:22:00Z,40.12,61.00
2026-03-04T18:23:00Z,41.00,61.00
2026-03-04T18:24:00Z,40.00,61.00
2026-03-04T18:25:00Z,40.00,61.00
2026-03-04T18:27:00Z,40.00,61.00
2026-03-04T18:29:00Z,40.00,61.00
2026-03-04T18:30:00Z,40.00,61.00
