# event_ticker=KXATPMATCH-25OCT02BROTRO
# final_score=7-6(2) 6-1
# score_resolution=6-7 1-6
# match_winner=Jenson Brooksby
# fav_player=James Kent Trotter
# dog_player=Jenson Brooksby
# kalshi_date=2025-10-02
timestamp,James Kent Trotter,Jenson Brooksby
2025-10-01T18:57:00Z,,89.00
2025-10-01T19:11:00Z,41.00,89.00
2025-10-01T19:14:00Z,30.00,89.00
2025-10-01T19:17:00Z,30.00,79.00
2025-10-01T19:20:00Z,30.00,79.00
2025-10-01T19:22:00Z,30.00,79.00
2025-10-01T19:28:00Z,30.00,79.00
2025-10-01T19:36:00Z,22.00,79.00
2025-10-01T19:37:00Z,22.00,79.00
2025-10-01T19:43:00Z,22.00,79.00
2025-10-01T19:44:00Z,22.00,77.65
2025-10-01T19:46:00Z,22.00,77.65
2025-10-01T19:48:00Z,22.00,77.65
2025-10-01T19:49:00Z,22.00,78.00
2025-10-01T19:52:00Z,22.00,78.00
2025-10-01T19:53:00Z,22.00,78.00
2025-10-01T19:56:00Z,22.00,78.00
2025-10-01T19:57:00Z,22.00,78.00
2025-10-01T20:03:00Z,22.00,77.00
2025-10-01T20:05:00Z,24.00,77.00
2025-10-01T20:13:00Z,24.00,77.00
2025-10-01T20:21:00Z,26.00,74.00
2025-10-01T20:26:00Z,26.00,74.00
2025-10-01T20:28:00Z,26.00,75.00
2025-10-01T20:29:00Z,26.00,75.00
2025-10-01T20:36:00Z,26.00,75.00
2025-10-01T20:48:00Z,26.00,75.00
2025-10-01T20:53:00Z,26.00,75.00
2025-10-01T20:57:00Z,26.00,75.00
2025-10-01T21:00:00Z,26.00,75.00
2025-10-01T21:05:00Z,26.00,75.00
2025-10-01T21:07:00Z,26.00,75.00
2025-10-01T21:08:00Z,26.00,75.00
2025-10-01T21:09:00Z,26.00,75.00
2025-10-01T21:10:00Z,26.00,75.00
2025-10-01T21:12:00Z,26.00,75.00
2025-10-01T21:21:00Z,26.00,75.00
2025-10-01T21:23:00Z,26.00,75.00
2025-10-01T21:24:00Z,26.00,75.00
2025-10-01T21:25:00Z,26.00,75.00
2025-10-01T21:26:00Z,26.00,75.00
2025-10-01T21:27:00Z,26.00,75.00
2025-10-01T21:28:00Z,26.00,75.00
2025-10-01T21:29:00Z,26.00,75.00
2025-10-01T21:30:00Z,26.00,75.00
2025-10-01T21:32:00Z,26.00,75.00
2025-10-01T21:43:00Z,26.00,76.00
2025-10-01T21:50:00Z,26.00,76.00
2025-10-01T21:51:00Z,25.00,76.00
2025-10-01T21:52:00Z,25.00,76.00
2025-10-01T21:54:00Z,25.00,76.00
2025-10-01T21:55:00Z,25.00,76.00
2025-10-01T22:04:00Z,24.00,76.00
2025-10-01T22:05:00Z,24.00,76.00
2025-10-01T22:08:00Z,23.00,76.00
2025-10-01T22:14:00Z,23.00,77.00
2025-10-01T22:20:00Z,24.00,77.00
2025-10-01T22:21:00Z,24.00,77.00
2025-10-01T22:22:00Z,24.00,77.00
2025-10-01T22:23:00Z,24.00,77.00
2025-10-01T22:27:00Z,24.00,77.00
2025-10-01T22:30:00Z,24.00,77.00
2025-10-01T22:34:00Z,24.00,77.00
2025-10-01T22:38:00Z,24.00,77.00
2025-10-01T22:43:00Z,24.00,77.00
2025-10-01T22:44:00Z,24.00,77.00
2025-10-01T22:48:00Z,24.00,77.00
2025-10-01T22:50:00Z,24.00,77.00
2025-10-01T22:51:00Z,24.00,77.00
2025-10-01T22:53:00Z,24.00,77.00
2025-10-01T22:55:00Z,23.02,77.00
2025-10-01T22:56:00Z,24.15,77.00
2025-10-01T23:00:00Z,25.00,77.00
2025-10-01T23:05:00Z,24.60,77.00
2025-10-01T23:07:00Z,25.00,77.00
2025-10-01T23:10:00Z,25.00,77.00
2025-10-01T23:11:00Z,25.00,77.00
2025-10-01T23:12:00Z,25.00,77.00
2025-10-01T23:14:00Z,25.00,77.00
2025-10-01T23:20:00Z,25.00,77.00
2025-10-01T23:23:00Z,25.00,77.00
2025-10-01T23:25:00Z,25.00,77.00
2025-10-01T23:26:00Z,25.00,77.00
2025-10-01T23:28:00Z,25.00,77.00
2025-10-01T23:31:00Z,25.00,77.00
2025-10-01T23:34:00Z,25.00,77.00
2025-10-01T23:36:00Z,25.00,77.00
2025-10-01T23:37:00Z,25.00,77.00
2025-10-01T23:39:00Z,25.00,77.00
2025-10-01T23:40:00Z,25.00,77.00
2025-10-01T23:42:00Z,25.00,77.00
2025-10-01T23:48:00Z,25.00,77.00
2025-10-01T23:49:00Z,25.00,77.00
2025-10-01T23:51:00Z,25.00,77.00
2025-10-01T23:53:00Z,25.00,77.00
2025-10-01T23:55:00Z,25.00,77.00
2025-10-01T23:59:00Z,24.00,77.00
2025-10-02T00:04:00Z,24.00,77.00
2025-10-02T00:09:00Z,24.00,77.00
2025-10-02T00:13:00Z,24.00,77.00
2025-10-02T00:15:00Z,24.00,77.00
2025-10-02T00:18:00Z,23.00,77.00
2025-10-02T00:19:00Z,24.00,77.00
2025-10-02T00:23:00Z,24.00,77.00
2025-10-02T00:24:00Z,24.00,77.00
2025-10-02T00:27:00Z,24.00,77.00
2025-10-02T00:28:00Z,24.00,77.00
2025-10-02T00:29:00Z,24.00,77.00
2025-10-02T00:31:00Z,24.00,77.00
2025-10-02T00:36:00Z,24.00,77.00
2025-10-02T00:37:00Z,24.00,77.00
2025-10-02T00:38:00Z,24.00,76.50
2025-10-02T00:44:00Z,24.00,77.00
2025-10-02T00:45:00Z,25.00,77.00
2025-10-02T00:46:00Z,25.00,76.94
2025-10-02T00:47:00Z,25.00,77.00
2025-10-02T00:48:00Z,25.00,76.00
2025-10-02T00:51:00Z,25.00,77.00
2025-10-02T00:52:00Z,25.00,77.00
2025-10-02T00:54:00Z,25.00,77.00
2025-10-02T00:55:00Z,25.00,76.00
2025-10-02T00:57:00Z,25.00,76.00
2025-10-02T01:04:00Z,25.00,76.00
2025-10-02T01:07:00Z,25.00,76.00
2025-10-02T01:08:00Z,25.00,76.00
2025-10-02T01:09:00Z,25.00,76.00
2025-10-02T01:10:00Z,25.00,76.00
2025-10-02T01:11:00Z,25.00,76.00
2025-10-02T01:12:00Z,24.74,76.00
2025-10-02T01:17:00Z,24.74,76.00
2025-10-02T01:18:00Z,24.74,76.00
2025-10-02T01:21:00Z,24.74,76.00
2025-10-02T01:25:00Z,24.74,75.00
2025-10-02T01:26:00Z,25.00,76.00
2025-10-02T01:27:00Z,25.00,76.00
2025-10-02T01:35:00Z,25.00,76.00
2025-10-02T01:37:00Z,25.00,76.00
2025-10-02T01:38:00Z,25.00,76.00
2025-10-02T01:40:00Z,25.00,76.00
2025-10-02T01:42:00Z,25.00,76.00
2025-10-02T01:43:00Z,25.00,77.00
2025-10-02T01:44:00Z,25.00,77.00
2025-10-02T01:48:00Z,25.00,77.00
2025-10-02T01:51:00Z,25.00,76.00
2025-10-02T01:53:00Z,25.27,76.00
2025-10-02T01:54:00Z,25.27,76.00
2025-10-02T02:01:00Z,25.27,76.00
2025-10-02T02:02:00Z,25.27,76.00
2025-10-02T02:04:00Z,26.00,76.00
2025-10-02T02:05:00Z,26.00,76.00
2025-10-02T02:08:00Z,26.00,76.00
2025-10-02T02:13:00Z,24.00,76.00
2025-10-02T02:16:00Z,24.00,76.00
2025-10-02T02:18:00Z,26.00,76.00
2025-10-02T02:22:00Z,26.00,76.00
2025-10-02T02:24:00Z,26.00,76.00
2025-10-02T02:25:00Z,26.00,76.00
2025-10-02T02:26:00Z,25.00,76.00
2025-10-02T02:27:00Z,25.00,76.00
2025-10-02T02:28:00Z,25.00,76.00
2025-10-02T02:29:00Z,25.00,76.00
2025-10-02T02:30:00Z,25.00,76.00
2025-10-02T02:32:00Z,25.00,76.00
2025-10-02T02:34:00Z,25.00,76.00
2025-10-02T02:37:00Z,25.00,76.00
2025-10-02T02:38:00Z,25.00,76.00
2025-10-02T02:39:00Z,25.00,76.00
2025-10-02T02:40:00Z,25.00,76.81
2025-10-02T02:43:00Z,25.00,76.95
2025-10-02T02:47:00Z,25.00,77.00
2025-10-02T02:48:00Z,25.00,76.00
2025-10-02T02:49:00Z,25.00,76.00
2025-10-02T02:55:00Z,25.00,76.63
2025-10-02T02:56:00Z,25.00,77.00
2025-10-02T02:57:00Z,25.00,76.40
2025-10-02T02:58:00Z,25.00,77.00
2025-10-02T02:59:00Z,25.00,76.50
2025-10-02T03:00:00Z,25.00,76.96
2025-10-02T03:04:00Z,24.83,76.82
2025-10-02T03:05:00Z,24.00,77.00
2025-10-02T03:06:00Z,24.00,77.00
2025-10-02T03:07:00Z,24.00,77.00
2025-10-02T03:10:00Z,24.00,77.00
