# event_ticker=KXATPCHALLENGERMATCH-26APR02MAGSOT
# final_score=7-6(3) 2-6 6-3
# score_resolution=6-7 6-2 3-6
# match_winner=Matias Soto
# fav_player=Alan Magadan
# dog_player=Matias Soto
# kalshi_date=2026-04-02
timestamp,Alan Magadan,Matias Soto
2026-04-02T09:29:00Z,,76.82
2026-04-02T09:32:00Z,,86.00
2026-04-02T09:41:00Z,16.00,85.00
2026-04-02T10:48:00Z,17.00,85.00
2026-04-02T11:06:00Z,17.00,85.00
2026-04-02T11:27:00Z,17.00,85.00
2026-04-02T11:39:00Z,17.00,86.00
2026-04-02T12:25:00Z,16.00,83.00
2026-04-02T12:31:00Z,16.00,86.00
2026-04-02T13:05:00Z,16.00,86.00
2026-04-02T13:08:00Z,16.00,85.00
2026-04-02T13:12:00Z,17.00,85.00
2026-04-02T13:32:00Z,16.00,85.00
2026-04-02T13:33:00Z,16.00,85.00
2026-04-02T14:49:00Z,16.00,84.00
2026-04-02T14:59:00Z,16.00,85.00
2026-04-02T15:17:00Z,16.00,85.00
2026-04-02T15:21:00Z,17.00,85.00
2026-04-02T15:53:00Z,17.00,85.00
2026-04-02T16:58:00Z,17.00,85.00
2026-04-02T17:07:00Z,16.00,85.00
2026-04-02T17:20:00Z,16.00,85.00
2026-04-02T17:44:00Z,17.00,85.00
2026-04-02T17:57:00Z,17.00,85.00
2026-04-02T18:14:00Z,17.00,85.00
2026-04-02T18:43:00Z,17.00,85.00
2026-04-02T18:45:00Z,17.00,85.00
2026-04-02T19:16:00Z,17.00,85.75
2026-04-02T19:34:00Z,16.98,85.00
2026-04-02T19:35:00Z,17.00,85.00
2026-04-02T19:56:00Z,16.09,85.90
2026-04-02T20:00:00Z,17.00,86.00
2026-04-02T20:02:00Z,17.00,86.00
2026-04-02T20:04:00Z,17.00,85.00
2026-04-02T20:06:00Z,17.00,86.00
2026-04-02T20:07:00Z,17.00,86.00
2026-04-02T20:08:00Z,17.00,86.00
2026-04-02T20:09:00Z,17.00,86.00
2026-04-02T20:10:00Z,17.00,86.00
2026-04-02T20:11:00Z,17.00,85.00
2026-04-02T20:12:00Z,19.53,83.93
2026-04-02T20:13:00Z,20.13,80.00
2026-04-02T20:14:00Z,20.99,80.22
2026-04-02T20:15:00Z,22.06,79.00
2026-04-02T20:16:00Z,24.87,75.86
2026-04-02T20:17:00Z,23.73,77.00
2026-04-02T20:18:00Z,28.18,73.01
2026-04-02T20:19:00Z,26.85,73.60
2026-04-02T20:20:00Z,26.23,74.82
2026-04-02T20:21:00Z,25.71,74.68
2026-04-02T20:22:00Z,23.45,74.60
2026-04-02T20:23:00Z,22.48,78.15
2026-04-02T20:24:00Z,23.53,77.90
2026-04-02T20:25:00Z,27.45,75.97
2026-04-02T20:26:00Z,28.43,74.00
2026-04-02T20:27:00Z,26.27,73.03
2026-04-02T20:28:00Z,28.83,73.00
2026-04-02T20:29:00Z,25.68,75.82
2026-04-02T20:30:00Z,28.30,72.37
2026-04-02T20:31:00Z,27.71,74.06
2026-04-02T20:32:00Z,20.23,80.55
2026-04-02T20:33:00Z,19.81,83.89
2026-04-02T20:34:00Z,21.96,80.28
2026-04-02T20:35:00Z,24.20,75.75
2026-04-02T20:36:00Z,19.83,81.32
2026-04-02T20:37:00Z,26.19,76.67
2026-04-02T20:38:00Z,28.37,73.01
2026-04-02T20:39:00Z,27.95,72.99
2026-04-02T20:40:00Z,28.95,73.00
2026-04-02T20:41:00Z,27.77,73.23
2026-04-02T20:42:00Z,25.35,75.95
2026-04-02T20:43:00Z,23.88,76.39
2026-04-02T20:44:00Z,23.77,78.00
2026-04-02T20:45:00Z,22.17,76.51
2026-04-02T20:46:00Z,25.41,75.00
2026-04-02T20:47:00Z,28.84,71.48
2026-04-02T20:48:00Z,28.86,71.86
2026-04-02T20:49:00Z,31.51,68.31
2026-04-02T20:50:00Z,31.76,69.68
2026-04-02T20:51:00Z,28.58,71.57
2026-04-02T20:52:00Z,26.10,74.84
2026-04-02T20:53:00Z,26.83,71.49
2026-04-02T20:54:00Z,29.52,75.00
2026-04-02T20:55:00Z,30.11,70.15
2026-04-02T20:56:00Z,31.61,70.15
2026-04-02T20:57:00Z,33.01,67.09
2026-04-02T20:58:00Z,41.31,63.73
2026-04-02T20:59:00Z,45.22,59.62
2026-04-02T21:00:00Z,36.92,62.88
2026-04-02T21:01:00Z,33.64,63.17
2026-04-02T21:02:00Z,28.01,72.61
2026-04-02T21:03:00Z,29.35,72.37
2026-04-02T21:04:00Z,29.78,70.12
2026-04-02T21:05:00Z,34.04,67.05
2026-04-02T21:06:00Z,34.49,66.47
2026-04-02T21:07:00Z,34.90,67.29
2026-04-02T21:08:00Z,33.38,67.69
2026-04-02T21:09:00Z,37.97,66.24
2026-04-02T21:10:00Z,40.38,60.29
2026-04-02T21:11:00Z,43.59,57.31
2026-04-02T21:12:00Z,42.46,56.88
2026-04-02T21:13:00Z,42.15,56.94
2026-04-02T21:14:00Z,42.15,57.06
2026-04-02T21:15:00Z,41.05,58.65
2026-04-02T21:16:00Z,39.02,60.05
2026-04-02T21:17:00Z,39.71,61.00
2026-04-02T21:18:00Z,37.45,61.85
2026-04-02T21:19:00Z,37.75,63.43
2026-04-02T21:20:00Z,37.34,62.20
2026-04-02T21:21:00Z,37.53,66.02
2026-04-02T21:22:00Z,34.87,67.73
2026-04-02T21:23:00Z,31.12,70.84
2026-04-02T21:24:00Z,21.25,77.68
2026-04-02T21:25:00Z,16.80,82.48
2026-04-02T21:26:00Z,13.82,86.96
2026-04-02T21:27:00Z,15.91,85.24
2026-04-02T21:28:00Z,15.66,85.26
2026-04-02T21:29:00Z,14.74,85.83
2026-04-02T21:30:00Z,17.47,83.88
2026-04-02T21:31:00Z,16.71,83.89
2026-04-02T21:32:00Z,16.34,84.71
2026-04-02T21:33:00Z,15.92,84.30
2026-04-02T21:34:00Z,11.74,88.04
2026-04-02T21:35:00Z,11.62,89.01
2026-04-02T21:36:00Z,10.79,89.47
2026-04-02T21:37:00Z,8.77,91.06
2026-04-02T21:38:00Z,10.69,90.98
2026-04-02T21:39:00Z,10.08,89.88
2026-04-02T21:40:00Z,9.56,90.36
2026-04-02T21:41:00Z,13.73,87.42
2026-04-02T21:42:00Z,18.90,82.23
2026-04-02T21:43:00Z,22.24,79.13
2026-04-02T21:44:00Z,17.37,84.00
2026-04-02T21:45:00Z,19.78,82.35
2026-04-02T21:46:00Z,18.89,82.27
2026-04-02T21:47:00Z,21.69,79.94
2026-04-02T21:48:00Z,22.03,77.37
2026-04-02T21:49:00Z,20.83,79.89
2026-04-02T21:50:00Z,22.49,78.18
2026-04-02T21:51:00Z,21.79,79.80
2026-04-02T21:52:00Z,22.47,78.74
2026-04-02T21:53:00Z,25.00,77.04
2026-04-02T21:54:00Z,26.28,75.31
2026-04-02T21:55:00Z,30.02,74.05
2026-04-02T21:56:00Z,34.76,66.20
2026-04-02T21:57:00Z,36.79,65.00
2026-04-02T21:58:00Z,36.92,64.68
2026-04-02T21:59:00Z,37.35,64.67
2026-04-02T22:00:00Z,35.75,65.94
2026-04-02T22:01:00Z,34.11,65.19
2026-04-02T22:02:00Z,35.79,64.31
2026-04-02T22:03:00Z,38.79,59.34
2026-04-02T22:04:00Z,39.95,60.21
2026-04-02T22:05:00Z,40.09,60.32
2026-04-02T22:06:00Z,39.83,60.00
2026-04-02T22:07:00Z,41.32,59.69
2026-04-02T22:08:00Z,43.54,55.90
2026-04-02T22:09:00Z,45.20,55.84
2026-04-02T22:10:00Z,45.10,54.94
2026-04-02T22:11:00Z,42.83,56.46
2026-04-02T22:12:00Z,40.19,57.84
2026-04-02T22:13:00Z,40.53,59.08
2026-04-02T22:14:00Z,41.70,58.92
2026-04-02T22:15:00Z,40.05,60.96
2026-04-02T22:16:00Z,42.79,57.92
2026-04-02T22:17:00Z,49.96,47.06
