# event_ticker=KXATPCHALLENGERMATCH-26APR02MAGSOT
# final_score=7-6(3) 2-6 6-3
# score_resolution=6-7 6-2 3-6
# match_winner=Matias Soto
# fav_player=Alan Magadan
# dog_player=Matias Soto
# kalshi_date=2026-04-02
timestamp,Alan Magadan,Matias Soto
2026-04-02T22:18:00Z,44.30,56.49
2026-04-02T22:19:00Z,38.34,63.12
2026-04-02T22:20:00Z,37.82,63.54
2026-04-02T22:21:00Z,38.30,64.07
2026-04-02T22:22:00Z,29.04,69.68
2026-04-02T22:23:00Z,31.07,69.13
2026-04-02T22:24:00Z,19.70,78.75
2026-04-02T22:25:00Z,15.74,85.81
2026-04-02T22:26:00Z,22.85,79.79
2026-04-02T22:27:00Z,29.59,69.47
2026-04-02T22:28:00Z,25.83,77.31
2026-04-02T22:29:00Z,15.58,85.84
2026-04-02T22:30:00Z,16.36,84.78
2026-04-02T22:31:00Z,27.43,75.28
2026-04-02T22:32:00Z,34.60,65.80
2026-04-02T22:33:00Z,35.23,64.05
2026-04-02T22:34:00Z,38.96,61.29
2026-04-02T22:35:00Z,39.07,61.81
2026-04-02T22:36:00Z,33.10,66.19
2026-04-02T22:37:00Z,32.72,70.02
2026-04-02T22:38:00Z,23.35,73.20
2026-04-02T22:39:00Z,26.86,74.48
2026-04-02T22:40:00Z,32.24,68.71
2026-04-02T22:41:00Z,36.72,63.32
2026-04-02T22:42:00Z,31.74,67.96
2026-04-02T22:43:00Z,33.00,67.13
2026-04-02T22:44:00Z,29.06,71.12
2026-04-02T22:45:00Z,29.88,71.04
2026-04-02T22:46:00Z,31.83,68.74
2026-04-02T22:47:00Z,25.84,75.44
2026-04-02T22:48:00Z,32.02,70.23
2026-04-02T22:49:00Z,24.19,76.61
2026-04-02T22:50:00Z,25.07,80.73
2026-04-02T22:51:00Z,14.46,83.26
2026-04-02T22:52:00Z,10.17,89.30
2026-04-02T22:53:00Z,6.17,93.55
2026-04-02T22:54:00Z,3.63,95.69
2026-04-02T22:55:00Z,3.67,96.23
2026-04-02T22:56:00Z,3.70,96.97
2026-04-02T22:57:00Z,3.28,96.91
2026-04-02T22:58:00Z,2.94,97.31
2026-04-02T22:59:00Z,2.29,97.89
2026-04-02T23:00:00Z,2.79,97.17
2026-04-02T23:01:00Z,1.42,97.77
2026-04-02T23:02:00Z,3.89,96.60
2026-04-02T23:03:00Z,3.92,96.27
2026-04-02T23:04:00Z,2.19,97.89
2026-04-02T23:05:00Z,3.65,98.14
2026-04-02T23:06:00Z,4.31,95.85
2026-04-02T23:07:00Z,4.51,96.03
2026-04-02T23:08:00Z,4.04,96.47
2026-04-02T23:09:00Z,1.65,97.15
2026-04-02T23:10:00Z,1.13,98.92
2026-04-02T23:11:00Z,1.00,99.00
2026-04-02T23:12:00Z,1.00,99.00
