# event_ticker=KXATPCHALLENGERMATCH-26APR17TABZIN
# final_score=6-1 6-4
# match_winner=Clement Tabur
# fav_player=Clement Tabur
# dog_player=Tyler Zink
# kalshi_date=2026-04-17
timestamp,Clement Tabur,Tyler Zink
2026-04-17T12:43:00Z,61.00,
2026-04-17T13:43:00Z,60.00,
2026-04-17T14:17:00Z,60.00,
2026-04-17T14:24:00Z,60.00,
2026-04-17T14:39:00Z,60.00,
2026-04-17T15:14:00Z,59.00,
2026-04-17T15:41:00Z,59.00,42.00
2026-04-17T16:02:00Z,59.00,42.00
2026-04-17T16:18:00Z,59.00,42.00
2026-04-17T16:28:00Z,59.00,42.00
2026-04-17T16:32:00Z,58.00,42.00
2026-04-17T16:33:00Z,59.00,42.00
2026-04-17T16:34:00Z,59.00,42.00
2026-04-17T16:44:00Z,59.00,42.00
2026-04-17T16:48:00Z,59.00,42.00
2026-04-17T16:49:00Z,59.00,42.00
2026-04-17T16:51:00Z,61.00,42.00
2026-04-17T17:04:00Z,62.44,42.00
2026-04-17T17:11:00Z,62.44,39.00
2026-04-17T17:16:00Z,63.00,39.00
2026-04-17T17:32:00Z,63.00,39.00
2026-04-17T17:43:00Z,63.00,39.00
2026-04-17T17:46:00Z,63.00,39.00
2026-04-17T17:51:00Z,63.00,38.50
2026-04-17T18:07:00Z,63.00,38.50
2026-04-17T18:11:00Z,63.00,38.00
2026-04-17T18:19:00Z,63.00,38.00
2026-04-17T18:26:00Z,63.00,38.00
2026-04-17T18:34:00Z,63.00,38.00
2026-04-17T18:41:00Z,63.00,38.00
2026-04-17T18:51:00Z,63.00,38.00
2026-04-17T18:56:00Z,63.00,38.00
2026-04-17T18:58:00Z,63.00,38.00
2026-04-17T19:08:00Z,63.00,38.00
2026-04-17T19:10:00Z,63.00,38.64
2026-04-17T19:15:00Z,63.00,38.64
2026-04-17T19:20:00Z,63.00,39.00
2026-04-17T19:46:00Z,61.16,39.00
2026-04-17T19:47:00Z,60.00,39.00
2026-04-17T19:53:00Z,62.00,39.00
2026-04-17T19:59:00Z,62.00,40.00
2026-04-17T20:03:00Z,62.00,40.00
2026-04-17T20:11:00Z,62.00,39.00
2026-04-17T20:12:00Z,62.00,39.00
2026-04-17T20:13:00Z,62.00,39.00
2026-04-17T20:19:00Z,62.00,39.00
2026-04-17T20:25:00Z,62.00,39.00
2026-04-17T20:26:00Z,62.00,39.00
2026-04-17T20:38:00Z,62.00,37.38
2026-04-17T20:47:00Z,62.00,37.38
