# event_ticker=KXATPCHALLENGERMATCH-26APR08SAKVAN
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Luca Van Assche
# fav_player=Rei Sakamoto
# dog_player=Luca Van Assche
# kalshi_date=2026-04-08
timestamp,Rei Sakamoto,Luca Van Assche
2026-04-07T22:15:00Z,,70.00
2026-04-08T00:30:00Z,,70.00
2026-04-08T00:36:00Z,,70.00
2026-04-08T00:37:00Z,,71.00
2026-04-08T02:01:00Z,,71.00
2026-04-08T02:02:00Z,31.00,71.00
2026-04-08T02:16:00Z,31.00,71.00
2026-04-08T02:50:00Z,31.00,71.00
2026-04-08T03:25:00Z,31.00,71.00
2026-04-08T03:26:00Z,31.00,71.00
2026-04-08T03:35:00Z,31.00,71.00
2026-04-08T03:44:00Z,31.00,71.00
2026-04-08T04:20:00Z,31.00,72.00
2026-04-08T04:50:00Z,31.00,71.00
2026-04-08T04:52:00Z,31.00,71.00
2026-04-08T04:53:00Z,31.00,69.00
2026-04-08T04:54:00Z,31.00,70.00
2026-04-08T04:58:00Z,31.00,71.00
2026-04-08T05:03:00Z,31.00,71.00
2026-04-08T05:31:00Z,31.00,72.00
2026-04-08T05:38:00Z,31.00,70.21
2026-04-08T05:45:00Z,31.00,71.00
2026-04-08T05:51:00Z,30.00,71.00
2026-04-08T05:53:00Z,30.00,71.00
2026-04-08T05:55:00Z,30.00,72.00
2026-04-08T06:00:00Z,30.00,72.00
2026-04-08T06:12:00Z,30.00,72.00
2026-04-08T06:25:00Z,30.00,72.00
2026-04-08T06:26:00Z,30.00,72.00
2026-04-08T06:30:00Z,30.00,72.00
2026-04-08T06:31:00Z,30.05,72.00
2026-04-08T06:41:00Z,31.00,72.00
2026-04-08T06:56:00Z,31.00,72.00
2026-04-08T07:03:00Z,31.00,72.00
2026-04-08T07:40:00Z,30.00,72.00
2026-04-08T07:55:00Z,30.00,72.00
2026-04-08T07:59:00Z,30.00,72.00
2026-04-08T08:12:00Z,30.00,72.00
2026-04-08T08:21:00Z,29.00,72.00
2026-04-08T08:25:00Z,29.00,72.00
2026-04-08T08:27:00Z,29.00,72.00
2026-04-08T08:30:00Z,29.00,72.00
2026-04-08T08:36:00Z,29.00,72.00
2026-04-08T08:48:00Z,29.00,72.00
2026-04-08T08:57:00Z,29.00,72.00
2026-04-08T08:58:00Z,29.00,72.00
2026-04-08T08:59:00Z,29.00,71.00
2026-04-08T09:02:00Z,29.00,72.00
2026-04-08T09:04:00Z,29.00,72.00
2026-04-08T09:05:00Z,29.00,72.00
2026-04-08T09:10:00Z,29.00,72.00
2026-04-08T09:13:00Z,29.00,72.00
2026-04-08T09:20:00Z,29.00,72.00
2026-04-08T09:24:00Z,30.00,72.00
2026-04-08T09:27:00Z,30.00,72.00
2026-04-08T09:29:00Z,30.00,72.00
2026-04-08T09:41:00Z,30.00,72.00
2026-04-08T09:43:00Z,30.00,72.00
2026-04-08T09:44:00Z,30.00,72.00
2026-04-08T09:46:00Z,30.00,72.00
2026-04-08T09:48:00Z,30.00,72.00
2026-04-08T09:49:00Z,30.00,72.00
2026-04-08T09:51:00Z,30.00,70.00
2026-04-08T09:52:00Z,30.00,70.00
2026-04-08T09:53:00Z,30.00,72.00
2026-04-08T09:55:00Z,30.81,72.00
2026-04-08T09:56:00Z,29.00,75.70
2026-04-08T09:57:00Z,27.52,72.00
2026-04-08T09:58:00Z,27.03,73.00
2026-04-08T09:59:00Z,31.64,68.41
2026-04-08T10:00:00Z,38.69,67.00
2026-04-08T10:01:00Z,38.75,64.36
2026-04-08T10:02:00Z,41.37,60.12
2026-04-08T10:03:00Z,45.33,61.49
2026-04-08T10:04:00Z,36.10,67.01
2026-04-08T10:05:00Z,33.00,67.01
2026-04-08T10:06:00Z,34.00,67.01
2026-04-08T10:07:00Z,36.57,66.03
2026-04-08T10:08:00Z,36.57,70.24
2026-04-08T10:09:00Z,31.29,70.16
2026-04-08T10:10:00Z,33.45,70.01
2026-04-08T10:11:00Z,29.31,73.79
2026-04-08T10:12:00Z,21.55,78.51
2026-04-08T10:13:00Z,19.00,81.00
2026-04-08T10:14:00Z,21.00,82.00
2026-04-08T10:15:00Z,20.31,78.91
2026-04-08T10:16:00Z,22.16,77.57
2026-04-08T10:17:00Z,21.17,76.26
2026-04-08T10:18:00Z,21.17,78.61
2026-04-08T10:19:00Z,18.22,82.97
2026-04-08T10:20:00Z,18.00,85.06
2026-04-08T10:21:00Z,20.05,84.41
2026-04-08T10:22:00Z,18.00,84.41
2026-04-08T10:23:00Z,18.98,84.41
2026-04-08T10:24:00Z,20.00,80.20
2026-04-08T10:25:00Z,21.00,80.98
2026-04-08T10:26:00Z,21.00,81.00
2026-04-08T10:27:00Z,21.00,82.65
2026-04-08T10:28:00Z,20.59,81.22
2026-04-08T10:30:00Z,16.08,81.22
2026-04-08T10:31:00Z,19.00,80.02
2026-04-08T10:32:00Z,21.00,80.02
2026-04-08T10:33:00Z,21.00,81.00
2026-04-08T10:34:00Z,21.00,79.96
2026-04-08T10:35:00Z,21.00,80.88
2026-04-08T10:36:00Z,17.00,82.00
2026-04-08T10:37:00Z,16.19,85.45
2026-04-08T10:38:00Z,14.11,86.58
2026-04-08T10:39:00Z,14.00,88.00
2026-04-08T10:40:00Z,12.82,88.95
2026-04-08T10:41:00Z,9.55,89.94
2026-04-08T10:42:00Z,10.65,90.00
2026-04-08T10:43:00Z,10.93,89.00
2026-04-08T10:44:00Z,11.00,89.58
2026-04-08T10:45:00Z,5.30,91.00
2026-04-08T10:46:00Z,7.84,92.07
2026-04-08T10:48:00Z,8.41,92.99
2026-04-08T10:49:00Z,7.00,91.00
2026-04-08T10:50:00Z,11.38,90.34
2026-04-08T10:51:00Z,11.74,90.34
2026-04-08T10:52:00Z,8.00,90.34
2026-04-08T10:53:00Z,11.71,90.02
2026-04-08T10:54:00Z,15.48,90.02
2026-04-08T10:55:00Z,12.92,88.99
2026-04-08T10:56:00Z,13.00,87.07
2026-04-08T10:57:00Z,11.00,85.53
2026-04-08T10:58:00Z,13.88,87.51
2026-04-08T10:59:00Z,13.88,88.00
2026-04-08T11:00:00Z,11.00,88.59
2026-04-08T11:01:00Z,13.80,88.79
2026-04-08T11:02:00Z,13.68,88.79
2026-04-08T11:03:00Z,11.98,89.00
2026-04-08T11:04:00Z,11.00,89.00
2026-04-08T11:05:00Z,11.00,89.00
2026-04-08T11:06:00Z,13.00,87.00
2026-04-08T11:07:00Z,13.00,87.00
2026-04-08T11:08:00Z,14.69,87.00
2026-04-08T11:09:00Z,12.62,89.00
2026-04-08T11:10:00Z,10.00,89.65
2026-04-08T11:11:00Z,12.77,88.98
2026-04-08T11:12:00Z,15.11,88.50
2026-04-08T11:13:00Z,15.25,86.22
2026-04-08T11:14:00Z,15.00,84.00
2026-04-08T11:15:00Z,13.11,88.00
2026-04-08T11:16:00Z,10.88,89.89
2026-04-08T11:17:00Z,16.81,87.67
2026-04-08T11:18:00Z,15.03,85.66
2026-04-08T11:19:00Z,13.05,87.24
2026-04-08T11:20:00Z,11.28,90.43
2026-04-08T11:21:00Z,11.00,92.68
2026-04-08T11:22:00Z,12.03,91.12
2026-04-08T11:23:00Z,14.97,84.82
2026-04-08T11:24:00Z,16.79,83.73
2026-04-08T11:25:00Z,16.12,86.78
2026-04-08T11:26:00Z,11.10,88.00
2026-04-08T11:27:00Z,9.88,90.15
2026-04-08T11:28:00Z,11.97,90.00
2026-04-08T11:29:00Z,7.28,91.43
2026-04-08T11:30:00Z,4.11,97.15
2026-04-08T11:31:00Z,8.62,92.97
