# event_ticker=KXATPCHALLENGERMATCH-26FEB10FISSHI
# final_score=4-6 7-6(5) 6-2
# score_resolution=4-6 7-6 6-2
# match_winner=Braden Shick
# fav_player=Braden Shick
# dog_player=Ryan Fishback
# kalshi_date=2026-02-10
timestamp,Braden Shick,Ryan Fishback
2026-02-10T21:18:00Z,82.08,18.51
2026-02-10T21:19:00Z,80.00,20.32
2026-02-10T21:20:00Z,79.89,19.31
2026-02-10T21:21:00Z,75.29,25.61
2026-02-10T21:22:00Z,75.00,24.36
2026-02-10T21:23:00Z,78.00,23.09
2026-02-10T21:24:00Z,74.86,26.75
2026-02-10T21:25:00Z,73.47,27.22
2026-02-10T21:26:00Z,69.82,30.18
2026-02-10T21:27:00Z,68.65,30.64
2026-02-10T21:28:00Z,69.04,31.74
2026-02-10T21:29:00Z,72.94,26.99
2026-02-10T21:30:00Z,72.14,28.96
2026-02-10T21:31:00Z,77.15,26.04
2026-02-10T21:32:00Z,73.99,28.18
2026-02-10T21:33:00Z,68.38,30.35
2026-02-10T21:34:00Z,68.23,31.78
2026-02-10T21:35:00Z,71.49,27.49
2026-02-10T21:36:00Z,69.14,32.38
2026-02-10T21:37:00Z,68.70,30.91
2026-02-10T21:38:00Z,66.31,36.58
2026-02-10T21:39:00Z,64.88,36.57
2026-02-10T21:40:00Z,65.46,36.04
2026-02-10T21:41:00Z,67.24,34.58
2026-02-10T21:42:00Z,63.34,39.93
2026-02-10T21:43:00Z,66.51,35.03
2026-02-10T21:44:00Z,69.94,31.80
2026-02-10T21:45:00Z,71.12,30.92
2026-02-10T21:46:00Z,69.62,30.26
2026-02-10T21:47:00Z,68.08,35.39
2026-02-10T21:48:00Z,63.13,37.83
2026-02-10T21:49:00Z,63.31,38.18
2026-02-10T21:50:00Z,65.23,36.45
2026-02-10T21:51:00Z,64.76,36.10
2026-02-10T21:52:00Z,61.80,40.20
2026-02-10T21:53:00Z,59.95,37.96
2026-02-10T21:54:00Z,60.82,40.73
2026-02-10T21:55:00Z,56.79,45.35
2026-02-10T21:56:00Z,58.98,44.27
2026-02-10T21:57:00Z,49.79,50.02
2026-02-10T21:58:00Z,50.56,51.45
2026-02-10T21:59:00Z,59.03,45.61
2026-02-10T22:00:00Z,58.00,42.67
2026-02-10T22:01:00Z,62.69,40.11
2026-02-10T22:02:00Z,64.10,35.82
2026-02-10T22:03:00Z,63.91,38.04
2026-02-10T22:04:00Z,62.96,41.42
2026-02-10T22:05:00Z,63.08,38.55
2026-02-10T22:06:00Z,58.16,42.95
2026-02-10T22:07:00Z,58.92,42.61
2026-02-10T22:08:00Z,55.63,44.75
2026-02-10T22:09:00Z,54.53,47.04
2026-02-10T22:10:00Z,55.21,46.90
2026-02-10T22:11:00Z,57.67,42.63
2026-02-10T22:12:00Z,57.46,44.44
2026-02-10T22:13:00Z,61.65,40.06
2026-02-10T22:14:00Z,63.17,40.31
2026-02-10T22:15:00Z,66.66,33.93
2026-02-10T22:16:00Z,70.35,29.04
2026-02-10T22:17:00Z,72.96,26.77
2026-02-10T22:18:00Z,74.34,27.42
2026-02-10T22:19:00Z,71.13,28.79
2026-02-10T22:20:00Z,70.99,27.69
2026-02-10T22:21:00Z,71.64,31.03
2026-02-10T22:22:00Z,72.63,27.81
2026-02-10T22:23:00Z,75.00,25.75
2026-02-10T22:24:00Z,73.71,28.23
2026-02-10T22:25:00Z,73.91,28.34
2026-02-10T22:26:00Z,72.55,30.30
2026-02-10T22:27:00Z,68.90,33.09
2026-02-10T22:28:00Z,66.47,34.93
2026-02-10T22:29:00Z,68.16,34.13
2026-02-10T22:30:00Z,70.19,35.95
2026-02-10T22:31:00Z,61.80,43.12
2026-02-10T22:32:00Z,56.78,44.70
2026-02-10T22:33:00Z,63.76,37.65
2026-02-10T22:34:00Z,64.82,37.49
2026-02-10T22:35:00Z,52.15,50.00
2026-02-10T22:36:00Z,50.28,52.63
2026-02-10T22:37:00Z,47.79,53.90
2026-02-10T22:38:00Z,29.21,62.91
2026-02-10T22:39:00Z,46.65,56.45
2026-02-10T22:40:00Z,55.35,47.54
2026-02-10T22:41:00Z,56.21,45.48
2026-02-10T22:42:00Z,51.11,49.88
2026-02-10T22:43:00Z,43.22,57.33
2026-02-10T22:44:00Z,44.67,55.78
2026-02-10T22:45:00Z,43.39,57.86
2026-02-10T22:46:00Z,48.29,52.06
2026-02-10T22:47:00Z,47.82,54.42
2026-02-10T22:48:00Z,52.25,49.84
2026-02-10T22:49:00Z,52.19,49.51
2026-02-10T22:50:00Z,50.77,50.55
2026-02-10T22:51:00Z,48.47,53.67
2026-02-10T22:52:00Z,39.80,60.43
2026-02-10T22:53:00Z,45.05,55.11
2026-02-10T22:54:00Z,46.31,55.35
2026-02-10T22:55:00Z,47.09,54.31
2026-02-10T22:56:00Z,41.76,58.77
2026-02-10T22:57:00Z,50.22,52.28
2026-02-10T22:58:00Z,51.00,49.11
2026-02-10T22:59:00Z,62.35,38.48
2026-02-10T23:00:00Z,64.03,37.02
2026-02-10T23:01:00Z,62.95,41.15
2026-02-10T23:02:00Z,52.26,50.21
2026-02-10T23:03:00Z,40.04,60.51
2026-02-10T23:04:00Z,44.39,56.75
2026-02-10T23:05:00Z,37.63,64.88
2026-02-10T23:06:00Z,44.88,58.78
2026-02-10T23:07:00Z,57.08,44.58
2026-02-10T23:08:00Z,53.77,50.91
2026-02-10T23:09:00Z,58.82,40.55
2026-02-10T23:10:00Z,66.38,35.25
2026-02-10T23:11:00Z,61.47,38.75
2026-02-10T23:12:00Z,68.30,31.09
2026-02-10T23:13:00Z,68.45,31.54
2026-02-10T23:14:00Z,67.41,32.96
2026-02-10T23:15:00Z,67.46,32.94
2026-02-10T23:16:00Z,70.73,32.15
2026-02-10T23:17:00Z,67.73,34.14
2026-02-10T23:18:00Z,65.34,36.11
2026-02-10T23:19:00Z,69.62,29.12
2026-02-10T23:20:00Z,82.96,17.29
2026-02-10T23:21:00Z,82.31,17.90
2026-02-10T23:22:00Z,83.62,17.18
2026-02-10T23:23:00Z,88.54,12.03
2026-02-10T23:24:00Z,89.62,10.16
2026-02-10T23:25:00Z,88.96,11.47
2026-02-10T23:26:00Z,95.87,4.19
2026-02-10T23:27:00Z,96.07,3.89
2026-02-10T23:28:00Z,94.47,6.37
2026-02-10T23:29:00Z,94.64,5.54
2026-02-10T23:30:00Z,95.40,4.16
2026-02-10T23:31:00Z,92.38,7.04
2026-02-10T23:32:00Z,88.24,11.97
2026-02-10T23:33:00Z,88.29,12.53
2026-02-10T23:34:00Z,86.09,14.80
2026-02-10T23:35:00Z,84.99,15.52
2026-02-10T23:36:00Z,86.79,15.48
2026-02-10T23:37:00Z,88.37,12.88
2026-02-10T23:38:00Z,91.48,9.21
2026-02-10T23:39:00Z,92.28,9.42
2026-02-10T23:40:00Z,90.28,8.39
2026-02-10T23:41:00Z,90.27,9.43
2026-02-10T23:42:00Z,91.02,10.29
2026-02-10T23:43:00Z,91.97,7.76
2026-02-10T23:44:00Z,95.47,3.39
2026-02-10T23:45:00Z,97.53,2.11
2026-02-10T23:46:00Z,97.10,3.16
2026-02-10T23:47:00Z,98.01,3.06
2026-02-10T23:48:00Z,98.84,1.37
2026-02-10T23:49:00Z,99.00,1.00
2026-02-10T23:50:00Z,99.00,1.00
2026-02-10T23:51:00Z,99.00,1.00
2026-02-10T23:52:00Z,99.00,1.00
