# event_ticker=KXATPCHALLENGERMATCH-26FEB23AJDSHI
# final_score=6-2 6-4
# match_winner=Duje Ajdukovic
# fav_player=Duje Ajdukovic
# dog_player=Sanhui Shin
# kalshi_date=2026-02-23
timestamp,Duje Ajdukovic,Sanhui Shin
2026-02-23T07:31:00Z,81.29,22.00
2026-02-23T07:32:00Z,80.41,22.00
2026-02-23T07:33:00Z,81.00,22.00
2026-02-23T07:34:00Z,81.00,22.00
2026-02-23T07:36:00Z,78.08,21.81
2026-02-23T07:38:00Z,81.00,21.00
2026-02-23T07:39:00Z,81.00,21.00
2026-02-23T07:40:00Z,79.72,21.11
2026-02-23T07:41:00Z,81.24,21.30
2026-02-23T07:42:00Z,80.07,21.00
2026-02-23T07:43:00Z,80.07,21.15
2026-02-23T07:44:00Z,80.98,19.38
2026-02-23T07:45:00Z,84.84,16.99
2026-02-23T07:46:00Z,88.35,12.87
2026-02-23T07:47:00Z,90.00,11.13
2026-02-23T07:48:00Z,90.90,8.34
2026-02-23T07:49:00Z,92.52,8.91
2026-02-23T07:50:00Z,94.00,8.68
2026-02-23T07:51:00Z,94.00,8.44
2026-02-23T07:52:00Z,93.00,8.88
2026-02-23T07:53:00Z,94.00,6.06
2026-02-23T07:54:00Z,95.00,6.31
2026-02-23T07:55:00Z,95.00,7.39
2026-02-23T07:56:00Z,93.99,8.19
2026-02-23T07:57:00Z,92.00,8.72
2026-02-23T07:58:00Z,89.89,10.84
2026-02-23T07:59:00Z,91.80,9.10
2026-02-23T08:00:00Z,93.00,7.96
2026-02-23T08:01:00Z,93.00,8.25
2026-02-23T08:02:00Z,94.00,6.53
2026-02-23T08:03:00Z,93.99,8.91
2026-02-23T08:04:00Z,91.25,9.39
2026-02-23T08:05:00Z,90.05,10.40
2026-02-23T08:06:00Z,91.04,9.60
2026-02-23T08:07:00Z,91.00,10.35
2026-02-23T08:08:00Z,91.00,9.44
2026-02-23T08:09:00Z,91.05,9.07
2026-02-23T08:10:00Z,91.53,8.03
2026-02-23T08:11:00Z,92.96,8.11
2026-02-23T08:12:00Z,92.94,9.00
2026-02-23T08:13:00Z,93.00,9.00
2026-02-23T08:14:00Z,92.33,7.00
2026-02-23T08:15:00Z,93.00,7.05
2026-02-23T08:16:00Z,93.20,7.98
2026-02-23T08:17:00Z,91.87,9.78
2026-02-23T08:18:00Z,95.08,7.92
2026-02-23T08:19:00Z,94.10,7.05
2026-02-23T08:20:00Z,92.64,7.94
2026-02-23T08:21:00Z,93.00,8.00
2026-02-23T08:22:00Z,92.00,9.65
2026-02-23T08:23:00Z,92.00,9.04
2026-02-23T08:24:00Z,91.01,10.11
2026-02-23T08:25:00Z,93.98,8.19
2026-02-23T08:26:00Z,92.00,8.94
2026-02-23T08:27:00Z,91.35,10.00
2026-02-23T08:28:00Z,91.06,9.00
2026-02-23T08:29:00Z,90.00,8.78
2026-02-23T08:30:00Z,91.92,7.70
2026-02-23T08:31:00Z,91.59,9.04
2026-02-23T08:32:00Z,92.00,10.00
2026-02-23T08:33:00Z,91.00,10.41
2026-02-23T08:34:00Z,89.98,11.00
2026-02-23T08:35:00Z,88.05,11.29
2026-02-23T08:36:00Z,91.08,10.84
2026-02-23T08:37:00Z,88.44,11.95
2026-02-23T08:38:00Z,86.92,13.33
2026-02-23T08:39:00Z,88.65,14.79
2026-02-23T08:40:00Z,90.62,10.36
2026-02-23T08:41:00Z,92.16,8.26
2026-02-23T08:42:00Z,92.83,8.02
2026-02-23T08:43:00Z,92.94,7.47
2026-02-23T08:44:00Z,94.63,4.43
2026-02-23T08:45:00Z,96.01,3.70
2026-02-23T08:46:00Z,97.00,2.64
2026-02-23T08:47:00Z,98.04,2.04
2026-02-23T08:48:00Z,97.00,3.00
2026-02-23T08:49:00Z,98.00,2.99
2026-02-23T08:50:00Z,98.26,2.87
2026-02-23T08:51:00Z,98.00,1.66
2026-02-23T08:52:00Z,98.99,1.04
2026-02-23T08:53:00Z,98.99,1.40
2026-02-23T08:54:00Z,98.02,2.40
2026-02-23T08:55:00Z,98.90,3.03
2026-02-23T08:56:00Z,96.85,3.16
2026-02-23T08:57:00Z,98.30,1.33
2026-02-23T08:58:00Z,97.99,3.14
2026-02-23T08:59:00Z,97.96,3.47
2026-02-23T09:00:00Z,97.32,2.91
2026-02-23T09:01:00Z,97.41,2.83
2026-02-23T09:02:00Z,99.00,1.06
2026-02-23T09:03:00Z,99.00,1.06
