# event_ticker=KXATPCHALLENGERMATCH-26FEB23AJDSHI
# final_score=6-2 6-4
# match_winner=Duje Ajdukovic
# fav_player=Duje Ajdukovic
# dog_player=Sanhui Shin
# kalshi_date=2026-02-23
timestamp,Duje Ajdukovic,Sanhui Shin
2026-02-23T01:11:00Z,81.00,
2026-02-23T01:49:00Z,81.00,23.00
2026-02-23T01:56:00Z,81.00,20.00
2026-02-23T01:59:00Z,81.00,23.00
2026-02-23T02:04:00Z,81.00,23.00
2026-02-23T02:08:00Z,81.00,23.00
2026-02-23T02:21:00Z,80.00,23.00
2026-02-23T02:36:00Z,80.00,23.00
2026-02-23T02:53:00Z,80.00,23.00
2026-02-23T03:06:00Z,80.00,23.00
2026-02-23T03:24:00Z,80.00,23.00
2026-02-23T03:39:00Z,80.00,23.00
2026-02-23T03:45:00Z,80.00,23.00
2026-02-23T03:47:00Z,80.00,23.00
2026-02-23T03:48:00Z,80.00,23.00
2026-02-23T03:53:00Z,80.00,23.00
2026-02-23T03:55:00Z,80.00,23.00
2026-02-23T04:04:00Z,80.00,23.00
2026-02-23T04:13:00Z,80.00,23.00
2026-02-23T04:14:00Z,80.00,23.00
2026-02-23T04:15:00Z,80.00,23.00
2026-02-23T04:25:00Z,80.00,23.00
2026-02-23T04:29:00Z,80.00,23.00
2026-02-23T04:31:00Z,80.00,23.00
2026-02-23T04:37:00Z,80.00,23.00
2026-02-23T04:38:00Z,80.00,23.00
2026-02-23T04:41:00Z,80.00,23.00
2026-02-23T04:48:00Z,80.00,23.00
2026-02-23T04:49:00Z,80.00,23.00
2026-02-23T04:54:00Z,80.00,23.00
2026-02-23T04:55:00Z,80.00,23.00
2026-02-23T04:57:00Z,80.00,22.00
2026-02-23T04:58:00Z,77.00,22.00
2026-02-23T04:59:00Z,77.00,22.50
2026-02-23T05:00:00Z,77.00,22.00
2026-02-23T05:01:00Z,79.00,23.00
2026-02-23T05:03:00Z,80.00,22.00
2026-02-23T05:04:00Z,80.00,23.00
2026-02-23T05:06:00Z,80.00,23.00
2026-02-23T05:12:00Z,80.00,23.00
2026-02-23T05:13:00Z,80.00,23.00
2026-02-23T05:16:00Z,80.00,23.00
2026-02-23T05:20:00Z,80.00,23.00
2026-02-23T05:25:00Z,80.00,23.00
2026-02-23T05:26:00Z,80.00,23.00
2026-02-23T05:27:00Z,80.00,23.00
2026-02-23T05:29:00Z,80.00,23.00
2026-02-23T05:30:00Z,80.00,23.00
2026-02-23T05:33:00Z,80.00,23.00
2026-02-23T05:34:00Z,80.00,23.00
2026-02-23T05:35:00Z,80.00,23.00
2026-02-23T05:40:00Z,80.00,23.00
2026-02-23T05:42:00Z,80.00,23.00
2026-02-23T05:45:00Z,80.00,23.00
2026-02-23T05:47:00Z,80.00,23.00
2026-02-23T05:49:00Z,80.00,23.00
2026-02-23T05:53:00Z,80.00,23.00
2026-02-23T05:58:00Z,80.00,23.00
2026-02-23T06:03:00Z,80.00,23.00
2026-02-23T06:06:00Z,79.00,23.00
2026-02-23T06:09:00Z,79.00,23.00
2026-02-23T06:15:00Z,79.00,23.00
2026-02-23T06:20:00Z,79.00,23.00
2026-02-23T06:21:00Z,79.00,23.00
2026-02-23T06:22:00Z,79.00,23.00
2026-02-23T06:23:00Z,79.00,20.00
2026-02-23T06:25:00Z,79.00,23.00
2026-02-23T06:26:00Z,79.46,23.00
2026-02-23T06:27:00Z,79.46,23.00
2026-02-23T06:28:00Z,80.00,23.00
2026-02-23T06:30:00Z,80.00,23.00
2026-02-23T06:31:00Z,80.00,23.00
2026-02-23T06:34:00Z,79.00,23.00
2026-02-23T06:35:00Z,79.90,23.00
2026-02-23T06:36:00Z,79.90,23.00
2026-02-23T06:37:00Z,79.90,21.25
2026-02-23T06:43:00Z,79.00,23.00
2026-02-23T06:46:00Z,79.00,20.10
2026-02-23T06:48:00Z,79.00,20.10
2026-02-23T06:49:00Z,79.00,23.00
2026-02-23T06:50:00Z,79.00,23.00
2026-02-23T06:51:00Z,79.00,23.00
2026-02-23T06:52:00Z,79.00,23.00
2026-02-23T06:53:00Z,79.00,23.00
2026-02-23T06:55:00Z,79.00,23.00
2026-02-23T07:01:00Z,79.00,23.00
2026-02-23T07:02:00Z,79.00,23.00
2026-02-23T07:03:00Z,79.00,23.00
2026-02-23T07:04:00Z,79.00,23.00
2026-02-23T07:08:00Z,79.00,23.00
2026-02-23T07:09:00Z,79.00,23.00
2026-02-23T07:14:00Z,79.00,23.00
2026-02-23T07:15:00Z,79.81,23.00
2026-02-23T07:16:00Z,79.81,23.00
2026-02-23T07:17:00Z,79.81,23.00
2026-02-23T07:18:00Z,80.92,23.00
2026-02-23T07:19:00Z,80.00,23.00
2026-02-23T07:21:00Z,80.00,23.00
2026-02-23T07:23:00Z,77.00,23.00
2026-02-23T07:24:00Z,77.00,23.00
2026-02-23T07:25:00Z,77.00,23.00
2026-02-23T07:26:00Z,77.00,22.98
2026-02-23T07:27:00Z,77.00,22.00
2026-02-23T07:29:00Z,77.00,22.00
2026-02-23T07:30:00Z,81.29,22.53
