# event_ticker=KXATPMATCH-25OCT01MARWAW
# final_score=6-1 4-6 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Stan Wawrinka
# kalshi_date=2025-10-01
timestamp,Fabian Marozsan,Stan Wawrinka
2025-10-01T12:19:00Z,70.00,33.00
2025-10-01T12:25:00Z,68.00,33.00
2025-10-01T12:28:00Z,68.00,30.00
2025-10-01T12:30:00Z,68.00,33.00
2025-10-01T12:34:00Z,70.00,33.00
2025-10-01T12:41:00Z,69.00,33.00
2025-10-01T12:42:00Z,69.00,33.88
2025-10-01T12:43:00Z,69.00,34.00
2025-10-01T12:44:00Z,69.98,32.00
2025-10-01T12:45:00Z,69.00,32.00
2025-10-01T12:48:00Z,69.00,32.00
2025-10-01T12:50:00Z,69.00,32.00
2025-10-01T12:51:00Z,70.00,32.00
2025-10-01T12:52:00Z,72.07,32.00
2025-10-01T12:54:00Z,70.00,32.00
2025-10-01T12:55:00Z,70.00,32.00
2025-10-01T12:56:00Z,70.00,32.00
2025-10-01T12:58:00Z,71.00,32.00
2025-10-01T12:59:00Z,71.00,30.14
2025-10-01T13:00:00Z,71.75,27.54
2025-10-01T13:01:00Z,71.00,33.00
2025-10-01T13:02:00Z,70.93,32.00
2025-10-01T13:03:00Z,73.90,32.00
2025-10-01T13:04:00Z,75.25,31.00
2025-10-01T13:05:00Z,79.72,31.00
2025-10-01T13:06:00Z,79.91,20.00
2025-10-01T13:07:00Z,84.00,20.00
2025-10-01T13:08:00Z,87.99,15.00
2025-10-01T13:09:00Z,88.00,12.46
2025-10-01T13:10:00Z,88.00,12.46
2025-10-01T13:11:00Z,88.93,13.00
2025-10-01T13:13:00Z,88.93,13.00
2025-10-01T13:14:00Z,86.00,13.00
2025-10-01T13:16:00Z,87.98,13.94
2025-10-01T13:17:00Z,86.00,13.94
2025-10-01T13:18:00Z,86.31,13.94
2025-10-01T13:19:00Z,85.32,13.94
2025-10-01T13:20:00Z,86.22,16.37
2025-10-01T13:21:00Z,84.50,16.00
2025-10-01T13:22:00Z,88.00,12.79
2025-10-01T13:23:00Z,88.00,9.07
2025-10-01T13:24:00Z,88.00,13.40
2025-10-01T13:25:00Z,88.00,14.00
2025-10-01T13:26:00Z,87.01,14.00
2025-10-01T13:28:00Z,93.00,13.00
2025-10-01T13:29:00Z,94.42,14.15
2025-10-01T13:30:00Z,94.42,12.00
2025-10-01T13:31:00Z,90.00,10.00
2025-10-01T13:32:00Z,87.00,12.86
2025-10-01T13:33:00Z,87.00,12.86
2025-10-01T13:34:00Z,88.00,14.50
2025-10-01T13:35:00Z,87.33,17.35
2025-10-01T13:36:00Z,85.97,16.11
2025-10-01T13:37:00Z,88.00,15.27
2025-10-01T13:38:00Z,84.14,17.35
2025-10-01T13:39:00Z,83.40,19.72
2025-10-01T13:40:00Z,85.11,17.00
2025-10-01T13:41:00Z,81.63,20.18
2025-10-01T13:42:00Z,78.00,27.18
2025-10-01T13:43:00Z,71.02,30.74
2025-10-01T13:44:00Z,63.87,41.11
2025-10-01T13:45:00Z,60.34,38.61
2025-10-01T13:46:00Z,61.09,40.31
2025-10-01T13:47:00Z,63.82,38.74
2025-10-01T13:48:00Z,65.23,38.75
2025-10-01T13:49:00Z,68.00,34.04
2025-10-01T13:50:00Z,76.16,25.88
2025-10-01T13:51:00Z,75.89,22.78
2025-10-01T13:52:00Z,78.06,24.36
2025-10-01T13:53:00Z,83.69,17.04
2025-10-01T13:54:00Z,84.25,17.26
2025-10-01T13:55:00Z,86.90,13.76
2025-10-01T13:56:00Z,87.29,13.39
2025-10-01T13:57:00Z,87.92,14.43
2025-10-01T13:58:00Z,85.46,16.15
2025-10-01T13:59:00Z,84.47,16.84
2025-10-01T14:00:00Z,84.89,17.40
2025-10-01T14:01:00Z,86.52,18.57
2025-10-01T14:02:00Z,82.03,18.67
2025-10-01T14:03:00Z,76.91,24.77
2025-10-01T14:04:00Z,69.52,34.79
2025-10-01T14:05:00Z,68.23,33.85
2025-10-01T14:06:00Z,76.38,23.43
2025-10-01T14:07:00Z,67.03,28.99
2025-10-01T14:08:00Z,60.90,41.80
2025-10-01T14:09:00Z,61.29,40.30
2025-10-01T14:10:00Z,60.76,40.57
2025-10-01T14:11:00Z,57.52,47.23
2025-10-01T14:12:00Z,53.52,49.75
2025-10-01T14:13:00Z,56.47,44.67
2025-10-01T14:14:00Z,62.83,38.70
2025-10-01T14:15:00Z,58.22,42.34
2025-10-01T14:16:00Z,60.23,38.37
2025-10-01T14:17:00Z,70.88,24.86
2025-10-01T14:18:00Z,86.33,14.70
2025-10-01T14:19:00Z,86.67,15.28
2025-10-01T14:20:00Z,85.45,17.85
2025-10-01T14:21:00Z,90.83,11.14
2025-10-01T14:22:00Z,92.12,10.94
2025-10-01T14:23:00Z,86.23,13.90
2025-10-01T14:24:00Z,83.99,16.24
2025-10-01T14:25:00Z,85.02,17.15
2025-10-01T14:26:00Z,80.21,26.06
2025-10-01T14:27:00Z,72.03,29.37
2025-10-01T14:28:00Z,70.68,29.55
2025-10-01T14:29:00Z,73.51,27.44
2025-10-01T14:30:00Z,77.71,20.60
2025-10-01T14:31:00Z,87.39,12.56
2025-10-01T14:32:00Z,86.06,16.01
2025-10-01T14:33:00Z,84.29,16.00
2025-10-01T14:34:00Z,84.73,16.24
2025-10-01T14:35:00Z,86.45,12.90
2025-10-01T14:36:00Z,90.70,10.71
2025-10-01T14:37:00Z,92.94,8.26
2025-10-01T14:38:00Z,94.68,6.98
2025-10-01T14:39:00Z,92.00,4.54
2025-10-01T14:40:00Z,98.36,2.90
2025-10-01T14:41:00Z,97.82,5.74
2025-10-01T14:42:00Z,93.51,8.65
2025-10-01T14:43:00Z,87.84,10.20
2025-10-01T14:44:00Z,93.39,9.70
2025-10-01T14:45:00Z,98.50,2.51
2025-10-01T14:46:00Z,99.00,1.00
2025-10-01T14:47:00Z,99.00,1.00
2025-10-01T14:48:00Z,99.00,1.00
2025-10-01T14:49:00Z,99.00,1.00
2025-10-01T14:50:00Z,99.00,1.00
2025-10-01T14:51:00Z,99.00,1.00
