# event_ticker=KXATPCHALLENGERMATCH-26MAY15COPBLA
# final_score=6-1 5-7 7-6(3)
# score_resolution=6-1 5-7 7-6
# match_winner=Dali Blanch
# fav_player=Dali Blanch
# dog_player=Kimmer Coppejans
# kalshi_date=2026-05-15
timestamp,Kimmer Coppejans,Dali Blanch
2026-05-14T22:27:00Z,,39.00
2026-05-14T22:38:00Z,61.00,39.00
2026-05-14T22:46:00Z,62.00,39.00
2026-05-14T22:56:00Z,62.00,39.00
2026-05-14T23:17:00Z,62.00,39.00
2026-05-14T23:22:00Z,62.00,39.00
2026-05-14T23:29:00Z,62.00,41.00
2026-05-15T00:01:00Z,61.00,41.00
2026-05-15T00:11:00Z,60.00,41.00
2026-05-15T00:52:00Z,61.00,41.00
2026-05-15T01:11:00Z,61.00,41.00
2026-05-15T01:13:00Z,61.00,41.00
2026-05-15T01:21:00Z,61.00,41.00
2026-05-15T01:22:00Z,60.00,41.00
2026-05-15T01:42:00Z,59.00,41.00
2026-05-15T01:44:00Z,60.00,41.00
2026-05-15T02:05:00Z,60.00,41.00
2026-05-15T02:09:00Z,60.00,41.00
2026-05-15T02:14:00Z,60.00,41.00
2026-05-15T02:17:00Z,60.00,41.00
2026-05-15T02:22:00Z,60.00,41.00
2026-05-15T02:30:00Z,60.00,41.00
2026-05-15T02:31:00Z,60.00,41.00
2026-05-15T02:35:00Z,59.00,41.00
2026-05-15T02:37:00Z,60.00,41.00
2026-05-15T02:44:00Z,60.00,41.00
2026-05-15T02:47:00Z,60.00,41.00
2026-05-15T02:55:00Z,60.00,42.00
2026-05-15T02:56:00Z,60.00,42.00
2026-05-15T02:57:00Z,60.00,42.00
2026-05-15T03:03:00Z,60.00,41.00
2026-05-15T03:08:00Z,59.00,41.00
2026-05-15T03:12:00Z,59.00,41.00
2026-05-15T03:18:00Z,59.00,41.00
2026-05-15T03:24:00Z,59.00,41.00
2026-05-15T03:25:00Z,58.00,41.00
2026-05-15T03:41:00Z,59.31,41.00
2026-05-15T03:43:00Z,59.00,41.00
2026-05-15T03:50:00Z,59.00,41.00
2026-05-15T03:59:00Z,59.00,41.00
2026-05-15T04:08:00Z,59.56,41.00
2026-05-15T04:20:00Z,59.56,40.00
2026-05-15T04:24:00Z,59.56,41.00
2026-05-15T04:26:00Z,59.56,40.00
2026-05-15T04:28:00Z,59.00,40.00
2026-05-15T04:43:00Z,59.00,40.00
2026-05-15T04:51:00Z,59.00,41.80
2026-05-15T04:58:00Z,59.00,41.00
2026-05-15T04:59:00Z,59.00,41.00
2026-05-15T05:00:00Z,58.00,41.00
2026-05-15T05:21:00Z,59.00,41.00
2026-05-15T05:22:00Z,59.00,42.00
2026-05-15T05:24:00Z,59.00,42.00
2026-05-15T05:28:00Z,59.00,42.00
2026-05-15T05:32:00Z,59.00,42.00
2026-05-15T05:40:00Z,59.00,42.00
2026-05-15T05:42:00Z,59.00,42.00
2026-05-15T05:47:00Z,59.00,42.00
2026-05-15T05:49:00Z,59.00,42.00
2026-05-15T05:55:00Z,59.00,42.00
2026-05-15T06:02:00Z,59.00,42.00
2026-05-15T06:22:00Z,59.00,42.00
2026-05-15T06:28:00Z,60.00,42.00
2026-05-15T06:33:00Z,60.00,42.00
2026-05-15T06:41:00Z,60.00,42.00
2026-05-15T06:49:00Z,60.00,42.00
2026-05-15T07:16:00Z,60.00,42.00
2026-05-15T07:24:00Z,60.00,42.00
2026-05-15T07:29:00Z,60.00,42.00
2026-05-15T07:38:00Z,60.00,42.00
2026-05-15T08:17:00Z,60.00,42.00
2026-05-15T08:33:00Z,60.00,42.00
2026-05-15T08:35:00Z,60.00,42.00
2026-05-15T08:36:00Z,60.00,41.00
2026-05-15T08:40:00Z,60.00,41.00
2026-05-15T09:08:00Z,60.00,41.00
2026-05-15T09:11:00Z,60.10,41.00
2026-05-15T09:18:00Z,60.10,41.00
2026-05-15T09:30:00Z,60.00,41.00
2026-05-15T09:37:00Z,60.00,41.00
2026-05-15T09:38:00Z,60.00,41.00
2026-05-15T09:39:00Z,61.00,41.00
2026-05-15T09:44:00Z,61.00,41.00
2026-05-15T09:45:00Z,61.00,41.00
2026-05-15T09:51:00Z,61.00,41.00
2026-05-15T09:53:00Z,61.00,41.00
2026-05-15T09:55:00Z,60.00,41.00
2026-05-15T09:58:00Z,61.00,41.00
2026-05-15T09:59:00Z,61.00,41.00
2026-05-15T10:00:00Z,61.00,40.00
2026-05-15T10:03:00Z,61.79,40.00
2026-05-15T10:05:00Z,61.79,41.00
2026-05-15T10:08:00Z,63.43,39.47
2026-05-15T10:09:00Z,63.81,37.00
2026-05-15T10:10:00Z,59.94,41.75
2026-05-15T10:11:00Z,62.32,39.69
2026-05-15T10:12:00Z,67.27,33.00
2026-05-15T10:13:00Z,72.25,26.00
2026-05-15T10:14:00Z,72.85,27.78
2026-05-15T10:15:00Z,74.00,27.78
2026-05-15T10:16:00Z,71.27,29.97
2026-05-15T10:17:00Z,65.21,32.00
2026-05-15T10:18:00Z,62.00,35.60
2026-05-15T10:19:00Z,62.00,38.29
2026-05-15T10:20:00Z,59.48,41.96
2026-05-15T10:21:00Z,54.00,45.08
2026-05-15T10:22:00Z,55.50,44.04
2026-05-15T10:23:00Z,56.62,44.89
2026-05-15T10:24:00Z,53.26,47.63
2026-05-15T10:25:00Z,46.99,52.08
2026-05-15T10:26:00Z,44.00,56.00
2026-05-15T10:27:00Z,42.00,58.00
2026-05-15T10:28:00Z,38.94,63.69
2026-05-15T10:29:00Z,37.08,62.08
2026-05-15T10:30:00Z,36.13,63.05
2026-05-15T10:31:00Z,39.00,64.00
2026-05-15T10:32:00Z,36.00,64.00
2026-05-15T10:33:00Z,36.00,64.00
2026-05-15T10:34:00Z,36.00,63.88
2026-05-15T10:35:00Z,32.00,63.88
2026-05-15T10:36:00Z,32.00,69.08
2026-05-15T10:37:00Z,27.95,72.21
2026-05-15T10:38:00Z,26.88,74.10
2026-05-15T10:39:00Z,24.96,75.31
2026-05-15T10:40:00Z,25.00,76.00
2026-05-15T10:41:00Z,25.90,75.00
2026-05-15T10:42:00Z,25.06,76.14
2026-05-15T10:43:00Z,23.86,78.98
2026-05-15T10:44:00Z,19.49,83.73
2026-05-15T10:45:00Z,17.87,84.82
2026-05-15T10:46:00Z,14.15,85.91
2026-05-15T10:47:00Z,18.09,83.00
2026-05-15T10:48:00Z,19.31,80.00
2026-05-15T10:49:00Z,25.02,78.00
2026-05-15T10:50:00Z,23.92,77.98
2026-05-15T10:51:00Z,21.02,81.10
2026-05-15T10:52:00Z,19.85,78.58
2026-05-15T10:53:00Z,19.72,82.60
2026-05-15T10:54:00Z,17.00,83.73
2026-05-15T10:55:00Z,16.28,85.94
2026-05-15T10:56:00Z,12.25,88.04
2026-05-15T10:57:00Z,9.93,89.96
2026-05-15T10:58:00Z,9.63,91.09
2026-05-15T10:59:00Z,12.00,89.00
2026-05-15T11:00:00Z,7.22,92.26
2026-05-15T11:01:00Z,8.69,91.24
2026-05-15T11:02:00Z,4.72,95.74
2026-05-15T11:03:00Z,3.24,96.00
2026-05-15T11:04:00Z,2.85,96.97
2026-05-15T11:05:00Z,1.02,98.82
2026-05-15T11:06:00Z,1.21,99.00
2026-05-15T11:07:00Z,1.21,99.00
2026-05-15T11:08:00Z,1.21,99.00
2026-05-15T11:09:00Z,1.00,99.00
2026-05-15T11:10:00Z,1.00,99.00
2026-05-15T11:11:00Z,1.01,99.00
2026-05-15T11:12:00Z,2.00,99.00
2026-05-15T11:13:00Z,1.00,99.00
2026-05-15T11:14:00Z,1.94,99.00
2026-05-15T11:15:00Z,2.50,99.00
2026-05-15T11:16:00Z,3.00,99.00
2026-05-15T11:17:00Z,2.49,97.50
2026-05-15T11:18:00Z,5.20,95.12
2026-05-15T11:19:00Z,6.55,95.00
2026-05-15T11:20:00Z,4.09,96.93
2026-05-15T11:21:00Z,3.47,95.56
2026-05-15T11:22:00Z,7.37,92.65
2026-05-15T11:23:00Z,6.41,93.00
2026-05-15T11:24:00Z,4.65,96.77
2026-05-15T11:25:00Z,6.06,93.94
2026-05-15T11:26:00Z,6.67,93.08
2026-05-15T11:27:00Z,8.18,92.45
2026-05-15T11:28:00Z,8.87,92.00
2026-05-15T11:29:00Z,15.45,89.97
2026-05-15T11:30:00Z,7.03,92.24
2026-05-15T11:31:00Z,14.26,84.61
2026-05-15T11:32:00Z,26.46,74.16
2026-05-15T11:33:00Z,30.13,70.28
2026-05-15T11:34:00Z,37.05,62.89
2026-05-15T11:35:00Z,38.99,62.00
2026-05-15T11:36:00Z,43.84,58.06
2026-05-15T11:37:00Z,44.10,54.41
2026-05-15T11:38:00Z,57.67,44.96
2026-05-15T11:39:00Z,58.33,41.75
2026-05-15T11:40:00Z,58.83,42.00
2026-05-15T11:41:00Z,57.77,43.10
2026-05-15T11:42:00Z,59.35,42.38
2026-05-15T11:43:00Z,65.60,36.48
2026-05-15T11:44:00Z,54.01,46.34
2026-05-15T11:45:00Z,39.98,60.45
2026-05-15T11:46:00Z,32.95,68.71
2026-05-15T11:47:00Z,28.10,71.92
2026-05-15T11:48:00Z,29.33,73.51
2026-05-15T11:49:00Z,25.15,76.64
2026-05-15T11:50:00Z,27.66,75.52
2026-05-15T11:51:00Z,32.87,68.00
2026-05-15T11:52:00Z,33.91,66.97
2026-05-15T11:53:00Z,34.51,65.31
2026-05-15T11:54:00Z,26.84,72.76
2026-05-15T11:55:00Z,24.64,76.84
2026-05-15T11:56:00Z,27.73,73.36
2026-05-15T11:57:00Z,20.84,81.06
2026-05-15T11:58:00Z,19.30,83.21
2026-05-15T11:59:00Z,27.04,77.21
2026-05-15T12:00:00Z,29.55,70.96
2026-05-15T12:01:00Z,29.21,72.08
2026-05-15T12:02:00Z,33.75,69.35
2026-05-15T12:03:00Z,43.94,55.53
2026-05-15T12:04:00Z,51.77,48.08
2026-05-15T12:05:00Z,61.38,44.34
2026-05-15T12:06:00Z,67.19,32.88
2026-05-15T12:07:00Z,67.57,32.79
2026-05-15T12:08:00Z,71.80,28.57
2026-05-15T12:09:00Z,67.78,32.44
2026-05-15T12:10:00Z,60.26,40.75
2026-05-15T12:11:00Z,51.74,50.49
2026-05-15T12:12:00Z,37.79,63.34
2026-05-15T12:13:00Z,24.61,74.34
2026-05-15T12:14:00Z,32.50,70.15
2026-05-15T12:15:00Z,53.01,45.14
2026-05-15T12:16:00Z,68.09,33.10
2026-05-15T12:17:00Z,67.54,34.96
2026-05-15T12:18:00Z,57.62,42.73
2026-05-15T12:19:00Z,65.27,34.42
2026-05-15T12:20:00Z,52.88,46.10
2026-05-15T12:21:00Z,61.43,40.21
2026-05-15T12:22:00Z,65.49,34.48
2026-05-15T12:23:00Z,67.61,32.88
2026-05-15T12:24:00Z,67.74,33.17
2026-05-15T12:25:00Z,60.16,43.13
2026-05-15T12:26:00Z,57.23,46.02
2026-05-15T12:27:00Z,53.57,47.13
2026-05-15T12:28:00Z,55.82,45.20
2026-05-15T12:29:00Z,46.76,55.60
2026-05-15T12:30:00Z,24.13,76.64
2026-05-15T12:31:00Z,9.43,91.24
2026-05-15T12:32:00Z,9.52,89.92
2026-05-15T12:33:00Z,5.47,95.90
