# event_ticker=KXATPMATCH-25SEP27BRORUN
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Jenson Brooksby
# fav_player=Holger Rune
# dog_player=Jenson Brooksby
# kalshi_date=2025-09-27
timestamp,Holger Rune,Jenson Brooksby
2025-09-27T18:02:00Z,68.00,
2025-09-27T18:03:00Z,68.00,
2025-09-27T18:13:00Z,68.00,
2025-09-27T18:14:00Z,68.00,34.00
2025-09-27T18:30:00Z,68.00,34.00
2025-09-27T18:42:00Z,68.00,34.00
2025-09-27T19:18:00Z,68.00,34.00
2025-09-27T19:31:00Z,68.00,34.00
2025-09-27T19:47:00Z,68.00,34.00
2025-09-27T19:55:00Z,68.00,33.00
2025-09-27T20:00:00Z,68.00,33.00
2025-09-27T20:14:00Z,68.00,33.00
2025-09-27T20:20:00Z,68.00,33.00
2025-09-27T21:05:00Z,68.00,33.00
2025-09-27T21:12:00Z,68.00,33.00
2025-09-27T21:47:00Z,68.00,33.00
2025-09-27T21:48:00Z,68.00,33.00
2025-09-27T21:51:00Z,68.00,33.00
2025-09-27T22:20:00Z,68.00,33.00
2025-09-27T23:15:00Z,68.00,33.00
2025-09-27T23:21:00Z,68.00,33.00
2025-09-27T23:29:00Z,68.00,33.00
2025-09-27T23:37:00Z,68.00,33.00
2025-09-27T23:54:00Z,68.00,33.00
2025-09-28T00:24:00Z,68.00,33.00
2025-09-28T00:25:00Z,68.00,33.00
2025-09-28T01:23:00Z,68.00,33.00
2025-09-28T01:36:00Z,68.00,33.00
2025-09-28T01:50:00Z,68.00,33.00
2025-09-28T01:51:00Z,69.00,33.00
2025-09-28T01:56:00Z,68.00,33.00
2025-09-28T02:08:00Z,68.00,33.00
2025-09-28T02:18:00Z,69.00,33.00
2025-09-28T02:28:00Z,69.00,33.00
2025-09-28T02:31:00Z,69.00,33.00
2025-09-28T02:34:00Z,69.00,33.00
2025-09-28T02:41:00Z,69.00,33.00
2025-09-28T02:42:00Z,69.00,33.00
2025-09-28T02:44:00Z,69.00,33.00
2025-09-28T02:46:00Z,69.00,33.00
2025-09-28T02:54:00Z,69.00,33.00
2025-09-28T02:57:00Z,69.00,33.00
2025-09-28T03:12:00Z,69.00,33.00
2025-09-28T03:21:00Z,69.00,33.00
2025-09-28T03:23:00Z,69.00,33.00
2025-09-28T03:24:00Z,68.00,33.00
2025-09-28T03:25:00Z,68.00,33.00
2025-09-28T03:26:00Z,69.00,32.00
2025-09-28T03:27:00Z,69.00,32.00
2025-09-28T03:28:00Z,69.00,32.00
2025-09-28T03:30:00Z,69.00,32.00
2025-09-28T03:33:00Z,69.00,32.00
2025-09-28T03:37:00Z,72.09,32.00
2025-09-28T03:40:00Z,71.00,36.00
2025-09-28T03:41:00Z,71.00,37.00
2025-09-28T03:44:00Z,71.00,37.00
2025-09-28T03:46:00Z,71.00,37.00
2025-09-28T03:47:00Z,70.00,37.00
2025-09-28T03:48:00Z,70.00,37.00
2025-09-28T03:50:00Z,70.00,37.00
2025-09-28T03:59:00Z,70.00,37.00
2025-09-28T04:06:00Z,70.00,34.00
2025-09-28T04:13:00Z,70.00,34.00
2025-09-28T04:15:00Z,70.00,37.00
2025-09-28T04:20:00Z,70.00,37.00
2025-09-28T04:25:00Z,70.00,37.00
2025-09-28T04:29:00Z,70.00,37.00
2025-09-28T04:31:00Z,70.00,37.00
2025-09-28T04:32:00Z,71.66,33.00
2025-09-28T04:33:00Z,71.66,33.00
2025-09-28T04:36:00Z,72.00,33.00
2025-09-28T04:37:00Z,72.00,33.00
2025-09-28T04:38:00Z,72.00,33.00
2025-09-28T04:39:00Z,72.00,33.00
2025-09-28T04:40:00Z,72.00,33.00
2025-09-28T04:41:00Z,69.00,33.00
2025-09-28T04:44:00Z,71.00,33.00
2025-09-28T04:45:00Z,70.00,33.00
2025-09-28T04:46:00Z,70.78,33.00
2025-09-28T04:47:00Z,70.63,32.00
2025-09-28T04:48:00Z,71.91,31.01
2025-09-28T04:49:00Z,72.94,29.48
2025-09-28T04:50:00Z,74.41,25.75
2025-09-28T04:51:00Z,73.04,28.00
2025-09-28T04:52:00Z,70.77,31.34
2025-09-28T04:53:00Z,73.12,33.47
2025-09-28T04:54:00Z,71.00,31.00
2025-09-28T04:55:00Z,73.00,29.00
2025-09-28T04:56:00Z,73.00,29.00
2025-09-28T04:57:00Z,77.87,40.00
2025-09-28T04:58:00Z,77.87,32.00
2025-09-28T04:59:00Z,70.00,31.00
2025-09-28T05:00:00Z,72.00,31.69
2025-09-28T05:02:00Z,72.00,31.69
2025-09-28T05:03:00Z,80.00,24.66
2025-09-28T05:04:00Z,77.00,24.36
2025-09-28T05:05:00Z,72.00,26.17
2025-09-28T05:06:00Z,70.00,31.00
2025-09-28T05:07:00Z,67.00,35.53
2025-09-28T05:08:00Z,71.71,35.53
2025-09-28T05:09:00Z,71.71,25.53
2025-09-28T05:10:00Z,74.00,28.00
2025-09-28T05:11:00Z,75.00,28.00
2025-09-28T05:12:00Z,72.00,28.00
2025-09-28T05:13:00Z,69.00,31.00
2025-09-28T05:14:00Z,72.00,26.09
2025-09-28T05:15:00Z,77.34,23.16
2025-09-28T05:16:00Z,76.31,24.59
2025-09-28T05:17:00Z,72.08,30.00
2025-09-28T05:18:00Z,68.41,33.33
2025-09-28T05:19:00Z,63.01,34.31
2025-09-28T05:20:00Z,62.03,36.37
2025-09-28T05:21:00Z,63.31,33.30
2025-09-28T05:22:00Z,63.00,34.98
2025-09-28T05:23:00Z,57.99,42.99
2025-09-28T05:24:00Z,51.00,49.96
2025-09-28T05:25:00Z,51.41,49.00
2025-09-28T05:26:00Z,55.63,46.27
2025-09-28T05:27:00Z,49.44,53.32
2025-09-28T05:28:00Z,51.02,49.96
2025-09-28T05:29:00Z,56.68,53.75
2025-09-28T05:30:00Z,45.22,56.47
2025-09-28T05:31:00Z,41.87,59.40
2025-09-28T05:32:00Z,45.96,59.80
2025-09-28T05:33:00Z,34.71,67.73
2025-09-28T05:34:00Z,33.20,72.18
2025-09-28T05:35:00Z,45.58,71.54
2025-09-28T05:36:00Z,60.54,69.59
2025-09-28T05:37:00Z,59.88,66.84
2025-09-28T05:38:00Z,55.33,62.28
2025-09-28T05:39:00Z,43.91,61.17
2025-09-28T05:40:00Z,43.00,67.41
2025-09-28T05:41:00Z,39.50,69.31
2025-09-28T05:42:00Z,39.86,68.31
2025-09-28T05:43:00Z,43.17,67.33
2025-09-28T05:44:00Z,50.15,59.19
2025-09-28T05:45:00Z,54.00,65.34
2025-09-28T05:46:00Z,47.35,56.69
2025-09-28T05:47:00Z,51.16,50.24
2025-09-28T05:48:00Z,59.10,42.59
2025-09-28T05:49:00Z,57.65,43.60
2025-09-28T05:50:00Z,56.68,44.78
2025-09-28T05:51:00Z,57.95,47.46
2025-09-28T05:52:00Z,58.78,45.00
2025-09-28T05:53:00Z,60.62,41.81
2025-09-28T05:54:00Z,63.96,38.66
2025-09-28T05:55:00Z,59.45,39.14
2025-09-28T05:56:00Z,57.19,43.03
2025-09-28T05:57:00Z,57.54,45.00
2025-09-28T05:58:00Z,56.00,43.15
2025-09-28T05:59:00Z,57.71,42.86
2025-09-28T06:00:00Z,58.44,42.86
2025-09-28T06:01:00Z,59.89,42.10
2025-09-28T06:02:00Z,59.05,47.31
2025-09-28T06:03:00Z,59.78,47.70
2025-09-28T06:04:00Z,50.99,53.12
2025-09-28T06:05:00Z,55.48,63.31
2025-09-28T06:06:00Z,35.18,67.80
2025-09-28T06:07:00Z,30.70,71.48
2025-09-28T06:08:00Z,29.36,73.98
2025-09-28T06:09:00Z,35.16,72.20
2025-09-28T06:10:00Z,29.29,72.01
