# event_ticker=KXATPCHALLENGERMATCH-26MAR02SAFSKA
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Timofey Skatov
# kalshi_date=2026-03-02
timestamp,Roman Safiullin,Timofey Skatov
2026-03-02T14:30:00Z,47.00,54.00
2026-03-02T14:31:00Z,47.00,54.00
2026-03-02T14:32:00Z,47.00,54.00
2026-03-02T14:33:00Z,47.00,53.93
2026-03-02T14:35:00Z,46.00,54.00
2026-03-02T14:36:00Z,46.00,54.00
2026-03-02T14:38:00Z,46.00,54.63
2026-03-02T14:40:00Z,47.00,54.63
2026-03-02T14:41:00Z,47.00,54.63
2026-03-02T14:42:00Z,47.00,53.00
2026-03-02T14:44:00Z,47.00,53.00
2026-03-02T14:45:00Z,47.00,54.00
2026-03-02T14:46:00Z,46.57,54.00
2026-03-02T14:47:00Z,46.57,54.00
2026-03-02T14:48:00Z,47.00,54.00
2026-03-02T14:49:00Z,47.00,54.00
2026-03-02T14:50:00Z,46.00,54.00
2026-03-02T14:51:00Z,47.00,54.00
2026-03-02T14:53:00Z,47.00,54.00
2026-03-02T14:55:00Z,47.00,54.00
2026-03-02T14:56:00Z,47.00,54.00
2026-03-02T14:57:00Z,47.00,54.00
2026-03-02T14:58:00Z,47.00,54.00
2026-03-02T14:59:00Z,47.00,54.00
2026-03-02T15:00:00Z,47.00,54.00
2026-03-02T15:03:00Z,47.00,53.00
2026-03-02T15:06:00Z,47.00,54.00
2026-03-02T15:07:00Z,49.00,54.00
2026-03-02T15:08:00Z,48.00,54.66
2026-03-02T15:09:00Z,48.00,54.33
2026-03-02T15:10:00Z,48.00,55.00
2026-03-02T15:11:00Z,47.93,55.00
2026-03-02T15:12:00Z,49.13,54.00
2026-03-02T15:13:00Z,44.18,54.61
2026-03-02T15:14:00Z,39.73,59.45
2026-03-02T15:15:00Z,35.00,65.97
2026-03-02T15:16:00Z,29.58,67.07
2026-03-02T15:17:00Z,34.00,69.76
2026-03-02T15:18:00Z,33.75,69.63
2026-03-02T15:19:00Z,32.45,69.94
2026-03-02T15:20:00Z,34.48,67.93
2026-03-02T15:21:00Z,32.00,70.35
2026-03-02T15:22:00Z,32.60,69.35
2026-03-02T15:23:00Z,35.00,67.00
2026-03-02T15:24:00Z,34.81,68.44
2026-03-02T15:25:00Z,32.00,69.67
2026-03-02T15:26:00Z,33.99,68.84
2026-03-02T15:27:00Z,35.09,68.01
2026-03-02T15:28:00Z,39.60,63.20
2026-03-02T15:29:00Z,49.06,51.46
2026-03-02T15:30:00Z,53.09,46.60
2026-03-02T15:31:00Z,56.79,44.29
2026-03-02T15:32:00Z,54.43,44.53
2026-03-02T15:33:00Z,52.14,48.32
2026-03-02T15:34:00Z,55.00,46.00
2026-03-02T15:35:00Z,53.15,49.00
2026-03-02T15:36:00Z,49.74,50.57
2026-03-02T15:37:00Z,49.95,51.11
2026-03-02T15:38:00Z,53.82,49.06
2026-03-02T15:39:00Z,51.66,49.70
2026-03-02T15:40:00Z,54.49,48.56
2026-03-02T15:41:00Z,55.11,45.99
2026-03-02T15:42:00Z,54.46,46.10
2026-03-02T15:43:00Z,55.93,50.55
2026-03-02T15:44:00Z,49.19,51.68
2026-03-02T15:45:00Z,53.79,48.95
2026-03-02T15:46:00Z,54.91,45.00
2026-03-02T15:47:00Z,57.92,43.43
2026-03-02T15:48:00Z,56.88,45.56
2026-03-02T15:49:00Z,57.87,44.15
2026-03-02T15:50:00Z,65.47,36.22
2026-03-02T15:51:00Z,57.91,42.26
2026-03-02T15:52:00Z,51.02,48.59
2026-03-02T15:53:00Z,54.78,47.23
2026-03-02T15:54:00Z,52.29,48.05
2026-03-02T15:55:00Z,51.35,50.09
2026-03-02T15:56:00Z,56.35,45.40
2026-03-02T15:57:00Z,56.81,43.96
2026-03-02T15:58:00Z,52.28,46.77
2026-03-02T15:59:00Z,55.90,47.06
2026-03-02T16:00:00Z,56.46,42.85
2026-03-02T16:01:00Z,52.35,49.54
2026-03-02T16:02:00Z,51.58,48.87
2026-03-02T16:03:00Z,57.22,39.21
2026-03-02T16:04:00Z,65.75,38.56
2026-03-02T16:05:00Z,63.97,37.02
2026-03-02T16:06:00Z,66.35,32.51
2026-03-02T16:07:00Z,67.75,30.89
2026-03-02T16:08:00Z,69.99,30.72
2026-03-02T16:09:00Z,68.06,32.14
2026-03-02T16:10:00Z,74.17,25.16
2026-03-02T16:11:00Z,74.38,25.96
2026-03-02T16:12:00Z,74.48,25.90
2026-03-02T16:13:00Z,74.52,26.44
2026-03-02T16:14:00Z,72.94,27.77
2026-03-02T16:15:00Z,71.88,29.11
2026-03-02T16:16:00Z,72.00,29.85
2026-03-02T16:17:00Z,70.74,28.87
2026-03-02T16:18:00Z,68.24,32.89
2026-03-02T16:19:00Z,67.36,33.82
2026-03-02T16:20:00Z,66.27,34.86
2026-03-02T16:21:00Z,72.04,30.04
2026-03-02T16:22:00Z,73.84,27.04
2026-03-02T16:23:00Z,76.05,24.31
2026-03-02T16:24:00Z,72.20,29.94
2026-03-02T16:25:00Z,75.29,25.82
2026-03-02T16:26:00Z,85.09,18.29
2026-03-02T16:27:00Z,88.98,11.76
2026-03-02T16:28:00Z,90.81,11.48
2026-03-02T16:29:00Z,89.23,10.03
2026-03-02T16:30:00Z,91.56,8.71
2026-03-02T16:31:00Z,90.12,9.86
2026-03-02T16:32:00Z,88.37,12.51
2026-03-02T16:33:00Z,89.73,13.54
2026-03-02T16:34:00Z,82.90,17.42
2026-03-02T16:35:00Z,82.28,18.55
2026-03-02T16:36:00Z,83.92,16.62
2026-03-02T16:37:00Z,82.75,19.08
2026-03-02T16:38:00Z,80.68,16.75
2026-03-02T16:39:00Z,87.42,14.67
2026-03-02T16:40:00Z,86.09,12.27
2026-03-02T16:41:00Z,87.79,13.38
2026-03-02T16:42:00Z,80.37,19.22
2026-03-02T16:43:00Z,79.56,18.73
2026-03-02T16:44:00Z,84.59,16.58
2026-03-02T16:45:00Z,84.76,13.47
2026-03-02T16:46:00Z,86.99,14.24
2026-03-02T16:47:00Z,89.40,11.81
2026-03-02T16:48:00Z,88.41,13.59
2026-03-02T16:49:00Z,91.55,8.54
2026-03-02T16:50:00Z,92.11,10.93
2026-03-02T16:51:00Z,88.86,10.60
2026-03-02T16:52:00Z,90.25,11.01
2026-03-02T16:53:00Z,88.70,11.89
2026-03-02T16:54:00Z,87.97,13.79
2026-03-02T16:55:00Z,86.46,14.08
2026-03-02T16:56:00Z,88.02,12.19
2026-03-02T16:57:00Z,86.48,14.42
2026-03-02T16:58:00Z,79.06,23.05
2026-03-02T16:59:00Z,70.81,30.02
2026-03-02T17:00:00Z,79.02,22.26
2026-03-02T17:01:00Z,84.30,14.96
2026-03-02T17:02:00Z,89.94,11.09
2026-03-02T17:03:00Z,89.95,10.71
2026-03-02T17:04:00Z,93.63,6.91
2026-03-02T17:05:00Z,95.56,4.76
2026-03-02T17:06:00Z,96.06,4.55
2026-03-02T17:07:00Z,97.87,1.68
2026-03-02T17:08:00Z,98.55,2.14
2026-03-02T17:09:00Z,96.32,3.69
2026-03-02T17:10:00Z,98.58,2.44
2026-03-02T17:11:00Z,99.00,1.00
2026-03-02T17:12:00Z,99.00,1.00
