# event_ticker=KXATPMATCH-25OCT01DJEVAC
# final_score=6-3 6-4
# match_winner=Valentin Vacherot
# fav_player=Valentin Vacherot
# dog_player=Laslo Djere
# kalshi_date=2025-10-01
timestamp,Valentin Vacherot,Laslo Djere
2025-10-01T07:56:00Z,65.00,37.00
2025-10-01T08:01:00Z,64.00,37.83
2025-10-01T08:04:00Z,63.00,37.83
2025-10-01T08:08:00Z,63.00,37.83
2025-10-01T08:10:00Z,63.00,39.00
2025-10-01T08:12:00Z,63.00,37.00
2025-10-01T08:18:00Z,64.00,37.00
2025-10-01T08:23:00Z,64.00,37.00
2025-10-01T08:28:00Z,64.00,37.00
2025-10-01T08:33:00Z,64.00,37.00
2025-10-01T08:35:00Z,64.00,37.00
2025-10-01T08:45:00Z,64.00,37.00
2025-10-01T08:50:00Z,65.00,43.00
2025-10-01T08:53:00Z,65.00,35.00
2025-10-01T08:54:00Z,65.00,35.00
2025-10-01T08:55:00Z,65.00,34.00
2025-10-01T08:58:00Z,65.00,34.00
2025-10-01T09:00:00Z,65.00,38.00
2025-10-01T09:02:00Z,62.61,40.00
2025-10-01T09:03:00Z,60.72,40.00
2025-10-01T09:04:00Z,54.00,41.44
2025-10-01T09:05:00Z,60.55,42.00
2025-10-01T09:06:00Z,62.01,42.00
2025-10-01T09:07:00Z,62.01,38.00
2025-10-01T09:08:00Z,62.00,40.16
2025-10-01T09:09:00Z,62.00,40.16
2025-10-01T09:10:00Z,59.00,40.16
2025-10-01T09:11:00Z,59.00,43.00
2025-10-01T09:12:00Z,60.00,44.00
2025-10-01T09:13:00Z,60.00,46.00
2025-10-01T09:14:00Z,56.99,44.00
2025-10-01T09:16:00Z,56.99,40.73
2025-10-01T09:17:00Z,60.95,39.33
2025-10-01T09:18:00Z,62.00,39.33
2025-10-01T09:19:00Z,67.00,33.00
2025-10-01T09:20:00Z,65.00,39.00
2025-10-01T09:21:00Z,63.18,39.00
2025-10-01T09:22:00Z,74.35,25.95
2025-10-01T09:23:00Z,81.47,19.70
2025-10-01T09:24:00Z,82.00,22.34
2025-10-01T09:25:00Z,83.09,22.34
2025-10-01T09:26:00Z,83.00,22.34
2025-10-01T09:27:00Z,84.19,22.34
2025-10-01T09:28:00Z,84.00,18.00
2025-10-01T09:29:00Z,84.00,18.00
2025-10-01T09:30:00Z,84.00,19.89
2025-10-01T09:32:00Z,85.35,19.89
2025-10-01T09:33:00Z,87.00,16.96
2025-10-01T09:34:00Z,88.00,13.00
2025-10-01T09:35:00Z,90.50,6.16
2025-10-01T09:36:00Z,90.50,6.00
2025-10-01T09:37:00Z,96.59,6.00
2025-10-01T09:38:00Z,96.59,5.89
2025-10-01T09:40:00Z,95.00,5.89
2025-10-01T09:41:00Z,95.00,4.00
2025-10-01T09:42:00Z,95.00,6.14
2025-10-01T09:43:00Z,96.53,6.14
2025-10-01T09:44:00Z,96.53,6.00
2025-10-01T09:45:00Z,92.00,9.45
2025-10-01T09:47:00Z,97.00,9.45
2025-10-01T09:48:00Z,97.00,6.00
2025-10-01T09:49:00Z,97.00,8.92
2025-10-01T09:50:00Z,95.93,8.00
2025-10-01T09:51:00Z,95.57,8.00
2025-10-01T09:52:00Z,95.01,11.87
2025-10-01T09:53:00Z,98.00,4.00
2025-10-01T09:56:00Z,98.00,4.00
2025-10-01T09:57:00Z,98.00,4.00
2025-10-01T09:58:00Z,96.03,4.12
2025-10-01T09:59:00Z,97.82,4.12
2025-10-01T10:00:00Z,97.82,4.01
2025-10-01T10:01:00Z,95.00,5.00
2025-10-01T10:02:00Z,98.00,5.00
2025-10-01T10:03:00Z,98.00,4.00
2025-10-01T10:04:00Z,98.17,4.00
2025-10-01T10:05:00Z,97.40,4.00
2025-10-01T10:06:00Z,97.40,2.00
2025-10-01T10:07:00Z,99.00,3.00
2025-10-01T10:08:00Z,99.00,3.00
2025-10-01T10:09:00Z,97.00,3.10
2025-10-01T10:10:00Z,96.00,2.52
2025-10-01T10:11:00Z,95.00,2.52
2025-10-01T10:12:00Z,96.88,3.92
2025-10-01T10:13:00Z,99.00,3.92
2025-10-01T10:14:00Z,99.00,3.92
