# event_ticker=KXATPCHALLENGERMATCH-26JUN02MCDBUD
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Mackenzie McDonald
# fav_player=Nicolai Budkov Kjaer
# dog_player=Mackenzie McDonald
# kalshi_date=2026-06-02
timestamp,Mackenzie McDonald,Nicolai Budkov Kjaer
2026-06-02T05:30:00Z,49.00,
2026-06-02T05:41:00Z,49.00,
2026-06-02T05:42:00Z,49.00,53.00
2026-06-02T05:53:00Z,49.00,53.00
2026-06-02T06:03:00Z,49.00,53.00
2026-06-02T06:09:00Z,49.00,53.00
2026-06-02T06:15:00Z,49.00,53.00
2026-06-02T06:21:00Z,49.00,53.00
2026-06-02T06:27:00Z,49.00,53.00
2026-06-02T06:46:00Z,49.00,53.00
2026-06-02T07:29:00Z,49.00,53.00
2026-06-02T07:46:00Z,49.00,53.39
2026-06-02T08:34:00Z,49.00,54.00
2026-06-02T08:47:00Z,50.25,54.00
2026-06-02T08:59:00Z,50.25,52.00
2026-06-02T09:15:00Z,50.25,51.00
2026-06-02T09:24:00Z,50.00,51.00
2026-06-02T10:19:00Z,50.00,50.00
2026-06-02T10:24:00Z,51.00,50.00
2026-06-02T10:29:00Z,51.00,51.00
2026-06-02T10:30:00Z,51.00,49.00
2026-06-02T10:46:00Z,51.00,51.00
2026-06-02T10:53:00Z,51.00,51.00
2026-06-02T11:15:00Z,51.00,51.00
2026-06-02T12:03:00Z,51.00,51.00
2026-06-02T12:19:00Z,51.00,52.00
2026-06-02T12:23:00Z,51.00,51.00
2026-06-02T12:37:00Z,51.00,50.00
2026-06-02T12:43:00Z,50.00,51.00
2026-06-02T12:46:00Z,50.00,51.00
2026-06-02T12:48:00Z,50.00,51.00
2026-06-02T13:11:00Z,50.00,52.00
2026-06-02T13:13:00Z,50.00,52.00
2026-06-02T13:26:00Z,50.00,52.00
2026-06-02T13:38:00Z,50.00,51.00
2026-06-02T13:51:00Z,50.00,51.00
2026-06-02T14:00:00Z,50.00,51.00
2026-06-02T14:01:00Z,50.00,51.00
2026-06-02T14:04:00Z,50.00,52.00
2026-06-02T14:06:00Z,51.00,51.00
2026-06-02T14:07:00Z,51.00,52.00
2026-06-02T14:08:00Z,51.00,51.77
2026-06-02T14:10:00Z,55.38,44.78
2026-06-02T14:11:00Z,60.37,39.87
2026-06-02T14:12:00Z,60.08,39.12
2026-06-02T14:13:00Z,62.91,36.00
2026-06-02T14:14:00Z,58.03,41.20
2026-06-02T14:15:00Z,61.70,38.11
2026-06-02T14:16:00Z,66.73,32.26
2026-06-02T14:17:00Z,66.92,34.04
2026-06-02T14:18:00Z,67.19,33.51
2026-06-02T14:19:00Z,67.00,33.51
2026-06-02T14:20:00Z,70.00,32.00
2026-06-02T14:21:00Z,66.00,35.00
2026-06-02T14:22:00Z,66.18,33.00
2026-06-02T14:23:00Z,68.08,32.00
2026-06-02T14:24:00Z,68.08,34.00
2026-06-02T14:25:00Z,67.00,33.00
2026-06-02T14:26:00Z,68.00,33.00
2026-06-02T14:27:00Z,68.00,34.00
2026-06-02T14:28:00Z,68.00,32.00
2026-06-02T14:29:00Z,68.00,32.54
2026-06-02T14:30:00Z,68.00,32.45
2026-06-02T14:31:00Z,68.00,32.00
2026-06-02T14:33:00Z,68.00,34.00
2026-06-02T14:34:00Z,68.00,34.00
2026-06-02T14:39:00Z,68.00,33.02
2026-06-02T14:40:00Z,67.04,32.49
2026-06-02T14:41:00Z,67.00,32.37
2026-06-02T14:43:00Z,67.00,31.00
2026-06-02T14:44:00Z,69.00,31.00
2026-06-02T14:46:00Z,69.00,31.00
2026-06-02T14:49:00Z,70.00,31.00
2026-06-02T14:52:00Z,70.21,31.00
2026-06-02T14:53:00Z,70.21,32.00
2026-06-02T14:54:00Z,70.21,32.00
2026-06-02T14:55:00Z,70.21,32.00
2026-06-02T14:57:00Z,69.00,32.00
2026-06-02T15:00:00Z,69.00,32.00
2026-06-02T15:02:00Z,69.00,31.00
2026-06-02T15:04:00Z,70.52,31.00
2026-06-02T15:08:00Z,70.00,31.00
2026-06-02T15:10:00Z,70.00,32.00
2026-06-02T15:12:00Z,70.00,32.00
2026-06-02T15:13:00Z,70.00,29.49
2026-06-02T15:14:00Z,70.00,30.00
2026-06-02T15:19:00Z,69.97,30.00
2026-06-02T15:20:00Z,70.00,31.00
2026-06-02T15:21:00Z,70.00,31.00
2026-06-02T15:23:00Z,70.00,30.64
2026-06-02T15:24:00Z,67.67,32.00
2026-06-02T15:25:00Z,68.00,32.00
2026-06-02T15:26:00Z,68.00,32.00
2026-06-02T15:27:00Z,68.00,32.00
2026-06-02T15:28:00Z,70.00,32.00
