# event_ticker=KXATPCHALLENGERMATCH-26JUN02MCDBUD
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Mackenzie McDonald
# fav_player=Nicolai Budkov Kjaer
# dog_player=Mackenzie McDonald
# kalshi_date=2026-06-02
timestamp,Mackenzie McDonald,Nicolai Budkov Kjaer
2026-06-02T15:29:00Z,70.00,32.00
2026-06-02T15:30:00Z,68.00,32.00
2026-06-02T15:31:00Z,70.00,32.00
2026-06-02T15:32:00Z,70.00,30.00
2026-06-02T15:33:00Z,70.00,31.00
2026-06-02T15:34:00Z,69.00,31.00
2026-06-02T15:37:00Z,69.00,32.00
2026-06-02T15:38:00Z,69.47,32.00
2026-06-02T15:39:00Z,70.00,32.00
2026-06-02T15:40:00Z,70.00,32.00
2026-06-02T15:41:00Z,70.00,32.22
2026-06-02T15:42:00Z,69.00,32.00
2026-06-02T15:43:00Z,69.00,32.00
2026-06-02T15:44:00Z,68.06,32.00
2026-06-02T15:45:00Z,69.00,32.00
2026-06-02T15:46:00Z,69.00,30.83
2026-06-02T15:47:00Z,69.00,30.83
2026-06-02T15:49:00Z,70.00,30.83
2026-06-02T15:52:00Z,70.00,30.83
2026-06-02T15:53:00Z,70.00,29.00
2026-06-02T15:54:00Z,70.00,32.81
2026-06-02T15:55:00Z,70.00,33.00
2026-06-02T15:56:00Z,70.00,33.00
2026-06-02T15:57:00Z,70.00,33.00
2026-06-02T15:58:00Z,70.00,32.00
2026-06-02T15:59:00Z,69.94,30.00
2026-06-02T16:00:00Z,70.00,32.00
2026-06-02T16:01:00Z,70.00,32.00
2026-06-02T16:02:00Z,70.00,32.00
2026-06-02T16:03:00Z,70.00,31.98
2026-06-02T16:04:00Z,69.00,31.94
2026-06-02T16:05:00Z,69.00,31.90
2026-06-02T16:06:00Z,69.00,31.90
2026-06-02T16:07:00Z,69.00,33.00
2026-06-02T16:08:00Z,69.00,33.00
2026-06-02T16:09:00Z,69.00,33.00
2026-06-02T16:10:00Z,70.00,33.00
2026-06-02T16:11:00Z,70.00,33.00
2026-06-02T16:12:00Z,68.85,33.00
2026-06-02T16:13:00Z,67.08,33.00
2026-06-02T16:14:00Z,68.00,33.00
2026-06-02T16:15:00Z,68.00,33.00
2026-06-02T16:16:00Z,68.00,33.00
2026-06-02T16:17:00Z,68.00,33.00
2026-06-02T16:18:00Z,68.00,33.00
2026-06-02T16:19:00Z,67.01,33.00
2026-06-02T16:20:00Z,68.00,33.00
2026-06-02T16:22:00Z,68.00,33.00
2026-06-02T16:23:00Z,67.68,33.00
2026-06-02T16:24:00Z,69.00,33.00
2026-06-02T16:26:00Z,69.00,29.46
2026-06-02T16:27:00Z,67.95,29.00
2026-06-02T16:28:00Z,69.00,29.00
2026-06-02T16:29:00Z,68.00,31.86
2026-06-02T16:30:00Z,69.00,32.00
2026-06-02T16:31:00Z,69.29,32.00
2026-06-02T16:32:00Z,69.29,32.00
2026-06-02T16:33:00Z,69.29,31.00
2026-06-02T16:36:00Z,69.29,31.00
2026-06-02T16:37:00Z,70.00,31.00
2026-06-02T16:38:00Z,70.00,31.00
2026-06-02T16:39:00Z,70.00,31.00
2026-06-02T16:40:00Z,70.00,31.00
2026-06-02T16:41:00Z,70.00,31.00
2026-06-02T16:43:00Z,70.00,30.00
2026-06-02T16:45:00Z,70.00,30.00
2026-06-02T16:46:00Z,68.66,31.75
2026-06-02T16:47:00Z,70.00,31.75
2026-06-02T16:48:00Z,68.00,31.75
2026-06-02T16:49:00Z,68.00,31.04
2026-06-02T16:50:00Z,70.00,32.00
2026-06-02T16:51:00Z,70.00,32.00
2026-06-02T16:52:00Z,70.00,32.00
2026-06-02T16:53:00Z,70.00,32.00
2026-06-02T16:54:00Z,69.24,32.00
2026-06-02T16:55:00Z,69.24,32.00
2026-06-02T16:56:00Z,70.00,31.39
2026-06-02T16:57:00Z,70.00,32.00
2026-06-02T16:58:00Z,68.00,32.00
2026-06-02T16:59:00Z,70.00,32.00
2026-06-02T17:00:00Z,70.00,32.00
2026-06-02T17:01:00Z,67.99,29.00
2026-06-02T17:02:00Z,70.00,29.00
2026-06-02T17:04:00Z,68.00,31.99
2026-06-02T17:05:00Z,70.00,31.99
2026-06-02T17:06:00Z,68.00,28.05
2026-06-02T17:07:00Z,69.69,29.95
2026-06-02T17:08:00Z,70.00,29.95
2026-06-02T17:09:00Z,70.00,31.00
2026-06-02T17:10:00Z,70.00,29.00
2026-06-02T17:11:00Z,69.04,31.00
2026-06-02T17:14:00Z,69.04,31.00
2026-06-02T17:15:00Z,70.00,30.79
2026-06-02T17:16:00Z,69.00,31.00
2026-06-02T17:17:00Z,69.00,31.00
2026-06-02T17:18:00Z,70.00,31.00
2026-06-02T17:19:00Z,69.46,31.00
2026-06-02T17:20:00Z,69.46,31.00
2026-06-02T17:21:00Z,70.00,31.56
2026-06-02T17:22:00Z,70.00,29.40
2026-06-02T17:23:00Z,70.00,29.40
2026-06-02T17:24:00Z,68.00,28.58
2026-06-02T17:26:00Z,72.26,28.58
2026-06-02T17:27:00Z,71.53,29.90
2026-06-02T17:28:00Z,70.00,31.00
2026-06-02T17:29:00Z,69.98,31.17
2026-06-02T17:30:00Z,68.28,31.62
2026-06-02T17:31:00Z,67.54,33.91
2026-06-02T17:32:00Z,64.56,35.65
2026-06-02T17:33:00Z,64.11,36.59
2026-06-02T17:34:00Z,69.77,31.00
2026-06-02T17:35:00Z,73.13,29.46
2026-06-02T17:36:00Z,71.01,27.83
2026-06-02T17:37:00Z,73.38,27.61
2026-06-02T17:38:00Z,71.02,30.15
2026-06-02T17:39:00Z,72.48,30.63
2026-06-02T17:40:00Z,72.01,27.01
2026-06-02T17:41:00Z,70.01,30.15
2026-06-02T17:42:00Z,69.91,31.00
2026-06-02T17:43:00Z,70.31,30.62
2026-06-02T17:44:00Z,65.98,33.86
2026-06-02T17:45:00Z,69.22,33.38
2026-06-02T17:46:00Z,74.02,27.60
2026-06-02T17:47:00Z,74.99,27.71
2026-06-02T17:48:00Z,74.56,26.50
2026-06-02T17:49:00Z,74.21,26.59
2026-06-02T17:50:00Z,77.93,22.45
2026-06-02T17:51:00Z,78.99,21.94
2026-06-02T17:52:00Z,77.29,23.29
2026-06-02T17:53:00Z,74.50,28.55
2026-06-02T17:54:00Z,71.62,30.91
2026-06-02T17:55:00Z,66.62,34.93
2026-06-02T17:56:00Z,66.03,35.14
2026-06-02T17:57:00Z,63.72,36.81
2026-06-02T17:58:00Z,60.89,40.83
2026-06-02T17:59:00Z,59.63,41.61
2026-06-02T18:00:00Z,56.66,43.49
2026-06-02T18:01:00Z,60.34,40.48
2026-06-02T18:02:00Z,61.00,39.81
2026-06-02T18:03:00Z,59.97,40.63
2026-06-02T18:04:00Z,57.22,42.20
2026-06-02T18:05:00Z,55.34,44.97
2026-06-02T18:06:00Z,56.97,44.09
2026-06-02T18:07:00Z,58.10,42.35
2026-06-02T18:08:00Z,59.00,41.09
2026-06-02T18:09:00Z,61.01,41.00
2026-06-02T18:10:00Z,58.06,42.85
2026-06-02T18:11:00Z,56.21,44.71
2026-06-02T18:12:00Z,55.37,44.95
2026-06-02T18:13:00Z,55.60,44.85
2026-06-02T18:14:00Z,57.96,43.11
2026-06-02T18:15:00Z,58.49,43.23
2026-06-02T18:16:00Z,58.87,42.90
2026-06-02T18:17:00Z,58.21,43.29
2026-06-02T18:18:00Z,62.79,36.80
2026-06-02T18:19:00Z,76.51,24.95
2026-06-02T18:20:00Z,79.75,19.09
2026-06-02T18:21:00Z,81.09,18.95
2026-06-02T18:22:00Z,80.33,19.18
2026-06-02T18:23:00Z,80.87,19.37
2026-06-02T18:24:00Z,83.25,18.08
2026-06-02T18:25:00Z,78.66,22.37
2026-06-02T18:26:00Z,74.41,26.71
2026-06-02T18:27:00Z,80.10,20.57
2026-06-02T18:28:00Z,78.87,25.13
2026-06-02T18:29:00Z,80.80,19.68
2026-06-02T18:30:00Z,82.54,19.61
2026-06-02T18:31:00Z,83.27,16.84
2026-06-02T18:32:00Z,79.89,21.77
2026-06-02T18:33:00Z,75.25,25.82
2026-06-02T18:34:00Z,77.82,22.48
2026-06-02T18:35:00Z,84.25,15.57
2026-06-02T18:36:00Z,90.45,11.84
2026-06-02T18:37:00Z,94.96,3.51
2026-06-02T18:38:00Z,96.82,4.51
2026-06-02T18:39:00Z,94.24,6.40
2026-06-02T18:40:00Z,97.24,2.61
2026-06-02T18:41:00Z,99.00,1.00
2026-06-02T18:42:00Z,99.00,1.00
2026-06-02T18:43:00Z,99.00,1.00
