# event_ticker=KXATPCHALLENGERMATCH-26FEB11GENWIL
# final_score=2-6 6-0 7-6(1)
# score_resolution=2-6 6-0 7-6
# match_winner=Tom Gentzsch
# fav_player=Tom Gentzsch
# dog_player=Benjamin Willwerth
# kalshi_date=2026-02-11
timestamp,Tom Gentzsch,Benjamin Willwerth
2026-02-11T00:21:00Z,80.70,
2026-02-11T01:25:00Z,81.00,
2026-02-11T03:10:00Z,81.00,
2026-02-11T03:57:00Z,81.00,
2026-02-11T04:03:00Z,81.45,
2026-02-11T04:09:00Z,82.00,
2026-02-11T04:14:00Z,82.00,20.00
2026-02-11T04:33:00Z,82.00,19.00
2026-02-11T04:37:00Z,82.00,19.00
2026-02-11T04:38:00Z,82.00,19.00
2026-02-11T04:40:00Z,82.00,19.00
2026-02-11T04:42:00Z,82.00,19.00
2026-02-11T04:46:00Z,82.00,19.00
2026-02-11T04:49:00Z,82.00,19.00
2026-02-11T04:55:00Z,82.00,19.00
2026-02-11T04:57:00Z,83.00,19.00
2026-02-11T05:11:00Z,83.00,19.00
2026-02-11T05:24:00Z,83.00,19.00
2026-02-11T05:35:00Z,83.00,19.00
2026-02-11T05:36:00Z,82.00,19.00
2026-02-11T05:46:00Z,82.00,19.00
2026-02-11T05:47:00Z,81.02,19.00
2026-02-11T05:50:00Z,82.00,19.00
2026-02-11T05:52:00Z,82.00,19.00
2026-02-11T05:54:00Z,82.00,19.00
2026-02-11T06:07:00Z,82.00,19.00
2026-02-11T06:09:00Z,82.00,19.00
2026-02-11T06:10:00Z,82.00,19.00
2026-02-11T06:11:00Z,82.00,19.00
2026-02-11T06:12:00Z,82.00,19.00
2026-02-11T06:13:00Z,82.00,19.00
2026-02-11T06:15:00Z,82.00,19.00
2026-02-11T06:21:00Z,82.00,19.00
2026-02-11T06:28:00Z,82.00,19.00
2026-02-11T06:29:00Z,82.00,19.00
2026-02-11T06:40:00Z,82.00,18.00
2026-02-11T06:42:00Z,82.00,19.00
2026-02-11T06:45:00Z,82.00,19.00
2026-02-11T06:46:00Z,82.00,19.00
2026-02-11T06:47:00Z,82.00,19.00
2026-02-11T06:50:00Z,82.00,20.07
2026-02-11T06:52:00Z,82.00,20.07
2026-02-11T06:55:00Z,82.00,20.90
2026-02-11T06:58:00Z,81.00,20.90
2026-02-11T07:01:00Z,81.00,21.00
2026-02-11T07:02:00Z,79.00,21.00
2026-02-11T07:06:00Z,81.00,21.00
2026-02-11T07:08:00Z,81.00,21.00
2026-02-11T07:09:00Z,81.00,21.00
2026-02-11T07:12:00Z,80.00,21.00
2026-02-11T07:14:00Z,80.83,21.00
2026-02-11T07:15:00Z,80.83,21.00
2026-02-11T07:19:00Z,81.00,21.00
2026-02-11T07:20:00Z,81.00,21.00
2026-02-11T07:22:00Z,81.00,21.00
2026-02-11T07:25:00Z,81.00,18.00
2026-02-11T07:26:00Z,81.00,18.00
2026-02-11T07:29:00Z,81.00,21.00
2026-02-11T07:30:00Z,81.00,21.00
2026-02-11T07:39:00Z,81.00,21.00
2026-02-11T07:42:00Z,81.00,21.00
2026-02-11T07:43:00Z,81.00,21.00
2026-02-11T07:45:00Z,79.00,21.00
2026-02-11T07:47:00Z,82.30,21.00
2026-02-11T07:48:00Z,82.30,20.00
2026-02-11T08:00:00Z,82.30,20.00
2026-02-11T08:12:00Z,82.30,20.00
2026-02-11T08:16:00Z,82.30,20.00
2026-02-11T08:27:00Z,81.00,20.00
2026-02-11T08:28:00Z,82.00,20.00
2026-02-11T08:34:00Z,80.10,20.00
2026-02-11T08:35:00Z,81.00,20.00
2026-02-11T08:36:00Z,80.67,20.00
2026-02-11T08:37:00Z,80.67,20.00
2026-02-11T08:39:00Z,80.67,20.00
2026-02-11T08:44:00Z,80.67,20.00
2026-02-11T08:45:00Z,80.67,20.00
2026-02-11T08:47:00Z,81.00,20.00
2026-02-11T08:49:00Z,79.00,20.00
2026-02-11T08:53:00Z,81.81,20.00
2026-02-11T08:57:00Z,82.55,20.00
2026-02-11T08:58:00Z,82.55,18.00
2026-02-11T09:00:00Z,82.55,20.00
2026-02-11T09:01:00Z,82.00,20.00
2026-02-11T09:11:00Z,82.00,20.00
2026-02-11T09:14:00Z,82.00,18.00
2026-02-11T09:17:00Z,83.00,18.00
2026-02-11T09:18:00Z,83.00,19.00
2026-02-11T09:32:00Z,83.00,19.00
2026-02-11T09:36:00Z,83.00,18.55
2026-02-11T09:40:00Z,83.00,18.00
2026-02-11T09:42:00Z,83.00,18.00
2026-02-11T09:45:00Z,83.56,18.00
2026-02-11T09:50:00Z,83.56,18.00
2026-02-11T09:51:00Z,83.56,18.00
2026-02-11T09:57:00Z,83.56,17.00
2026-02-11T09:58:00Z,83.56,17.00
2026-02-11T10:01:00Z,83.56,17.88
2026-02-11T10:06:00Z,83.00,17.88
2026-02-11T10:07:00Z,83.00,17.88
2026-02-11T10:11:00Z,83.00,17.88
2026-02-11T10:12:00Z,83.00,18.00
2026-02-11T10:14:00Z,83.00,18.00
2026-02-11T10:16:00Z,83.00,18.00
2026-02-11T10:19:00Z,83.00,18.00
2026-02-11T10:20:00Z,83.00,18.00
2026-02-11T10:21:00Z,83.00,18.00
2026-02-11T10:22:00Z,83.00,18.81
2026-02-11T10:23:00Z,83.00,19.00
2026-02-11T10:24:00Z,83.00,19.00
2026-02-11T10:25:00Z,83.00,19.89
2026-02-11T10:26:00Z,81.87,21.44
2026-02-11T10:27:00Z,78.25,23.00
2026-02-11T10:28:00Z,78.00,24.00
2026-02-11T10:29:00Z,78.09,22.06
2026-02-11T10:30:00Z,79.00,24.11
2026-02-11T10:31:00Z,79.16,21.86
2026-02-11T10:32:00Z,81.00,19.22
2026-02-11T10:33:00Z,83.63,18.99
2026-02-11T10:34:00Z,85.00,17.99
2026-02-11T10:35:00Z,76.78,25.44
2026-02-11T10:36:00Z,76.00,25.48
2026-02-11T10:37:00Z,74.97,26.48
2026-02-11T10:38:00Z,71.05,31.00
2026-02-11T10:39:00Z,68.45,36.91
2026-02-11T10:40:00Z,63.02,37.67
2026-02-11T10:41:00Z,57.95,43.61
2026-02-11T10:42:00Z,55.08,45.78
2026-02-11T10:43:00Z,55.45,46.87
2026-02-11T10:44:00Z,55.00,47.00
2026-02-11T10:45:00Z,54.70,46.53
2026-02-11T10:46:00Z,54.70,44.00
2026-02-11T10:47:00Z,57.91,41.49
2026-02-11T10:48:00Z,61.86,39.92
2026-02-11T10:49:00Z,56.92,49.11
2026-02-11T10:50:00Z,52.30,46.00
2026-02-11T10:51:00Z,53.00,49.76
2026-02-11T10:52:00Z,52.00,48.95
2026-02-11T10:53:00Z,54.71,47.32
2026-02-11T10:54:00Z,53.69,48.00
2026-02-11T10:55:00Z,52.00,51.00
2026-02-11T10:56:00Z,44.79,57.39
2026-02-11T10:57:00Z,44.00,57.63
2026-02-11T10:58:00Z,44.00,57.38
2026-02-11T10:59:00Z,45.41,59.08
2026-02-11T11:00:00Z,33.45,63.05
2026-02-11T11:01:00Z,38.85,61.99
2026-02-11T11:02:00Z,49.14,56.25
2026-02-11T11:03:00Z,58.80,41.98
2026-02-11T11:04:00Z,60.93,40.57
2026-02-11T11:05:00Z,54.00,46.45
2026-02-11T11:06:00Z,43.63,54.73
2026-02-11T11:07:00Z,50.44,47.77
2026-02-11T11:08:00Z,54.21,45.70
2026-02-11T11:09:00Z,57.00,43.18
2026-02-11T11:10:00Z,62.84,39.23
2026-02-11T11:11:00Z,61.28,39.51
2026-02-11T11:12:00Z,60.47,42.63
2026-02-11T11:13:00Z,63.09,36.82
2026-02-11T11:14:00Z,62.04,37.71
2026-02-11T11:15:00Z,67.46,36.79
2026-02-11T11:16:00Z,73.25,26.11
2026-02-11T11:17:00Z,74.14,26.80
2026-02-11T11:18:00Z,73.50,25.45
2026-02-11T11:19:00Z,74.16,26.01
2026-02-11T11:20:00Z,74.10,26.63
2026-02-11T11:21:00Z,77.24,22.22
2026-02-11T11:22:00Z,79.15,22.24
2026-02-11T11:23:00Z,78.12,22.00
2026-02-11T11:24:00Z,78.97,21.12
2026-02-11T11:25:00Z,80.00,21.28
2026-02-11T11:26:00Z,78.05,21.97
2026-02-11T11:27:00Z,81.46,19.78
2026-02-11T11:28:00Z,86.12,13.82
2026-02-11T11:29:00Z,84.86,14.88
2026-02-11T11:30:00Z,86.09,13.31
2026-02-11T11:31:00Z,82.35,18.74
2026-02-11T11:32:00Z,73.93,22.72
2026-02-11T11:33:00Z,76.30,24.93
2026-02-11T11:34:00Z,71.00,30.98
2026-02-11T11:35:00Z,71.20,28.74
2026-02-11T11:36:00Z,76.65,24.00
2026-02-11T11:37:00Z,76.38,24.12
2026-02-11T11:38:00Z,76.70,26.22
2026-02-11T11:39:00Z,71.62,29.13
2026-02-11T11:40:00Z,76.70,21.23
2026-02-11T11:41:00Z,80.80,17.23
2026-02-11T11:42:00Z,72.46,25.58
2026-02-11T11:43:00Z,83.81,17.90
2026-02-11T11:44:00Z,71.10,28.78
