# event_ticker=KXATPCHALLENGERMATCH-26MAY22IVASTE
# final_score=6-3 3-6 6-2
# match_winner=Ilya Ivashka
# fav_player=Ilya Ivashka
# dog_player=Hamish Stewart
# kalshi_date=2026-05-22
timestamp,Ilya Ivashka,Hamish Stewart
2026-05-21T20:05:00Z,63.00,
2026-05-21T20:07:00Z,63.00,
2026-05-21T20:12:00Z,63.00,39.00
2026-05-21T20:28:00Z,63.00,39.00
2026-05-21T20:32:00Z,63.00,39.00
2026-05-21T20:48:00Z,63.00,39.00
2026-05-21T21:10:00Z,63.00,39.00
2026-05-21T21:12:00Z,64.00,39.00
2026-05-21T21:32:00Z,63.00,39.00
2026-05-21T22:08:00Z,64.00,39.00
2026-05-21T22:29:00Z,64.00,39.00
2026-05-21T22:31:00Z,63.00,39.00
2026-05-21T22:34:00Z,63.00,39.00
2026-05-21T23:07:00Z,63.00,39.00
2026-05-21T23:18:00Z,63.00,39.00
2026-05-21T23:24:00Z,64.00,39.00
2026-05-21T23:34:00Z,64.00,39.00
2026-05-22T00:04:00Z,64.00,39.46
2026-05-22T00:07:00Z,63.00,39.46
2026-05-22T00:13:00Z,63.00,39.46
2026-05-22T00:15:00Z,63.00,39.46
2026-05-22T00:38:00Z,63.00,39.46
2026-05-22T01:10:00Z,63.00,40.00
2026-05-22T01:18:00Z,63.00,40.00
2026-05-22T01:20:00Z,63.00,40.00
2026-05-22T01:21:00Z,63.00,40.00
2026-05-22T01:23:00Z,63.00,40.00
2026-05-22T01:25:00Z,63.00,40.00
2026-05-22T01:27:00Z,63.00,40.00
2026-05-22T01:33:00Z,63.00,40.00
2026-05-22T01:38:00Z,63.00,40.00
2026-05-22T01:39:00Z,63.00,40.00
2026-05-22T01:42:00Z,63.00,40.00
2026-05-22T01:43:00Z,63.00,40.00
2026-05-22T01:45:00Z,63.00,40.00
2026-05-22T01:53:00Z,63.00,40.00
2026-05-22T01:58:00Z,63.00,40.00
2026-05-22T02:03:00Z,63.00,40.00
2026-05-22T02:07:00Z,63.00,40.00
2026-05-22T02:11:00Z,63.00,40.00
2026-05-22T02:12:00Z,63.00,40.00
2026-05-22T02:27:00Z,63.00,40.00
2026-05-22T02:29:00Z,63.00,40.00
2026-05-22T02:30:00Z,63.00,40.00
2026-05-22T02:35:00Z,63.00,40.00
2026-05-22T02:40:00Z,63.00,40.00
2026-05-22T02:42:00Z,63.00,40.00
2026-05-22T02:44:00Z,63.00,40.00
2026-05-22T02:45:00Z,61.66,40.00
2026-05-22T02:46:00Z,61.66,40.00
2026-05-22T02:49:00Z,61.00,40.00
2026-05-22T02:51:00Z,61.00,40.00
2026-05-22T02:55:00Z,61.00,40.00
2026-05-22T02:58:00Z,61.00,40.00
2026-05-22T03:01:00Z,61.00,40.00
2026-05-22T03:02:00Z,61.00,40.00
2026-05-22T03:04:00Z,61.00,40.00
2026-05-22T03:07:00Z,61.00,40.00
2026-05-22T03:10:00Z,61.00,40.00
2026-05-22T03:11:00Z,61.00,40.00
2026-05-22T03:14:00Z,61.00,40.00
2026-05-22T03:15:00Z,61.00,40.00
2026-05-22T03:17:00Z,61.00,40.00
2026-05-22T03:20:00Z,61.00,40.00
2026-05-22T03:23:00Z,61.00,40.00
2026-05-22T03:25:00Z,61.00,40.00
2026-05-22T03:28:00Z,61.00,40.00
2026-05-22T03:29:00Z,61.00,40.00
2026-05-22T03:33:00Z,61.00,40.00
2026-05-22T03:34:00Z,61.00,40.00
2026-05-22T03:35:00Z,61.00,40.00
2026-05-22T03:37:00Z,60.00,40.00
2026-05-22T03:41:00Z,60.00,40.00
2026-05-22T03:53:00Z,61.00,40.00
2026-05-22T03:59:00Z,61.00,40.00
2026-05-22T04:00:00Z,61.00,40.00
2026-05-22T04:02:00Z,61.00,40.00
2026-05-22T04:20:00Z,61.00,40.00
2026-05-22T04:22:00Z,60.00,40.00
2026-05-22T04:25:00Z,61.00,40.00
2026-05-22T04:26:00Z,61.00,40.00
2026-05-22T04:28:00Z,61.00,40.00
2026-05-22T04:29:00Z,61.00,40.00
2026-05-22T04:30:00Z,61.00,40.00
2026-05-22T04:31:00Z,61.00,40.00
2026-05-22T04:32:00Z,61.00,40.00
2026-05-22T04:35:00Z,61.00,40.00
2026-05-22T04:36:00Z,62.00,40.00
2026-05-22T04:37:00Z,62.00,40.00
2026-05-22T04:38:00Z,62.00,40.00
2026-05-22T04:39:00Z,62.00,40.00
2026-05-22T04:40:00Z,62.00,40.00
2026-05-22T04:41:00Z,62.00,40.00
2026-05-22T04:42:00Z,62.00,40.00
2026-05-22T04:43:00Z,62.00,40.00
2026-05-22T04:44:00Z,62.00,40.00
2026-05-22T04:45:00Z,62.00,40.00
2026-05-22T04:46:00Z,62.00,40.00
2026-05-22T04:47:00Z,62.00,40.00
2026-05-22T04:48:00Z,62.00,40.00
2026-05-22T04:49:00Z,62.00,40.00
2026-05-22T04:50:00Z,62.00,40.00
2026-05-22T04:51:00Z,62.00,40.00
2026-05-22T04:52:00Z,62.00,40.00
2026-05-22T04:54:00Z,62.00,40.00
2026-05-22T04:55:00Z,62.00,40.00
2026-05-22T04:58:00Z,62.38,40.00
2026-05-22T04:59:00Z,63.00,40.00
2026-05-22T05:00:00Z,63.00,40.00
2026-05-22T05:01:00Z,63.00,40.00
2026-05-22T05:02:00Z,63.00,40.00
2026-05-22T05:03:00Z,63.00,40.00
2026-05-22T05:04:00Z,63.00,40.00
2026-05-22T05:05:00Z,63.00,40.00
2026-05-22T05:07:00Z,63.00,40.00
2026-05-22T05:08:00Z,63.00,40.00
2026-05-22T05:09:00Z,63.00,40.00
2026-05-22T05:10:00Z,63.00,40.00
2026-05-22T05:11:00Z,63.00,40.00
2026-05-22T05:12:00Z,62.00,40.00
2026-05-22T05:15:00Z,62.00,40.00
2026-05-22T05:16:00Z,62.00,40.00
2026-05-22T05:17:00Z,62.00,40.00
2026-05-22T05:19:00Z,62.00,40.53
2026-05-22T05:20:00Z,62.00,40.00
2026-05-22T05:21:00Z,62.00,40.00
2026-05-22T05:22:00Z,62.00,40.00
2026-05-22T05:24:00Z,62.00,40.00
2026-05-22T05:25:00Z,62.00,40.00
2026-05-22T05:26:00Z,62.00,40.00
2026-05-22T05:27:00Z,62.00,40.00
2026-05-22T05:28:00Z,62.00,40.00
2026-05-22T05:31:00Z,62.00,40.00
2026-05-22T05:33:00Z,62.00,40.00
2026-05-22T05:34:00Z,62.00,40.00
2026-05-22T05:35:00Z,62.00,40.00
2026-05-22T05:36:00Z,62.00,40.00
2026-05-22T05:38:00Z,62.00,40.00
2026-05-22T05:41:00Z,62.00,40.00
2026-05-22T05:42:00Z,63.00,40.00
2026-05-22T05:43:00Z,63.00,40.00
2026-05-22T05:44:00Z,63.00,40.00
2026-05-22T05:46:00Z,63.00,40.00
2026-05-22T05:48:00Z,62.94,40.00
2026-05-22T05:51:00Z,62.94,40.00
2026-05-22T05:52:00Z,62.94,40.00
2026-05-22T05:53:00Z,62.94,40.00
2026-05-22T05:54:00Z,62.94,40.00
2026-05-22T05:55:00Z,62.94,40.00
2026-05-22T05:56:00Z,62.17,40.00
2026-05-22T05:58:00Z,62.17,40.00
2026-05-22T06:00:00Z,63.00,40.00
2026-05-22T06:01:00Z,63.00,40.00
2026-05-22T06:02:00Z,63.00,40.00
2026-05-22T06:04:00Z,63.00,40.00
2026-05-22T06:05:00Z,63.00,40.00
2026-05-22T06:06:00Z,63.00,40.00
2026-05-22T06:07:00Z,63.00,40.00
2026-05-22T06:08:00Z,63.00,40.00
2026-05-22T06:09:00Z,63.00,40.00
2026-05-22T06:10:00Z,62.00,40.00
2026-05-22T06:11:00Z,62.00,40.00
2026-05-22T06:12:00Z,62.00,39.00
2026-05-22T06:14:00Z,63.00,39.00
2026-05-22T06:15:00Z,63.00,39.00
2026-05-22T06:16:00Z,63.00,40.00
2026-05-22T06:17:00Z,62.00,40.00
2026-05-22T06:18:00Z,62.00,40.00
2026-05-22T06:20:00Z,62.00,40.00
2026-05-22T06:21:00Z,63.00,40.00
2026-05-22T06:24:00Z,63.00,40.00
2026-05-22T06:25:00Z,63.00,40.00
2026-05-22T06:28:00Z,63.00,39.00
2026-05-22T06:29:00Z,63.00,39.00
2026-05-22T06:30:00Z,63.00,38.00
2026-05-22T06:31:00Z,63.00,38.00
2026-05-22T06:32:00Z,63.00,38.00
2026-05-22T06:33:00Z,63.00,38.00
2026-05-22T06:35:00Z,63.00,39.00
2026-05-22T06:36:00Z,63.00,39.00
2026-05-22T06:38:00Z,63.00,39.00
2026-05-22T06:40:00Z,62.00,39.00
2026-05-22T06:41:00Z,63.00,39.00
2026-05-22T06:43:00Z,63.00,39.00
2026-05-22T06:44:00Z,63.00,39.00
2026-05-22T06:45:00Z,63.00,39.91
2026-05-22T06:46:00Z,63.00,37.00
2026-05-22T06:47:00Z,63.00,39.00
2026-05-22T06:49:00Z,63.00,39.00
2026-05-22T06:52:00Z,63.00,39.00
2026-05-22T06:53:00Z,63.00,39.00
2026-05-22T06:54:00Z,63.00,39.00
2026-05-22T06:55:00Z,63.00,39.69
2026-05-22T06:57:00Z,63.00,40.00
2026-05-22T07:00:00Z,63.00,40.00
2026-05-22T07:01:00Z,63.00,40.00
2026-05-22T07:02:00Z,63.00,40.00
2026-05-22T07:03:00Z,63.00,37.79
2026-05-22T07:04:00Z,63.00,39.00
2026-05-22T07:06:00Z,63.00,38.00
2026-05-22T07:07:00Z,63.00,39.00
2026-05-22T07:08:00Z,63.00,39.00
2026-05-22T07:10:00Z,63.00,39.00
2026-05-22T07:11:00Z,63.00,38.00
2026-05-22T07:12:00Z,63.00,37.44
2026-05-22T07:13:00Z,63.00,39.00
2026-05-22T07:14:00Z,63.00,39.00
