# event_ticker=KXATPMATCH-26APR24OFNETC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Sebastian Ofner
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-04-24
timestamp,Sebastian Ofner,Tomas Martin Etcheverry
2026-04-24T08:15:00Z,42.00,60.00
2026-04-24T08:16:00Z,42.00,61.00
2026-04-24T08:17:00Z,40.00,60.72
2026-04-24T08:38:00Z,40.00,61.00
2026-04-24T08:53:00Z,40.00,61.00
2026-04-24T09:07:00Z,40.00,61.00
2026-04-24T09:30:00Z,40.00,61.00
2026-04-24T09:47:00Z,40.00,61.00
2026-04-24T09:56:00Z,40.00,61.00
2026-04-24T10:01:00Z,40.00,61.00
2026-04-24T10:08:00Z,40.00,61.00
2026-04-24T10:10:00Z,40.00,61.00
2026-04-24T10:16:00Z,40.00,61.00
2026-04-24T10:22:00Z,40.00,61.00
2026-04-24T10:27:00Z,41.00,61.00
2026-04-24T10:29:00Z,41.00,61.00
2026-04-24T10:31:00Z,41.00,61.00
2026-04-24T10:42:00Z,41.00,61.00
2026-04-24T10:43:00Z,41.00,61.00
2026-04-24T10:44:00Z,41.00,61.00
2026-04-24T10:45:00Z,41.00,61.00
2026-04-24T10:47:00Z,41.00,61.00
2026-04-24T10:50:00Z,41.00,61.00
2026-04-24T10:53:00Z,41.00,61.00
2026-04-24T11:02:00Z,41.00,61.00
2026-04-24T11:05:00Z,41.00,61.00
2026-04-24T11:07:00Z,41.00,61.00
2026-04-24T11:08:00Z,41.00,61.00
2026-04-24T11:14:00Z,40.00,61.00
2026-04-24T11:15:00Z,40.00,61.00
2026-04-24T11:33:00Z,40.00,61.00
2026-04-24T11:37:00Z,40.00,61.00
2026-04-24T11:41:00Z,40.00,61.00
2026-04-24T11:42:00Z,40.00,61.00
2026-04-24T12:06:00Z,40.00,61.00
2026-04-24T12:07:00Z,40.00,61.00
2026-04-24T12:13:00Z,40.00,61.00
2026-04-24T12:14:00Z,40.00,61.00
2026-04-24T12:17:00Z,40.00,61.00
2026-04-24T12:22:00Z,40.00,61.00
2026-04-24T12:27:00Z,40.00,61.00
2026-04-24T12:35:00Z,40.00,61.00
2026-04-24T12:38:00Z,40.00,61.00
2026-04-24T12:39:00Z,40.00,61.00
2026-04-24T12:41:00Z,41.00,61.00
2026-04-24T12:43:00Z,41.00,61.00
2026-04-24T12:46:00Z,41.00,61.28
2026-04-24T12:48:00Z,40.00,62.00
2026-04-24T12:49:00Z,40.00,62.00
2026-04-24T12:51:00Z,40.00,62.00
2026-04-24T12:56:00Z,39.00,62.00
2026-04-24T12:57:00Z,39.00,62.00
2026-04-24T12:59:00Z,39.00,62.00
2026-04-24T13:00:00Z,39.00,62.00
2026-04-24T13:01:00Z,39.00,62.00
2026-04-24T13:02:00Z,39.00,62.00
2026-04-24T13:03:00Z,39.00,62.00
2026-04-24T13:07:00Z,39.00,62.00
2026-04-24T13:08:00Z,39.00,62.00
2026-04-24T13:10:00Z,40.00,62.00
2026-04-24T13:13:00Z,40.00,62.00
2026-04-24T13:14:00Z,39.00,62.00
2026-04-24T13:15:00Z,37.00,62.00
2026-04-24T13:16:00Z,36.00,63.00
2026-04-24T13:17:00Z,36.00,63.00
2026-04-24T13:18:00Z,36.00,62.28
2026-04-24T13:20:00Z,36.00,63.00
2026-04-24T13:22:00Z,36.00,63.00
2026-04-24T13:23:00Z,36.00,63.00
2026-04-24T13:27:00Z,38.00,63.00
2026-04-24T13:29:00Z,38.00,63.00
2026-04-24T13:30:00Z,38.00,64.00
2026-04-24T13:34:00Z,38.00,64.00
2026-04-24T13:38:00Z,38.00,64.00
2026-04-24T13:39:00Z,38.00,64.00
2026-04-24T13:42:00Z,38.00,64.00
2026-04-24T13:43:00Z,38.00,64.00
2026-04-24T13:44:00Z,38.00,64.00
2026-04-24T13:45:00Z,38.00,64.00
2026-04-24T13:46:00Z,38.00,63.00
2026-04-24T13:47:00Z,38.00,64.00
2026-04-24T13:48:00Z,38.00,64.00
2026-04-24T13:50:00Z,38.00,64.00
2026-04-24T13:51:00Z,38.00,64.00
2026-04-24T13:52:00Z,38.00,64.00
2026-04-24T13:53:00Z,38.00,64.00
2026-04-24T13:55:00Z,38.00,64.00
2026-04-24T13:56:00Z,38.00,64.00
2026-04-24T13:57:00Z,38.00,64.00
2026-04-24T13:59:00Z,37.90,64.00
2026-04-24T14:00:00Z,39.00,64.00
2026-04-24T14:01:00Z,39.00,64.00
2026-04-24T14:02:00Z,39.00,64.00
2026-04-24T14:03:00Z,39.00,64.00
2026-04-24T14:04:00Z,39.00,64.00
2026-04-24T14:05:00Z,39.00,64.00
2026-04-24T14:06:00Z,39.00,64.00
2026-04-24T14:10:00Z,39.00,64.00
2026-04-24T14:16:00Z,39.00,64.00
2026-04-24T14:17:00Z,39.00,64.00
2026-04-24T14:18:00Z,39.00,64.00
2026-04-24T14:19:00Z,39.00,64.00
2026-04-24T14:20:00Z,39.00,64.00
2026-04-24T14:21:00Z,39.00,64.00
2026-04-24T14:24:00Z,39.00,64.00
2026-04-24T14:25:00Z,39.00,64.00
2026-04-24T14:26:00Z,39.00,64.00
2026-04-24T14:27:00Z,39.00,64.00
2026-04-24T14:28:00Z,39.00,64.00
2026-04-24T14:29:00Z,38.00,64.00
2026-04-24T14:30:00Z,39.00,64.00
2026-04-24T14:31:00Z,39.00,64.00
2026-04-24T14:32:00Z,39.00,64.00
2026-04-24T14:33:00Z,38.00,64.00
2026-04-24T14:34:00Z,38.00,64.00
2026-04-24T14:35:00Z,38.00,64.00
2026-04-24T14:36:00Z,39.00,64.00
2026-04-24T14:37:00Z,39.00,63.20
2026-04-24T14:38:00Z,39.00,63.56
2026-04-24T14:39:00Z,39.00,64.00
2026-04-24T14:40:00Z,39.00,64.00
2026-04-24T14:41:00Z,38.27,64.00
2026-04-24T14:42:00Z,38.27,64.00
2026-04-24T14:43:00Z,38.27,64.00
2026-04-24T14:44:00Z,39.00,64.00
2026-04-24T14:45:00Z,39.34,64.00
2026-04-24T14:46:00Z,40.00,64.00
2026-04-24T14:47:00Z,40.00,64.00
2026-04-24T14:48:00Z,40.00,64.00
2026-04-24T14:49:00Z,40.00,64.00
2026-04-24T14:50:00Z,40.00,64.00
2026-04-24T14:51:00Z,40.00,64.00
2026-04-24T14:52:00Z,40.00,63.99
2026-04-24T14:53:00Z,40.00,64.00
2026-04-24T14:54:00Z,40.00,64.00
2026-04-24T14:55:00Z,40.00,64.00
2026-04-24T14:56:00Z,40.00,64.00
2026-04-24T14:57:00Z,40.00,64.00
2026-04-24T14:58:00Z,40.00,64.00
2026-04-24T14:59:00Z,40.00,64.00
2026-04-24T15:00:00Z,39.08,63.00
2026-04-24T15:01:00Z,37.03,64.04
2026-04-24T15:02:00Z,34.04,64.93
2026-04-24T15:03:00Z,29.96,70.87
2026-04-24T15:04:00Z,24.57,75.81
2026-04-24T15:05:00Z,22.87,77.14
2026-04-24T15:06:00Z,19.94,82.49
2026-04-24T15:07:00Z,19.54,81.90
2026-04-24T15:08:00Z,19.65,81.11
2026-04-24T15:09:00Z,20.02,80.14
2026-04-24T15:10:00Z,19.01,80.99
2026-04-24T15:11:00Z,19.00,81.00
2026-04-24T15:12:00Z,19.98,81.00
2026-04-24T15:13:00Z,19.67,81.98
2026-04-24T15:14:00Z,17.09,83.00
2026-04-24T15:15:00Z,18.00,83.00
2026-04-24T15:16:00Z,18.70,82.39
2026-04-24T15:17:00Z,18.00,83.00
2026-04-24T15:18:00Z,19.13,83.00
2026-04-24T15:19:00Z,16.70,84.18
2026-04-24T15:20:00Z,16.24,85.00
2026-04-24T15:21:00Z,14.51,84.19
2026-04-24T15:22:00Z,15.45,86.00
2026-04-24T15:23:00Z,15.91,85.74
2026-04-24T15:24:00Z,15.00,86.00
2026-04-24T15:25:00Z,14.02,85.94
2026-04-24T15:26:00Z,15.00,85.97
2026-04-24T15:27:00Z,15.00,85.02
2026-04-24T15:28:00Z,14.24,84.32
2026-04-24T15:29:00Z,13.12,87.60
2026-04-24T15:30:00Z,13.80,88.00
2026-04-24T15:31:00Z,14.00,85.84
2026-04-24T15:32:00Z,14.04,87.32
2026-04-24T15:33:00Z,14.22,87.46
2026-04-24T15:34:00Z,13.00,88.00
2026-04-24T15:35:00Z,13.09,87.03
2026-04-24T15:36:00Z,16.49,86.87
2026-04-24T15:37:00Z,15.63,86.19
2026-04-24T15:38:00Z,11.70,88.05
2026-04-24T15:39:00Z,11.70,88.30
2026-04-24T15:40:00Z,10.94,88.93
2026-04-24T15:41:00Z,11.25,89.00
2026-04-24T15:42:00Z,12.37,89.55
2026-04-24T15:43:00Z,11.00,88.10
2026-04-24T15:44:00Z,5.14,94.64
2026-04-24T15:45:00Z,2.99,96.40
2026-04-24T15:46:00Z,4.74,95.49
2026-04-24T15:47:00Z,4.32,96.32
2026-04-24T15:48:00Z,4.09,93.79
2026-04-24T15:49:00Z,5.00,96.00
2026-04-24T15:50:00Z,5.00,95.63
2026-04-24T15:51:00Z,4.99,95.35
2026-04-24T15:52:00Z,4.91,96.93
2026-04-24T15:53:00Z,4.87,95.55
2026-04-24T15:54:00Z,4.24,96.06
2026-04-24T15:55:00Z,5.09,94.94
2026-04-24T15:56:00Z,3.91,95.98
2026-04-24T15:57:00Z,4.04,96.90
2026-04-24T15:58:00Z,3.20,96.87
2026-04-24T15:59:00Z,1.97,97.92
2026-04-24T16:00:00Z,3.17,96.00
2026-04-24T16:01:00Z,4.43,96.63
2026-04-24T16:02:00Z,4.88,96.07
2026-04-24T16:03:00Z,3.70,97.64
2026-04-24T16:04:00Z,2.97,98.00
2026-04-24T16:05:00Z,2.98,98.00
2026-04-24T16:06:00Z,3.00,96.73
2026-04-24T16:07:00Z,2.98,96.33
2026-04-24T16:08:00Z,3.52,97.00
2026-04-24T16:09:00Z,3.16,98.26
2026-04-24T16:10:00Z,2.10,98.00
2026-04-24T16:11:00Z,2.88,97.64
2026-04-24T16:12:00Z,1.90,98.99
2026-04-24T16:13:00Z,2.02,98.85
2026-04-24T16:14:00Z,2.98,97.16
2026-04-24T16:15:00Z,2.95,98.50
2026-04-24T16:16:00Z,2.79,98.22
2026-04-24T16:17:00Z,1.47,98.26
2026-04-24T16:18:00Z,1.16,99.00
2026-04-24T16:19:00Z,1.16,99.00
2026-04-24T16:20:00Z,1.16,99.00
2026-04-24T16:21:00Z,1.00,99.00
2026-04-24T16:22:00Z,1.00,99.00
2026-04-24T16:23:00Z,1.00,99.00
2026-04-24T16:24:00Z,1.00,99.00
2026-04-24T16:25:00Z,1.00,99.00
2026-04-24T16:26:00Z,1.00,99.00
