# event_ticker=KXATPCHALLENGERMATCH-26MAR24NIKTOR
# final_score=7-5 3-6 6-2
# score_resolution=5-7 6-3 2-6
# match_winner=Johan Nikles
# fav_player=Benjamin Torrealba
# dog_player=Johan Nikles
# kalshi_date=2026-03-24
timestamp,Benjamin Torrealba,Johan Nikles
2026-03-24T08:29:00Z,39.00,
2026-03-24T10:25:00Z,39.00,63.00
2026-03-24T10:41:00Z,39.00,63.00
2026-03-24T11:01:00Z,36.65,63.00
2026-03-24T11:04:00Z,33.00,67.00
2026-03-24T11:05:00Z,33.00,66.00
2026-03-24T11:30:00Z,35.00,66.00
2026-03-24T12:00:00Z,37.00,66.00
2026-03-24T12:11:00Z,37.00,66.00
2026-03-24T12:17:00Z,37.00,66.00
2026-03-24T13:55:00Z,37.00,62.00
2026-03-24T14:04:00Z,39.00,62.00
2026-03-24T14:51:00Z,39.00,61.00
2026-03-24T15:09:00Z,39.00,61.00
2026-03-24T15:21:00Z,39.00,61.00
2026-03-24T15:31:00Z,39.00,60.00
2026-03-24T15:46:00Z,39.00,60.00
2026-03-24T15:58:00Z,39.00,60.00
2026-03-24T16:02:00Z,39.00,62.00
2026-03-24T16:13:00Z,39.00,62.00
2026-03-24T16:23:00Z,39.00,61.00
2026-03-24T16:25:00Z,39.00,61.00
2026-03-24T16:33:00Z,39.00,61.00
2026-03-24T17:13:00Z,39.00,61.00
2026-03-24T17:45:00Z,39.00,59.03
2026-03-24T17:52:00Z,41.00,60.00
2026-03-24T17:57:00Z,41.00,60.00
2026-03-24T18:00:00Z,41.00,60.00
2026-03-24T18:19:00Z,41.00,60.00
2026-03-24T18:22:00Z,41.00,60.00
2026-03-24T18:30:00Z,41.00,60.00
2026-03-24T18:39:00Z,41.00,61.00
2026-03-24T18:42:00Z,38.24,61.99
2026-03-24T18:48:00Z,38.00,61.99
2026-03-24T18:50:00Z,38.00,61.99
2026-03-24T18:51:00Z,38.00,63.00
2026-03-24T18:52:00Z,39.00,63.00
2026-03-24T18:53:00Z,39.00,63.00
2026-03-24T18:55:00Z,38.00,62.00
2026-03-24T18:56:00Z,38.00,65.00
2026-03-24T18:57:00Z,38.00,62.24
2026-03-24T18:58:00Z,40.00,59.00
2026-03-24T18:59:00Z,40.00,66.29
2026-03-24T19:00:00Z,35.00,66.29
2026-03-24T19:01:00Z,33.66,66.29
2026-03-24T19:02:00Z,33.00,66.29
2026-03-24T19:03:00Z,21.00,72.65
2026-03-24T19:04:00Z,26.36,75.21
2026-03-24T19:05:00Z,22.04,77.76
2026-03-24T19:06:00Z,19.56,82.00
2026-03-24T19:07:00Z,20.00,81.00
2026-03-24T19:08:00Z,19.61,82.00
2026-03-24T19:09:00Z,19.00,82.00
2026-03-24T19:10:00Z,23.75,78.00
2026-03-24T19:11:00Z,23.75,74.56
2026-03-24T19:12:00Z,23.75,71.00
2026-03-24T19:13:00Z,27.33,74.93
2026-03-24T19:14:00Z,28.42,72.00
2026-03-24T19:15:00Z,34.00,61.92
2026-03-24T19:16:00Z,34.00,67.00
2026-03-24T19:17:00Z,33.00,69.00
2026-03-24T19:18:00Z,26.18,73.90
2026-03-24T19:19:00Z,25.39,73.90
2026-03-24T19:20:00Z,25.00,74.19
2026-03-24T19:21:00Z,19.03,79.00
2026-03-24T19:22:00Z,17.03,83.81
2026-03-24T19:23:00Z,15.00,84.00
2026-03-24T19:25:00Z,15.00,83.00
2026-03-24T19:26:00Z,17.20,83.00
2026-03-24T19:27:00Z,15.00,85.00
2026-03-24T19:28:00Z,17.29,85.00
2026-03-24T19:29:00Z,19.00,82.85
2026-03-24T19:30:00Z,22.00,77.02
2026-03-24T19:31:00Z,25.07,75.50
2026-03-24T19:32:00Z,29.00,75.50
2026-03-24T19:33:00Z,30.24,68.64
2026-03-24T19:34:00Z,31.63,68.64
2026-03-24T19:35:00Z,37.40,68.64
2026-03-24T19:36:00Z,32.99,63.00
2026-03-24T19:37:00Z,30.56,68.32
2026-03-24T19:38:00Z,34.63,66.23
2026-03-24T19:39:00Z,48.28,54.75
2026-03-24T19:40:00Z,36.02,62.71
2026-03-24T19:41:00Z,37.31,65.26
2026-03-24T19:42:00Z,41.00,65.26
2026-03-24T19:43:00Z,38.15,65.87
2026-03-24T19:44:00Z,31.00,69.97
2026-03-24T19:45:00Z,31.59,69.97
2026-03-24T19:46:00Z,30.00,71.00
2026-03-24T19:47:00Z,24.00,73.85
2026-03-24T19:48:00Z,15.94,77.85
2026-03-24T19:49:00Z,14.02,85.01
2026-03-24T19:50:00Z,15.00,85.01
2026-03-24T19:52:00Z,15.00,86.00
2026-03-24T19:53:00Z,14.99,86.00
2026-03-24T19:54:00Z,15.00,86.00
2026-03-24T19:55:00Z,15.22,86.00
2026-03-24T19:56:00Z,12.24,88.42
2026-03-24T19:57:00Z,11.00,89.48
2026-03-24T19:58:00Z,9.05,91.00
2026-03-24T19:59:00Z,9.14,91.07
2026-03-24T20:00:00Z,9.80,92.03
2026-03-24T20:01:00Z,5.15,93.96
2026-03-24T20:02:00Z,6.01,94.61
2026-03-24T20:03:00Z,3.75,96.00
2026-03-24T20:04:00Z,6.05,96.22
2026-03-24T20:05:00Z,8.12,95.33
2026-03-24T20:06:00Z,9.17,93.00
2026-03-24T20:07:00Z,4.00,96.56
2026-03-24T20:08:00Z,3.20,97.00
2026-03-24T20:09:00Z,4.00,96.38
2026-03-24T20:10:00Z,3.78,97.16
2026-03-24T20:11:00Z,3.53,97.05
2026-03-24T20:12:00Z,5.89,95.83
2026-03-24T20:13:00Z,7.00,93.63
2026-03-24T20:14:00Z,8.05,92.00
2026-03-24T20:15:00Z,6.43,93.56
2026-03-24T20:16:00Z,10.11,89.86
2026-03-24T20:17:00Z,11.00,89.95
2026-03-24T20:18:00Z,11.60,89.56
2026-03-24T20:19:00Z,14.43,82.81
2026-03-24T20:20:00Z,15.13,84.07
2026-03-24T20:21:00Z,16.35,87.46
2026-03-24T20:22:00Z,12.05,87.03
2026-03-24T20:23:00Z,9.50,91.12
2026-03-24T20:24:00Z,11.24,88.35
2026-03-24T20:25:00Z,13.71,88.31
2026-03-24T20:26:00Z,14.25,84.53
2026-03-24T20:27:00Z,20.78,79.59
2026-03-24T20:28:00Z,22.48,79.83
2026-03-24T20:29:00Z,22.29,80.50
2026-03-24T20:30:00Z,26.76,72.89
2026-03-24T20:31:00Z,26.48,73.96
2026-03-24T20:32:00Z,28.73,70.94
2026-03-24T20:33:00Z,27.13,72.00
2026-03-24T20:34:00Z,25.34,79.73
2026-03-24T20:35:00Z,20.90,75.56
2026-03-24T20:36:00Z,24.91,75.00
2026-03-24T20:37:00Z,34.74,65.11
2026-03-24T20:38:00Z,34.02,65.98
2026-03-24T20:39:00Z,38.53,59.94
2026-03-24T20:40:00Z,43.66,55.71
2026-03-24T20:41:00Z,44.08,57.00
2026-03-24T20:42:00Z,46.18,57.00
2026-03-24T20:43:00Z,46.57,56.96
2026-03-24T20:44:00Z,38.89,61.23
2026-03-24T20:45:00Z,27.48,71.04
2026-03-24T20:46:00Z,25.98,74.96
2026-03-24T20:47:00Z,22.36,78.04
2026-03-24T20:48:00Z,18.00,80.45
2026-03-24T20:49:00Z,23.50,76.82
2026-03-24T20:50:00Z,22.13,78.41
2026-03-24T20:51:00Z,18.45,82.79
2026-03-24T20:52:00Z,22.92,78.23
2026-03-24T20:53:00Z,17.04,83.10
2026-03-24T20:54:00Z,7.69,90.73
2026-03-24T20:55:00Z,7.13,92.98
2026-03-24T20:56:00Z,7.89,92.03
2026-03-24T20:57:00Z,11.53,89.90
2026-03-24T20:58:00Z,12.88,88.38
2026-03-24T20:59:00Z,8.66,91.74
2026-03-24T21:00:00Z,7.04,92.74
2026-03-24T21:01:00Z,10.31,89.13
2026-03-24T21:02:00Z,14.98,85.25
2026-03-24T21:03:00Z,14.66,85.23
2026-03-24T21:04:00Z,13.38,89.01
2026-03-24T21:05:00Z,9.68,93.00
2026-03-24T21:06:00Z,4.86,94.72
2026-03-24T21:07:00Z,5.05,94.90
2026-03-24T21:08:00Z,7.23,94.55
2026-03-24T21:09:00Z,5.55,93.80
2026-03-24T21:10:00Z,3.87,96.65
2026-03-24T21:11:00Z,1.40,98.66
2026-03-24T21:12:00Z,1.38,98.99
2026-03-24T21:13:00Z,1.00,99.00
2026-03-24T21:14:00Z,2.63,98.63
2026-03-24T21:15:00Z,1.79,98.79
2026-03-24T21:16:00Z,2.10,97.99
2026-03-24T21:17:00Z,3.47,97.08
2026-03-24T21:18:00Z,1.29,98.26
2026-03-24T21:19:00Z,1.29,99.00
2026-03-24T21:20:00Z,1.29,99.00
2026-03-24T21:21:00Z,1.29,99.00
2026-03-24T21:22:00Z,1.29,99.00
