# event_ticker=KXATPMATCH-25SEP26MPEMUS
# final_score=7-6(3) 6-7(4) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=Lorenzo Musetti
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Lorenzo Musetti
# kalshi_date=2025-09-26
timestamp,Giovanni Mpetshi Perricard,Lorenzo Musetti
2025-09-26T12:29:00Z,9.60,89.00
2025-09-26T12:30:00Z,13.00,89.00
2025-09-26T12:31:00Z,13.00,89.38
2025-09-26T12:32:00Z,12.00,90.00
2025-09-26T12:33:00Z,12.00,89.68
2025-09-26T12:34:00Z,11.06,88.46
2025-09-26T12:35:00Z,11.00,87.00
2025-09-26T12:36:00Z,11.00,90.00
2025-09-26T12:37:00Z,11.00,88.46
2025-09-26T12:38:00Z,20.98,85.76
2025-09-26T12:39:00Z,14.00,88.08
2025-09-26T12:40:00Z,12.37,88.00
2025-09-26T12:41:00Z,12.37,92.95
2025-09-26T12:42:00Z,13.87,86.68
2025-09-26T12:43:00Z,13.87,94.00
2025-09-26T12:44:00Z,18.63,94.00
2025-09-26T12:45:00Z,14.22,87.21
2025-09-26T12:46:00Z,14.22,90.00
2025-09-26T12:47:00Z,14.22,94.00
2025-09-26T12:48:00Z,12.00,87.33
2025-09-26T12:49:00Z,16.33,87.33
2025-09-26T12:50:00Z,10.92,87.85
2025-09-26T12:51:00Z,13.54,89.26
2025-09-26T12:52:00Z,11.91,89.36
2025-09-26T12:53:00Z,13.98,90.70
2025-09-26T12:54:00Z,12.02,89.42
2025-09-26T12:55:00Z,12.02,89.11
2025-09-26T12:56:00Z,12.02,85.51
2025-09-26T12:57:00Z,12.61,87.00
2025-09-26T12:58:00Z,16.00,87.05
2025-09-26T12:59:00Z,14.00,84.97
2025-09-26T13:00:00Z,14.20,86.41
2025-09-26T13:01:00Z,15.00,86.68
2025-09-26T13:02:00Z,14.43,89.85
2025-09-26T13:03:00Z,13.60,87.78
2025-09-26T13:04:00Z,18.24,84.00
2025-09-26T13:05:00Z,18.24,82.78
2025-09-26T13:06:00Z,20.29,82.04
2025-09-26T13:07:00Z,17.04,85.94
2025-09-26T13:08:00Z,15.20,84.05
2025-09-26T13:09:00Z,13.80,87.99
2025-09-26T13:10:00Z,22.81,77.85
2025-09-26T13:11:00Z,40.69,67.51
2025-09-26T13:12:00Z,40.44,54.86
2025-09-26T13:13:00Z,36.30,72.82
2025-09-26T13:14:00Z,41.40,72.67
2025-09-26T13:15:00Z,43.45,60.48
2025-09-26T13:16:00Z,45.46,55.99
2025-09-26T13:17:00Z,45.40,55.00
2025-09-26T13:18:00Z,44.38,60.02
2025-09-26T13:19:00Z,43.00,59.39
2025-09-26T13:20:00Z,34.84,66.00
2025-09-26T13:21:00Z,20.04,78.81
2025-09-26T13:22:00Z,10.48,88.98
2025-09-26T13:23:00Z,9.51,90.84
2025-09-26T13:24:00Z,7.37,91.23
2025-09-26T13:25:00Z,7.72,94.00
2025-09-26T13:26:00Z,8.70,92.05
2025-09-26T13:27:00Z,9.47,91.50
2025-09-26T13:28:00Z,9.85,91.18
2025-09-26T13:29:00Z,9.76,91.01
2025-09-26T13:30:00Z,9.87,91.14
2025-09-26T13:31:00Z,9.44,93.99
2025-09-26T13:32:00Z,7.82,93.00
2025-09-26T13:33:00Z,7.00,92.36
2025-09-26T13:34:00Z,7.00,93.78
2025-09-26T13:35:00Z,8.54,93.78
2025-09-26T13:36:00Z,8.00,92.00
2025-09-26T13:37:00Z,6.63,93.00
2025-09-26T13:38:00Z,9.76,93.21
2025-09-26T13:39:00Z,13.25,88.74
2025-09-26T13:40:00Z,7.34,92.56
2025-09-26T13:41:00Z,8.53,92.34
2025-09-26T13:42:00Z,5.32,93.16
2025-09-26T13:43:00Z,5.13,95.11
2025-09-26T13:44:00Z,5.66,94.98
2025-09-26T13:45:00Z,6.37,95.00
2025-09-26T13:46:00Z,8.79,93.60
2025-09-26T13:47:00Z,6.96,95.00
2025-09-26T13:48:00Z,6.69,96.59
2025-09-26T13:49:00Z,3.30,97.03
2025-09-26T13:50:00Z,1.00,99.00
2025-09-26T13:51:00Z,1.00,99.00
2025-09-26T13:52:00Z,1.00,99.00
2025-09-26T13:53:00Z,1.00,99.00
2025-09-26T13:55:00Z,1.00,99.00
