# event_ticker=KXATPMATCH-25SEP26MPEMUS
# final_score=7-6(3) 6-7(4) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=Lorenzo Musetti
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Lorenzo Musetti
# kalshi_date=2025-09-26
timestamp,Giovanni Mpetshi Perricard,Lorenzo Musetti
2025-09-26T02:00:00Z,,74.00
2025-09-26T02:19:00Z,,74.75
2025-09-26T02:39:00Z,,75.00
2025-09-26T03:08:00Z,27.00,75.00
2025-09-26T03:33:00Z,27.00,75.00
2025-09-26T03:58:00Z,28.00,75.00
2025-09-26T04:05:00Z,28.00,75.00
2025-09-26T04:14:00Z,28.00,75.00
2025-09-26T04:15:00Z,28.00,75.00
2025-09-26T04:16:00Z,28.00,75.00
2025-09-26T04:23:00Z,28.00,75.00
2025-09-26T04:29:00Z,28.00,75.00
2025-09-26T04:30:00Z,28.00,75.00
2025-09-26T04:38:00Z,27.00,75.00
2025-09-26T04:47:00Z,28.00,75.00
2025-09-26T04:57:00Z,28.00,75.00
2025-09-26T04:59:00Z,28.00,75.00
2025-09-26T05:13:00Z,28.00,75.00
2025-09-26T05:21:00Z,28.00,73.00
2025-09-26T05:27:00Z,28.00,73.00
2025-09-26T05:45:00Z,28.00,73.00
2025-09-26T05:49:00Z,28.00,73.00
2025-09-26T05:50:00Z,28.00,73.00
2025-09-26T05:56:00Z,28.00,73.00
2025-09-26T05:57:00Z,28.00,73.00
2025-09-26T05:59:00Z,28.00,73.00
2025-09-26T06:24:00Z,28.00,74.00
2025-09-26T06:31:00Z,28.00,74.00
2025-09-26T06:48:00Z,28.00,72.00
2025-09-26T06:49:00Z,28.00,74.00
2025-09-26T07:28:00Z,28.00,74.00
2025-09-26T07:37:00Z,28.00,74.00
2025-09-26T07:55:00Z,28.00,74.00
2025-09-26T08:03:00Z,28.00,74.00
2025-09-26T08:22:00Z,28.00,73.00
2025-09-26T08:41:00Z,28.00,73.00
2025-09-26T08:45:00Z,28.00,73.00
2025-09-26T08:48:00Z,28.00,72.00
2025-09-26T08:49:00Z,28.00,72.00
2025-09-26T08:51:00Z,28.00,72.00
2025-09-26T09:23:00Z,28.00,72.00
2025-09-26T09:25:00Z,28.00,72.00
2025-09-26T09:26:00Z,28.00,73.00
2025-09-26T09:27:00Z,28.00,73.00
2025-09-26T09:46:00Z,28.00,72.00
2025-09-26T09:51:00Z,28.00,72.00
2025-09-26T10:03:00Z,28.00,72.00
2025-09-26T10:05:00Z,29.00,72.00
2025-09-26T10:18:00Z,29.00,72.00
2025-09-26T10:25:00Z,29.00,73.00
2025-09-26T10:44:00Z,29.00,73.00
2025-09-26T10:53:00Z,29.00,74.00
2025-09-26T10:55:00Z,29.00,74.00
2025-09-26T10:57:00Z,29.00,74.00
2025-09-26T10:59:00Z,29.00,74.00
2025-09-26T11:01:00Z,29.00,74.00
2025-09-26T11:02:00Z,29.00,74.00
2025-09-26T11:05:00Z,29.00,74.00
2025-09-26T11:07:00Z,29.00,73.03
2025-09-26T11:08:00Z,29.00,74.00
2025-09-26T11:11:00Z,29.00,74.00
2025-09-26T11:13:00Z,28.00,74.00
2025-09-26T11:20:00Z,28.00,75.00
2025-09-26T11:21:00Z,28.00,75.00
2025-09-26T11:23:00Z,28.00,76.00
2025-09-26T11:24:00Z,28.00,76.96
2025-09-26T11:25:00Z,28.00,77.00
2025-09-26T11:26:00Z,30.33,71.00
2025-09-26T11:27:00Z,29.00,72.00
2025-09-26T11:28:00Z,28.00,72.00
2025-09-26T11:29:00Z,28.00,72.00
2025-09-26T11:30:00Z,26.09,75.50
2025-09-26T11:31:00Z,20.00,81.00
2025-09-26T11:32:00Z,20.01,81.69
2025-09-26T11:33:00Z,23.60,81.95
2025-09-26T11:34:00Z,25.00,78.00
2025-09-26T11:35:00Z,23.00,77.00
2025-09-26T11:36:00Z,25.00,76.06
2025-09-26T11:37:00Z,27.35,75.00
2025-09-26T11:39:00Z,24.16,76.00
2025-09-26T11:40:00Z,24.00,77.00
2025-09-26T11:41:00Z,24.00,77.00
2025-09-26T11:42:00Z,25.50,77.00
2025-09-26T11:43:00Z,26.00,77.00
2025-09-26T11:44:00Z,26.00,77.00
2025-09-26T11:45:00Z,28.72,77.00
2025-09-26T11:46:00Z,28.72,76.00
2025-09-26T11:47:00Z,28.72,76.28
2025-09-26T11:48:00Z,24.00,77.00
2025-09-26T11:49:00Z,18.92,81.79
2025-09-26T11:50:00Z,18.92,88.00
2025-09-26T11:51:00Z,10.00,91.00
2025-09-26T11:53:00Z,8.07,92.00
2025-09-26T11:54:00Z,10.00,91.01
2025-09-26T11:55:00Z,13.95,89.00
2025-09-26T11:56:00Z,16.33,84.32
2025-09-26T11:58:00Z,14.00,84.32
2025-09-26T11:59:00Z,14.79,84.17
2025-09-26T12:00:00Z,13.91,86.00
2025-09-26T12:01:00Z,13.00,86.00
2025-09-26T12:02:00Z,10.00,88.63
2025-09-26T12:04:00Z,12.00,88.63
2025-09-26T12:06:00Z,15.00,87.55
2025-09-26T12:07:00Z,17.69,82.78
2025-09-26T12:08:00Z,24.24,82.00
2025-09-26T12:09:00Z,16.00,83.57
2025-09-26T12:10:00Z,24.16,78.94
2025-09-26T12:11:00Z,36.25,65.00
2025-09-26T12:12:00Z,35.24,65.00
2025-09-26T12:13:00Z,39.40,65.00
2025-09-26T12:14:00Z,39.00,65.00
2025-09-26T12:15:00Z,37.91,63.10
2025-09-26T12:16:00Z,36.96,65.23
2025-09-26T12:17:00Z,35.06,68.69
2025-09-26T12:18:00Z,36.01,64.00
2025-09-26T12:19:00Z,35.74,71.27
2025-09-26T12:20:00Z,33.85,70.32
2025-09-26T12:21:00Z,26.00,78.37
2025-09-26T12:22:00Z,16.05,82.76
2025-09-26T12:23:00Z,12.07,85.50
2025-09-26T12:24:00Z,11.20,90.37
2025-09-26T12:25:00Z,13.17,87.04
2025-09-26T12:26:00Z,10.00,88.00
2025-09-26T12:27:00Z,11.92,89.89
2025-09-26T12:28:00Z,10.09,90.00
