# event_ticker=KXATPMATCH-25OCT22DZUMOU
# final_score=6-3 6-0
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Damir Dzumhur
# kalshi_date=2025-10-22
timestamp,Corentin Moutet,Damir Dzumhur
2025-10-22T03:04:00Z,64.00,
2025-10-22T03:18:00Z,63.00,
2025-10-22T03:25:00Z,63.00,38.00
2025-10-22T03:27:00Z,63.00,38.00
2025-10-22T03:45:00Z,63.00,38.00
2025-10-22T03:53:00Z,63.00,38.00
2025-10-22T04:01:00Z,62.00,38.00
2025-10-22T04:13:00Z,63.00,38.00
2025-10-22T04:14:00Z,63.00,38.00
2025-10-22T04:16:00Z,63.00,38.00
2025-10-22T04:24:00Z,63.00,38.00
2025-10-22T04:35:00Z,63.00,38.00
2025-10-22T04:36:00Z,63.00,38.00
2025-10-22T04:52:00Z,63.00,38.00
2025-10-22T04:53:00Z,63.00,38.00
2025-10-22T04:55:00Z,63.00,38.00
2025-10-22T04:56:00Z,63.00,38.00
2025-10-22T04:59:00Z,63.00,38.00
2025-10-22T05:00:00Z,63.00,38.00
2025-10-22T05:01:00Z,63.00,38.00
2025-10-22T05:02:00Z,62.00,38.00
2025-10-22T05:16:00Z,62.00,38.00
2025-10-22T05:21:00Z,62.00,38.00
2025-10-22T05:23:00Z,62.00,38.00
2025-10-22T05:31:00Z,62.00,38.00
2025-10-22T05:37:00Z,62.00,39.00
2025-10-22T05:39:00Z,62.00,39.00
2025-10-22T05:40:00Z,62.00,39.00
2025-10-22T05:41:00Z,62.00,39.00
2025-10-22T05:53:00Z,62.00,39.00
2025-10-22T05:59:00Z,62.00,39.00
2025-10-22T06:02:00Z,62.00,39.00
2025-10-22T06:24:00Z,62.00,39.00
2025-10-22T06:35:00Z,63.00,39.00
2025-10-22T06:42:00Z,63.00,39.00
2025-10-22T06:46:00Z,63.00,39.00
2025-10-22T07:04:00Z,63.00,39.00
2025-10-22T07:07:00Z,63.00,39.00
2025-10-22T07:18:00Z,63.00,39.00
2025-10-22T07:19:00Z,63.00,38.00
2025-10-22T07:20:00Z,63.00,38.00
2025-10-22T07:21:00Z,63.00,38.03
2025-10-22T07:22:00Z,63.00,38.03
2025-10-22T07:29:00Z,63.00,38.03
2025-10-22T07:49:00Z,63.00,38.03
2025-10-22T07:59:00Z,63.00,38.03
2025-10-22T08:09:00Z,63.00,38.03
2025-10-22T08:10:00Z,63.00,38.03
2025-10-22T08:16:00Z,63.00,38.03
2025-10-22T08:50:00Z,63.00,38.03
2025-10-22T08:59:00Z,63.00,38.03
2025-10-22T09:09:00Z,63.00,39.00
2025-10-22T09:38:00Z,63.00,39.00
2025-10-22T09:40:00Z,63.00,39.00
2025-10-22T09:46:00Z,63.00,39.00
2025-10-22T10:04:00Z,63.00,39.00
2025-10-22T10:19:00Z,62.00,39.00
2025-10-22T10:20:00Z,62.00,39.00
2025-10-22T10:25:00Z,62.00,39.00
2025-10-22T10:28:00Z,62.00,39.00
2025-10-22T10:30:00Z,62.00,39.00
2025-10-22T10:33:00Z,62.00,39.00
2025-10-22T10:36:00Z,62.00,39.00
2025-10-22T10:38:00Z,61.00,39.00
2025-10-22T10:48:00Z,62.00,39.00
2025-10-22T11:06:00Z,62.00,39.00
2025-10-22T11:18:00Z,63.00,39.00
2025-10-22T11:20:00Z,63.00,39.00
2025-10-22T11:31:00Z,63.00,39.00
2025-10-22T11:35:00Z,63.00,39.00
2025-10-22T11:36:00Z,63.00,39.00
2025-10-22T11:41:00Z,63.00,39.00
2025-10-22T11:44:00Z,63.00,39.00
2025-10-22T11:45:00Z,63.00,39.00
2025-10-22T11:48:00Z,63.00,39.00
2025-10-22T11:53:00Z,63.00,39.00
2025-10-22T12:00:00Z,63.00,39.00
2025-10-22T12:10:00Z,63.00,39.00
2025-10-22T12:12:00Z,62.00,39.00
2025-10-22T12:13:00Z,63.00,39.00
2025-10-22T12:16:00Z,63.00,39.00
2025-10-22T12:17:00Z,63.00,39.00
2025-10-22T12:19:00Z,63.00,39.00
2025-10-22T12:21:00Z,63.00,39.00
2025-10-22T12:24:00Z,63.00,39.00
2025-10-22T12:25:00Z,63.00,39.00
2025-10-22T12:26:00Z,63.00,39.00
2025-10-22T12:27:00Z,63.00,39.00
2025-10-22T12:28:00Z,63.00,39.00
2025-10-22T12:29:00Z,63.00,39.00
2025-10-22T12:30:00Z,63.00,39.00
2025-10-22T12:32:00Z,63.00,39.00
2025-10-22T12:37:00Z,63.00,39.00
2025-10-22T12:39:00Z,63.00,39.00
2025-10-22T12:40:00Z,63.00,39.00
2025-10-22T12:41:00Z,63.00,39.00
2025-10-22T12:42:00Z,63.00,39.00
2025-10-22T12:43:00Z,63.00,39.00
2025-10-22T12:44:00Z,63.00,39.00
2025-10-22T12:45:00Z,63.00,39.00
2025-10-22T12:46:00Z,63.00,39.00
2025-10-22T12:48:00Z,63.00,39.00
2025-10-22T12:50:00Z,63.00,39.00
2025-10-22T12:51:00Z,63.00,39.00
2025-10-22T12:52:00Z,63.00,39.00
2025-10-22T12:53:00Z,63.00,39.00
2025-10-22T12:54:00Z,63.00,38.00
2025-10-22T12:55:00Z,63.00,38.00
2025-10-22T12:56:00Z,63.00,39.00
2025-10-22T12:57:00Z,63.58,39.00
2025-10-22T12:59:00Z,64.00,38.00
2025-10-22T13:00:00Z,64.00,38.00
2025-10-22T13:01:00Z,64.00,38.00
2025-10-22T13:02:00Z,64.00,37.00
2025-10-22T13:03:00Z,64.00,37.00
2025-10-22T13:04:00Z,64.00,37.00
2025-10-22T13:05:00Z,64.00,37.00
2025-10-22T13:06:00Z,68.25,38.35
2025-10-22T13:07:00Z,61.63,39.12
2025-10-22T13:08:00Z,67.44,36.17
2025-10-22T13:09:00Z,74.46,25.02
2025-10-22T13:10:00Z,76.49,25.99
2025-10-22T13:11:00Z,78.13,21.65
2025-10-22T13:12:00Z,81.84,18.01
2025-10-22T13:13:00Z,80.17,19.93
2025-10-22T13:14:00Z,80.00,20.00
2025-10-22T13:15:00Z,78.83,22.50
2025-10-22T13:16:00Z,78.00,24.00
2025-10-22T13:17:00Z,81.00,24.00
2025-10-22T13:18:00Z,83.49,18.04
2025-10-22T13:19:00Z,83.11,19.00
2025-10-22T13:20:00Z,83.00,18.00
2025-10-22T13:21:00Z,83.07,19.00
2025-10-22T13:22:00Z,82.23,20.07
2025-10-22T13:23:00Z,81.00,21.20
2025-10-22T13:24:00Z,81.00,22.75
2025-10-22T13:25:00Z,79.84,22.00
2025-10-22T13:26:00Z,80.19,21.96
2025-10-22T13:27:00Z,82.01,20.12
2025-10-22T13:28:00Z,81.09,24.26
2025-10-22T13:29:00Z,81.03,24.26
2025-10-22T13:30:00Z,81.34,20.59
2025-10-22T13:31:00Z,81.85,21.79
2025-10-22T13:32:00Z,76.44,26.83
2025-10-22T13:33:00Z,80.13,23.67
2025-10-22T13:34:00Z,77.05,23.79
2025-10-22T13:35:00Z,78.58,24.00
2025-10-22T13:36:00Z,80.98,21.48
2025-10-22T13:37:00Z,81.48,20.00
