# event_ticker=KXATPCHALLENGERMATCH-26MAY18MATTAK
# final_score=6-4 6-2
# match_winner=Yusuke Takahashi
# fav_player=Yusuke Takahashi
# dog_player=Ryuki Matsuda
# kalshi_date=2026-05-18
timestamp,Ryuki Matsuda,Yusuke Takahashi
2026-05-18T17:31:00Z,,84.55
2026-05-18T17:32:00Z,22.02,84.55
2026-05-18T17:34:00Z,20.00,84.55
2026-05-18T17:35:00Z,22.00,84.55
2026-05-18T17:36:00Z,23.88,78.00
2026-05-18T17:38:00Z,23.88,80.00
2026-05-18T17:41:00Z,20.00,80.00
2026-05-18T17:42:00Z,29.81,80.00
2026-05-18T17:43:00Z,29.81,81.00
2026-05-18T17:44:00Z,30.84,81.00
2026-05-18T17:46:00Z,26.00,81.00
2026-05-18T17:48:00Z,31.83,71.88
2026-05-18T17:49:00Z,30.05,71.88
2026-05-18T17:51:00Z,28.70,72.19
2026-05-18T17:54:00Z,19.38,72.19
2026-05-18T18:00:00Z,18.00,84.24
2026-05-18T18:03:00Z,18.00,84.49
2026-05-18T18:04:00Z,18.00,81.00
2026-05-18T18:05:00Z,18.00,82.85
2026-05-18T18:10:00Z,23.00,82.85
2026-05-18T18:11:00Z,23.00,77.00
2026-05-18T18:15:00Z,25.73,77.00
2026-05-18T18:17:00Z,25.73,83.84
2026-05-18T18:18:00Z,25.63,79.00
2026-05-18T18:19:00Z,25.63,78.91
2026-05-18T18:20:00Z,24.00,78.91
2026-05-18T18:22:00Z,16.02,86.88
2026-05-18T18:23:00Z,16.02,77.00
2026-05-18T18:24:00Z,23.18,77.00
2026-05-18T18:26:00Z,23.18,83.93
2026-05-18T18:27:00Z,23.50,83.93
2026-05-18T18:29:00Z,19.00,76.00
2026-05-18T18:31:00Z,18.26,83.00
2026-05-18T18:32:00Z,23.14,83.00
2026-05-18T18:33:00Z,18.00,83.00
2026-05-18T18:34:00Z,18.00,75.12
2026-05-18T18:36:00Z,18.00,83.00
2026-05-18T18:37:00Z,18.00,83.00
2026-05-18T18:38:00Z,18.00,83.00
2026-05-18T18:41:00Z,18.00,81.00
2026-05-18T18:42:00Z,24.48,81.00
2026-05-18T18:46:00Z,22.71,84.00
2026-05-18T18:51:00Z,22.00,82.00
2026-05-18T18:52:00Z,23.00,82.00
2026-05-18T18:53:00Z,17.96,82.00
2026-05-18T18:56:00Z,17.96,81.00
2026-05-18T18:57:00Z,23.00,81.00
2026-05-18T18:59:00Z,23.00,76.00
2026-05-18T19:00:00Z,23.00,82.00
2026-05-18T19:01:00Z,23.00,83.00
2026-05-18T19:04:00Z,26.94,81.00
2026-05-18T19:06:00Z,26.94,82.00
2026-05-18T19:07:00Z,19.00,85.60
2026-05-18T19:10:00Z,26.24,85.60
2026-05-18T19:11:00Z,28.28,73.40
2026-05-18T19:12:00Z,28.28,79.00
2026-05-18T19:13:00Z,28.46,79.00
2026-05-18T19:15:00Z,28.46,74.00
2026-05-18T19:16:00Z,28.46,79.00
2026-05-18T19:18:00Z,19.00,79.00
2026-05-18T19:19:00Z,18.99,79.00
2026-05-18T19:21:00Z,18.99,82.00
2026-05-18T19:22:00Z,20.16,79.04
2026-05-18T19:23:00Z,20.16,83.00
2026-05-18T19:24:00Z,24.03,83.00
2026-05-18T19:26:00Z,19.08,83.00
2026-05-18T19:27:00Z,19.08,82.00
2026-05-18T19:29:00Z,20.00,82.00
2026-05-18T19:32:00Z,26.00,83.00
2026-05-18T19:35:00Z,26.00,83.00
2026-05-18T19:36:00Z,23.00,83.00
2026-05-18T19:37:00Z,24.00,83.00
2026-05-18T19:39:00Z,24.00,83.00
2026-05-18T19:40:00Z,24.00,83.00
2026-05-18T19:42:00Z,24.00,82.00
2026-05-18T19:43:00Z,26.19,82.00
2026-05-18T19:44:00Z,26.00,82.00
2026-05-18T19:45:00Z,25.00,84.35
2026-05-18T19:46:00Z,25.00,84.35
2026-05-18T19:47:00Z,25.00,82.00
2026-05-18T19:48:00Z,26.00,82.00
2026-05-18T19:49:00Z,19.00,82.00
2026-05-18T19:52:00Z,25.78,79.76
2026-05-18T19:54:00Z,27.00,75.00
2026-05-18T19:55:00Z,26.78,75.00
2026-05-18T19:56:00Z,26.78,83.10
2026-05-18T19:57:00Z,26.78,81.83
2026-05-18T19:58:00Z,35.94,74.00
2026-05-18T19:59:00Z,26.00,75.17
2026-05-18T20:00:00Z,27.46,76.66
2026-05-18T20:01:00Z,26.00,77.00
2026-05-18T20:02:00Z,24.00,78.82
2026-05-18T20:03:00Z,24.00,78.82
2026-05-18T20:04:00Z,22.00,80.00
2026-05-18T20:07:00Z,24.72,80.00
2026-05-18T20:11:00Z,25.00,74.55
2026-05-18T20:12:00Z,27.70,76.16
2026-05-18T20:13:00Z,26.00,76.16
2026-05-18T20:14:00Z,27.00,75.00
2026-05-18T20:16:00Z,26.00,78.00
2026-05-18T20:17:00Z,27.86,78.34
2026-05-18T20:18:00Z,23.59,78.00
2026-05-18T20:19:00Z,30.16,75.00
2026-05-18T20:20:00Z,27.58,76.80
2026-05-18T20:21:00Z,22.38,77.47
2026-05-18T20:22:00Z,26.99,76.00
2026-05-18T20:23:00Z,26.00,79.00
2026-05-18T20:24:00Z,24.30,79.00
2026-05-18T20:25:00Z,26.69,76.00
2026-05-18T20:26:00Z,24.30,76.00
2026-05-18T20:27:00Z,23.04,76.00
2026-05-18T20:28:00Z,26.00,78.00
2026-05-18T20:29:00Z,22.00,78.00
2026-05-18T20:30:00Z,22.00,78.00
2026-05-18T20:32:00Z,25.94,78.00
2026-05-18T20:33:00Z,25.82,78.00
2026-05-18T20:34:00Z,25.82,76.00
2026-05-18T20:35:00Z,26.60,76.00
2026-05-18T20:37:00Z,25.00,76.00
2026-05-18T20:38:00Z,25.91,76.97
2026-05-18T20:39:00Z,26.20,77.44
2026-05-18T20:40:00Z,22.00,75.63
2026-05-18T20:41:00Z,25.92,76.00
2026-05-18T20:42:00Z,25.00,79.86
2026-05-18T20:43:00Z,24.49,78.66
2026-05-18T20:44:00Z,24.49,78.97
2026-05-18T20:46:00Z,22.00,79.00
2026-05-18T20:47:00Z,23.00,79.00
2026-05-18T20:48:00Z,22.00,76.85
2026-05-18T20:49:00Z,23.00,76.85
2026-05-18T20:50:00Z,23.00,80.32
2026-05-18T20:51:00Z,22.42,80.32
2026-05-18T20:52:00Z,22.00,80.18
2026-05-18T20:53:00Z,20.96,80.00
2026-05-18T20:54:00Z,21.00,80.00
2026-05-18T20:55:00Z,22.57,80.00
2026-05-18T20:56:00Z,22.05,80.96
2026-05-18T20:57:00Z,24.04,78.58
2026-05-18T20:58:00Z,25.13,79.15
2026-05-18T20:59:00Z,24.85,78.96
2026-05-18T21:00:00Z,24.51,78.96
2026-05-18T21:01:00Z,22.76,78.96
2026-05-18T21:02:00Z,25.00,78.96
2026-05-18T21:03:00Z,24.72,78.89
2026-05-18T21:04:00Z,24.80,78.00
2026-05-18T21:06:00Z,26.74,77.19
2026-05-18T21:07:00Z,27.18,77.09
2026-05-18T21:08:00Z,25.66,78.00
2026-05-18T21:09:00Z,25.66,79.04
2026-05-18T21:10:00Z,25.17,77.36
2026-05-18T21:11:00Z,23.40,77.36
2026-05-18T21:12:00Z,22.18,77.36
2026-05-18T21:13:00Z,23.00,80.00
2026-05-18T21:14:00Z,23.09,80.00
2026-05-18T21:15:00Z,23.00,80.00
2026-05-18T21:16:00Z,23.86,80.00
2026-05-18T21:17:00Z,23.86,80.91
2026-05-18T21:18:00Z,24.00,80.91
2026-05-18T21:19:00Z,23.59,78.85
2026-05-18T21:20:00Z,24.86,78.85
2026-05-18T21:21:00Z,24.00,78.85
2026-05-18T21:22:00Z,25.60,79.00
2026-05-18T21:23:00Z,23.64,78.94
