# event_ticker=KXATPMATCH-25JUL20MPEVUK
# final_score=6-4 3-6 6-3
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-07-20
timestamp,Aleksandar Vukic,Giovanni Mpetshi Perricard
2025-07-21T12:01:00Z,,60.00
2025-07-21T12:16:00Z,,60.00
2025-07-21T12:19:00Z,,60.00
2025-07-21T12:27:00Z,,60.00
2025-07-21T12:48:00Z,,58.00
2025-07-21T12:55:00Z,43.54,58.00
2025-07-21T13:07:00Z,43.54,58.00
2025-07-21T13:11:00Z,43.54,58.00
2025-07-21T13:17:00Z,43.54,58.00
2025-07-21T13:29:00Z,43.54,58.00
2025-07-21T13:31:00Z,43.54,58.00
2025-07-21T13:38:00Z,43.00,58.00
2025-07-21T13:44:00Z,43.00,58.00
2025-07-21T13:46:00Z,43.00,58.14
2025-07-21T13:57:00Z,43.00,58.32
2025-07-21T14:03:00Z,43.00,59.00
2025-07-21T14:16:00Z,43.00,59.00
2025-07-21T14:17:00Z,43.00,59.00
2025-07-21T14:21:00Z,43.00,59.00
2025-07-21T14:24:00Z,43.00,57.00
2025-07-21T14:26:00Z,43.00,59.00
2025-07-21T14:29:00Z,43.00,59.00
2025-07-21T14:30:00Z,43.00,59.00
2025-07-21T14:31:00Z,43.00,59.00
2025-07-21T14:32:00Z,43.00,59.00
2025-07-21T14:33:00Z,43.00,59.00
2025-07-21T14:36:00Z,43.00,59.00
2025-07-21T14:54:00Z,43.00,59.00
2025-07-21T14:59:00Z,43.00,59.00
2025-07-21T15:00:00Z,42.00,59.00
2025-07-21T15:06:00Z,42.00,59.00
2025-07-21T15:10:00Z,42.00,56.91
2025-07-21T15:11:00Z,42.00,59.00
2025-07-21T15:13:00Z,42.00,59.00
2025-07-21T15:31:00Z,42.00,58.24
2025-07-21T15:42:00Z,42.00,59.00
2025-07-21T15:53:00Z,42.00,59.00
2025-07-21T16:04:00Z,42.00,59.00
2025-07-21T16:09:00Z,42.00,57.00
2025-07-21T16:11:00Z,42.00,57.00
2025-07-21T16:20:00Z,42.00,60.00
2025-07-21T16:25:00Z,42.00,60.00
2025-07-21T16:29:00Z,42.00,60.00
2025-07-21T16:30:00Z,35.40,60.00
2025-07-21T16:32:00Z,35.40,60.00
2025-07-21T16:33:00Z,35.40,60.00
2025-07-21T16:37:00Z,35.40,60.00
2025-07-21T16:40:00Z,42.06,60.00
2025-07-21T16:41:00Z,38.00,60.00
2025-07-21T16:50:00Z,38.00,59.30
2025-07-21T16:56:00Z,38.00,59.91
2025-07-21T17:06:00Z,38.00,60.00
2025-07-21T17:08:00Z,39.00,60.00
2025-07-21T17:11:00Z,39.00,60.00
2025-07-21T17:12:00Z,39.00,60.35
2025-07-21T17:15:00Z,39.00,60.00
2025-07-21T17:20:00Z,41.00,60.00
2025-07-21T17:29:00Z,41.00,60.00
2025-07-21T17:49:00Z,41.00,57.59
2025-07-21T17:52:00Z,41.00,60.42
2025-07-21T18:18:00Z,41.00,61.00
2025-07-21T18:20:00Z,41.00,61.00
2025-07-21T18:34:00Z,41.00,60.00
2025-07-21T18:40:00Z,41.00,59.00
2025-07-21T18:42:00Z,41.00,60.86
2025-07-21T18:49:00Z,41.00,61.00
2025-07-21T18:55:00Z,41.00,61.00
2025-07-21T19:03:00Z,41.00,61.00
2025-07-21T19:13:00Z,41.00,61.23
2025-07-21T19:14:00Z,41.00,59.00
2025-07-21T19:27:00Z,40.00,59.00
2025-07-21T19:37:00Z,39.00,59.00
2025-07-21T19:41:00Z,39.00,62.00
2025-07-21T19:43:00Z,39.00,62.00
2025-07-21T19:55:00Z,39.00,62.00
2025-07-21T19:58:00Z,39.00,62.00
2025-07-21T20:02:00Z,40.00,62.00
2025-07-21T20:06:00Z,40.00,62.00
2025-07-21T20:23:00Z,40.00,62.00
2025-07-21T20:27:00Z,39.00,62.00
2025-07-21T20:29:00Z,39.00,62.00
2025-07-21T20:48:00Z,40.00,62.00
2025-07-21T21:09:00Z,40.00,62.00
2025-07-21T21:13:00Z,40.00,62.00
2025-07-21T21:17:00Z,40.00,62.00
2025-07-21T21:22:00Z,44.77,60.00
2025-07-21T21:23:00Z,44.77,60.00
2025-07-21T21:28:00Z,44.77,60.00
2025-07-21T21:29:00Z,44.77,60.00
2025-07-21T21:32:00Z,44.77,60.00
2025-07-21T21:36:00Z,44.77,59.00
2025-07-21T21:37:00Z,44.77,60.00
2025-07-21T21:40:00Z,44.77,60.90
2025-07-21T21:41:00Z,44.77,61.00
2025-07-21T21:43:00Z,43.98,59.53
2025-07-21T21:44:00Z,43.98,57.62
2025-07-21T21:45:00Z,44.00,56.00
2025-07-21T21:46:00Z,44.83,56.00
2025-07-21T21:47:00Z,44.83,55.88
2025-07-21T21:48:00Z,44.83,56.00
2025-07-21T21:50:00Z,44.83,56.00
2025-07-21T21:51:00Z,44.83,56.00
2025-07-21T21:52:00Z,45.41,56.00
2025-07-21T21:53:00Z,45.41,56.00
2025-07-21T21:54:00Z,45.41,56.00
2025-07-21T21:55:00Z,45.41,57.06
2025-07-21T21:56:00Z,43.00,57.06
2025-07-21T21:57:00Z,43.00,57.88
2025-07-21T21:58:00Z,43.00,58.00
2025-07-21T21:59:00Z,43.00,57.98
2025-07-21T22:00:00Z,43.00,58.00
2025-07-21T22:01:00Z,43.00,58.00
2025-07-21T22:02:00Z,43.00,58.00
2025-07-21T22:03:00Z,43.00,59.14
2025-07-21T22:04:00Z,38.32,59.14
2025-07-21T22:05:00Z,38.32,60.00
2025-07-21T22:06:00Z,38.32,60.00
2025-07-21T22:08:00Z,41.00,60.00
2025-07-21T22:09:00Z,41.00,60.00
2025-07-21T22:10:00Z,41.00,60.00
2025-07-21T22:12:00Z,41.00,60.00
2025-07-21T22:13:00Z,41.00,60.00
2025-07-21T22:15:00Z,41.00,60.00
2025-07-21T22:16:00Z,41.00,59.00
2025-07-21T22:17:00Z,43.00,59.64
2025-07-21T22:22:00Z,41.00,59.64
2025-07-21T22:27:00Z,41.00,61.00
2025-07-21T22:28:00Z,41.00,61.00
2025-07-21T22:29:00Z,41.00,61.00
2025-07-21T22:31:00Z,41.00,58.00
2025-07-21T22:32:00Z,41.00,58.00
2025-07-21T22:34:00Z,41.00,60.00
2025-07-21T22:35:00Z,41.00,60.00
2025-07-21T22:38:00Z,41.00,60.00
2025-07-21T22:39:00Z,41.00,60.66
2025-07-21T22:41:00Z,41.00,60.00
2025-07-21T22:46:00Z,41.00,61.00
2025-07-21T22:47:00Z,41.00,61.00
2025-07-21T22:48:00Z,41.00,60.00
2025-07-21T22:52:00Z,41.00,61.58
2025-07-21T22:58:00Z,37.00,61.58
2025-07-21T22:59:00Z,37.00,61.96
2025-07-21T23:07:00Z,37.00,64.23
2025-07-21T23:08:00Z,37.00,69.62
2025-07-21T23:09:00Z,33.15,65.50
2025-07-21T23:10:00Z,32.00,69.98
2025-07-21T23:11:00Z,32.18,66.00
2025-07-21T23:12:00Z,32.18,65.00
2025-07-21T23:13:00Z,32.18,64.01
2025-07-21T23:14:00Z,42.96,59.32
2025-07-21T23:16:00Z,42.96,63.00
2025-07-21T23:17:00Z,40.00,63.00
2025-07-21T23:20:00Z,40.00,63.00
2025-07-21T23:21:00Z,40.00,55.00
2025-07-21T23:22:00Z,50.00,53.00
2025-07-21T23:23:00Z,50.00,56.64
2025-07-21T23:24:00Z,57.78,45.87
2025-07-21T23:25:00Z,56.09,45.87
2025-07-21T23:26:00Z,56.09,38.54
2025-07-21T23:27:00Z,65.60,35.92
2025-07-21T23:28:00Z,65.60,38.00
2025-07-21T23:29:00Z,65.60,35.09
2025-07-21T23:30:00Z,65.60,34.00
2025-07-21T23:31:00Z,63.00,35.28
2025-07-21T23:32:00Z,64.00,36.00
2025-07-21T23:33:00Z,60.00,39.81
