# event_ticker=KXATPMATCH-25SEP26NAKFUC
# final_score=7-5 6-3
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Marton Fucsovics
# kalshi_date=2025-09-26
timestamp,Brandon Nakashima,Marton Fucsovics
2025-09-27T03:52:00Z,56.00,46.40
2025-09-27T03:53:00Z,56.00,46.40
2025-09-27T03:54:00Z,56.00,46.00
2025-09-27T03:58:00Z,56.00,46.00
2025-09-27T04:00:00Z,56.00,46.00
2025-09-27T04:02:00Z,56.00,46.00
2025-09-27T04:06:00Z,59.00,46.00
2025-09-27T04:07:00Z,58.00,46.00
2025-09-27T04:08:00Z,58.00,46.00
2025-09-27T04:10:00Z,54.35,45.01
2025-09-27T04:11:00Z,58.00,45.01
2025-09-27T04:13:00Z,50.60,46.00
2025-09-27T04:14:00Z,51.37,48.90
2025-09-27T04:15:00Z,56.00,48.90
2025-09-27T04:16:00Z,56.00,48.90
2025-09-27T04:17:00Z,59.15,38.50
2025-09-27T04:18:00Z,66.49,35.00
2025-09-27T04:19:00Z,69.55,35.00
2025-09-27T04:20:00Z,73.44,35.00
2025-09-27T04:22:00Z,74.00,35.00
2025-09-27T04:24:00Z,74.00,26.00
2025-09-27T04:25:00Z,74.00,30.00
2025-09-27T04:26:00Z,72.35,30.00
2025-09-27T04:27:00Z,69.18,30.00
2025-09-27T04:28:00Z,65.36,35.88
2025-09-27T04:29:00Z,65.36,36.49
2025-09-27T04:30:00Z,61.74,40.00
2025-09-27T04:31:00Z,69.00,31.00
2025-09-27T04:32:00Z,72.56,28.00
2025-09-27T04:33:00Z,74.00,28.00
2025-09-27T04:34:00Z,74.12,28.00
2025-09-27T04:35:00Z,74.65,28.00
2025-09-27T04:36:00Z,73.72,28.00
2025-09-27T04:38:00Z,75.00,28.00
2025-09-27T04:39:00Z,72.00,27.00
2025-09-27T04:40:00Z,75.00,27.00
2025-09-27T04:43:00Z,77.00,27.00
2025-09-27T04:44:00Z,72.00,27.11
2025-09-27T04:45:00Z,67.69,31.85
2025-09-27T04:46:00Z,67.70,31.21
2025-09-27T04:47:00Z,76.00,25.49
2025-09-27T04:48:00Z,76.31,25.49
2025-09-27T04:49:00Z,77.33,25.00
2025-09-27T04:50:00Z,77.00,25.00
2025-09-27T04:51:00Z,75.48,26.92
2025-09-27T04:52:00Z,71.95,26.00
2025-09-27T04:53:00Z,73.91,26.00
2025-09-27T04:54:00Z,75.13,26.00
2025-09-27T04:55:00Z,75.88,26.62
2025-09-27T04:56:00Z,69.27,31.49
2025-09-27T04:57:00Z,68.00,34.98
2025-09-27T04:58:00Z,56.49,40.61
2025-09-27T04:59:00Z,57.57,44.97
2025-09-27T05:00:00Z,55.52,47.44
2025-09-27T05:01:00Z,54.86,47.34
2025-09-27T05:02:00Z,59.52,39.57
2025-09-27T05:03:00Z,63.19,37.71
2025-09-27T05:04:00Z,62.44,38.20
2025-09-27T05:05:00Z,59.00,38.21
2025-09-27T05:06:00Z,52.72,45.47
2025-09-27T05:07:00Z,52.26,49.88
2025-09-27T05:08:00Z,56.00,46.52
2025-09-27T05:09:00Z,55.92,46.52
2025-09-27T05:10:00Z,57.07,44.00
2025-09-27T05:11:00Z,57.13,44.00
2025-09-27T05:12:00Z,60.43,43.40
2025-09-27T05:13:00Z,63.30,36.87
2025-09-27T05:14:00Z,73.79,30.94
2025-09-27T05:15:00Z,75.00,25.68
2025-09-27T05:16:00Z,76.48,25.68
2025-09-27T05:17:00Z,78.66,22.96
2025-09-27T05:18:00Z,77.01,24.28
2025-09-27T05:19:00Z,77.86,24.00
2025-09-27T05:20:00Z,77.00,24.06
2025-09-27T05:21:00Z,77.00,24.06
2025-09-27T05:22:00Z,72.89,25.71
2025-09-27T05:23:00Z,74.42,25.71
2025-09-27T05:24:00Z,79.88,21.88
2025-09-27T05:25:00Z,80.88,21.00
2025-09-27T05:26:00Z,79.54,22.20
2025-09-27T05:27:00Z,84.90,16.34
2025-09-27T05:28:00Z,84.71,17.43
2025-09-27T05:29:00Z,88.65,9.87
2025-09-27T05:30:00Z,94.63,5.42
2025-09-27T05:31:00Z,94.84,4.25
2025-09-27T05:32:00Z,96.79,3.27
2025-09-27T05:33:00Z,95.10,5.00
2025-09-27T05:34:00Z,96.75,4.00
2025-09-27T05:35:00Z,94.00,5.22
2025-09-27T05:36:00Z,96.00,4.00
2025-09-27T05:37:00Z,94.94,4.01
2025-09-27T05:38:00Z,95.01,5.06
2025-09-27T05:39:00Z,94.66,4.96
2025-09-27T05:40:00Z,95.00,4.96
2025-09-27T05:41:00Z,95.00,7.54
2025-09-27T05:42:00Z,95.00,9.55
2025-09-27T05:43:00Z,90.07,9.37
2025-09-27T05:44:00Z,95.22,5.00
2025-09-27T05:45:00Z,97.00,4.09
2025-09-27T05:46:00Z,97.00,4.03
2025-09-27T05:47:00Z,95.00,4.89
2025-09-27T05:48:00Z,96.11,5.84
2025-09-27T05:49:00Z,94.33,5.17
2025-09-27T05:50:00Z,95.91,5.98
2025-09-27T05:51:00Z,91.80,8.22
2025-09-27T05:52:00Z,94.00,5.11
2025-09-27T05:53:00Z,94.00,4.63
2025-09-27T05:54:00Z,97.00,2.95
2025-09-27T05:55:00Z,98.89,3.00
2025-09-27T05:56:00Z,98.89,3.00
2025-09-27T05:57:00Z,96.73,3.00
2025-09-27T05:58:00Z,97.68,2.00
2025-09-27T05:59:00Z,97.68,2.00
2025-09-27T06:00:00Z,98.00,3.21
2025-09-27T06:01:00Z,98.00,3.43
2025-09-27T06:02:00Z,97.22,2.39
2025-09-27T06:03:00Z,99.00,2.17
2025-09-27T06:04:00Z,99.00,1.00
2025-09-27T06:05:00Z,99.00,1.00
2025-09-27T06:06:00Z,99.00,1.00
2025-09-27T06:07:00Z,99.00,1.00
2025-09-27T06:11:00Z,99.00,1.00
