# event_ticker=KXATPCHALLENGERMATCH-26APR21ANDCRA
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Andy Andrade
# fav_player=Oliver Crawford
# dog_player=Andres Andrade
# kalshi_date=2026-04-21
timestamp,Andres Andrade,Oliver Crawford
2026-04-21T20:02:00Z,58.15,44.00
2026-04-21T20:03:00Z,57.74,44.00
2026-04-21T20:04:00Z,58.00,44.00
2026-04-21T20:05:00Z,57.00,44.00
2026-04-21T20:06:00Z,58.85,43.49
2026-04-21T20:07:00Z,59.00,43.00
2026-04-21T20:08:00Z,59.00,43.00
2026-04-21T20:09:00Z,59.00,44.00
2026-04-21T20:10:00Z,59.00,43.00
2026-04-21T20:11:00Z,59.02,43.00
2026-04-21T20:12:00Z,59.00,43.00
2026-04-21T20:13:00Z,59.52,43.00
2026-04-21T20:14:00Z,60.00,42.00
2026-04-21T20:15:00Z,60.29,41.53
2026-04-21T20:16:00Z,61.05,40.30
2026-04-21T20:17:00Z,60.96,42.27
2026-04-21T20:18:00Z,61.17,42.47
2026-04-21T20:19:00Z,62.00,41.00
2026-04-21T20:20:00Z,62.00,40.81
2026-04-21T20:21:00Z,60.43,40.92
2026-04-21T20:22:00Z,62.00,42.34
2026-04-21T20:23:00Z,62.80,41.56
2026-04-21T20:24:00Z,61.35,41.00
2026-04-21T20:25:00Z,60.96,41.00
2026-04-21T20:26:00Z,59.96,42.17
2026-04-21T20:27:00Z,60.47,42.02
2026-04-21T20:28:00Z,59.20,41.34
2026-04-21T20:29:00Z,60.04,41.55
2026-04-21T20:30:00Z,61.31,38.33
2026-04-21T20:31:00Z,64.71,38.65
2026-04-21T20:32:00Z,71.61,29.90
2026-04-21T20:33:00Z,71.28,29.07
2026-04-21T20:34:00Z,73.29,27.92
2026-04-21T20:35:00Z,72.04,28.55
2026-04-21T20:36:00Z,65.96,34.34
2026-04-21T20:37:00Z,67.93,32.51
2026-04-21T20:38:00Z,70.92,30.63
2026-04-21T20:39:00Z,72.33,27.83
2026-04-21T20:40:00Z,72.04,28.78
2026-04-21T20:41:00Z,71.00,30.77
2026-04-21T20:42:00Z,68.01,32.00
2026-04-21T20:43:00Z,68.68,32.10
2026-04-21T20:44:00Z,70.79,30.55
2026-04-21T20:45:00Z,72.33,28.09
2026-04-21T20:46:00Z,73.00,27.34
2026-04-21T20:47:00Z,72.01,28.18
2026-04-21T20:48:00Z,72.12,29.00
2026-04-21T20:49:00Z,71.98,29.95
2026-04-21T20:50:00Z,72.00,29.98
2026-04-21T20:51:00Z,73.00,28.02
2026-04-21T20:52:00Z,73.96,27.99
2026-04-21T20:53:00Z,72.18,28.08
2026-04-21T20:54:00Z,72.94,27.45
2026-04-21T20:55:00Z,70.75,32.04
2026-04-21T20:56:00Z,69.14,36.35
2026-04-21T20:57:00Z,72.48,27.96
2026-04-21T20:58:00Z,74.98,25.83
2026-04-21T20:59:00Z,75.25,26.00
2026-04-21T21:00:00Z,73.48,26.65
2026-04-21T21:01:00Z,73.96,28.00
2026-04-21T21:02:00Z,75.56,25.60
2026-04-21T21:03:00Z,76.48,24.59
2026-04-21T21:04:00Z,74.41,26.11
2026-04-21T21:05:00Z,73.78,27.28
2026-04-21T21:06:00Z,74.27,27.91
2026-04-21T21:07:00Z,72.56,31.18
2026-04-21T21:08:00Z,70.91,31.04
2026-04-21T21:09:00Z,67.57,32.18
2026-04-21T21:10:00Z,67.41,31.52
2026-04-21T21:11:00Z,68.75,30.76
2026-04-21T21:12:00Z,73.89,25.49
2026-04-21T21:13:00Z,77.51,23.91
2026-04-21T21:14:00Z,75.69,23.75
2026-04-21T21:15:00Z,75.00,25.00
2026-04-21T21:16:00Z,75.98,25.00
2026-04-21T21:17:00Z,75.30,24.97
2026-04-21T21:18:00Z,77.47,23.46
2026-04-21T21:19:00Z,78.83,23.31
2026-04-21T21:20:00Z,78.58,21.97
2026-04-21T21:21:00Z,79.02,20.96
2026-04-21T21:22:00Z,79.40,20.92
2026-04-21T21:23:00Z,79.98,21.00
2026-04-21T21:24:00Z,79.21,21.82
2026-04-21T21:25:00Z,77.26,22.41
2026-04-21T21:26:00Z,74.59,23.64
2026-04-21T21:27:00Z,77.86,23.69
2026-04-21T21:28:00Z,77.00,23.99
2026-04-21T21:29:00Z,76.84,24.96
2026-04-21T21:30:00Z,74.00,26.53
2026-04-21T21:31:00Z,74.88,28.44
2026-04-21T21:32:00Z,79.81,22.12
2026-04-21T21:33:00Z,79.00,22.61
2026-04-21T21:34:00Z,81.19,20.84
2026-04-21T21:35:00Z,84.03,14.97
2026-04-21T21:36:00Z,89.58,11.62
2026-04-21T21:37:00Z,88.81,10.34
2026-04-21T21:38:00Z,88.05,12.61
2026-04-21T21:39:00Z,84.78,16.26
2026-04-21T21:40:00Z,86.21,13.78
2026-04-21T21:41:00Z,85.77,13.83
2026-04-21T21:42:00Z,90.65,10.39
2026-04-21T21:43:00Z,92.73,8.96
2026-04-21T21:44:00Z,91.12,9.00
2026-04-21T21:45:00Z,91.11,9.06
2026-04-21T21:46:00Z,89.82,10.98
2026-04-21T21:47:00Z,90.26,11.15
2026-04-21T21:48:00Z,92.90,7.77
2026-04-21T21:49:00Z,91.83,9.94
2026-04-21T21:50:00Z,85.31,15.70
2026-04-21T21:51:00Z,75.74,22.93
2026-04-21T21:52:00Z,79.67,20.63
2026-04-21T21:53:00Z,82.86,14.67
2026-04-21T21:54:00Z,78.83,22.18
2026-04-21T21:55:00Z,72.81,27.66
2026-04-21T21:56:00Z,71.99,28.05
2026-04-21T21:57:00Z,71.01,28.45
2026-04-21T21:58:00Z,70.52,30.33
2026-04-21T21:59:00Z,73.98,26.01
2026-04-21T22:00:00Z,71.87,27.77
2026-04-21T22:01:00Z,63.07,36.94
2026-04-21T22:02:00Z,66.72,31.77
2026-04-21T22:03:00Z,69.23,31.80
2026-04-21T22:04:00Z,65.82,34.03
2026-04-21T22:05:00Z,64.54,35.75
2026-04-21T22:06:00Z,71.08,28.95
2026-04-21T22:07:00Z,69.30,31.11
2026-04-21T22:08:00Z,68.68,32.25
2026-04-21T22:09:00Z,73.65,26.58
2026-04-21T22:10:00Z,76.49,25.56
2026-04-21T22:11:00Z,77.32,20.90
2026-04-21T22:12:00Z,80.53,20.42
2026-04-21T22:13:00Z,90.74,7.99
2026-04-21T22:14:00Z,93.79,6.73
2026-04-21T22:15:00Z,94.56,4.80
2026-04-21T22:16:00Z,98.64,2.38
2026-04-21T22:17:00Z,99.00,1.00
2026-04-21T22:18:00Z,99.00,1.00
2026-04-21T22:19:00Z,99.00,1.00
2026-04-21T22:20:00Z,99.00,1.00
2026-04-21T22:21:00Z,99.00,1.00
2026-04-21T22:22:00Z,99.00,1.00
2026-04-21T22:23:00Z,99.00,1.00
