# event_ticker=KXATPMATCH-26FEB24NARLEH
# final_score=4-6 6-4 6-2
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Luca Nardi
# kalshi_date=2026-02-24
timestamp,Jiri Lehecka,Luca Nardi
2026-02-24T15:18:00Z,50.71,50.51
2026-02-24T15:19:00Z,56.19,49.50
2026-02-24T15:20:00Z,56.81,49.13
2026-02-24T15:21:00Z,60.57,45.37
2026-02-24T15:22:00Z,63.23,40.01
2026-02-24T15:23:00Z,56.72,47.08
2026-02-24T15:24:00Z,53.74,48.92
2026-02-24T15:25:00Z,50.56,54.42
2026-02-24T15:26:00Z,44.97,58.59
2026-02-24T15:27:00Z,49.04,58.68
2026-02-24T15:28:00Z,51.21,52.47
2026-02-24T15:29:00Z,56.21,50.79
2026-02-24T15:30:00Z,58.94,43.17
2026-02-24T15:31:00Z,50.47,53.07
2026-02-24T15:32:00Z,43.65,61.00
2026-02-24T15:33:00Z,37.43,73.38
2026-02-24T15:34:00Z,24.03,77.54
2026-02-24T15:35:00Z,29.02,78.21
2026-02-24T15:36:00Z,38.50,62.75
2026-02-24T15:37:00Z,38.95,65.35
2026-02-24T15:38:00Z,42.89,60.04
2026-02-24T15:39:00Z,48.71,54.02
2026-02-24T15:40:00Z,48.03,54.54
2026-02-24T15:41:00Z,57.92,45.47
2026-02-24T15:42:00Z,63.16,36.98
2026-02-24T15:43:00Z,62.49,41.85
2026-02-24T15:44:00Z,58.43,40.85
2026-02-24T15:45:00Z,52.58,44.46
2026-02-24T15:46:00Z,44.77,57.24
2026-02-24T15:47:00Z,46.39,57.85
2026-02-24T15:48:00Z,43.20,58.83
2026-02-24T15:49:00Z,46.27,54.48
2026-02-24T15:50:00Z,46.28,53.97
2026-02-24T15:51:00Z,48.20,50.80
2026-02-24T15:52:00Z,49.12,55.74
2026-02-24T15:53:00Z,47.59,53.81
2026-02-24T15:54:00Z,59.73,36.40
2026-02-24T15:55:00Z,68.25,31.63
2026-02-24T15:56:00Z,68.33,32.81
2026-02-24T15:57:00Z,69.02,33.62
2026-02-24T15:58:00Z,71.00,29.93
2026-02-24T15:59:00Z,60.48,42.63
2026-02-24T16:00:00Z,68.98,32.64
2026-02-24T16:01:00Z,72.24,29.60
2026-02-24T16:02:00Z,77.54,28.41
2026-02-24T16:03:00Z,85.37,14.67
2026-02-24T16:04:00Z,84.95,14.02
2026-02-24T16:05:00Z,89.97,10.62
2026-02-24T16:06:00Z,91.99,8.42
2026-02-24T16:07:00Z,91.84,9.68
2026-02-24T16:08:00Z,88.98,12.77
2026-02-24T16:09:00Z,89.38,9.31
2026-02-24T16:10:00Z,86.54,13.89
2026-02-24T16:11:00Z,90.62,13.96
2026-02-24T16:12:00Z,92.12,7.62
2026-02-24T16:13:00Z,92.07,8.06
2026-02-24T16:14:00Z,91.85,9.18
2026-02-24T16:15:00Z,91.13,9.38
2026-02-24T16:16:00Z,89.36,11.90
2026-02-24T16:17:00Z,91.29,9.71
2026-02-24T16:18:00Z,91.72,8.94
2026-02-24T16:19:00Z,91.05,8.58
2026-02-24T16:20:00Z,93.74,5.99
2026-02-24T16:21:00Z,93.85,6.31
2026-02-24T16:22:00Z,93.23,6.46
2026-02-24T16:23:00Z,92.71,6.73
2026-02-24T16:24:00Z,93.64,7.47
2026-02-24T16:25:00Z,96.70,4.91
2026-02-24T16:26:00Z,96.70,3.32
2026-02-24T16:27:00Z,96.58,3.47
2026-02-24T16:28:00Z,96.68,3.25
2026-02-24T16:29:00Z,98.70,1.64
2026-02-24T16:30:00Z,98.97,1.01
2026-02-24T16:31:00Z,99.00,1.00
2026-02-24T16:32:00Z,99.00,1.00
