# event_ticker=KXATPMATCH-26FEB24NARLEH
# final_score=4-6 6-4 6-2
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Luca Nardi
# kalshi_date=2026-02-24
timestamp,Jiri Lehecka,Luca Nardi
2026-02-24T12:49:00Z,,25.00
2026-02-24T13:01:00Z,,23.00
2026-02-24T13:02:00Z,,23.00
2026-02-24T13:03:00Z,77.00,23.00
2026-02-24T13:08:00Z,77.00,23.00
2026-02-24T13:11:00Z,77.00,21.00
2026-02-24T13:12:00Z,77.00,21.00
2026-02-24T13:13:00Z,77.00,23.00
2026-02-24T13:16:00Z,77.00,23.00
2026-02-24T13:22:00Z,77.00,23.00
2026-02-24T13:26:00Z,77.00,23.00
2026-02-24T13:28:00Z,80.00,23.00
2026-02-24T13:30:00Z,80.00,23.00
2026-02-24T13:31:00Z,80.00,20.71
2026-02-24T13:32:00Z,81.00,20.71
2026-02-24T13:33:00Z,81.00,20.71
2026-02-24T13:36:00Z,81.00,22.00
2026-02-24T13:41:00Z,81.94,22.00
2026-02-24T13:46:00Z,81.94,21.00
2026-02-24T13:47:00Z,82.00,21.00
2026-02-24T13:50:00Z,82.00,21.00
2026-02-24T13:51:00Z,82.00,21.00
2026-02-24T13:52:00Z,82.00,21.00
2026-02-24T13:53:00Z,82.00,21.00
2026-02-24T13:54:00Z,82.00,23.48
2026-02-24T13:55:00Z,82.00,22.13
2026-02-24T13:57:00Z,81.00,22.00
2026-02-24T13:59:00Z,81.65,20.00
2026-02-24T14:00:00Z,82.00,20.00
2026-02-24T14:01:00Z,81.14,20.00
2026-02-24T14:02:00Z,81.00,20.00
2026-02-24T14:03:00Z,81.00,20.00
2026-02-24T14:05:00Z,82.00,19.47
2026-02-24T14:06:00Z,82.00,20.06
2026-02-24T14:07:00Z,82.00,20.00
2026-02-24T14:08:00Z,82.00,20.00
2026-02-24T14:09:00Z,82.00,20.00
2026-02-24T14:11:00Z,82.00,21.00
2026-02-24T14:12:00Z,82.00,21.00
2026-02-24T14:13:00Z,81.00,22.01
2026-02-24T14:14:00Z,81.00,22.21
2026-02-24T14:15:00Z,81.00,22.98
2026-02-24T14:16:00Z,81.26,22.05
2026-02-24T14:17:00Z,81.25,22.80
2026-02-24T14:18:00Z,81.32,22.55
2026-02-24T14:19:00Z,81.03,22.00
2026-02-24T14:20:00Z,81.50,22.31
2026-02-24T14:21:00Z,81.37,23.50
2026-02-24T14:22:00Z,81.40,22.50
2026-02-24T14:23:00Z,82.00,22.50
2026-02-24T14:24:00Z,82.00,21.48
2026-02-24T14:25:00Z,81.83,21.34
2026-02-24T14:26:00Z,81.20,22.03
2026-02-24T14:27:00Z,82.66,21.31
2026-02-24T14:28:00Z,82.09,20.44
2026-02-24T14:29:00Z,78.00,20.54
2026-02-24T14:30:00Z,80.92,22.56
2026-02-24T14:31:00Z,80.15,22.12
2026-02-24T14:32:00Z,78.37,25.88
2026-02-24T14:33:00Z,80.60,23.25
2026-02-24T14:34:00Z,74.36,24.24
2026-02-24T14:35:00Z,77.38,24.08
2026-02-24T14:36:00Z,79.48,24.03
2026-02-24T14:37:00Z,79.43,27.53
2026-02-24T14:38:00Z,76.54,23.99
2026-02-24T14:39:00Z,77.00,23.61
2026-02-24T14:40:00Z,78.10,23.00
2026-02-24T14:41:00Z,78.51,24.00
2026-02-24T14:42:00Z,76.69,25.17
2026-02-24T14:43:00Z,75.82,27.04
2026-02-24T14:44:00Z,73.04,28.48
2026-02-24T14:45:00Z,69.11,32.39
2026-02-24T14:46:00Z,53.09,47.17
2026-02-24T14:47:00Z,51.04,49.15
2026-02-24T14:48:00Z,53.41,45.29
2026-02-24T14:49:00Z,51.64,49.50
2026-02-24T14:50:00Z,50.89,51.37
2026-02-24T14:51:00Z,56.40,50.16
2026-02-24T14:52:00Z,49.49,52.07
2026-02-24T14:53:00Z,50.16,51.92
2026-02-24T14:54:00Z,47.99,54.02
2026-02-24T14:55:00Z,47.93,56.58
2026-02-24T14:56:00Z,46.94,58.42
2026-02-24T14:57:00Z,47.18,55.37
2026-02-24T14:58:00Z,44.14,58.59
2026-02-24T14:59:00Z,47.00,55.68
2026-02-24T15:00:00Z,46.68,56.69
2026-02-24T15:01:00Z,49.06,54.40
2026-02-24T15:02:00Z,51.89,49.96
2026-02-24T15:03:00Z,48.72,53.79
2026-02-24T15:04:00Z,42.29,59.26
2026-02-24T15:05:00Z,42.00,58.26
2026-02-24T15:06:00Z,45.03,58.39
2026-02-24T15:07:00Z,46.51,58.06
2026-02-24T15:08:00Z,46.06,55.90
2026-02-24T15:09:00Z,50.30,53.38
2026-02-24T15:10:00Z,52.70,48.25
2026-02-24T15:11:00Z,47.88,54.65
2026-02-24T15:12:00Z,48.28,55.44
2026-02-24T15:13:00Z,54.19,47.52
2026-02-24T15:14:00Z,54.01,50.22
2026-02-24T15:15:00Z,45.93,55.29
2026-02-24T15:16:00Z,45.23,55.01
2026-02-24T15:17:00Z,46.22,56.65
