# event_ticker=KXATPMATCH-25NOV04JACVAN
# final_score=4-6 6-3 6-4
# match_winner=Kyrian Jacquet
# fav_player=Kyrian Jacquet
# dog_player=Luca Van Assche
# kalshi_date=2025-11-04
timestamp,Kyrian Jacquet,Luca Van Assche
2025-11-03T23:45:00Z,42.00,
2025-11-03T23:46:00Z,42.00,
2025-11-03T23:52:00Z,42.00,60.00
2025-11-04T00:01:00Z,41.00,60.00
2025-11-04T00:55:00Z,42.00,60.00
2025-11-04T01:11:00Z,42.00,60.00
2025-11-04T02:50:00Z,42.00,59.00
2025-11-04T02:57:00Z,42.00,59.00
2025-11-04T03:01:00Z,42.00,59.00
2025-11-04T03:33:00Z,42.00,59.00
2025-11-04T03:38:00Z,42.00,59.00
2025-11-04T03:44:00Z,42.00,59.00
2025-11-04T03:46:00Z,42.00,59.00
2025-11-04T03:48:00Z,42.00,59.00
2025-11-04T03:54:00Z,42.00,59.00
2025-11-04T03:58:00Z,42.00,59.00
2025-11-04T04:03:00Z,42.00,59.00
2025-11-04T04:07:00Z,42.00,59.00
2025-11-04T04:14:00Z,42.00,59.00
2025-11-04T04:15:00Z,42.00,59.00
2025-11-04T04:17:00Z,42.00,59.00
2025-11-04T04:20:00Z,42.00,59.00
2025-11-04T04:24:00Z,42.00,59.00
2025-11-04T04:27:00Z,42.00,59.00
2025-11-04T04:29:00Z,42.63,59.00
2025-11-04T04:33:00Z,44.00,59.00
2025-11-04T04:34:00Z,44.00,57.00
2025-11-04T04:36:00Z,44.00,57.00
2025-11-04T04:38:00Z,44.00,57.00
2025-11-04T04:40:00Z,44.00,57.00
2025-11-04T04:46:00Z,42.89,57.00
2025-11-04T04:47:00Z,42.89,57.00
2025-11-04T04:50:00Z,42.89,57.95
2025-11-04T04:53:00Z,43.00,57.95
2025-11-04T04:55:00Z,43.00,58.00
2025-11-04T04:58:00Z,43.00,57.00
2025-11-04T05:01:00Z,43.00,57.58
2025-11-04T05:06:00Z,43.00,58.00
2025-11-04T05:07:00Z,43.00,58.00
2025-11-04T05:08:00Z,43.89,58.00
2025-11-04T05:12:00Z,43.80,58.00
2025-11-04T05:15:00Z,44.00,58.00
2025-11-04T05:18:00Z,44.00,58.00
2025-11-04T05:19:00Z,44.00,58.00
2025-11-04T05:20:00Z,44.00,58.00
2025-11-04T05:21:00Z,43.00,58.00
2025-11-04T05:23:00Z,43.00,58.00
2025-11-04T05:24:00Z,43.00,58.00
2025-11-04T05:25:00Z,43.00,58.00
2025-11-04T05:26:00Z,43.00,58.00
2025-11-04T05:27:00Z,43.00,58.00
2025-11-04T05:28:00Z,43.00,58.00
2025-11-04T05:36:00Z,43.00,58.00
2025-11-04T05:39:00Z,43.00,58.00
2025-11-04T05:41:00Z,43.00,58.00
2025-11-04T05:42:00Z,43.00,58.00
2025-11-04T05:43:00Z,43.00,58.00
2025-11-04T05:45:00Z,43.00,58.00
2025-11-04T05:46:00Z,43.00,58.00
2025-11-04T05:50:00Z,43.00,58.00
2025-11-04T05:51:00Z,43.00,58.00
2025-11-04T05:53:00Z,43.00,58.00
2025-11-04T05:55:00Z,43.00,58.00
2025-11-04T05:56:00Z,43.00,58.00
2025-11-04T05:57:00Z,43.00,58.00
2025-11-04T05:58:00Z,42.00,58.47
2025-11-04T05:59:00Z,42.00,59.00
2025-11-04T06:00:00Z,42.00,59.00
2025-11-04T06:01:00Z,42.00,59.00
2025-11-04T06:02:00Z,42.00,59.00
2025-11-04T06:03:00Z,42.00,59.00
2025-11-04T06:04:00Z,42.00,59.00
2025-11-04T06:05:00Z,42.00,59.00
2025-11-04T06:09:00Z,42.00,59.00
2025-11-04T06:10:00Z,42.00,59.00
2025-11-04T06:12:00Z,42.00,59.00
2025-11-04T06:13:00Z,42.00,59.00
2025-11-04T06:14:00Z,42.00,58.00
2025-11-04T06:15:00Z,42.00,59.00
2025-11-04T06:16:00Z,42.00,59.00
2025-11-04T06:17:00Z,42.00,59.00
2025-11-04T06:19:00Z,42.00,59.00
2025-11-04T06:20:00Z,42.00,59.00
2025-11-04T06:21:00Z,42.00,59.23
2025-11-04T06:22:00Z,42.00,60.00
2025-11-04T06:23:00Z,42.00,60.00
2025-11-04T06:24:00Z,42.00,60.00
