# event_ticker=KXATPCHALLENGERMATCH-26APR08GLIKIR
# final_score=6-3 6-2
# match_winner=Daniil Glinka
# fav_player=Daniil Glinka
# dog_player=Strong Kirchheimer
# kalshi_date=2026-04-08
timestamp,Daniil Glinka,Strong Kirchheimer
2026-04-08T04:36:00Z,,25.00
2026-04-08T04:38:00Z,,25.00
2026-04-08T05:06:00Z,,21.00
2026-04-08T05:32:00Z,,24.00
2026-04-08T05:36:00Z,,24.00
2026-04-08T05:42:00Z,,24.27
2026-04-08T05:48:00Z,,25.00
2026-04-08T05:54:00Z,79.00,25.00
2026-04-08T06:28:00Z,79.00,25.00
2026-04-08T06:38:00Z,79.00,25.27
2026-04-08T06:59:00Z,79.00,25.00
2026-04-08T07:04:00Z,79.00,25.00
2026-04-08T07:06:00Z,79.00,25.00
2026-04-08T07:13:00Z,79.00,26.00
2026-04-08T07:29:00Z,79.00,26.00
2026-04-08T07:33:00Z,78.00,26.00
2026-04-08T07:50:00Z,78.00,27.00
2026-04-08T07:51:00Z,78.00,27.00
2026-04-08T07:56:00Z,78.00,27.00
2026-04-08T08:12:00Z,78.00,27.00
2026-04-08T08:20:00Z,78.00,27.00
2026-04-08T08:30:00Z,78.00,23.00
2026-04-08T08:53:00Z,78.00,26.00
2026-04-08T09:12:00Z,81.03,18.98
2026-04-08T09:13:00Z,81.03,17.00
2026-04-08T09:24:00Z,81.03,17.00
2026-04-08T10:03:00Z,81.03,16.00
2026-04-08T10:13:00Z,84.00,16.00
2026-04-08T11:14:00Z,84.00,17.00
2026-04-08T11:34:00Z,84.00,19.00
2026-04-08T11:59:00Z,84.00,19.00
2026-04-08T12:05:00Z,83.00,19.00
2026-04-08T12:10:00Z,83.00,19.00
2026-04-08T12:50:00Z,83.00,18.00
2026-04-08T12:51:00Z,84.00,18.00
2026-04-08T13:01:00Z,84.00,18.00
2026-04-08T13:11:00Z,84.00,18.83
2026-04-08T13:18:00Z,84.00,18.83
2026-04-08T13:19:00Z,84.00,18.83
2026-04-08T13:21:00Z,84.00,19.00
2026-04-08T13:26:00Z,84.00,19.00
2026-04-08T13:35:00Z,84.00,19.00
2026-04-08T13:38:00Z,84.00,19.00
2026-04-08T13:58:00Z,84.00,19.00
2026-04-08T14:03:00Z,84.00,19.00
2026-04-08T14:21:00Z,84.00,19.00
2026-04-08T14:44:00Z,83.00,19.00
2026-04-08T14:49:00Z,83.00,19.00
2026-04-08T15:03:00Z,83.00,19.00
2026-04-08T15:04:00Z,83.00,19.00
2026-04-08T15:09:00Z,83.00,19.00
2026-04-08T15:11:00Z,83.00,19.00
2026-04-08T15:12:00Z,83.00,19.00
2026-04-08T15:14:00Z,83.00,19.00
2026-04-08T15:15:00Z,83.00,18.00
2026-04-08T15:23:00Z,83.00,18.00
2026-04-08T15:26:00Z,84.00,18.00
2026-04-08T15:27:00Z,84.00,16.22
2026-04-08T15:28:00Z,84.00,16.22
2026-04-08T15:29:00Z,84.00,17.00
2026-04-08T15:32:00Z,84.00,16.00
2026-04-08T15:33:00Z,84.00,17.00
2026-04-08T15:34:00Z,84.00,16.71
2026-04-08T15:35:00Z,84.00,16.37
2026-04-08T15:36:00Z,85.00,16.37
2026-04-08T15:40:00Z,85.00,16.92
2026-04-08T15:45:00Z,85.00,16.75
2026-04-08T15:47:00Z,85.00,16.75
2026-04-08T15:48:00Z,86.83,16.75
2026-04-08T15:49:00Z,86.83,16.97
2026-04-08T15:53:00Z,86.83,16.00
2026-04-08T15:55:00Z,86.83,17.00
2026-04-08T15:56:00Z,86.83,17.00
2026-04-08T15:58:00Z,86.83,17.00
2026-04-08T15:59:00Z,86.83,17.00
2026-04-08T16:00:00Z,86.83,17.00
2026-04-08T16:01:00Z,85.00,17.00
2026-04-08T16:02:00Z,85.00,16.65
2026-04-08T16:03:00Z,84.00,16.12
2026-04-08T16:04:00Z,85.79,14.34
2026-04-08T16:05:00Z,81.95,18.85
2026-04-08T16:06:00Z,83.45,17.75
2026-04-08T16:07:00Z,84.38,16.70
2026-04-08T16:08:00Z,82.94,18.68
2026-04-08T16:09:00Z,77.40,19.98
2026-04-08T16:10:00Z,79.35,19.68
2026-04-08T16:11:00Z,82.58,18.00
2026-04-08T16:12:00Z,80.01,20.00
2026-04-08T16:13:00Z,82.32,18.76
2026-04-08T16:14:00Z,81.00,20.00
2026-04-08T16:15:00Z,83.32,18.96
2026-04-08T16:16:00Z,82.00,19.90
2026-04-08T16:17:00Z,83.24,18.47
2026-04-08T16:18:00Z,80.10,21.69
2026-04-08T16:19:00Z,79.00,21.99
2026-04-08T16:20:00Z,77.39,23.07
2026-04-08T16:21:00Z,79.48,18.73
2026-04-08T16:22:00Z,82.66,18.64
2026-04-08T16:23:00Z,84.93,12.85
2026-04-08T16:24:00Z,88.93,12.28
2026-04-08T16:25:00Z,88.24,10.74
2026-04-08T16:26:00Z,87.78,12.19
2026-04-08T16:27:00Z,85.83,16.95
2026-04-08T16:28:00Z,82.20,19.10
2026-04-08T16:29:00Z,82.00,19.24
2026-04-08T16:30:00Z,82.00,18.00
2026-04-08T16:31:00Z,79.00,20.53
