# event_ticker=KXATPCHALLENGERMATCH-26MAY16DJENAV
# final_score=6-3 6-4
# match_winner=Laslo Djere
# fav_player=Laslo Djere
# dog_player=Emilio Nava
# kalshi_date=2026-05-16
timestamp,Laslo Djere,Emilio Nava
2026-05-15T23:00:00Z,,42.00
2026-05-15T23:13:00Z,,42.00
2026-05-15T23:19:00Z,61.00,42.00
2026-05-16T00:21:00Z,61.00,42.00
2026-05-16T00:28:00Z,61.00,42.00
2026-05-16T00:32:00Z,61.00,43.00
2026-05-16T01:00:00Z,61.00,43.00
2026-05-16T01:10:00Z,61.00,42.00
2026-05-16T01:34:00Z,61.00,43.00
2026-05-16T01:56:00Z,61.00,43.00
2026-05-16T01:57:00Z,61.00,43.00
2026-05-16T01:58:00Z,61.00,43.00
2026-05-16T02:13:00Z,61.00,42.00
2026-05-16T02:25:00Z,61.00,42.00
2026-05-16T02:36:00Z,61.00,42.00
2026-05-16T02:38:00Z,61.00,42.00
2026-05-16T02:40:00Z,61.00,42.00
2026-05-16T02:49:00Z,61.00,42.00
2026-05-16T02:53:00Z,61.00,42.00
2026-05-16T02:54:00Z,61.00,42.00
2026-05-16T02:57:00Z,61.00,42.00
2026-05-16T03:07:00Z,61.00,42.00
2026-05-16T03:12:00Z,61.00,42.00
2026-05-16T03:31:00Z,61.00,42.00
2026-05-16T03:38:00Z,62.00,42.00
2026-05-16T03:43:00Z,62.00,41.00
2026-05-16T03:46:00Z,62.00,41.00
2026-05-16T03:48:00Z,62.00,41.00
2026-05-16T04:14:00Z,62.00,42.56
2026-05-16T04:15:00Z,60.84,43.83
2026-05-16T04:16:00Z,58.00,44.87
2026-05-16T04:17:00Z,57.00,45.31
2026-05-16T04:18:00Z,57.00,45.73
2026-05-16T04:19:00Z,57.00,45.00
2026-05-16T04:20:00Z,57.00,45.64
2026-05-16T04:23:00Z,55.68,45.00
2026-05-16T04:24:00Z,54.60,45.00
2026-05-16T04:25:00Z,52.66,45.00
2026-05-16T04:26:00Z,52.32,45.00
2026-05-16T04:27:00Z,52.72,45.06
2026-05-16T04:28:00Z,54.00,45.06
2026-05-16T04:29:00Z,54.00,45.06
2026-05-16T04:30:00Z,54.00,45.06
2026-05-16T04:32:00Z,55.55,45.06
2026-05-16T04:33:00Z,57.00,45.06
2026-05-16T04:35:00Z,57.00,45.00
2026-05-16T04:38:00Z,57.00,45.00
2026-05-16T04:39:00Z,54.64,45.00
2026-05-16T04:40:00Z,52.46,45.00
2026-05-16T04:41:00Z,52.42,45.00
2026-05-16T04:43:00Z,52.42,46.00
2026-05-16T04:45:00Z,54.00,46.00
2026-05-16T04:46:00Z,54.00,46.00
2026-05-16T04:47:00Z,54.00,46.00
2026-05-16T04:49:00Z,54.00,46.00
2026-05-16T04:50:00Z,54.41,46.00
2026-05-16T04:51:00Z,54.00,46.00
2026-05-16T04:54:00Z,54.00,46.00
2026-05-16T04:57:00Z,55.03,46.00
2026-05-16T05:01:00Z,56.00,46.00
2026-05-16T05:05:00Z,56.00,46.00
2026-05-16T05:06:00Z,56.00,46.00
2026-05-16T05:08:00Z,54.00,46.00
2026-05-16T05:09:00Z,55.00,46.00
2026-05-16T05:12:00Z,55.00,45.00
2026-05-16T05:19:00Z,55.00,46.00
2026-05-16T05:22:00Z,55.00,46.00
2026-05-16T05:23:00Z,56.00,46.00
2026-05-16T05:24:00Z,56.00,45.00
2026-05-16T05:26:00Z,56.00,46.00
2026-05-16T05:30:00Z,56.00,46.00
2026-05-16T05:38:00Z,56.00,46.00
2026-05-16T05:45:00Z,56.00,46.00
2026-05-16T05:47:00Z,56.00,46.00
2026-05-16T05:48:00Z,56.00,46.00
2026-05-16T05:53:00Z,56.00,46.00
2026-05-16T05:56:00Z,56.00,45.00
2026-05-16T05:57:00Z,56.00,44.00
2026-05-16T06:00:00Z,56.00,45.00
