# event_ticker=KXATPCHALLENGERMATCH-26APR17TULELL
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Li Tu
# fav_player=Blake Ellis
# dog_player=Li Tu
# kalshi_date=2026-04-17
timestamp,Blake Ellis,Li Tu
2026-04-17T05:36:00Z,34.00,68.00
2026-04-17T05:37:00Z,34.00,68.86
2026-04-17T05:38:00Z,34.00,68.09
2026-04-17T05:39:00Z,34.10,68.57
2026-04-17T05:40:00Z,36.88,65.03
2026-04-17T05:41:00Z,38.59,65.03
2026-04-17T05:42:00Z,40.03,61.80
2026-04-17T05:43:00Z,39.55,63.72
2026-04-17T05:44:00Z,40.41,59.55
2026-04-17T05:45:00Z,40.85,63.37
2026-04-17T05:46:00Z,39.98,64.07
2026-04-17T05:47:00Z,39.99,63.73
2026-04-17T05:48:00Z,37.94,67.19
2026-04-17T05:49:00Z,36.93,64.12
2026-04-17T05:50:00Z,35.99,65.70
2026-04-17T05:51:00Z,30.14,70.29
2026-04-17T05:52:00Z,20.76,81.97
2026-04-17T05:53:00Z,21.02,80.00
2026-04-17T05:54:00Z,25.04,75.53
2026-04-17T05:55:00Z,27.18,72.02
2026-04-17T05:56:00Z,31.08,70.79
2026-04-17T05:57:00Z,24.27,75.80
2026-04-17T05:58:00Z,24.16,75.64
2026-04-17T05:59:00Z,17.16,80.84
2026-04-17T06:00:00Z,19.85,80.29
2026-04-17T06:01:00Z,21.04,79.02
2026-04-17T06:02:00Z,20.40,82.65
2026-04-17T06:03:00Z,19.36,80.86
2026-04-17T06:04:00Z,19.26,81.00
2026-04-17T06:05:00Z,19.00,81.32
2026-04-17T06:06:00Z,20.12,80.48
2026-04-17T06:07:00Z,19.56,80.98
2026-04-17T06:08:00Z,24.93,76.79
2026-04-17T06:09:00Z,21.10,78.20
2026-04-17T06:10:00Z,16.46,81.86
2026-04-17T06:11:00Z,19.74,82.75
2026-04-17T06:12:00Z,19.40,81.68
2026-04-17T06:13:00Z,19.27,81.81
2026-04-17T06:14:00Z,17.77,82.62
2026-04-17T06:15:00Z,20.90,81.90
2026-04-17T06:16:00Z,26.26,76.45
2026-04-17T06:17:00Z,25.61,78.37
2026-04-17T06:18:00Z,24.29,76.19
2026-04-17T06:19:00Z,22.79,79.61
2026-04-17T06:20:00Z,26.44,77.23
2026-04-17T06:21:00Z,30.39,72.66
2026-04-17T06:22:00Z,24.60,78.36
2026-04-17T06:23:00Z,26.14,75.75
2026-04-17T06:24:00Z,22.92,79.10
2026-04-17T06:25:00Z,21.37,80.77
2026-04-17T06:26:00Z,20.63,81.23
2026-04-17T06:27:00Z,17.54,84.21
2026-04-17T06:28:00Z,14.88,90.81
2026-04-17T06:29:00Z,11.91,88.25
2026-04-17T06:30:00Z,13.40,88.91
2026-04-17T06:31:00Z,15.17,86.18
2026-04-17T06:32:00Z,14.13,85.67
2026-04-17T06:33:00Z,11.03,89.96
2026-04-17T06:34:00Z,10.05,90.84
2026-04-17T06:35:00Z,10.59,92.36
2026-04-17T06:36:00Z,11.67,90.04
2026-04-17T06:37:00Z,14.78,87.13
2026-04-17T06:38:00Z,16.76,86.76
2026-04-17T06:39:00Z,16.64,86.20
2026-04-17T06:40:00Z,15.40,84.55
2026-04-17T06:41:00Z,12.68,87.10
2026-04-17T06:42:00Z,14.02,87.81
2026-04-17T06:43:00Z,12.78,89.84
2026-04-17T06:44:00Z,8.55,92.98
2026-04-17T06:45:00Z,5.60,94.39
2026-04-17T06:46:00Z,4.44,97.13
2026-04-17T06:47:00Z,3.56,98.18
2026-04-17T06:48:00Z,2.55,98.13
2026-04-17T06:49:00Z,2.66,98.53
2026-04-17T06:50:00Z,2.92,97.95
2026-04-17T06:51:00Z,4.60,97.62
2026-04-17T06:52:00Z,4.10,97.23
2026-04-17T06:53:00Z,5.69,96.44
2026-04-17T06:54:00Z,5.11,96.45
2026-04-17T06:55:00Z,2.10,98.18
2026-04-17T06:56:00Z,2.11,98.96
2026-04-17T06:57:00Z,1.19,98.88
2026-04-17T06:58:00Z,1.62,99.00
2026-04-17T06:59:00Z,1.46,98.57
2026-04-17T07:00:00Z,1.88,98.53
2026-04-17T07:01:00Z,1.75,98.16
2026-04-17T07:02:00Z,2.00,99.00
2026-04-17T07:03:00Z,1.00,99.00
2026-04-17T07:04:00Z,1.00,99.00
2026-04-17T07:06:00Z,1.00,99.00
