# event_ticker=KXATPCHALLENGERMATCH-26APR17TULELL
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Li Tu
# fav_player=Blake Ellis
# dog_player=Li Tu
# kalshi_date=2026-04-17
timestamp,Blake Ellis,Li Tu
2026-04-16T18:11:00Z,,64.00
2026-04-16T18:24:00Z,,65.03
2026-04-16T18:29:00Z,,66.00
2026-04-16T18:33:00Z,,66.00
2026-04-16T18:54:00Z,,68.00
2026-04-16T18:58:00Z,,68.00
2026-04-16T19:10:00Z,,64.00
2026-04-16T20:08:00Z,,67.00
2026-04-16T20:09:00Z,,63.00
2026-04-16T21:59:00Z,,67.00
2026-04-16T22:15:00Z,,67.00
2026-04-16T22:20:00Z,34.99,67.00
2026-04-16T23:13:00Z,33.00,67.00
2026-04-16T23:38:00Z,33.00,65.00
2026-04-17T01:37:00Z,33.00,66.00
2026-04-17T01:50:00Z,34.00,66.00
2026-04-17T01:52:00Z,34.00,66.00
2026-04-17T02:36:00Z,34.00,66.69
2026-04-17T02:41:00Z,34.00,66.69
2026-04-17T02:44:00Z,34.00,67.00
2026-04-17T02:48:00Z,34.00,67.00
2026-04-17T03:01:00Z,34.00,67.00
2026-04-17T03:13:00Z,34.00,67.00
2026-04-17T03:23:00Z,34.00,67.00
2026-04-17T03:26:00Z,34.00,66.02
2026-04-17T03:27:00Z,34.00,66.02
2026-04-17T03:29:00Z,34.00,66.02
2026-04-17T03:41:00Z,34.00,66.00
2026-04-17T03:42:00Z,34.13,66.00
2026-04-17T03:45:00Z,33.00,66.00
2026-04-17T03:47:00Z,33.00,66.00
2026-04-17T03:51:00Z,33.00,66.00
2026-04-17T03:55:00Z,35.00,66.00
2026-04-17T03:57:00Z,35.00,66.44
2026-04-17T04:00:00Z,34.00,66.44
2026-04-17T04:04:00Z,34.00,66.44
2026-04-17T04:05:00Z,34.00,67.43
2026-04-17T04:06:00Z,34.00,68.00
2026-04-17T04:07:00Z,34.00,69.00
2026-04-17T04:10:00Z,34.00,69.00
2026-04-17T04:13:00Z,34.00,68.00
2026-04-17T04:14:00Z,34.00,68.00
2026-04-17T04:16:00Z,34.00,69.00
2026-04-17T04:17:00Z,34.00,68.52
2026-04-17T04:18:00Z,34.00,68.00
2026-04-17T04:19:00Z,34.00,67.00
2026-04-17T04:23:00Z,34.00,67.00
2026-04-17T04:25:00Z,33.00,67.00
2026-04-17T04:28:00Z,34.00,67.00
2026-04-17T04:29:00Z,34.00,66.00
2026-04-17T04:31:00Z,34.00,66.00
2026-04-17T04:32:00Z,34.00,66.00
2026-04-17T04:33:00Z,34.00,66.00
2026-04-17T04:37:00Z,34.00,66.00
2026-04-17T04:38:00Z,34.00,66.97
2026-04-17T04:39:00Z,34.00,66.97
2026-04-17T04:40:00Z,34.00,67.00
2026-04-17T04:41:00Z,34.00,67.00
2026-04-17T04:42:00Z,34.00,67.00
2026-04-17T04:43:00Z,34.00,67.00
2026-04-17T04:44:00Z,34.00,67.00
2026-04-17T04:45:00Z,34.00,67.00
2026-04-17T04:50:00Z,34.00,67.00
2026-04-17T04:51:00Z,34.00,67.00
2026-04-17T04:52:00Z,34.00,67.00
2026-04-17T04:54:00Z,34.00,67.00
2026-04-17T04:55:00Z,34.00,67.00
2026-04-17T04:56:00Z,34.00,67.00
2026-04-17T04:59:00Z,34.00,67.00
2026-04-17T05:01:00Z,34.00,68.00
2026-04-17T05:03:00Z,34.00,67.00
2026-04-17T05:06:00Z,34.00,67.00
2026-04-17T05:10:00Z,34.00,67.00
2026-04-17T05:12:00Z,34.68,67.00
2026-04-17T05:14:00Z,35.00,67.00
2026-04-17T05:15:00Z,34.00,67.00
2026-04-17T05:16:00Z,34.00,67.00
2026-04-17T05:17:00Z,34.00,67.00
2026-04-17T05:18:00Z,34.00,67.00
2026-04-17T05:19:00Z,34.00,68.00
2026-04-17T05:20:00Z,34.00,68.00
2026-04-17T05:21:00Z,34.00,68.00
2026-04-17T05:22:00Z,34.00,68.00
2026-04-17T05:23:00Z,34.00,67.50
2026-04-17T05:26:00Z,34.00,67.67
2026-04-17T05:29:00Z,34.00,68.00
2026-04-17T05:30:00Z,34.00,68.00
2026-04-17T05:31:00Z,34.00,68.00
2026-04-17T05:32:00Z,34.00,68.00
2026-04-17T05:33:00Z,34.00,67.00
2026-04-17T05:34:00Z,34.00,67.42
2026-04-17T05:35:00Z,34.00,68.00
