# event_ticker=KXATPMATCH-26FEB26RUBRIN
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Andrey Rublev
# fav_player=Arthur Rinderknech
# dog_player=Andrey Rublev
# kalshi_date=2026-02-26
timestamp,Arthur Rinderknech,Andrey Rublev
2026-02-26T03:19:00Z,26.00,
2026-02-26T03:23:00Z,26.00,
2026-02-26T03:25:00Z,26.00,75.00
2026-02-26T03:30:00Z,26.00,75.00
2026-02-26T03:41:00Z,26.00,75.07
2026-02-26T03:42:00Z,26.00,76.00
2026-02-26T03:46:00Z,26.00,76.00
2026-02-26T03:50:00Z,26.00,76.00
2026-02-26T03:51:00Z,26.00,76.00
2026-02-26T03:54:00Z,26.00,76.00
2026-02-26T03:59:00Z,26.00,76.00
2026-02-26T04:04:00Z,26.00,76.00
2026-02-26T04:09:00Z,25.00,76.00
2026-02-26T04:26:00Z,25.00,76.00
2026-02-26T04:32:00Z,25.00,77.00
2026-02-26T04:34:00Z,25.00,77.00
2026-02-26T04:36:00Z,25.00,77.00
2026-02-26T04:43:00Z,25.00,77.00
2026-02-26T04:49:00Z,25.00,77.00
2026-02-26T04:52:00Z,25.00,77.00
2026-02-26T04:55:00Z,25.00,77.00
2026-02-26T04:56:00Z,25.00,77.00
2026-02-26T04:59:00Z,25.00,77.00
2026-02-26T05:02:00Z,25.00,77.00
2026-02-26T05:06:00Z,25.00,77.00
2026-02-26T05:07:00Z,25.00,77.00
2026-02-26T05:13:00Z,25.00,77.00
2026-02-26T05:17:00Z,25.00,77.00
2026-02-26T05:19:00Z,25.00,77.00
2026-02-26T05:20:00Z,25.00,77.00
2026-02-26T05:24:00Z,25.00,76.00
2026-02-26T05:36:00Z,25.00,76.00
2026-02-26T05:38:00Z,25.00,77.00
2026-02-26T05:39:00Z,25.00,77.00
2026-02-26T05:40:00Z,25.00,76.00
2026-02-26T05:42:00Z,25.00,77.00
2026-02-26T05:43:00Z,25.00,77.00
2026-02-26T05:45:00Z,24.00,77.00
2026-02-26T05:48:00Z,24.00,77.00
2026-02-26T05:51:00Z,24.00,77.00
2026-02-26T05:53:00Z,25.00,77.00
2026-02-26T05:56:00Z,25.00,77.00
2026-02-26T05:57:00Z,25.00,77.00
2026-02-26T06:00:00Z,25.00,77.00
2026-02-26T06:02:00Z,25.00,77.00
2026-02-26T06:03:00Z,25.00,77.00
2026-02-26T06:07:00Z,25.00,77.00
2026-02-26T06:08:00Z,25.00,77.00
2026-02-26T06:10:00Z,25.00,77.00
2026-02-26T06:15:00Z,25.00,77.00
2026-02-26T06:17:00Z,25.00,77.00
2026-02-26T06:20:00Z,25.00,77.00
2026-02-26T06:21:00Z,25.00,77.00
2026-02-26T06:22:00Z,25.00,77.00
2026-02-26T06:23:00Z,25.00,77.00
2026-02-26T06:26:00Z,25.00,77.00
2026-02-26T06:31:00Z,25.00,77.00
2026-02-26T06:32:00Z,25.00,77.00
2026-02-26T06:36:00Z,25.00,77.00
2026-02-26T06:37:00Z,25.00,77.00
2026-02-26T06:38:00Z,25.00,77.00
2026-02-26T06:40:00Z,25.00,77.00
2026-02-26T06:44:00Z,25.00,77.00
2026-02-26T06:45:00Z,25.00,77.00
2026-02-26T06:46:00Z,25.00,77.00
2026-02-26T06:47:00Z,25.00,77.00
2026-02-26T06:52:00Z,25.00,77.00
2026-02-26T06:53:00Z,25.00,76.00
2026-02-26T07:01:00Z,25.00,76.00
2026-02-26T07:04:00Z,25.00,76.00
2026-02-26T07:09:00Z,26.00,76.00
2026-02-26T07:10:00Z,26.00,76.00
2026-02-26T07:12:00Z,26.00,76.00
2026-02-26T07:15:00Z,26.00,76.00
2026-02-26T07:18:00Z,26.00,76.00
2026-02-26T07:22:00Z,26.00,76.00
2026-02-26T07:25:00Z,26.00,76.00
2026-02-26T07:32:00Z,26.00,76.00
2026-02-26T07:35:00Z,26.42,76.00
2026-02-26T07:40:00Z,26.00,76.00
2026-02-26T07:47:00Z,26.00,74.01
2026-02-26T07:49:00Z,26.00,74.00
2026-02-26T07:54:00Z,26.00,75.00
2026-02-26T07:55:00Z,25.00,75.00
2026-02-26T10:02:00Z,25.00,75.00
2026-02-26T10:04:00Z,26.00,75.00
2026-02-26T10:06:00Z,26.69,75.00
2026-02-26T10:07:00Z,26.69,75.00
2026-02-26T10:08:00Z,26.69,75.00
2026-02-26T10:09:00Z,27.00,75.00
2026-02-26T10:13:00Z,27.00,75.00
2026-02-26T10:17:00Z,27.00,75.00
2026-02-26T10:24:00Z,27.00,75.00
2026-02-26T10:28:00Z,27.00,75.00
2026-02-26T10:32:00Z,27.00,75.00
2026-02-26T10:34:00Z,27.00,75.00
2026-02-26T10:39:00Z,27.00,75.00
2026-02-26T10:43:00Z,27.00,75.00
2026-02-26T10:44:00Z,27.00,75.00
2026-02-26T10:45:00Z,27.00,75.00
2026-02-26T10:48:00Z,27.00,75.00
2026-02-26T10:51:00Z,27.00,75.00
2026-02-26T10:57:00Z,27.00,75.00
2026-02-26T11:01:00Z,25.63,75.00
2026-02-26T11:03:00Z,26.00,75.00
2026-02-26T11:05:00Z,26.00,75.00
2026-02-26T11:07:00Z,26.00,75.00
2026-02-26T11:10:00Z,26.00,75.00
2026-02-26T11:14:00Z,26.00,75.00
2026-02-26T11:15:00Z,26.00,75.23
2026-02-26T11:16:00Z,26.00,76.00
2026-02-26T11:19:00Z,26.00,76.00
2026-02-26T11:22:00Z,26.00,76.00
2026-02-26T11:23:00Z,26.00,76.00
2026-02-26T11:25:00Z,26.00,76.00
2026-02-26T11:28:00Z,26.00,76.00
2026-02-26T11:29:00Z,26.00,76.00
2026-02-26T11:35:00Z,26.00,75.00
2026-02-26T11:36:00Z,26.00,75.00
2026-02-26T11:38:00Z,26.00,74.00
2026-02-26T11:40:00Z,26.00,74.00
2026-02-26T11:41:00Z,26.00,75.00
2026-02-26T11:42:00Z,26.00,75.00
2026-02-26T11:43:00Z,26.00,75.00
2026-02-26T11:47:00Z,26.00,75.00
2026-02-26T11:48:00Z,26.00,75.00
2026-02-26T11:50:00Z,26.00,75.00
2026-02-26T11:51:00Z,26.00,75.00
2026-02-26T11:52:00Z,26.00,75.00
2026-02-26T11:55:00Z,26.00,75.00
2026-02-26T11:56:00Z,26.00,75.00
2026-02-26T11:59:00Z,26.00,76.00
2026-02-26T12:01:00Z,26.00,76.00
2026-02-26T12:02:00Z,26.00,76.00
2026-02-26T12:03:00Z,26.00,76.00
2026-02-26T12:05:00Z,26.00,76.00
2026-02-26T12:08:00Z,26.00,76.00
2026-02-26T12:09:00Z,26.00,76.00
2026-02-26T12:10:00Z,26.00,76.00
