# event_ticker=KXATPMATCH-26APR05NAVMER
# final_score=6-2 4-6 7-5
# score_resolution=2-6 6-4 5-7
# match_winner=Mariano Navone
# fav_player=Daniel Merida
# dog_player=Mariano Navone
# kalshi_date=2026-04-05
timestamp,Daniel Merida,Mariano Navone
2026-04-04T23:19:00Z,,71.00
2026-04-04T23:30:00Z,,71.00
2026-04-04T23:42:00Z,31.00,71.00
2026-04-04T23:46:00Z,31.00,71.00
2026-04-04T23:51:00Z,31.00,71.00
2026-04-04T23:56:00Z,31.00,71.00
2026-04-05T01:03:00Z,31.00,71.00
2026-04-05T01:15:00Z,29.00,71.00
2026-04-05T01:18:00Z,29.00,71.00
2026-04-05T01:43:00Z,29.00,71.00
2026-04-05T02:05:00Z,29.00,71.00
2026-04-05T02:07:00Z,31.00,71.00
2026-04-05T02:08:00Z,31.00,71.00
2026-04-05T02:13:00Z,31.00,71.00
2026-04-05T02:25:00Z,31.00,71.00
2026-04-05T02:26:00Z,31.62,69.62
2026-04-05T02:42:00Z,31.62,70.00
2026-04-05T02:59:00Z,32.00,70.00
2026-04-05T03:03:00Z,32.00,70.00
2026-04-05T03:04:00Z,32.00,70.00
2026-04-05T03:05:00Z,32.00,70.00
2026-04-05T03:10:00Z,32.00,70.00
2026-04-05T03:19:00Z,32.00,70.00
2026-04-05T03:29:00Z,32.00,70.00
2026-04-05T03:30:00Z,32.00,70.00
2026-04-05T03:36:00Z,32.00,70.78
2026-04-05T03:40:00Z,32.00,70.00
2026-04-05T03:43:00Z,32.00,70.00
2026-04-05T03:45:00Z,32.00,70.00
2026-04-05T03:48:00Z,32.00,70.00
2026-04-05T03:49:00Z,32.00,70.00
2026-04-05T03:50:00Z,32.00,70.00
2026-04-05T03:51:00Z,32.00,70.00
2026-04-05T03:59:00Z,32.00,70.00
2026-04-05T04:00:00Z,32.00,70.00
2026-04-05T04:01:00Z,32.00,70.00
2026-04-05T04:02:00Z,32.00,68.00
2026-04-05T04:04:00Z,32.00,70.00
2026-04-05T04:05:00Z,32.00,70.00
2026-04-05T04:08:00Z,32.00,70.00
2026-04-05T04:10:00Z,32.00,70.00
2026-04-05T04:11:00Z,32.00,70.97
2026-04-05T04:13:00Z,32.00,71.00
2026-04-05T04:14:00Z,31.00,71.00
2026-04-05T04:15:00Z,31.00,71.00
2026-04-05T04:17:00Z,31.00,71.00
2026-04-05T04:18:00Z,31.00,71.00
2026-04-05T04:21:00Z,31.00,71.00
2026-04-05T04:36:00Z,31.00,71.00
2026-04-05T04:41:00Z,31.00,71.00
2026-04-05T04:44:00Z,31.00,71.00
2026-04-05T04:51:00Z,31.00,71.00
2026-04-05T04:55:00Z,31.00,71.00
2026-04-05T04:56:00Z,31.00,71.00
2026-04-05T04:57:00Z,31.00,71.00
2026-04-05T05:03:00Z,31.00,71.00
2026-04-05T05:05:00Z,31.00,71.00
2026-04-05T05:14:00Z,31.00,71.00
2026-04-05T05:29:00Z,31.00,71.00
2026-04-05T05:31:00Z,31.00,70.00
2026-04-05T05:35:00Z,31.00,71.00
2026-04-05T05:38:00Z,31.00,71.00
2026-04-05T05:39:00Z,31.00,70.00
2026-04-05T05:41:00Z,31.00,72.00
2026-04-05T05:44:00Z,31.00,72.00
2026-04-05T05:46:00Z,31.00,72.00
2026-04-05T05:47:00Z,31.00,73.00
2026-04-05T05:49:00Z,31.00,73.00
2026-04-05T05:50:00Z,31.00,73.00
2026-04-05T05:52:00Z,31.00,73.00
2026-04-05T05:56:00Z,30.00,73.00
2026-04-05T06:12:00Z,30.00,73.00
2026-04-05T06:24:00Z,30.00,73.00
2026-04-05T06:26:00Z,31.00,73.00
2026-04-05T06:29:00Z,31.00,73.00
2026-04-05T06:34:00Z,31.00,73.00
2026-04-05T06:35:00Z,31.00,72.00
2026-04-05T06:36:00Z,31.00,73.00
2026-04-05T06:52:00Z,31.00,73.00
2026-04-05T06:56:00Z,31.00,73.00
2026-04-05T06:58:00Z,31.00,73.00
2026-04-05T07:01:00Z,30.00,73.00
2026-04-05T07:03:00Z,30.00,73.00
