# event_ticker=KXATPMATCH-25JUL28MARMUN
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Jaume Munar
# fav_player=Dan Martin
# dog_player=Jaume Munar
# kalshi_date=2025-07-28
timestamp,Dan Martin,Jaume Munar
2025-07-28T12:02:00Z,4.00,
2025-07-28T12:08:00Z,4.00,
2025-07-28T12:10:00Z,4.00,
2025-07-28T12:11:00Z,4.00,
2025-07-28T12:17:00Z,4.00,
2025-07-28T12:22:00Z,4.00,
2025-07-28T12:29:00Z,4.00,
2025-07-28T12:32:00Z,4.00,
2025-07-28T12:33:00Z,4.00,73.00
2025-07-28T12:35:00Z,4.00,95.00
2025-07-28T12:36:00Z,4.00,77.97
2025-07-28T12:38:00Z,4.00,77.00
2025-07-28T12:39:00Z,4.00,80.25
2025-07-28T12:40:00Z,4.00,81.00
2025-07-28T12:41:00Z,4.00,88.00
2025-07-28T12:42:00Z,4.00,92.68
2025-07-28T12:43:00Z,4.00,97.26
2025-07-28T12:44:00Z,4.00,97.26
2025-07-28T12:45:00Z,4.00,97.26
2025-07-28T12:47:00Z,4.00,97.26
2025-07-28T12:48:00Z,4.00,97.26
2025-07-28T12:54:00Z,4.00,97.26
2025-07-28T12:56:00Z,4.00,97.26
2025-07-28T12:58:00Z,4.00,97.26
2025-07-28T13:04:00Z,4.00,97.26
2025-07-28T13:07:00Z,4.66,97.26
2025-07-28T13:13:00Z,5.00,97.26
2025-07-28T13:16:00Z,5.00,97.26
2025-07-28T13:22:00Z,5.00,97.26
2025-07-28T13:28:00Z,5.00,97.26
2025-07-28T13:49:00Z,5.00,97.26
2025-07-28T13:52:00Z,5.00,97.26
2025-07-28T13:57:00Z,5.00,97.26
2025-07-28T14:05:00Z,5.00,97.26
2025-07-28T14:07:00Z,5.00,97.26
2025-07-28T14:11:00Z,5.00,97.26
2025-07-28T14:20:00Z,5.00,97.26
2025-07-28T14:23:00Z,5.00,97.26
2025-07-28T14:36:00Z,5.00,97.26
2025-07-28T14:37:00Z,5.00,97.26
2025-07-28T14:44:00Z,5.00,97.26
2025-07-28T14:45:00Z,5.00,97.26
2025-07-28T14:59:00Z,5.00,97.26
2025-07-28T15:11:00Z,5.00,97.26
2025-07-28T15:16:00Z,5.00,97.26
2025-07-28T15:19:00Z,5.00,97.26
2025-07-28T15:21:00Z,5.00,97.26
2025-07-28T15:23:00Z,5.00,96.00
2025-07-28T15:26:00Z,5.00,96.00
2025-07-28T15:43:00Z,5.00,96.00
2025-07-28T15:44:00Z,5.00,95.00
2025-07-28T15:48:00Z,5.00,95.00
2025-07-28T15:49:00Z,5.41,95.00
2025-07-28T15:59:00Z,5.00,95.00
2025-07-28T16:11:00Z,5.00,95.00
2025-07-28T16:12:00Z,5.00,95.00
2025-07-28T16:17:00Z,5.00,95.00
2025-07-28T16:18:00Z,5.00,95.00
2025-07-28T16:20:00Z,5.00,95.00
2025-07-28T16:21:00Z,5.81,95.00
2025-07-28T16:23:00Z,5.81,95.00
2025-07-28T16:25:00Z,5.81,95.00
2025-07-28T16:28:00Z,5.00,95.00
2025-07-28T16:29:00Z,5.00,95.00
2025-07-28T16:30:00Z,5.41,95.00
2025-07-28T16:35:00Z,7.22,95.00
2025-07-28T16:36:00Z,6.61,95.00
2025-07-28T16:37:00Z,6.59,94.00
2025-07-28T16:38:00Z,7.39,94.00
2025-07-28T16:39:00Z,7.83,94.00
2025-07-28T16:40:00Z,9.47,92.71
2025-07-28T16:41:00Z,9.16,92.71
2025-07-28T16:42:00Z,8.00,92.71
2025-07-28T16:44:00Z,8.75,93.00
2025-07-28T16:45:00Z,8.00,93.00
2025-07-28T16:46:00Z,10.00,92.00
2025-07-28T16:47:00Z,7.64,92.00
2025-07-28T16:48:00Z,10.37,92.00
2025-07-28T16:49:00Z,14.14,92.00
2025-07-28T16:50:00Z,14.14,90.00
2025-07-28T16:51:00Z,17.40,88.81
2025-07-28T16:52:00Z,12.53,88.10
2025-07-28T16:53:00Z,11.68,91.00
2025-07-28T16:54:00Z,8.03,94.00
2025-07-28T16:55:00Z,7.49,94.00
2025-07-28T16:56:00Z,8.57,94.00
2025-07-28T16:57:00Z,8.92,92.00
2025-07-28T16:58:00Z,9.84,92.00
2025-07-28T16:59:00Z,8.98,92.00
2025-07-28T17:00:00Z,7.69,92.00
2025-07-28T17:01:00Z,10.38,92.00
2025-07-28T17:02:00Z,8.00,92.00
2025-07-28T17:03:00Z,9.30,92.00
2025-07-28T17:04:00Z,10.45,92.00
2025-07-28T17:05:00Z,11.00,92.00
2025-07-28T17:06:00Z,10.86,92.00
2025-07-28T17:07:00Z,10.81,91.00
2025-07-28T17:08:00Z,10.00,91.00
2025-07-28T17:09:00Z,6.37,92.00
2025-07-28T17:10:00Z,2.80,92.00
2025-07-28T17:11:00Z,3.36,97.00
2025-07-28T17:12:00Z,2.69,98.00
2025-07-28T17:13:00Z,2.29,98.00
2025-07-28T17:14:00Z,2.77,98.00
2025-07-28T17:15:00Z,2.00,98.00
2025-07-28T17:16:00Z,2.89,98.00
2025-07-28T17:17:00Z,4.00,98.00
2025-07-28T17:18:00Z,3.80,98.00
2025-07-28T17:19:00Z,4.00,98.00
2025-07-28T17:20:00Z,6.00,97.00
2025-07-28T17:21:00Z,4.84,97.00
2025-07-28T17:22:00Z,2.39,97.00
2025-07-28T17:23:00Z,3.29,97.00
2025-07-28T17:24:00Z,5.25,96.00
2025-07-28T17:25:00Z,2.87,96.00
2025-07-28T17:26:00Z,4.00,96.00
2025-07-28T17:27:00Z,4.00,96.19
2025-07-28T17:28:00Z,3.72,96.19
2025-07-28T17:29:00Z,3.00,97.99
2025-07-28T17:30:00Z,2.30,99.00
2025-07-28T17:31:00Z,3.31,99.00
2025-07-28T17:32:00Z,4.00,98.51
2025-07-28T17:34:00Z,1.12,99.00
2025-07-28T17:35:00Z,2.00,99.00
2025-07-28T17:36:00Z,2.47,99.00
2025-07-28T17:37:00Z,2.47,99.00
2025-07-28T17:38:00Z,1.00,99.00
2025-07-28T17:39:00Z,1.00,99.00
2025-07-28T17:40:00Z,2.30,99.00
2025-07-28T17:41:00Z,1.00,99.00
2025-07-28T17:45:00Z,1.00,99.00
2025-07-28T17:46:00Z,1.00,99.00
2025-07-28T17:49:00Z,1.00,99.00
2025-07-28T17:50:00Z,1.00,99.00
2025-07-28T17:52:00Z,1.00,99.00
