# event_ticker=KXATPMATCH-25JUL18BAEDAR
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Luciano Darderi
# fav_player=Sebastian Baez
# dog_player=Luciano Darderi
# kalshi_date=2025-07-18
timestamp,Sebastian Baez,Luciano Darderi
2025-07-18T02:17:00Z,,56.00
2025-07-18T02:24:00Z,,56.00
2025-07-18T02:25:00Z,,57.44
2025-07-18T02:28:00Z,,57.00
2025-07-18T02:51:00Z,,57.00
2025-07-18T02:55:00Z,45.00,57.00
2025-07-18T02:58:00Z,45.00,57.00
2025-07-18T03:17:00Z,45.00,57.00
2025-07-18T03:22:00Z,45.00,56.25
2025-07-18T03:27:00Z,45.00,56.00
2025-07-18T03:57:00Z,44.00,56.00
2025-07-18T03:58:00Z,44.00,58.00
2025-07-18T03:59:00Z,44.00,58.00
2025-07-18T04:23:00Z,43.64,58.00
2025-07-18T05:13:00Z,44.00,58.00
2025-07-18T05:28:00Z,44.00,58.00
2025-07-18T05:51:00Z,44.00,58.00
2025-07-18T06:14:00Z,44.00,58.00
2025-07-18T12:02:00Z,45.00,58.00
2025-07-18T12:15:00Z,45.00,57.00
2025-07-18T12:25:00Z,44.00,57.00
2025-07-18T12:27:00Z,44.00,57.00
2025-07-18T12:29:00Z,45.00,57.00
2025-07-18T12:36:00Z,45.00,57.00
2025-07-18T12:41:00Z,45.00,57.00
2025-07-18T12:43:00Z,45.00,57.00
2025-07-18T12:50:00Z,45.00,57.00
2025-07-18T12:52:00Z,45.00,57.00
2025-07-18T12:54:00Z,45.00,57.00
2025-07-18T12:56:00Z,45.00,57.00
2025-07-18T12:57:00Z,45.00,57.00
2025-07-18T12:58:00Z,46.00,57.00
2025-07-18T13:11:00Z,45.00,57.00
2025-07-18T13:25:00Z,45.26,57.00
2025-07-18T13:26:00Z,46.00,57.00
2025-07-18T13:27:00Z,46.00,57.00
2025-07-18T13:28:00Z,46.00,57.00
2025-07-18T13:35:00Z,46.00,57.00
2025-07-18T13:36:00Z,46.00,57.00
2025-07-18T13:42:00Z,45.35,57.00
2025-07-18T13:46:00Z,46.00,57.00
2025-07-18T13:47:00Z,46.00,56.00
2025-07-18T13:48:00Z,46.00,56.00
2025-07-18T13:52:00Z,46.00,57.00
2025-07-18T13:58:00Z,46.00,57.00
2025-07-18T14:00:00Z,46.00,57.00
2025-07-18T14:01:00Z,45.00,57.00
2025-07-18T14:03:00Z,47.71,57.00
2025-07-18T14:06:00Z,46.00,57.00
2025-07-18T14:08:00Z,46.00,56.00
2025-07-18T14:09:00Z,41.59,56.00
2025-07-18T14:10:00Z,41.53,59.00
2025-07-18T14:11:00Z,38.00,64.45
2025-07-18T14:12:00Z,38.00,67.00
2025-07-18T14:13:00Z,32.09,67.00
2025-07-18T14:14:00Z,30.45,75.00
2025-07-18T14:15:00Z,29.99,75.00
2025-07-18T14:16:00Z,29.00,71.00
2025-07-18T14:17:00Z,25.11,77.00
2025-07-18T14:18:00Z,25.11,78.00
2025-07-18T14:19:00Z,21.28,88.94
2025-07-18T14:20:00Z,18.86,80.40
2025-07-18T14:21:00Z,19.00,80.40
2025-07-18T14:22:00Z,19.00,83.00
2025-07-18T14:23:00Z,17.13,83.00
2025-07-18T14:24:00Z,17.27,86.00
2025-07-18T14:25:00Z,25.00,86.00
2025-07-18T14:26:00Z,15.86,87.00
2025-07-18T14:27:00Z,15.86,87.54
2025-07-18T14:28:00Z,14.00,86.10
2025-07-18T14:29:00Z,12.64,88.66
2025-07-18T14:30:00Z,13.03,89.00
2025-07-18T14:32:00Z,14.00,89.00
2025-07-18T14:33:00Z,14.00,89.00
2025-07-18T14:34:00Z,11.22,89.00
2025-07-18T14:35:00Z,11.00,89.00
2025-07-18T14:36:00Z,9.20,89.00
2025-07-18T14:37:00Z,7.68,94.05
2025-07-18T14:38:00Z,8.18,93.33
2025-07-18T14:39:00Z,7.00,96.00
2025-07-18T14:40:00Z,6.72,95.86
2025-07-18T14:41:00Z,5.00,98.00
2025-07-18T14:42:00Z,6.56,96.00
2025-07-18T14:43:00Z,5.03,96.00
2025-07-18T14:44:00Z,6.00,95.03
2025-07-18T14:45:00Z,5.05,95.00
2025-07-18T14:46:00Z,7.00,95.00
2025-07-18T14:47:00Z,8.11,95.00
2025-07-18T14:48:00Z,8.00,95.00
2025-07-18T14:49:00Z,8.95,92.71
2025-07-18T14:50:00Z,8.65,91.89
2025-07-18T14:53:00Z,8.05,91.89
2025-07-18T14:54:00Z,8.00,94.00
2025-07-18T14:55:00Z,6.00,96.00
2025-07-18T14:56:00Z,8.00,96.00
2025-07-18T14:57:00Z,5.21,95.73
2025-07-18T14:58:00Z,1.36,96.01
2025-07-18T14:59:00Z,1.00,99.00
2025-07-18T15:00:00Z,1.00,98.90
2025-07-18T15:01:00Z,1.00,96.67
2025-07-18T15:03:00Z,1.00,96.67
2025-07-18T15:04:00Z,1.00,97.87
2025-07-18T15:05:00Z,1.01,97.87
2025-07-18T15:06:00Z,1.01,99.00
2025-07-18T15:07:00Z,2.00,99.00
2025-07-18T15:08:00Z,2.00,99.00
2025-07-18T15:09:00Z,1.00,98.00
2025-07-18T15:10:00Z,1.00,98.00
2025-07-18T15:11:00Z,2.00,98.00
2025-07-18T15:12:00Z,1.80,98.00
2025-07-18T15:13:00Z,1.80,99.00
2025-07-18T15:14:00Z,1.80,99.00
